# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-20 13:48:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpg8x_te24/0hrqdxef.json
# random
#   seed = 22589
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/cc/cc-20230720144828.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
# Adaptation terminated
# Step size = 0.264551
# Diagonal elements of inverse mass matrix:
# 0.00567299, 8.06967, 4.56961e-05
-8.29127,1,0.264551,3,7,0,9.36897,0.261158,72.0142,-0.000516789,72.0142,0.261158,-0.000516789,74.0912,74.7249,75.7091,77.4381,77.7611,78.4915,78.5284,81.2243,81.6266,84.6469,85.8793,86.779,86.7971,87.9261,88.8616,90.0529,90.4538,90.5362,96.258,100.976,104.957,106.771,112.453,112.763,114.009,122.843,141.125,145.733,150.72,158.318,175.619,193.175
-9.31772,0.944828,0.264551,2,3,0,9.61063,0.301969,72.6308,-0.0023462,72.6308,0.301969,-0.0023462,75.0168,75.7418,76.8649,78.8302,79.1962,80.0227,80.0645,83.1006,83.5517,86.9239,88.2925,89.289,89.3091,90.5564,91.5873,92.8969,93.3367,93.427,99.6588,104.736,108.979,110.899,116.864,117.187,118.484,127.572,145.753,150.194,154.931,162.005,177.398,191.853
-7.93198,0.987311,0.264551,2,3,0,9.45803,0.289503,71.1711,-0.00104097,71.1711,0.289503,-0.00104097,73.435,74.1242,75.193,77.0668,77.4162,78.2059,78.2458,81.1533,81.5862,84.8292,86.1489,87.1111,87.1305,88.3365,89.3346,90.6041,91.0309,91.1187,97.1905,102.171,106.357,108.26,114.199,114.522,115.82,124.988,143.755,148.442,153.493,161.149,178.384,195.565
-8.76381,0.969588,0.264551,4,15,0,11.003,0.411676,68.0878,-0.00686565,68.0878,0.411676,-0.00686565,71.0599,71.9546,73.3333,75.7253,76.168,77.1646,77.2149,80.8399,81.374,85.3313,86.9203,88.0714,88.0945,89.5283,90.7076,92.1984,92.6972,92.7996,99.771,105.324,109.879,111.916,118.139,118.471,119.801,128.906,145.837,149.666,153.594,159.119,169.364,175.729
-8.67522,0.988888,0.264551,2,3,0,9.2235,0.406256,67.9486,-0.00719846,67.9486,0.406256,-0.00719846,70.8694,71.7488,73.1038,75.4548,75.8899,76.8694,76.9188,80.4813,81.0061,84.8941,86.4549,87.5854,87.6081,89.0159,90.1738,91.6372,92.1268,92.2273,99.0649,104.504,108.961,110.951,117.024,117.348,118.644,127.491,143.792,147.435,151.148,156.313,165.555,170.543
-8.38517,0.898198,0.264551,4,15,0,9.50399,0.274819,67.2244,0.00195376,67.2244,0.274819,0.00195376,69.3039,69.9393,70.9268,72.6643,72.9892,73.7244,73.7616,76.4811,76.8876,79.9469,81.1987,82.114,82.1325,83.2826,84.2371,85.4545,85.8647,85.949,91.8321,96.7247,100.886,102.792,108.805,109.135,110.463,119.985,140.307,145.575,151.349,160.3,181.426,204.058
-7.92565,0.894931,0.264551,3,13,0,12.3015,0.333544,66.4893,0.00234949,66.4893,0.333544,0.00234949,68.9773,69.7344,70.9086,72.967,73.3509,74.2186,74.2625,77.459,77.9353,81.5071,82.9628,84.0253,84.0467,85.3795,86.4837,87.8898,88.3629,88.4602,95.2178,100.803,105.531,107.691,114.486,114.858,116.355,127.048,149.714,155.563,161.964,171.869,195.177,220.064
-7.68422,0.950709,0.264551,3,15,0,9.36801,0.316501,69.6564,-0.00254049,69.6564,0.316501,-0.00254049,72.0516,72.7787,73.9043,75.8723,76.2385,77.0653,77.1071,80.1411,80.5915,83.9555,85.3193,86.3119,86.3319,87.5736,88.5995,89.9021,90.3394,90.4293,96.6186,101.652,105.853,107.753,113.648,113.967,115.247,124.209,142.086,146.441,151.083,158.003,173.016,187.036
