# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 14:12:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmppi_8e_8u/ii10r_6_.json
# random
#   seed = 38477
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/cc/cc-20230719151247.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
# Adaptation terminated
# Step size = 0.239172
# Diagonal elements of inverse mass matrix:
# 0.00708736, 8.13798, 5.02618e-05
-8.89649,0.780133,0.239172,3,15,0,10.9057,0.341487,68.7531,0.00170768,0.341487,68.7531,0.00170768,71.3744,72.1713,73.4064,75.5695,75.9727,76.8835,76.9296,80.2814,80.7803,84.5177,86.0391,87.1486,87.171,88.5621,89.7139,91.1797,91.6727,91.774,98.8029,104.595,109.488,111.72,118.727,119.109,120.65,131.625,154.725,160.651,167.119,177.095,200.416,225.089
-7.38127,0.93651,0.239172,2,3,0,9.43792,0.306059,68.0652,0.000270222,0.306059,68.0652,0.000270222,70.3747,71.0778,72.1682,74.0802,74.4368,75.2428,75.2836,78.2522,78.6944,82.0092,83.3592,84.3441,84.3639,85.5988,86.6214,87.9228,88.3605,88.4505,94.6895,99.8256,104.158,106.132,112.316,112.653,114.01,123.644,143.704,148.797,154.328,162.802,182.328,202.544
-8.52154,0.958923,0.239172,4,15,0,8.8584,0.401418,66.6866,-0.00684478,0.401418,66.6866,-0.00684478,69.5241,70.3787,71.696,73.9826,74.4059,75.359,75.4071,78.8755,79.3867,83.1755,84.6974,85.8,85.8222,87.1957,88.3257,89.7542,90.2322,90.3304,97.0123,102.335,106.702,108.654,114.617,114.935,116.21,124.925,141.089,144.731,148.459,153.684,163.256,168.945
-9.25245,0.644876,0.239172,2,7,0,12.0868,0.407943,67.5161,-0.00234825,0.407943,67.5161,-0.00234825,70.5092,71.4129,72.8079,75.2357,75.6861,76.7012,76.7524,80.4597,81.0079,85.087,86.7336,87.9297,87.9538,89.4476,90.6797,92.2417,92.7655,92.8731,100.259,106.237,111.213,113.46,120.426,120.802,122.314,132.9,154.112,159.318,164.889,173.254,191.711,209.543
-9.41515,1,0.239172,2,3,0,9.69892,0.363568,67.6682,-0.00703789,0.363568,67.6682,-0.00703789,70.2673,71.0515,72.2614,74.3646,74.7543,75.6322,75.6765,78.8753,79.3472,82.8481,84.2555,85.2755,85.2961,86.567,87.6128,88.9351,89.3776,89.4684,95.6535,100.576,104.608,106.408,111.893,112.185,113.353,121.306,135.761,138.931,142.123,146.474,153.721,156.348
-8.18845,0.898997,0.239172,4,15,0,10.9351,0.225826,69.6194,0.0046413,0.225826,69.6194,0.0046413,71.4454,72.007,72.8833,74.4349,74.7265,75.3877,75.4212,77.8862,78.2572,81.069,82.2298,83.0821,83.0993,84.1748,85.071,86.2187,86.6065,86.6863,92.3153,97.0852,101.203,103.107,109.189,109.526,110.886,120.782,142.749,148.621,155.136,165.393,190.322,218.047
-8.05881,0.922097,0.239172,2,3,0,8.75015,0.257162,70.2458,0.00449003,0.257162,70.2458,0.00449003,72.3266,72.9647,73.9587,75.7137,76.0428,76.7885,76.8263,79.5967,80.0125,83.1546,84.447,85.3944,85.4135,86.607,87.5999,88.8695,89.298,89.3862,95.578,100.789,105.264,107.327,113.889,114.251,115.713,126.3,149.541,155.704,162.521,173.216,199.039,227.538
-9.78961,0.955765,0.239172,3,7,0,10.0108,0.193434,73.3388,0.00704156,0.193434,73.3388,0.00704156,75.0445,75.5723,76.3986,77.8703,78.1479,78.7792,78.8112,81.181,81.5399,84.278,85.4174,86.2574,86.2744,87.3383,88.228,89.3718,89.7594,89.8392,95.5249,100.424,104.709,106.708,113.155,113.515,114.97,125.697,150.218,156.912,164.398,176.299,205.714,239.065
-8.56031,0.941533,0.239172,4,15,0,11.0675,0.230361,69.1866,0.00319343,0.230361,69.1866,0.00319343,71.0112,71.5714,72.4444,73.9872,74.2767,74.9328,74.966,77.406,77.7724,80.5437,81.6844,82.5209,82.5378,83.5919,84.469,85.5908,85.9694,86.0474,91.5217,96.1304,100.088,101.912,107.711,108.031,109.322,118.664,139.098,144.497,150.461,159.797,182.244,206.876
-8.30746,0.996921,0.239172,4,15,0,9.49679,0.390979,68.3546,-0.00485212,0.390979,68.3546,-0.00485212,71.2187,72.083,73.4166,75.7357,76.1656,77.1342,77.1831,80.716,81.2378,85.1139,86.6752,87.808,87.8308,89.244,90.4082,91.8821,92.3759,92.4773,99.4108,104.979,109.579,111.646,118.004,118.346,119.715,129.186,147.44,151.74,156.246,162.807,176.223,187.302
-10.7571,0.854361,0.239172,3,7,0,11.1935,0.402999,68.2969,-0.0103139,0.402999,68.2969,-0.0103139,71.1576,72.0172,73.3402,75.6311,76.0544,77.0065,77.0545,80.5074,81.0147,84.7615,86.2595,87.3422,87.364,88.7094,89.8136,91.2059,91.6709,91.7663,98.2118,103.268,107.356,109.164,114.601,114.888,116.029,123.629,136.316,138.78,141.068,143.728,145.323,138.362
-9.00835,1,0.239172,2,3,0,10.9042,0.395423,68.2312,-0.00270522,0.395423,68.2312,-0.00270522,71.158,72.0422,73.4075,75.7845,76.2255,77.2198,77.27,80.9024,81.4397,85.4384,87.0529,88.2257,88.2493,89.7141,90.9223,92.454,92.9677,93.0732,100.315,106.174,111.047,113.247,120.061,120.429,121.907,132.239,152.843,157.874,163.245,171.278,188.851,205.56
-8.16961,0.936763,0.239172,3,7,0,10.3206,0.410341,66.8337,-0.0051953,0.410341,66.8337,-0.0051953,69.7682,70.6525,72.0162,74.3849,74.8236,75.8118,75.8617,79.4616,79.9928,83.9344,85.5204,86.6705,86.6936,88.1276,89.3084,90.8026,91.303,91.4058,98.4238,104.049,108.691,110.774,117.178,117.522,118.899,128.418,146.705,151,155.496,162.029,175.324,186.188
-8.2337,0.930231,0.239172,1,3,0,8.64827,0.390065,66.5482,-0.00572388,0.390065,66.5482,-0.00572388,69.3162,70.151,71.4387,73.6767,74.0914,75.0256,75.0728,78.4774,78.9799,82.7095,84.2103,85.2986,85.3205,86.6774,87.7946,89.2082,89.6816,89.7788,96.4134,101.723,106.097,108.058,114.071,114.393,115.684,124.566,141.393,145.28,149.314,155.093,166.399,174.733
-8.02406,0.964875,0.239172,2,3,0,8.5333,0.397453,66.2676,-0.0049846,0.397453,66.2676,-0.0049846,69.0884,69.9393,71.2518,73.5334,73.9563,74.9089,74.957,78.4299,78.9427,82.7502,84.2834,85.3955,85.4179,86.805,87.9475,89.3938,89.8783,89.9778,96.7772,102.233,106.739,108.763,114.987,115.321,116.66,125.922,143.748,147.94,152.333,158.721,171.752,182.456
-8.39259,0.996644,0.239172,4,15,0,9.04997,0.425785,65.2737,-0.00533491,0.425785,65.2737,-0.00533491,68.2461,69.1411,70.5203,72.9142,73.3574,74.3553,74.4057,78.0379,78.5735,82.5454,84.1423,85.2999,85.3232,86.7662,87.954,89.4568,89.96,90.0633,97.1153,102.763,107.42,109.509,115.931,116.275,117.656,127.196,145.523,149.828,154.337,160.893,174.259,185.236
-7.81879,0.985485,0.239172,3,11,0,10.2535,0.265509,68.7148,0.00448059,0.265509,68.7148,0.00448059,70.8127,71.4556,72.4566,74.223,74.554,75.3038,75.3419,78.1258,78.5434,81.6965,82.9923,83.9419,83.9611,85.1568,86.1512,87.4222,87.8511,87.9394,94.1303,99.3325,103.795,105.85,112.383,112.744,114.197,124.718,147.757,153.855,160.597,171.164,196.645,224.72
-7.7632,0.977635,0.239172,2,7,0,8.57707,0.245872,70.8757,0.00226754,0.245872,70.8757,0.00226754,72.8493,73.4539,74.3948,76.0543,76.3651,77.0691,77.1048,79.716,80.1073,83.059,84.2703,85.1573,85.1752,86.2914,87.2188,88.4033,88.8028,88.885,94.6356,99.4454,103.554,105.441,111.415,111.744,113.068,122.597,143.146,148.514,154.417,163.603,185.445,209.07
-8.83538,0.938562,0.239172,4,15,0,10.922,0.352717,64.463,0.00271157,0.352717,64.463,0.00271157,67.0147,67.7903,68.9924,71.0978,71.4902,72.3767,72.4216,75.6843,76.17,79.8095,81.2915,82.3726,82.3944,83.7501,84.8729,86.3021,86.7829,86.8817,93.7428,99.4067,104.199,106.387,113.269,113.645,115.16,125.984,148.929,154.853,161.337,171.376,195.023,220.317
-9.12244,0.981327,0.239172,3,9,0,9.50301,0.358752,70.6979,-0.00446606,0.358752,70.6979,-0.00446606,73.4203,74.2435,75.5151,77.7304,78.1416,79.0686,79.1154,82.5028,83.0039,86.732,88.2364,89.3287,89.3507,90.7145,91.8388,93.2632,93.7407,93.8387,100.555,105.961,110.436,112.449,118.648,118.981,120.317,129.571,147.444,151.659,156.079,162.516,175.681,186.548
-9.33733,0.716339,0.239172,2,3,0,11.4285,0.370129,70.202,-0.00356286,0.370129,70.202,-0.00356286,73.0071,73.8553,75.1655,77.4484,77.8722,78.8276,78.8759,82.3686,82.8854,86.7324,88.2859,89.4144,89.4371,90.8465,92.0089,93.4823,93.9764,94.0778,101.038,106.66,111.326,113.43,119.929,120.28,121.685,131.473,150.72,155.348,160.252,167.503,182.93,196.822
-8.7565,0.993629,0.239172,3,15,0,11.214,0.240868,70.0679,0.000578176,0.240868,70.0679,0.000578176,71.9518,72.5281,73.4243,75.0026,75.2979,75.9664,76.0003,78.4751,78.8454,81.6329,82.7741,83.6087,83.6255,84.6744,85.545,86.6554,87.0295,87.1064,92.4712,96.9286,100.714,102.446,107.901,108.199,109.402,117.992,136.134,140.788,145.866,153.685,171.887,190.989
-7.47064,0.909073,0.239172,2,7,0,9.56286,0.293905,69.9817,0.000188517,0.293905,69.9817,0.000188517,72.2622,72.957,74.0351,75.9265,76.2795,77.0774,77.1178,80.0589,80.4972,83.7852,85.1253,86.1032,86.1229,87.3495,88.3654,89.6587,90.0938,90.1833,96.3893,101.503,105.82,107.787,113.953,114.29,115.643,125.256,145.282,150.365,155.887,164.344,183.824,203.969
-8.45203,0.742164,0.239172,3,11,0,9.63414,0.320052,66.4763,-0.00148641,0.320052,66.4763,-0.00148641,68.8047,69.512,70.6074,72.5238,72.8806,73.6864,73.7271,76.6868,77.1266,80.4145,81.7492,82.7213,82.7409,83.9578,84.9639,86.2422,86.6716,86.7599,92.8515,97.8259,101.993,103.883,109.768,110.087,111.37,120.401,138.734,143.28,148.166,155.541,172,188.187
-8.02676,0.957671,0.239172,4,15,0,10.0172,0.261709,71.6515,7.26934e-05,0.261709,71.6515,7.26934e-05,73.7326,74.368,75.3549,77.0899,77.4141,78.1474,78.1846,80.8934,81.2979,84.3369,85.5782,86.4848,86.5031,87.6412,88.5848,89.787,90.1917,90.2749,96.06,100.842,104.888,106.734,112.53,112.846,114.12,123.179,142.101,146.911,152.138,160.145,178.589,197.651
-10.0097,0.870427,0.239172,3,7,0,12.4662,0.207087,68.2014,0.0101647,0.207087,68.2014,0.0101647,69.942,70.4814,71.3268,72.835,73.1199,73.768,73.8009,76.239,76.6089,79.4366,80.616,81.4865,81.5042,82.608,83.5322,84.7216,85.125,85.2082,91.1452,96.2875,100.804,102.915,109.749,110.131,111.679,123.127,149.533,156.785,164.916,177.875,210.054,246.725
-10.8944,0.980215,0.239172,4,15,0,12.1756,0.266977,74.6784,-0.00277627,0.266977,74.6784,-0.00277627,76.8387,77.4961,78.5155,80.3018,80.6347,81.387,81.425,84.1922,84.6038,87.6838,88.9351,89.8466,89.865,91.0063,91.95,93.149,93.5518,93.6346,99.3442,103.996,107.881,109.638,115.088,115.382,116.565,124.827,141.162,145.097,149.264,155.418,168.438,179.982
