# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb_model
# start_datetime = 2023-07-27 20:32:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpkd37ey9d/ghaz6qxv.json
# random
#   seed = 15198
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cmb/cmb-20230727213247.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,zeta,h,Omega_b,Omega_c,wr,Omega_r,Omega_L,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
# Adaptation terminated
# Step size = 0.000281212
# Diagonal elements of inverse mass matrix:
# 2.43903e-05, 2.43902e-05, 2.43903e-05, 2.43903e-05
-662053,0,0.000281212,0,1,1,662055,118.326,0.0726328,0.573986,9.52701e-07,1.18326,0.0726328,0.501353,4.15e-05,2.96409e-05,0.425985,1.18326,0.0726328,0.501353,2.96409e-05,0.425985,9.52701e-07,118.326,0.573986,0.0170659,0.418885,1071.45,0,0,2.44923,2.44923,0.0355305,216.56,1.85558,0.101693,-85.0104,0.11488,0.0794126
-662053,0.5,0.000281212,1,2,1,662055,118.326,0.0726326,0.573986,6.51444e-07,1.18326,0.0726326,0.501353,4.15e-05,2.96408e-05,0.425984,1.18326,0.0726326,0.501353,2.96408e-05,0.425984,6.51444e-07,118.326,0.573986,0.0170659,0.418885,1071.45,0,0,2.44923,2.44923,0.0355305,216.56,1.85558,0.101693,-85.0104,0.11488,0.0794128
-662053,0,0.000281212,0,1,1,662054,118.326,0.0726326,0.573986,6.51444e-07,1.18326,0.0726326,0.501353,4.15e-05,2.96408e-05,0.425984,1.18326,0.0726326,0.501353,2.96408e-05,0.425984,6.51444e-07,118.326,0.573986,0.0170659,0.418885,1071.45,0,0,2.44923,2.44923,0.0355305,216.56,1.85558,0.101693,-85.0104,0.11488,0.0794128
-662053,0.666666,0.000281212,1,3,1,662054,118.326,0.0726327,0.573985,2.39798e-07,1.18326,0.0726327,0.501352,4.15e-05,2.96408e-05,0.425985,1.18326,0.0726327,0.501352,2.96408e-05,0.425985,2.39798e-07,118.326,0.573985,0.0170659,0.418885,1071.45,0,0,2.44923,2.44923,0.0355305,216.56,1.85558,0.101693,-85.0103,0.11488,0.0794129
-662053,0,0.000281212,0,1,1,662054,118.326,0.0726327,0.573985,2.39798e-07,1.18326,0.0726327,0.501352,4.15e-05,2.96408e-05,0.425985,1.18326,0.0726327,0.501352,2.96408e-05,0.425985,2.39798e-07,118.326,0.573985,0.0170659,0.418885,1071.45,0,0,2.44923,2.44923,0.0355305,216.56,1.85558,0.101693,-85.0103,0.11488,0.0794129
-662054,0.799999,0.000281212,2,5,1,662055,118.325,0.0726325,0.573984,1.89311e-06,1.18325,0.0726325,0.501351,4.15e-05,2.9641e-05,0.425987,1.18325,0.0726325,0.501351,2.9641e-05,0.425987,1.89311e-06,118.325,0.573984,0.017066,0.418887,1071.45,0,0,2.44923,2.44923,0.0355306,216.559,1.85558,0.101692,-85.0108,0.114879,0.0794117
