# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb_model
# start_datetime = 2023-07-27 20:18:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp_7mg7k3w/ep1ooquo.json
# random
#   seed = 84276
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cmb/cmb-20230727211806.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,zeta,h,Omega_b,Omega_c,wr,Omega_r,Omega_L,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
# Adaptation terminated
# Step size = 3.22114e-06
# Diagonal elements of inverse mass matrix:
# 2.43975e-05, 2.44401e-05, 2.45269e-05, 0.00263859
-595148,0.888889,3.22114e-06,3,9,1,595151,83.3148,0.144117,0.842753,8.81442e-07,0.833148,0.144117,0.698635,4.15e-05,5.97866e-05,0.157188,0.833148,0.144117,0.698635,5.97866e-05,0.157188,8.81442e-07,0.017321,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8092,0.173343,0.077757
-595149,0.975,3.22114e-06,5,40,1,595151,83.3148,0.144118,0.842753,2.0469e-06,0.833148,0.144118,0.698635,4.15e-05,5.97865e-05,0.157187,0.833148,0.144118,0.698635,5.97865e-05,0.157187,2.0469e-06,0.017321,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8091,0.173343,0.0777574
-595150,0.982456,3.22114e-06,5,57,1,595153,83.3149,0.144117,0.842752,4.21378e-06,0.833149,0.144117,0.698635,4.15e-05,5.97865e-05,0.157188,0.833149,0.144117,0.698635,5.97865e-05,0.157188,4.21378e-06,0.017321,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8093,0.173342,0.0777571
-595150,0.981481,3.22114e-06,5,54,1,595153,83.3148,0.144118,0.842752,4.8205e-06,0.833148,0.144118,0.698635,4.15e-05,5.97866e-05,0.157188,0.833148,0.144118,0.698635,5.97866e-05,0.157188,4.8205e-06,0.017321,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8092,0.173342,0.0777573
-595150,0.978723,3.22114e-06,5,47,1,595151,83.3148,0.144118,0.842752,4.97568e-06,0.833148,0.144118,0.698635,4.15e-05,5.97866e-05,0.157188,0.833148,0.144118,0.698635,5.97866e-05,0.157188,4.97568e-06,0.017321,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8093,0.173342,0.0777572
-595150,0.974358,3.22114e-06,5,39,1,595152,83.3148,0.144118,0.842752,4.69974e-06,0.833148,0.144118,0.698635,4.15e-05,5.97866e-05,0.157188,0.833148,0.144118,0.698635,5.97866e-05,0.157188,4.69974e-06,0.017321,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8093,0.173342,0.0777573
-595149,0.983332,3.22114e-06,5,60,1,595152,83.3148,0.144118,0.842752,3.29984e-06,0.833148,0.144118,0.698634,4.15e-05,5.97865e-05,0.157188,0.833148,0.144118,0.698634,5.97865e-05,0.157188,3.29984e-06,0.0173209,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8091,0.173342,0.0777574
-595149,0.97619,3.22114e-06,5,42,1,595150,83.3148,0.144118,0.842752,2.45214e-06,0.833148,0.144118,0.698634,4.15e-05,5.97865e-05,0.157188,0.833148,0.144118,0.698634,5.97865e-05,0.157188,2.45214e-06,0.0173209,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8091,0.173342,0.0777574
-595149,0.962963,3.22114e-06,4,27,1,595152,83.3149,0.144118,0.842752,3.25271e-06,0.833149,0.144118,0.698634,4.15e-05,5.97865e-05,0.157188,0.833149,0.144118,0.698634,5.97865e-05,0.157188,3.25271e-06,0.0173209,0.421997,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100038,-78.8091,0.173342,0.0777575
-595149,0.975609,3.22114e-06,5,41,1,595150,83.3149,0.144118,0.842752,3.02596e-06,0.833149,0.144118,0.698634,4.15e-05,5.97865e-05,0.157188,0.833149,0.144118,0.698634,5.97865e-05,0.157188,3.02596e-06,0.0173209,0.421997,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100038,-78.8091,0.173342,0.0777575
-595149,0.976744,3.22114e-06,5,43,1,595150,83.3149,0.144118,0.842753,3.03621e-06,0.833149,0.144118,0.698635,4.15e-05,5.97865e-05,0.157188,0.833149,0.144118,0.698635,5.97865e-05,0.157188,3.03621e-06,0.017321,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8092,0.173342,0.0777573
-595149,0.937499,3.22114e-06,4,16,1,595151,83.3149,0.144118,0.842752,9.82618e-07,0.833149,0.144118,0.698635,4.15e-05,5.97865e-05,0.157188,0.833149,0.144118,0.698635,5.97865e-05,0.157188,9.82618e-07,0.0173209,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.809,0.173343,0.0777574
-595149,0.916666,3.22114e-06,3,12,1,595150,83.3149,0.144118,0.842752,1.19902e-06,0.833149,0.144118,0.698635,4.15e-05,5.97865e-05,0.157188,0.833149,0.144118,0.698635,5.97865e-05,0.157188,1.19902e-06,0.017321,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8091,0.173343,0.0777574
-595148,0.833333,3.22114e-06,2,6,1,595154,83.3149,0.144118,0.842752,5.31522e-07,0.833149,0.144118,0.698635,4.15e-05,5.97864e-05,0.157188,0.833149,0.144118,0.698635,5.97864e-05,0.157188,5.31522e-07,0.0173209,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.809,0.173343,0.0777574
-595148,0.666666,3.22114e-06,1,3,1,595150,83.3149,0.144118,0.842752,2.9068e-07,0.833149,0.144118,0.698635,4.15e-05,5.97864e-05,0.157188,0.833149,0.144118,0.698635,5.97864e-05,0.157188,2.9068e-07,0.0173209,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.809,0.173343,0.0777574
-595148,0.833333,3.22114e-06,2,6,1,595149,83.3149,0.144118,0.842752,6.0202e-07,0.833149,0.144118,0.698635,4.15e-05,5.97864e-05,0.157188,0.833149,0.144118,0.698635,5.97864e-05,0.157188,6.0202e-07,0.0173209,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.809,0.173343,0.0777574
-595149,0.833333,3.22114e-06,2,6,1,595151,83.3149,0.144118,0.842752,1.39605e-06,0.833149,0.144118,0.698635,4.15e-05,5.97864e-05,0.157188,0.833149,0.144118,0.698635,5.97864e-05,0.157188,1.39605e-06,0.0173209,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.809,0.173343,0.0777575
-595149,0.947368,3.22114e-06,4,19,1,595151,83.3149,0.144118,0.842753,2.287e-06,0.833149,0.144118,0.698635,4.15e-05,5.97864e-05,0.157188,0.833149,0.144118,0.698635,5.97864e-05,0.157188,2.287e-06,0.0173209,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8091,0.173343,0.0777574
-595149,0.90909,3.22114e-06,3,11,1,595152,83.3149,0.144118,0.842753,1.82089e-06,0.833149,0.144118,0.698635,4.15e-05,5.97864e-05,0.157188,0.833149,0.144118,0.698635,5.97864e-05,0.157188,1.82089e-06,0.0173209,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8091,0.173343,0.0777575
-595149,0.96875,3.22114e-06,5,32,1,595154,83.3149,0.144118,0.842753,1.76155e-06,0.833149,0.144118,0.698635,4.15e-05,5.97864e-05,0.157188,0.833149,0.144118,0.698635,5.97864e-05,0.157188,1.76155e-06,0.0173209,0.421998,1069.68,0,0,2.08498,2.08498,0.0294044,222.761,1.91404,0.100037,-78.8091,0.173343,0.0777574
