# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb_model
# start_datetime = 2023-07-27 20:31:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpfdist83k/pudhnfkr.json
# random
#   seed = 21181
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cmb/cmb-20230727213100.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,zeta,h,Omega_b,Omega_c,wr,Omega_r,Omega_L,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
# Adaptation terminated
# Step size = 2.57685e-05
# Diagonal elements of inverse mass matrix:
# 2.44137e-05, 2.44088e-05, 2.47349e-05, 0.0015412
-700676,0.999997,2.57685e-05,3,15,0,700683,125.511,0.067277,0.472799,9.67626e-06,1.25511,0.067277,0.405522,4.15e-05,2.63442e-05,0.527175,1.25511,0.067277,0.405522,2.63442e-05,0.527175,9.67626e-06,0.0164391,0.410848,1070.17,0,0,2.65365,2.65365,0.0388846,214.395,1.82466,0.105982,-87.1746,0.0839566,0.0837016
-700675,0.933331,2.57685e-05,3,15,1,700677,125.511,0.0672771,0.472799,7.05442e-06,1.25511,0.0672771,0.405522,4.15e-05,2.63441e-05,0.527175,1.25511,0.0672771,0.405522,2.63441e-05,0.527175,7.05442e-06,0.0164391,0.410847,1070.17,0,0,2.65365,2.65365,0.0388846,214.396,1.82466,0.105982,-87.1745,0.0839573,0.0837018
-700675,0.857141,2.57685e-05,2,7,1,700677,125.511,0.0672771,0.472798,5.72744e-06,1.25511,0.0672771,0.405521,4.15e-05,2.63441e-05,0.527175,1.25511,0.0672771,0.405521,2.63441e-05,0.527175,5.72744e-06,0.0164391,0.410847,1070.17,0,0,2.65365,2.65365,0.0388846,214.396,1.82466,0.105982,-87.1744,0.0839576,0.0837017
-700675,0.857141,2.57685e-05,2,7,1,700677,125.511,0.0672771,0.472798,5.22181e-06,1.25511,0.0672771,0.405521,4.15e-05,2.63441e-05,0.527175,1.25511,0.0672771,0.405521,2.63441e-05,0.527175,5.22181e-06,0.0164391,0.410847,1070.17,0,0,2.65365,2.65365,0.0388846,214.396,1.82466,0.105982,-87.1744,0.0839577,0.0837017
-700675,0.888888,2.57685e-05,3,9,1,700677,125.511,0.0672771,0.472798,7.08895e-06,1.25511,0.0672771,0.405521,4.15e-05,2.63442e-05,0.527175,1.25511,0.0672771,0.405521,2.63442e-05,0.527175,7.08895e-06,0.0164391,0.410847,1070.17,0,0,2.65365,2.65365,0.0388846,214.395,1.82466,0.105982,-87.1745,0.0839572,0.0837017
-700675,0.899998,2.57685e-05,3,10,1,700677,125.511,0.067277,0.472798,6.2431e-06,1.25511,0.067277,0.405521,4.15e-05,2.63442e-05,0.527176,1.25511,0.067277,0.405521,2.63442e-05,0.527176,6.2431e-06,0.0164391,0.410847,1070.17,0,0,2.65365,2.65365,0.0388846,214.395,1.82466,0.105982,-87.1745,0.0839573,0.0837016
