# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb_model
# start_datetime = 2023-07-27 20:18:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp_7mg7k3w/ep1ooquo.json
# random
#   seed = 84276
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cmb/cmb-20230727211806.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,zeta,h,Omega_b,Omega_c,wr,Omega_r,Omega_L,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
# Adaptation terminated
# Step size = 1.33098e-06
# Diagonal elements of inverse mass matrix:
# 2.44081e-05, 2.47469e-05, 2.48079e-05, 0.00454929
-589578,0.888889,1.33098e-06,3,9,1,589579,81.8591,0.149654,0.873515,1.53272e-07,0.818591,0.149654,0.723861,4.15e-05,6.19319e-05,0.126423,0.818591,0.149654,0.723861,6.19319e-05,0.126423,1.53272e-07,0.0172828,0.421538,1069.64,0,0,2.05357,2.05357,0.0288705,223.463,1.91931,0.100282,-78.1071,0.178612,0.0780015
-589578,0.666667,1.33098e-06,1,3,1,589580,81.8591,0.149654,0.873515,9.81774e-08,0.818591,0.149654,0.723861,4.15e-05,6.19319e-05,0.126423,0.818591,0.149654,0.723861,6.19319e-05,0.126423,9.81774e-08,0.0172828,0.421538,1069.64,0,0,2.05357,2.05357,0.0288705,223.463,1.91931,0.100282,-78.1071,0.178612,0.0780016
-589578,0.961538,1.33098e-06,4,26,1,589579,81.8591,0.149654,0.873515,2.61873e-07,0.818591,0.149654,0.723861,4.15e-05,6.19319e-05,0.126423,0.818591,0.149654,0.723861,6.19319e-05,0.126423,2.61873e-07,0.0172828,0.421538,1069.64,0,0,2.05357,2.05357,0.0288705,223.463,1.91931,0.100282,-78.1071,0.178612,0.0780015
-589578,0.9,1.33098e-06,3,10,1,589580,81.8591,0.149654,0.873515,3.33113e-07,0.818591,0.149654,0.723862,4.15e-05,6.19319e-05,0.126423,0.818591,0.149654,0.723862,6.19319e-05,0.126423,3.33113e-07,0.0172828,0.421538,1069.64,0,0,2.05357,2.05357,0.0288705,223.463,1.91931,0.100282,-78.1072,0.178612,0.0780015
-589580,0.96875,1.33098e-06,5,32,1,589585,81.8591,0.149653,0.873515,3.57663e-06,0.818591,0.149653,0.723862,4.15e-05,6.19318e-05,0.126423,0.818591,0.149653,0.723862,6.19318e-05,0.126423,3.57663e-06,0.0172829,0.421539,1069.64,0,0,2.05357,2.05357,0.0288705,223.463,1.91931,0.100281,-78.1073,0.178611,0.0780014
-589580,0.985714,1.33098e-06,6,70,1,589582,81.8591,0.149653,0.873516,3.80533e-06,0.818591,0.149653,0.723862,4.15e-05,6.19318e-05,0.126423,0.818591,0.149653,0.723862,6.19318e-05,0.126423,3.80533e-06,0.0172828,0.421538,1069.64,0,0,2.05357,2.05357,0.0288705,223.463,1.91931,0.100281,-78.1073,0.178611,0.0780015
-589580,0.981131,1.33098e-06,5,53,1,589582,81.8591,0.149653,0.873516,4.24309e-06,0.818591,0.149653,0.723862,4.15e-05,6.19318e-05,0.126422,0.818591,0.149653,0.723862,6.19318e-05,0.126422,4.24309e-06,0.0172828,0.421538,1069.64,0,0,2.05357,2.05357,0.0288705,223.463,1.91931,0.100282,-78.1073,0.178611,0.0780016
-589580,0.981817,1.33098e-06,5,55,1,589583,81.8591,0.149654,0.873516,4.79443e-06,0.818591,0.149654,0.723862,4.15e-05,6.19318e-05,0.126422,0.818591,0.149654,0.723862,6.19318e-05,0.126422,4.79443e-06,0.0172828,0.421538,1069.64,0,0,2.05357,2.05357,0.0288705,223.463,1.91931,0.100282,-78.1073,0.178611,0.0780017
-589579,0.978722,1.33098e-06,5,47,1,589584,81.8591,0.149654,0.873516,2.71994e-06,0.818591,0.149654,0.723862,4.15e-05,6.19318e-05,0.126423,0.818591,0.149654,0.723862,6.19318e-05,0.126423,2.71994e-06,0.0172828,0.421538,1069.64,0,0,2.05357,2.05357,0.0288705,223.463,1.91931,0.100282,-78.1071,0.178611,0.0780018
-589580,0.956521,1.33098e-06,4,23,1,589585,81.8591,0.149654,0.873516,4.67041e-06,0.818591,0.149654,0.723862,4.15e-05,6.19318e-05,0.126422,0.818591,0.149654,0.723862,6.19318e-05,0.126422,4.67041e-06,0.0172828,0.421538,1069.64,0,0,2.05357,2.05357,0.0288705,223.463,1.91931,0.100282,-78.1072,0.178611,0.0780018
