# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-20 13:47:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpu228vuyi/g0sfij6q.json
# random
#   seed = 16219
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/snia/snia-20230720144753.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-46.8859,0.998158,0.206998,2,7,0,47.2393,0.247473,0.00837042,0.247473,0.00837042,3.26086e+07,1.37016e+06,57571.6,23.8152,23.7556,23.781,23.7799,23.7809,23.7713,23.7413,23.7731,23.7691,23.876,23.8109,23.8744,23.8503,23.7932,23.8196,23.874,23.7991,23.7429,23.816,23.8137,23.7971,23.8024,23.7918,23.791,23.7598,23.7916,23.8277,23.7999,23.7945,23.8058,23.7958,23.8166,23.7907,23.8168,23.7761,23.771,23.8158,23.823,23.8026,23.736
-46.74,0.97958,0.206998,2,5,0,47.0502,0.239349,0.00848138,0.239349,0.00848138,3.25995e+07,1.36996e+06,57571.6,23.8151,23.7554,23.7806,23.7794,23.7804,23.7706,23.7405,23.7723,23.7682,23.875,23.8098,23.8731,23.8489,23.7916,23.818,23.8722,23.7972,23.7408,23.8137,23.8113,23.7945,23.7996,23.7887,23.7878,23.7563,23.7878,23.8237,23.7956,23.7899,23.8008,23.7905,23.8108,23.7845,23.8101,23.7689,23.763,23.8071,23.8135,23.7919,23.7246
-46.8502,0.972181,0.206998,2,7,0,47.4274,0.246144,0.00867088,0.246144,0.00867088,3.26083e+07,1.37015e+06,57571.6,23.8152,23.7556,23.781,23.7798,23.7809,23.7712,23.7412,23.7731,23.769,23.876,23.8108,23.8743,23.8502,23.793,23.8195,23.8738,23.799,23.7428,23.8158,23.8135,23.7969,23.8022,23.7916,23.7908,23.7595,23.7913,23.8275,23.7997,23.7943,23.8056,23.7956,23.8163,23.7905,23.8166,23.776,23.771,23.8159,23.8233,23.8035,23.7379
-46.4627,0.961883,0.206998,3,15,0,47.2131,0.22271,0.0127512,0.22271,0.0127512,3.25968e+07,1.36991e+06,57571.6,23.8149,23.7551,23.7803,23.779,23.7799,23.7701,23.7398,23.7715,23.7673,23.874,23.8087,23.8719,23.8477,23.7903,23.8165,23.8706,23.7955,23.7391,23.8118,23.8093,23.7924,23.7975,23.7865,23.7855,23.7539,23.7854,23.8213,23.7932,23.7875,23.7985,23.7883,23.8089,23.783,23.8091,23.7687,23.7645,23.8107,23.8204,23.8079,23.7544
-47.1713,0.917998,0.206998,3,11,0,47.54,0.245727,0.00974398,0.245727,0.00974398,3.2612e+07,1.37023e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7713,23.7414,23.7733,23.7693,23.8762,23.8111,23.8746,23.8505,23.7934,23.8199,23.8743,23.7995,23.7433,23.8164,23.8142,23.7977,23.8031,23.7925,23.7918,23.7606,23.7925,23.8288,23.8011,23.7959,23.8074,23.7976,23.8186,23.7931,23.8196,23.7794,23.7752,23.821,23.8297,23.8129,23.7513
-47.5119,0.907944,0.206998,2,3,0,48.3561,0.246027,0.00613806,0.246027,0.00613806,3.25981e+07,1.36993e+06,57571.6,23.8151,23.7555,23.7807,23.7795,23.7805,23.7708,23.7407,23.7725,23.7684,23.8752,23.81,23.8733,23.8492,23.7919,23.8182,23.8725,23.7975,23.7411,23.814,23.8116,23.7948,23.7999,23.789,23.788,23.7565,23.788,23.8238,23.7956,23.7898,23.8005,23.79,23.8101,23.7834,23.8085,23.7667,23.7596,23.8023,23.8064,23.779,23.7027
-47.8581,0.945031,0.206998,2,5,0,48.3668,0.241187,0.00639309,0.241187,0.00639309,3.25934e+07,1.36984e+06,57571.6,23.815,23.7553,23.7805,23.7793,23.7803,23.7705,23.7403,23.772,23.7679,23.8746,23.8094,23.8726,23.8484,23.7911,23.8174,23.8715,23.7964,23.74,23.8128,23.8103,23.7934,23.7984,23.7873,23.7863,23.7546,23.786,23.8216,23.7933,23.7874,23.7979,23.7872,23.8071,23.7802,23.805,23.763,23.7556,23.798,23.8019,23.7743,23.6983
-47.0817,1,0.206998,1,3,0,47.8816,0.246606,0.00682603,0.246606,0.00682603,3.26015e+07,1.37001e+06,57571.6,23.8152,23.7555,23.7808,23.7797,23.7807,23.7709,23.7409,23.7727,23.7686,23.8755,23.8103,23.8737,23.8495,23.7923,23.8187,23.8729,23.798,23.7417,23.8146,23.8123,23.7955,23.8007,23.7899,23.789,23.7575,23.7891,23.8251,23.797,23.7913,23.8022,23.7919,23.8122,23.7858,23.8112,23.7697,23.7633,23.8066,23.8118,23.7866,23.7134
-46.9817,0.955491,0.206998,2,3,0,47.4274,0.24776,0.00701592,0.24776,0.00701592,3.26036e+07,1.37005e+06,57571.6,23.8152,23.7556,23.7809,23.7797,23.7808,23.7711,23.741,23.7729,23.7688,23.8757,23.8105,23.8739,23.8498,23.7926,23.819,23.8733,23.7984,23.7422,23.8151,23.8128,23.7961,23.8013,23.7905,23.7897,23.7583,23.7899,23.8259,23.7979,23.7923,23.8034,23.7931,23.8135,23.7872,23.8128,23.7715,23.7654,23.809,23.8145,23.7901,23.7179
-47.823,0.752448,0.206998,1,3,0,48.5705,0.250474,0.00966797,0.250474,0.00966797,3.26172e+07,1.37034e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7418,23.7737,23.7698,23.8768,23.8117,23.8753,23.8513,23.7943,23.8209,23.8753,23.8006,23.7445,23.8177,23.8156,23.7992,23.8047,23.7942,23.7936,23.7626,23.7947,23.8311,23.8036,23.7985,23.8103,23.8006,23.8219,23.7966,23.8235,23.7836,23.7798,23.826,23.8351,23.8189,23.7577
-47.823,0.748238,0.206998,1,1,0,48.7913,0.250474,0.00966797,0.250474,0.00966797,3.26172e+07,1.37034e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7418,23.7737,23.7698,23.8768,23.8117,23.8753,23.8513,23.7943,23.8209,23.8753,23.8006,23.7445,23.8177,23.8156,23.7992,23.8047,23.7942,23.7936,23.7626,23.7947,23.8311,23.8036,23.7985,23.8103,23.8006,23.8219,23.7966,23.8235,23.7836,23.7798,23.826,23.8351,23.8189,23.7577
-49.0674,0.838216,0.206998,2,7,0,50.5158,0.260544,0.00263471,0.260544,0.00263471,3.26013e+07,1.37e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7713,23.7413,23.7732,23.7692,23.8761,23.811,23.8744,23.8503,23.7932,23.8196,23.8739,23.799,23.7428,23.8158,23.8134,23.7967,23.8019,23.7911,23.7902,23.7588,23.7903,23.8262,23.798,23.7923,23.803,23.7924,23.8123,23.7854,23.81,23.7676,23.7593,23.8002,23.8015,23.7658,23.6751
-47.6443,0.799846,0.206998,3,11,0,51.6843,0.243941,0.0109126,0.243941,0.0109126,3.26144e+07,1.37028e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7714,23.7414,23.7733,23.7694,23.8763,23.8112,23.8747,23.8507,23.7936,23.8201,23.8745,23.7997,23.7436,23.8167,23.8145,23.798,23.8035,23.7929,23.7923,23.7612,23.7932,23.8296,23.802,23.7969,23.8085,23.7989,23.8201,23.7948,23.8218,23.7819,23.7784,23.8251,23.835,23.821,23.7635
-47.1328,0.994454,0.206998,2,7,0,47.8988,0.246058,0.00958115,0.246058,0.00958115,3.26117e+07,1.37022e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7713,23.7414,23.7733,23.7693,23.8762,23.8111,23.8746,23.8505,23.7934,23.8199,23.8743,23.7995,23.7433,23.8164,23.8142,23.7976,23.803,23.7924,23.7917,23.7606,23.7925,23.8287,23.801,23.7958,23.8073,23.7974,23.8184,23.7929,23.8194,23.7792,23.7749,23.8206,23.8291,23.8119,23.7497
-46.8683,0.999982,0.206998,5,31,0,47.2024,0.200138,0.0168123,0.200138,0.0168123,3.25862e+07,1.36968e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.779,23.769,23.7386,23.7701,23.7657,23.8722,23.8067,23.8697,23.8453,23.7876,23.8137,23.8676,23.7922,23.7356,23.8081,23.8054,23.7882,23.793,23.7817,23.7805,23.7486,23.7799,23.8154,23.7871,23.7812,23.792,23.7816,23.802,23.776,23.8023,23.7622,23.7587,23.8063,23.8184,23.8129,23.7702
-46.8198,0.92613,0.206998,3,11,0,47.6022,0.218689,0.0116204,0.218689,0.0116204,3.25876e+07,1.36971e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7696,23.7393,23.7708,23.7666,23.8732,23.8077,23.8708,23.8465,23.789,23.8151,23.8691,23.7938,23.7373,23.8099,23.8072,23.7901,23.795,23.7838,23.7826,23.7508,23.782,23.8175,23.7891,23.7831,23.7937,23.7831,23.8031,23.7766,23.802,23.7608,23.7552,23.8,23.808,23.7917,23.7337
-46.9194,0.800664,0.206998,3,15,0,49.0336,0.239331,0.0107395,0.239331,0.0107395,3.26084e+07,1.37015e+06,57571.6,23.8152,23.7555,23.7808,23.7797,23.7807,23.771,23.741,23.7728,23.7688,23.8756,23.8105,23.8739,23.8498,23.7926,23.819,23.8733,23.7985,23.7423,23.8153,23.813,23.7964,23.8017,23.791,23.7902,23.759,23.7908,23.8269,23.7992,23.7938,23.8052,23.7954,23.8163,23.7907,23.8172,23.777,23.7729,23.819,23.8282,23.813,23.7543
-46.6271,0.976546,0.206998,2,3,0,47.1081,0.239671,0.00952379,0.239671,0.00952379,3.2604e+07,1.37006e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7806,23.7708,23.7408,23.7726,23.7685,23.8753,23.8101,23.8735,23.8494,23.7921,23.8185,23.8728,23.7978,23.7416,23.8145,23.8122,23.7955,23.8007,23.7899,23.789,23.7577,23.7893,23.8254,23.7974,23.7919,23.8031,23.793,23.8136,23.7876,23.8137,23.773,23.768,23.813,23.8207,23.8022,23.739
-46.4862,0.999675,0.206998,3,15,0,47.0071,0.216702,0.0136833,0.216702,0.0136833,3.25934e+07,1.36984e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7797,23.7697,23.7395,23.7711,23.7668,23.8735,23.8081,23.8713,23.847,23.7895,23.8157,23.8697,23.7946,23.7381,23.8107,23.8082,23.7912,23.7962,23.7851,23.784,23.7523,23.7837,23.8195,23.7913,23.7856,23.7965,23.7862,23.8067,23.7807,23.8069,23.7664,23.7623,23.8087,23.819,23.8079,23.7569
-48.208,0.986397,0.206998,3,11,0,48.3189,0.176066,0.0220331,0.176066,0.0220331,3.25783e+07,1.36952e+06,57571.6,23.8143,23.7543,23.7791,23.7775,23.7782,23.7679,23.7374,23.7687,23.7642,23.8705,23.8048,23.8676,23.8431,23.7852,23.8112,23.8648,23.7893,23.7324,23.8047,23.8018,23.7844,23.789,23.7775,23.7761,23.744,23.7751,23.8105,23.782,23.776,23.7867,23.7763,23.7968,23.7711,23.7978,23.7584,23.7565,23.8061,23.8218,23.8253,23.7954
-46.8483,0.92883,0.206998,3,11,0,48.9448,0.217761,0.0117487,0.217761,0.0117487,3.2587e+07,1.3697e+06,57571.6,23.8147,23.7549,23.78,23.7786,23.7795,23.7695,23.7392,23.7708,23.7665,23.8731,23.8076,23.8707,23.8464,23.7888,23.815,23.8689,23.7937,23.7371,23.8097,23.807,23.7899,23.7948,23.7835,23.7823,23.7505,23.7817,23.8172,23.7888,23.7828,23.7933,23.7827,23.8028,23.7762,23.8016,23.7604,23.7548,23.7996,23.8077,23.7916,23.7339
-46.5881,0.924814,0.206998,2,3,0,47.5291,0.222485,0.0114567,0.222485,0.0114567,3.25914e+07,1.36979e+06,57571.6,23.8148,23.7551,23.7802,23.7789,23.7797,23.7698,23.7396,23.7712,23.767,23.8736,23.8082,23.8714,23.8471,23.7896,23.8159,23.8699,23.7947,23.7382,23.8109,23.8083,23.7913,23.7962,23.7851,23.784,23.7523,23.7836,23.8193,23.791,23.7851,23.7958,23.7853,23.8056,23.7792,23.8048,23.7638,23.7585,23.8035,23.8117,23.7956,23.7375
-46.8513,0.977809,0.206998,3,15,0,46.9955,0.21605,0.0151231,0.21605,0.0151231,3.25983e+07,1.36994e+06,57571.6,23.8148,23.7551,23.7802,23.7789,23.7798,23.7699,23.7397,23.7714,23.7671,23.8738,23.8085,23.8717,23.8474,23.79,23.8163,23.8703,23.7952,23.7388,23.8116,23.809,23.7922,23.7972,23.7863,23.7853,23.7538,23.7853,23.8212,23.7932,23.7877,23.7989,23.7889,23.8097,23.7841,23.8109,23.771,23.7679,23.8155,23.8274,23.82,23.7736
-46.4908,0.997847,0.206998,2,7,0,46.9638,0.215716,0.0136775,0.215716,0.0136775,3.25922e+07,1.36981e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.771,23.7667,23.8734,23.808,23.8711,23.8468,23.7893,23.8155,23.8695,23.7943,23.7378,23.8105,23.8078,23.7908,23.7958,23.7847,23.7836,23.7519,23.7833,23.819,23.7908,23.785,23.7958,23.7855,23.806,23.7799,23.806,23.7655,23.7612,23.8076,23.8177,23.8065,23.7553
-46.7922,0.973772,0.206998,3,11,0,47.3071,0.204767,0.0149715,0.204767,0.0149715,3.25844e+07,1.36965e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.7791,23.769,23.7386,23.7701,23.7658,23.8723,23.8068,23.8698,23.8454,23.7877,23.8138,23.8677,23.7923,23.7357,23.8082,23.8054,23.7882,23.793,23.7817,23.7804,23.7485,23.7797,23.8151,23.7867,23.7807,23.7913,23.7808,23.801,23.7746,23.8005,23.7598,23.7554,23.8018,23.8123,23.8028,23.7548
-46.5322,0.999747,0.206998,3,15,0,47.0258,0.235139,0.0099541,0.235139,0.0099541,3.26004e+07,1.36998e+06,57571.6,23.815,23.7554,23.7806,23.7794,23.7804,23.7706,23.7404,23.7722,23.7681,23.8749,23.8096,23.8729,23.8488,23.7914,23.8178,23.872,23.797,23.7406,23.8135,23.8111,23.7943,23.7994,23.7885,23.7876,23.7561,23.7877,23.8236,23.7956,23.79,23.801,23.7908,23.8113,23.7852,23.8111,23.7703,23.7651,23.8101,23.8179,23.7998,23.7376
-48.0586,0.669007,0.206998,2,3,0,48.4513,0.243821,0.0114385,0.243821,0.0114385,3.26163e+07,1.37032e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7715,23.7415,23.7734,23.7695,23.8764,23.8113,23.8749,23.8509,23.7938,23.8203,23.8747,23.8,23.7439,23.8171,23.8149,23.7984,23.8039,23.7934,23.7928,23.7618,23.7938,23.8303,23.8027,23.7977,23.8095,23.7999,23.8213,23.7961,23.8233,23.7837,23.7806,23.8277,23.8381,23.8256,23.7699
-46.6331,0.99753,0.206998,1,3,0,48.0319,0.240265,0.00916942,0.240265,0.00916942,3.26033e+07,1.37004e+06,57571.6,23.8151,23.7555,23.7807,23.7796,23.7806,23.7708,23.7408,23.7726,23.7685,23.8753,23.8101,23.8735,23.8493,23.7921,23.8185,23.8727,23.7978,23.7415,23.8144,23.8121,23.7954,23.8006,23.7898,23.7889,23.7575,23.7892,23.8252,23.7972,23.7917,23.8028,23.7926,23.8132,23.7872,23.8131,23.7723,23.767,23.8118,23.8192,23.7998,23.7353
-46.5209,0.98598,0.206998,5,31,0,46.7382,0.215549,0.0141068,0.215549,0.0141068,3.25937e+07,1.36984e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.7711,23.7668,23.8735,23.8081,23.8712,23.8469,23.7895,23.8157,23.8697,23.7945,23.738,23.8107,23.8081,23.7911,23.7961,23.785,23.784,23.7523,23.7837,23.8195,23.7913,23.7856,23.7966,23.7863,23.8069,23.7809,23.8072,23.7669,23.7629,23.8096,23.8202,23.8102,23.7604
-46.5617,0.96496,0.206998,3,15,0,46.8065,0.222345,0.0115723,0.222345,0.0115723,3.25917e+07,1.3698e+06,57571.6,23.8148,23.7551,23.7802,23.7789,23.7797,23.7698,23.7396,23.7712,23.767,23.8736,23.8083,23.8714,23.8471,23.7897,23.8159,23.8699,23.7947,23.7382,23.8109,23.8083,23.7913,23.7963,23.7852,23.784,23.7523,23.7837,23.8194,23.7911,23.7852,23.796,23.7855,23.8057,23.7794,23.8051,23.7641,23.7589,23.804,23.8123,23.7965,23.7388
-46.9472,0.963607,0.206998,2,3,0,46.9731,0.221849,0.0107742,0.221849,0.0107742,3.2588e+07,1.36972e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.771,23.7667,23.8733,23.8079,23.8711,23.8467,23.7892,23.8154,23.8694,23.7941,23.7376,23.8102,23.8075,23.7905,23.7954,23.7842,23.783,23.7512,23.7824,23.8179,23.7895,23.7835,23.7941,23.7834,23.8034,23.7768,23.8021,23.7607,23.7548,23.7992,23.8064,23.7883,23.7275
-47.4744,0.941545,0.206998,2,7,0,47.6901,0.223651,0.0147813,0.223651,0.0147813,3.26059e+07,1.3701e+06,57571.6,23.815,23.7553,23.7805,23.7793,23.7803,23.7705,23.7403,23.7721,23.7679,23.8747,23.8095,23.8728,23.8486,23.7913,23.8177,23.8719,23.7969,23.7406,23.8135,23.8112,23.7944,23.7997,23.7889,23.7881,23.7568,23.7885,23.8247,23.7969,23.7916,23.8031,23.7934,23.8145,23.7893,23.8164,23.7769,23.7743,23.8223,23.8346,23.8275,23.7807
-47.5577,0.993362,0.206998,2,3,0,47.6681,0.211506,0.0119521,0.211506,0.0119521,3.25804e+07,1.36956e+06,57571.6,23.8146,23.7547,23.7798,23.7783,23.7791,23.769,23.7387,23.7702,23.7658,23.8723,23.8068,23.8698,23.8454,23.7877,23.8138,23.8676,23.7922,23.7356,23.808,23.8052,23.788,23.7927,23.7813,23.7799,23.7479,23.7789,23.8142,23.7856,23.7794,23.7897,23.7788,23.7986,23.7717,23.7967,23.7551,23.749,23.7935,23.801,23.7844,23.7267
-46.4996,0.886647,0.206998,2,3,0,48.2769,0.219918,0.0123334,0.219918,0.0123334,3.25919e+07,1.3698e+06,57571.6,23.8148,23.755,23.7802,23.7788,23.7797,23.7698,23.7395,23.7711,23.7669,23.8735,23.8081,23.8713,23.847,23.7895,23.8157,23.8698,23.7946,23.7381,23.8107,23.8081,23.7911,23.7961,23.785,23.7839,23.7522,23.7835,23.8192,23.7909,23.7851,23.7959,23.7855,23.8058,23.7796,23.8054,23.7646,23.7597,23.8053,23.8142,23.8001,23.7448
-46.6004,0.986724,0.206998,3,13,0,47.1151,0.223749,0.0111824,0.223749,0.0111824,3.25918e+07,1.3698e+06,57571.6,23.8148,23.7551,23.7802,23.7789,23.7798,23.7699,23.7396,23.7713,23.767,23.8737,23.8083,23.8715,23.8472,23.7898,23.816,23.87,23.7948,23.7384,23.811,23.8085,23.7915,23.7964,23.7853,23.7842,23.7525,23.7839,23.8195,23.7912,23.7854,23.7961,23.7856,23.8058,23.7795,23.805,23.764,23.7586,23.8035,23.8115,23.7949,23.7359
-46.512,0.999991,0.206998,2,7,0,46.6189,0.224058,0.0128056,0.224058,0.0128056,3.25986e+07,1.36995e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.78,23.7702,23.74,23.7717,23.7675,23.8742,23.8089,23.8722,23.8479,23.7905,23.8168,23.8709,23.7959,23.7395,23.8123,23.8098,23.7929,23.798,23.7871,23.7861,23.7546,23.7861,23.822,23.794,23.7884,23.7995,23.7894,23.81,23.7842,23.8105,23.7702,23.7661,23.8125,23.8225,23.8103,23.7571
-46.9808,0.976449,0.206998,3,15,0,47.0422,0.245248,0.00942324,0.245248,0.00942324,3.26102e+07,1.37019e+06,57571.6,23.8152,23.7556,23.781,23.7799,23.7809,23.7713,23.7413,23.7731,23.7691,23.8761,23.8109,23.8744,23.8503,23.7932,23.8196,23.874,23.7992,23.743,23.8161,23.8138,23.7972,23.8026,23.792,23.7912,23.76,23.7919,23.8281,23.8004,23.795,23.8065,23.7966,23.8175,23.7918,23.8182,23.7778,23.7733,23.8188,23.827,23.8093,23.7464
-47.4349,0.937184,0.206998,2,7,0,48.3308,0.256506,0.00525945,0.256506,0.00525945,3.2607e+07,1.37012e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7715,23.7415,23.7734,23.7694,23.8763,23.8112,23.8747,23.8507,23.7936,23.82,23.8744,23.7995,23.7434,23.8164,23.8142,23.7976,23.8029,23.7922,23.7914,23.7601,23.7918,23.8279,23.8,23.7944,23.8055,23.7953,23.8157,23.7894,23.8148,23.7734,23.7667,23.8097,23.8139,23.786,23.7074
-47.943,0.976891,0.206998,3,7,0,48.0956,0.265035,0.00374051,0.265035,0.00374051,3.2611e+07,1.3702e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7815,23.7719,23.742,23.7739,23.77,23.877,23.812,23.8756,23.8516,23.7945,23.8211,23.8755,23.8008,23.7447,23.8178,23.8157,23.7992,23.8046,23.794,23.7933,23.7621,23.7939,23.8301,23.8023,23.7968,23.808,23.7978,23.8183,23.792,23.8174,23.7759,23.7689,23.8114,23.8147,23.7836,23.6995
-47.1824,0.997171,0.206998,4,19,0,48.3561,0.192141,0.0178717,0.192141,0.0178717,3.25809e+07,1.36957e+06,57571.6,23.8144,23.7545,23.7794,23.778,23.7786,23.7685,23.738,23.7695,23.765,23.8714,23.8059,23.8688,23.8443,23.7865,23.8126,23.8663,23.7909,23.7341,23.8065,23.8037,23.7864,23.7911,23.7796,23.7783,23.7463,23.7774,23.8128,23.7843,23.7783,23.7889,23.7783,23.7986,23.7725,23.7987,23.7584,23.755,23.8027,23.8153,23.8111,23.7709
-46.5859,0.992253,0.206998,5,31,0,47.4292,0.216815,0.0126316,0.216815,0.0126316,3.25894e+07,1.36975e+06,57571.6,23.8147,23.755,23.78,23.7787,23.7795,23.7696,23.7393,23.7709,23.7666,23.8732,23.8078,23.8709,23.8466,23.789,23.8152,23.8692,23.794,23.7374,23.81,23.8074,23.7903,23.7952,23.784,23.7829,23.7511,23.7824,23.818,23.7897,23.7838,23.7945,23.784,23.8042,23.7779,23.8036,23.7627,23.7577,23.8033,23.8123,23.7984,23.7438
-46.6689,0.926551,0.206998,2,3,0,47.116,0.217802,0.0121549,0.217802,0.0121549,3.25887e+07,1.36974e+06,57571.6,23.8147,23.755,23.78,23.7787,23.7795,23.7696,23.7393,23.7709,23.7666,23.8732,23.8078,23.8709,23.8466,23.789,23.8152,23.8692,23.7939,23.7374,23.81,23.8073,23.7903,23.7952,23.784,23.7828,23.751,23.7823,23.8178,23.7895,23.7835,23.7942,23.7836,23.8038,23.7774,23.8029,23.7619,23.7567,23.8019,23.8104,23.7954,23.7392
-46.6976,0.995669,0.206998,3,15,0,46.9713,0.231425,0.0119572,0.231425,0.0119572,3.26039e+07,1.37006e+06,57571.6,23.815,23.7554,23.7806,23.7794,23.7804,23.7706,23.7405,23.7723,23.7681,23.875,23.8097,23.8731,23.8489,23.7916,23.818,23.8722,23.7972,23.7409,23.8138,23.8114,23.7947,23.7999,23.7891,23.7882,23.7569,23.7886,23.8246,23.7967,23.7913,23.8026,23.7926,23.8134,23.7877,23.8142,23.774,23.7701,23.8164,23.8262,23.813,23.7577
-46.5008,0.970719,0.206998,2,7,0,47.0058,0.225836,0.0111877,0.225836,0.0111877,3.25943e+07,1.36986e+06,57571.6,23.8149,23.7551,23.7803,23.779,23.7799,23.77,23.7398,23.7715,23.7673,23.874,23.8086,23.8719,23.8476,23.7902,23.8164,23.8705,23.7954,23.7389,23.8117,23.8091,23.7922,23.7972,23.7861,23.7851,23.7535,23.7849,23.8206,23.7924,23.7866,23.7975,23.7871,23.8074,23.7812,23.8069,23.766,23.7608,23.806,23.8142,23.7979,23.7392
-46.9907,0.996042,0.206998,3,15,0,48.1431,0.250691,0.00765377,0.250691,0.00765377,3.26096e+07,1.37018e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7714,23.7414,23.7733,23.7693,23.8763,23.8111,23.8746,23.8506,23.7935,23.8199,23.8743,23.7995,23.7433,23.8164,23.8142,23.7976,23.8029,23.7923,23.7916,23.7604,23.7922,23.8284,23.8006,23.7952,23.8065,23.7965,23.8172,23.7913,23.8174,23.7766,23.7712,23.8157,23.8224,23.8005,23.7314
-47.0627,0.965814,0.206998,2,3,0,47.2827,0.249638,0.00665125,0.249638,0.00665125,3.26044e+07,1.37007e+06,57571.6,23.8152,23.7556,23.7809,23.7798,23.7808,23.7711,23.7411,23.773,23.7689,23.8758,23.8107,23.8741,23.85,23.7928,23.8192,23.8735,23.7987,23.7424,23.8154,23.8131,23.7964,23.8017,23.7909,23.79,23.7587,23.7904,23.8264,23.7984,23.7928,23.8039,23.7936,23.814,23.7877,23.8133,23.772,23.7657,23.8092,23.8145,23.7894,23.7159
-48.228,0.620266,0.206998,2,3,0,49.0305,0.253513,0.00947134,0.253513,0.00947134,3.262e+07,1.37039e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7815,23.7719,23.742,23.774,23.7701,23.8772,23.8121,23.8758,23.8518,23.7948,23.8214,23.8759,23.8012,23.7452,23.8185,23.8164,23.8001,23.8056,23.7952,23.7947,23.7638,23.7959,23.8324,23.805,23.8,23.8118,23.8023,23.8236,23.7984,23.8255,23.7857,23.782,23.8284,23.8376,23.8214,23.7598
-47.4111,1,0.206998,1,1,0,48.0641,0.250916,0.0089082,0.250916,0.0089082,3.26148e+07,1.37028e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7417,23.7736,23.7697,23.8767,23.8116,23.8751,23.8511,23.7941,23.8206,23.875,23.8003,23.7442,23.8173,23.8152,23.7987,23.8042,23.7936,23.793,23.7619,23.7939,23.8303,23.8027,23.7975,23.8091,23.7993,23.8204,23.7949,23.8215,23.7813,23.7769,23.8225,23.8308,23.8125,23.7485
-48.2383,0.990864,0.206998,3,11,0,48.6234,0.264532,0.00318535,0.264532,0.00318535,3.26082e+07,1.37015e+06,57571.6,23.8154,23.7559,23.7813,23.7802,23.7813,23.7717,23.7418,23.7738,23.7698,23.8768,23.8117,23.8753,23.8513,23.7942,23.8207,23.8751,23.8003,23.7442,23.8173,23.8151,23.7985,23.8039,23.7932,23.7925,23.7612,23.793,23.829,23.8011,23.7956,23.8066,23.7963,23.8166,23.7901,23.8152,23.7734,23.766,23.8078,23.8103,23.7774,23.6903
