# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-19 14:09:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpzvtcylkn/f2c8wxg1.json
# random
#   seed = 32083
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/snia/snia-20230719150953.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-47.0002,0.840305,0.213385,4,15,0,48.5238,0.23416,61.8045,0.0112595,0.23416,61.8045,0.0112595,3.26044e+07,1.37007e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7707,23.7406,23.7724,23.7683,23.8751,23.8099,23.8732,23.8491,23.7918,23.8182,23.8724,23.7975,23.7412,23.8141,23.8118,23.795,23.8003,23.7895,23.7886,23.7573,23.789,23.825,23.7971,23.7917,23.803,23.7929,23.8137,23.788,23.8144,23.7741,23.7698,23.8159,23.8251,23.8105,23.753
-47.795,0.964612,0.213385,2,7,0,48.032,0.234153,58.9051,0.0083041,0.234153,58.9051,0.0083041,3.25927e+07,1.36982e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.7801,23.7702,23.74,23.7717,23.7675,23.8743,23.8089,23.8722,23.8479,23.7905,23.8168,23.8709,23.7958,23.7393,23.8121,23.8095,23.7926,23.7976,23.7865,23.7854,23.7537,23.7851,23.8207,23.7924,23.7865,23.7971,23.7865,23.8065,23.7799,23.805,23.7633,23.7567,23.8002,23.8057,23.7826,23.7137
-47.0886,0.993948,0.213385,4,15,0,48.2468,0.234284,79.4001,0.0111725,0.234284,79.4001,0.0111725,3.26042e+07,1.37006e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7707,23.7406,23.7724,23.7683,23.8751,23.8099,23.8732,23.8491,23.7918,23.8182,23.8724,23.7975,23.7412,23.8141,23.8117,23.795,23.8002,23.7894,23.7886,23.7572,23.7889,23.825,23.7971,23.7916,23.8029,23.7928,23.8136,23.7879,23.8142,23.7739,23.7696,23.8155,23.8247,23.8098,23.7521
-49.6472,0.915026,0.213385,4,31,0,50.8919,0.196915,91.4364,0.0187258,0.196915,91.4364,0.0187258,3.25899e+07,1.36976e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.7791,23.769,23.7386,23.7702,23.7658,23.8723,23.8068,23.8698,23.8455,23.7878,23.814,23.8679,23.7926,23.736,23.8085,23.8058,23.7887,23.7936,23.7824,23.7812,23.7495,23.7808,23.8165,23.7883,23.7826,23.7937,23.7835,23.8043,23.7787,23.8056,23.7661,23.7638,23.8126,23.8266,23.8253,23.7879
-47.8984,0.990349,0.213385,4,31,0,50.9062,0.240008,84.1756,0.01052,0.240008,84.1756,0.01052,3.26083e+07,1.37015e+06,57571.6,23.8152,23.7555,23.7809,23.7797,23.7807,23.771,23.741,23.7728,23.7688,23.8757,23.8105,23.8739,23.8498,23.7927,23.8191,23.8734,23.7985,23.7423,23.8153,23.813,23.7964,23.8017,23.791,23.7902,23.759,23.7908,23.827,23.7992,23.7939,23.8053,23.7953,23.8163,23.7906,23.8171,23.7769,23.7727,23.8186,23.8276,23.812,23.7525
-47.3702,0.999043,0.213385,4,15,0,48.5245,0.255995,75.0287,0.00681971,0.255995,75.0287,0.00681971,3.26125e+07,1.37024e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7417,23.7737,23.7697,23.8767,23.8116,23.8752,23.8512,23.7941,23.8207,23.8751,23.8003,23.7442,23.8174,23.8152,23.7987,23.8041,23.7935,23.7929,23.7617,23.7936,23.8299,23.8022,23.7968,23.8082,23.7983,23.8191,23.7932,23.8193,23.7785,23.7731,23.8174,23.8236,23.8002,23.7285
-48.9133,0.885763,0.213385,4,15,0,49.7888,0.221894,52.8312,0.0100683,0.221894,52.8312,0.0100683,3.25852e+07,1.36966e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7696,23.7392,23.7708,23.7665,23.8731,23.8077,23.8708,23.8465,23.7889,23.8151,23.869,23.7937,23.7372,23.8097,23.807,23.7899,23.7947,23.7835,23.7822,23.7503,23.7815,23.8169,23.7884,23.7823,23.7927,23.7819,23.8017,23.7749,23.7998,23.7581,23.7516,23.7954,23.8018,23.7816,23.7181
-48.9829,0.88966,0.213385,3,15,0,51.3491,0.233463,48.3373,0.00951708,0.233463,48.3373,0.00951708,3.25967e+07,1.36991e+06,57571.6,23.815,23.7553,23.7805,23.7792,23.7802,23.7704,23.7402,23.7719,23.7678,23.8745,23.8092,23.8725,23.8483,23.7909,23.8172,23.8714,23.7963,23.7399,23.8127,23.8102,23.7934,23.7984,23.7874,23.7864,23.7549,23.7863,23.8221,23.794,23.7882,23.7991,23.7887,23.809,23.7827,23.8083,23.7671,23.7614,23.8059,23.8129,23.7932,23.7292
-49.4114,0.837506,0.213385,4,15,0,51.8646,0.267989,78.6791,0.00687975,0.267989,78.6791,0.00687975,3.26267e+07,1.37053e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7749,23.7712,23.8783,23.8134,23.8772,23.8533,23.7965,23.8232,23.8778,23.8033,23.7474,23.8209,23.8189,23.8027,23.8084,23.7982,23.7979,23.7671,23.7994,23.8361,23.8088,23.804,23.8159,23.8065,23.828,23.8028,23.8298,23.7898,23.7857,23.8312,23.8388,23.8179,23.7483
-48.9212,0.751245,0.213385,4,15,0,52.916,0.237851,79.343,0.0131091,0.237851,79.343,0.0131091,3.26159e+07,1.37031e+06,57571.6,23.8152,23.7556,23.781,23.7799,23.781,23.7713,23.7413,23.7732,23.7692,23.8761,23.811,23.8745,23.8505,23.7934,23.8199,23.8743,23.7995,23.7434,23.8165,23.8143,23.7978,23.8033,23.7928,23.7921,23.7611,23.7931,23.8296,23.8021,23.7971,23.8089,23.7994,23.8209,23.7959,23.8234,23.7841,23.7817,23.8296,23.8414,23.8322,23.7815
-46.7674,0.915804,0.213385,3,11,0,50.62,0.226388,61.9744,0.0115445,0.226388,61.9744,0.0115445,3.25964e+07,1.3699e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.78,23.7701,23.7399,23.7716,23.7674,23.8742,23.8088,23.8721,23.8478,23.7904,23.8167,23.8708,23.7957,23.7393,23.8121,23.8096,23.7927,23.7977,23.7867,23.7857,23.7541,23.7856,23.8214,23.7933,23.7876,23.7985,23.7882,23.8087,23.7826,23.8085,23.7678,23.763,23.8085,23.8172,23.8021,23.7447
-46.8705,0.976985,0.213385,5,31,0,47.2599,0.241281,74.0254,0.0081304,0.241281,74.0254,0.0081304,3.26004e+07,1.36998e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7707,23.7406,23.7724,23.7683,23.8752,23.8099,23.8733,23.8491,23.7918,23.8182,23.8724,23.7974,23.7411,23.814,23.8116,23.7948,23.8,23.7891,23.7882,23.7567,23.7883,23.8242,23.7961,23.7905,23.8014,23.7911,23.8114,23.7851,23.8107,23.7695,23.7635,23.8075,23.8136,23.7914,23.7229
-46.6658,0.977434,0.213385,3,15,0,49.2475,0.214288,72.4518,0.0148139,0.214288,72.4518,0.0148139,3.2595e+07,1.36987e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7797,23.7697,23.7395,23.7711,23.7668,23.8735,23.8081,23.8713,23.847,23.7895,23.8157,23.8698,23.7946,23.7381,23.8108,23.8083,23.7913,23.7963,23.7853,23.7842,23.7526,23.7841,23.8199,23.7918,23.7861,23.7972,23.787,23.8077,23.7819,23.8083,23.7683,23.7647,23.8119,23.8232,23.8148,23.7672
-46.974,0.911357,0.213385,3,15,0,47.926,0.245789,72.4358,0.00916742,0.245789,72.4358,0.00916742,3.26098e+07,1.37018e+06,57571.6,23.8152,23.7556,23.781,23.7799,23.7809,23.7713,23.7413,23.7731,23.7691,23.8761,23.8109,23.8744,23.8503,23.7932,23.8196,23.874,23.7992,23.743,23.816,23.8138,23.7972,23.8026,23.7919,23.7912,23.76,23.7918,23.828,23.8002,23.7949,23.8063,23.7964,23.8172,23.7915,23.8179,23.7774,23.7728,23.8181,23.8261,23.8077,23.7439
-46.6131,0.991056,0.213385,4,15,0,47.3223,0.215093,74.4378,0.0140858,0.215093,74.4378,0.0140858,3.25931e+07,1.36983e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.771,23.7668,23.8734,23.808,23.8711,23.8469,23.7894,23.8156,23.8696,23.7944,23.7379,23.8106,23.808,23.791,23.7959,23.7848,23.7838,23.7521,23.7835,23.8192,23.7911,23.7853,23.7962,23.786,23.8065,23.7805,23.8067,23.7664,23.7624,23.809,23.8195,23.8093,23.7595
-47.3517,0.903179,0.213385,4,15,0,48.239,0.220096,78.0685,0.0109754,0.220096,78.0685,0.0109754,3.25867e+07,1.36969e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7696,23.7393,23.7709,23.7666,23.8732,23.8077,23.8708,23.8465,23.789,23.8151,23.8691,23.7938,23.7373,23.8098,23.8072,23.7901,23.7949,23.7837,23.7824,23.7506,23.7818,23.8173,23.7889,23.7828,23.7933,23.7826,23.8026,23.7759,23.8012,23.7598,23.7538,23.7982,23.8055,23.7876,23.7274
-48.4745,0.931188,0.213385,3,7,0,48.7008,0.217094,82.9749,0.0161477,0.217094,82.9749,0.0161477,3.26035e+07,1.37005e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.78,23.7702,23.74,23.7717,23.7675,23.8743,23.809,23.8722,23.848,23.7907,23.817,23.8711,23.7961,23.7397,23.8126,23.8101,23.7934,23.7985,23.7877,23.7868,23.7555,23.7872,23.8233,23.7955,23.7901,23.8016,23.7918,23.813,23.7878,23.815,23.7757,23.7735,23.822,23.8351,23.8304,23.7873
-47.9152,0.999987,0.213385,2,7,0,48.6613,0.218614,82.0082,0.0152967,0.218614,82.0082,0.0152967,3.2602e+07,1.37002e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.78,23.7701,23.74,23.7717,23.7675,23.8742,23.8089,23.8722,23.8479,23.7906,23.8169,23.871,23.796,23.7396,23.8124,23.81,23.7932,23.7983,23.7874,23.7865,23.7551,23.7868,23.8228,23.7949,23.7895,23.8009,23.791,23.812,23.7867,23.8136,23.7741,23.7713,23.8193,23.8316,23.8251,23.7794
-47.252,0.989108,0.213385,2,3,0,48.0167,0.213537,82.086,0.0140035,0.213537,82.086,0.0140035,3.25909e+07,1.36978e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7695,23.7392,23.7708,23.7666,23.8732,23.8078,23.8709,23.8465,23.789,23.8152,23.8692,23.7939,23.7374,23.81,23.8074,23.7904,23.7953,23.7841,23.783,23.7513,23.7826,23.8183,23.7901,23.7843,23.7951,23.7847,23.8051,23.779,23.8051,23.7646,23.7604,23.8068,23.8171,23.8064,23.7561
-47.2654,0.985174,0.213385,4,15,0,48.2404,0.195558,65.2651,0.0183082,0.195558,65.2651,0.0183082,3.25867e+07,1.36969e+06,57571.6,23.8145,23.7546,23.7796,23.7782,23.7789,23.7688,23.7384,23.7699,23.7655,23.872,23.8065,23.8695,23.8451,23.7874,23.8135,23.8673,23.792,23.7353,23.8078,23.8051,23.7879,23.7927,23.7814,23.7802,23.7484,23.7796,23.8152,23.7869,23.7811,23.792,23.7817,23.8023,23.7765,23.8031,23.7633,23.7605,23.8089,23.8223,23.8198,23.7811
-48.6477,0.898915,0.213385,2,7,0,49.2297,0.179367,63.8417,0.0185174,0.179367,63.8417,0.0185174,3.25683e+07,1.36931e+06,57571.6,23.8142,23.7541,23.7789,23.7773,23.7779,23.7676,23.737,23.7683,23.7637,23.8699,23.8042,23.8669,23.8423,23.7843,23.8102,23.8637,23.788,23.7311,23.8032,23.8001,23.7825,23.787,23.7752,23.7736,23.7413,23.772,23.807,23.7781,23.7717,23.7818,23.7708,23.7906,23.7639,23.7894,23.7486,23.7443,23.7913,23.8034,23.799,23.7596
-47.4238,0.999715,0.213385,3,15,0,49.4055,0.225263,65.3936,0.00960798,0.225263,65.3936,0.00960798,3.25874e+07,1.36971e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7797,23.7697,23.7395,23.7711,23.7668,23.8735,23.8081,23.8712,23.8469,23.7894,23.8156,23.8695,23.7943,23.7378,23.8104,23.8077,23.7907,23.7955,23.7843,23.7831,23.7513,23.7825,23.818,23.7896,23.7835,23.794,23.7832,23.8031,23.7763,23.8013,23.7597,23.7532,23.7968,23.803,23.7821,23.7173
-47.6253,0.994152,0.213385,3,15,0,48.6179,0.193691,66.1061,0.0160804,0.193691,66.1061,0.0160804,3.25757e+07,1.36946e+06,57571.6,23.8144,23.7544,23.7794,23.7778,23.7785,23.7683,23.7378,23.7692,23.7647,23.8711,23.8055,23.8684,23.8439,23.786,23.812,23.8657,23.7902,23.7334,23.8057,23.8028,23.7854,23.79,23.7784,23.777,23.7448,23.7758,23.811,23.7823,23.776,23.7863,23.7755,23.7954,23.7687,23.7942,23.7533,23.7486,23.7949,23.8056,23.7972,23.7516
-48.3273,0.934338,0.213385,4,15,0,50.3086,0.219584,85.5968,0.0109421,0.219584,85.5968,0.0109421,3.2586e+07,1.36968e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7695,23.7392,23.7708,23.7665,23.8731,23.8077,23.8707,23.8464,23.7888,23.815,23.8689,23.7937,23.7371,23.8097,23.807,23.7899,23.7947,23.7834,23.7822,23.7503,23.7815,23.817,23.7885,23.7825,23.7929,23.7822,23.8021,23.7754,23.8006,23.7592,23.7531,23.7974,23.8046,23.7866,23.7261
-47.9679,0.964436,0.213385,4,15,0,49.0392,0.216076,82.485,0.0157205,0.216076,82.485,0.0157205,3.26007e+07,1.36999e+06,57571.6,23.8149,23.7551,23.7803,23.779,23.7799,23.77,23.7398,23.7715,23.7673,23.874,23.8087,23.8719,23.8477,23.7903,23.8166,23.8707,23.7956,23.7392,23.812,23.8095,23.7927,23.7978,23.7869,23.7859,23.7545,23.7861,23.8221,23.7942,23.7888,23.8001,23.7902,23.8112,23.7858,23.8128,23.7732,23.7706,23.8186,23.8312,23.8253,23.7807
-47.392,0.998353,0.213385,2,7,0,48.3761,0.207902,78.1503,0.0134643,0.207902,78.1503,0.0134643,3.25821e+07,1.3696e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.7791,23.769,23.7386,23.7701,23.7658,23.8723,23.8068,23.8697,23.8453,23.7877,23.8138,23.8676,23.7922,23.7356,23.808,23.8052,23.788,23.7928,23.7814,23.7801,23.7481,23.7792,23.8146,23.786,23.7799,23.7903,23.7796,23.7996,23.773,23.7984,23.7573,23.752,23.7974,23.8064,23.7934,23.7406
-46.6335,0.946429,0.213385,3,15,0,48.9842,0.209588,71.0622,0.0143225,0.209588,71.0622,0.0143225,3.25875e+07,1.36971e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7693,23.7389,23.7705,23.7662,23.8727,23.8073,23.8703,23.846,23.7884,23.8145,23.8684,23.7931,23.7366,23.8091,23.8064,23.7893,23.7942,23.7829,23.7817,23.7499,23.7811,23.8167,23.7884,23.7825,23.7931,23.7827,23.803,23.7767,23.8026,23.762,23.7576,23.8039,23.8142,23.8037,23.754
-46.5373,0.980627,0.213385,4,31,0,46.9245,0.231616,67.4478,0.0103555,0.231616,67.4478,0.0103555,3.25979e+07,1.36993e+06,57571.6,23.815,23.7553,23.7805,23.7792,23.7802,23.7704,23.7402,23.7719,23.7678,23.8745,23.8092,23.8725,23.8483,23.7909,23.8172,23.8714,23.7963,23.74,23.8128,23.8103,23.7934,23.7985,23.7876,23.7866,23.7551,23.7866,23.8224,23.7943,23.7886,23.7995,23.7892,23.8097,23.7835,23.8093,23.7684,23.7632,23.8082,23.816,23.7985,23.7374
-47.0005,0.9362,0.213385,4,31,0,48.4602,0.235646,74.5875,0.0115157,0.235646,74.5875,0.0115157,3.26071e+07,1.37012e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7806,23.7709,23.7408,23.7726,23.7685,23.8754,23.8102,23.8736,23.8495,23.7922,23.8186,23.8729,23.798,23.7418,23.8147,23.8124,23.7958,23.801,23.7903,23.7895,23.7582,23.79,23.8262,23.7984,23.793,23.8044,23.7945,23.8155,23.7899,23.8165,23.7764,23.7725,23.8189,23.8286,23.8149,23.7585
