lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 0.204307
# Diagonal elements of inverse mass matrix:
# 0.000495151, 4.12255e-05
-47.8566,0.98573,0.204307,2,3,0,50.7298,0.203524,0.0132924,0.203524,0.0132924,3.25762e+07,1.36948e+06,57571.6,23.8145,23.7546,23.7795,23.7781,23.7788,23.7686,23.7382,23.7696,23.7652,23.8716,23.8061,23.869,23.8445,23.7867,23.8127,23.8665,23.791,23.7343,23.8066,23.8037,23.7864,23.791,23.7795,23.778,23.7459,23.7768,23.812,23.7833,23.777,23.7871,23.7762,23.7959,23.7689,23.7939,23.7524,23.7466,23.7914,23.7997,23.7854,23.7316
-46.7155,1,0.204307,2,7,0,47.6381,0.209731,0.0156558,0.209731,0.0156558,3.2593e+07,1.36983e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7695,23.7392,23.7708,23.7665,23.8731,23.8077,23.8708,23.8465,23.789,23.8152,23.8692,23.794,23.7374,23.8101,23.8075,23.7905,23.7954,23.7843,23.7832,23.7516,23.783,23.8187,23.7906,23.7849,23.7959,23.7857,23.8063,23.7805,23.807,23.767,23.7637,23.8111,23.823,23.8159,23.7706
-46.9795,0.87907,0.204307,3,15,0,48.551,0.231379,0.00905929,0.231379,0.00905929,3.25924e+07,1.36982e+06,57571.6,23.8149,23.7552,23.7804,23.7791,23.78,23.7701,23.7399,23.7716,23.7674,23.8741,23.8088,23.872,23.8477,23.7903,23.8166,23.8706,23.7955,23.7391,23.8118,23.8092,23.7923,23.7973,23.7862,23.7851,23.7534,23.7847,23.8204,23.7921,23.7862,23.7968,23.7863,23.8063,23.7797,23.805,23.7635,23.7572,23.801,23.8072,23.7858,23.7196
-46.478,0.970544,0.204307,2,7,0,47.7011,0.230656,0.0111571,0.230656,0.0111571,3.25999e+07,1.36997e+06,57571.6,23.815,23.7553,23.7805,23.7793,23.7802,23.7704,23.7403,23.772,23.7679,23.8746,23.8093,23.8726,23.8484,23.7911,23.8174,23.8716,23.7966,23.7402,23.813,23.8106,23.7938,23.7989,23.788,23.7871,23.7556,23.7872,23.8231,23.795,23.7894,23.8005,23.7903,23.8109,23.7849,23.811,23.7704,23.7657,23.8113,23.8201,23.8046,23.7463
-47.7118,0.83428,0.204307,3,11,0,49.0978,0.196701,0.0150484,0.196701,0.0150484,3.25751e+07,1.36945e+06,57571.6,23.8144,23.7545,23.7794,23.7779,23.7786,23.7684,23.7379,23.7693,23.7648,23.8712,23.8056,23.8685,23.844,23.7862,23.8122,23.8659,23.7903,23.7336,23.8058,23.8029,23.7855,23.7901,23.7786,23.7771,23.7449,23.7758,23.811,23.7823,23.776,23.7862,23.7753,23.7951,23.7683,23.7936,23.7524,23.7472,23.7929,23.8026,23.792,23.7434
-47.3243,0.778368,0.204307,3,7,0,50.3095,0.192753,0.0190104,0.192753,0.0190104,3.25861e+07,1.36968e+06,57571.6,23.8145,23.7546,23.7796,23.7781,23.7788,23.7687,23.7383,23.7698,23.7654,23.8718,23.8063,23.8693,23.8449,23.7871,23.8132,23.8671,23.7917,23.735,23.8075,23.8047,23.7875,23.7923,23.781,23.7798,23.7479,23.7792,23.8148,23.7865,23.7807,23.7915,23.7813,23.8019,23.7762,23.8028,23.7632,23.7607,23.8094,23.8233,23.822,23.7851
-48.0433,0.960955,0.204307,4,17,0,48.78,0.259409,0.00389845,0.259409,0.00389845,3.2605e+07,1.37008e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7715,23.7415,23.7734,23.7694,23.8763,23.8112,23.8747,23.8506,23.7935,23.82,23.8743,23.7995,23.7433,23.8163,23.814,23.7974,23.8027,23.7919,23.7911,23.7598,23.7914,23.8274,23.7994,23.7938,23.8047,23.7943,23.8145,23.788,23.813,23.7712,23.7637,23.8057,23.8086,23.7768,23.6923
-48.4653,0.981364,0.204307,4,19,0,49.9672,0.183275,0.022114,0.183275,0.022114,3.25871e+07,1.3697e+06,57571.6,23.8144,23.7545,23.7794,23.7779,23.7786,23.7685,23.738,23.7695,23.765,23.8715,23.8059,23.8688,23.8444,23.7867,23.8127,23.8665,23.7911,23.7344,23.8069,23.8041,23.7869,23.7917,23.7804,23.7792,23.7474,23.7787,23.8144,23.7862,23.7805,23.7915,23.7815,23.8024,23.7771,23.8044,23.7655,23.7644,23.8147,23.8312,23.8358,23.8065
-47.7463,0.991675,0.204307,2,7,0,48.9807,0.18575,0.0179848,0.18575,0.0179848,3.25738e+07,1.36942e+06,57571.6,23.8143,23.7543,23.7792,23.7776,23.7782,23.768,23.7375,23.7688,23.7643,23.8706,23.805,23.8677,23.8432,23.7853,23.8113,23.8649,23.7893,23.7325,23.8047,23.8017,23.7843,23.7888,23.7772,23.7757,23.7435,23.7744,23.8096,23.7809,23.7746,23.7849,23.7741,23.7941,23.7676,23.7933,23.7527,23.7487,23.7959,23.808,23.8032,23.7628
-49.2664,0.82632,0.204307,2,3,0,49.9564,0.185635,0.0227707,0.185635,0.0227707,3.25924e+07,1.36982e+06,57571.6,23.8145,23.7546,23.7796,23.7781,23.7789,23.7688,23.7384,23.7699,23.7655,23.872,23.8065,23.8695,23.8451,23.7874,23.8135,23.8674,23.7921,23.7355,23.808,23.8054,23.7883,23.7932,23.782,23.7809,23.7493,23.7807,23.8166,23.7885,23.783,23.7944,23.7846,23.8058,23.7808,23.8086,23.77,23.7697,23.8207,23.8381,23.8444,23.817
-46.8511,0.998099,0.204307,4,23,0,49.1933,0.246983,0.00766813,0.246983,0.00766813,3.26053e+07,1.37009e+06,57571.6,23.8152,23.7556,23.7809,23.7798,23.7808,23.7711,23.7411,23.7729,23.7689,23.8758,23.8106,23.874,23.8499,23.7928,23.8192,23.8735,23.7986,23.7424,23.8153,23.813,23.7964,23.8016,23.7909,23.79,23.7587,23.7904,23.8265,23.7985,23.793,23.8041,23.794,23.8145,23.7884,23.8142,23.7732,23.7674,23.8116,23.8178,23.7953,23.7257
-46.8384,0.985432,0.204307,4,19,0,47.505,0.20239,0.0155325,0.20239,0.0155325,3.25838e+07,1.36963e+06,57571.6,23.8146,23.7547,23.7797,23.7782,23.779,23.7689,23.7385,23.77,23.7656,23.8721,23.8066,23.8696,23.8452,23.7875,23.8136,23.8674,23.7921,23.7354,23.8079,23.8051,23.7879,23.7926,23.7813,23.78,23.7481,23.7793,23.8147,23.7863,23.7803,23.7909,23.7803,23.8006,23.7743,23.8002,23.7596,23.7554,23.8021,23.813,23.8045,23.7581
-47.1741,0.921833,0.204307,2,7,0,47.7464,0.206183,0.0136515,0.206183,0.0136515,3.25808e+07,1.36957e+06,57571.6,23.8146,23.7547,23.7797,23.7782,23.779,23.7689,23.7385,23.77,23.7656,23.8721,23.8066,23.8695,23.8451,23.7874,23.8135,23.8673,23.7919,23.7352,23.8076,23.8048,23.7876,23.7923,23.7809,23.7795,23.7476,23.7786,23.8139,23.7854,23.7792,23.7896,23.7788,23.7988,23.7721,23.7975,23.7563,23.751,23.7964,23.8055,23.7926,23.7404
-46.9461,0.992284,0.204307,3,11,0,48.2329,0.198379,0.0164694,0.198379,0.0164694,3.25828e+07,1.36961e+06,57571.6,23.8145,23.7546,23.7796,23.7781,23.7789,23.7688,23.7383,23.7698,23.7654,23.8719,23.8063,23.8693,23.8448,23.7871,23.8132,23.867,23.7916,23.7349,23.8073,23.8045,23.7873,23.792,23.7807,23.7794,23.7474,23.7786,23.814,23.7855,23.7795,23.7901,23.7796,23.7999,23.7736,23.7997,23.7592,23.7554,23.8024,23.814,23.8073,23.7634
-46.512,0.971505,0.204307,4,23,0,49.4039,0.233677,0.0101777,0.233677,0.0101777,3.25996e+07,1.36997e+06,57571.6,23.815,23.7553,23.7806,23.7793,23.7803,23.7705,23.7403,23.7721,23.768,23.8747,23.8095,23.8728,23.8486,23.7913,23.8176,23.8718,23.7967,23.7404,23.8132,23.8108,23.794,23.7991,23.7882,23.7872,23.7558,23.7873,23.8232,23.7952,23.7895,23.8005,23.7903,23.8108,23.7847,23.8105,23.7697,23.7646,23.8096,23.8175,23.7998,23.7383
-47.0337,0.930977,0.204307,3,13,0,47.7914,0.204448,0.01434,0.204448,0.01434,3.25815e+07,1.36959e+06,57571.6,23.8145,23.7547,23.7797,23.7782,23.779,23.7689,23.7385,23.77,23.7656,23.8721,23.8065,23.8695,23.8451,23.7874,23.8134,23.8673,23.7919,23.7352,23.8076,23.8048,23.7876,23.7923,23.7809,23.7796,23.7476,23.7787,23.8141,23.7855,23.7794,23.7898,23.7791,23.7992,23.7726,23.7982,23.7572,23.7523,23.7981,23.8078,23.7965,23.7464
-46.9608,0.881664,0.204307,1,3,0,48.1326,0.208252,0.0165154,0.208252,0.0165154,3.25946e+07,1.36986e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7695,23.7392,23.7708,23.7666,23.8732,23.8078,23.8709,23.8466,23.7891,23.8153,23.8693,23.7941,23.7376,23.8103,23.8077,23.7907,23.7957,23.7846,23.7835,23.7519,23.7834,23.8192,23.7911,23.7855,23.7966,23.7865,23.8073,23.7817,23.8085,23.7687,23.7659,23.8139,23.8266,23.8215,23.7787
-47.1554,0.991423,0.204307,3,11,0,47.4363,0.20574,0.0172552,0.20574,0.0172552,3.25945e+07,1.36986e+06,57571.6,23.8147,23.7549,23.78,23.7786,23.7794,23.7695,23.7392,23.7708,23.7665,23.8731,23.8077,23.8708,23.8465,23.7889,23.8151,23.8691,23.7939,23.7374,23.81,23.8074,23.7905,23.7954,23.7844,23.7833,23.7517,23.7832,23.819,23.7909,23.7853,23.7965,23.7864,23.8073,23.7818,23.8086,23.769,23.7665,23.8149,23.8282,23.8246,23.7837
-46.6373,0.852358,0.204307,2,3,0,48.6171,0.208802,0.0153427,0.208802,0.0153427,3.25906e+07,1.36978e+06,57571.6,23.8147,23.7549,23.7799,23.7786,23.7794,23.7694,23.7391,23.7706,23.7663,23.8729,23.8075,23.8706,23.8462,23.7887,23.8148,23.8688,23.7935,23.737,23.8096,23.8069,23.7899,23.7948,23.7836,23.7825,23.7508,23.7821,23.8178,23.7896,23.7838,23.7947,23.7844,23.8049,23.7789,23.8052,23.765,23.7613,23.8084,23.8198,23.8118,23.7654
-47.1614,0.994161,0.204307,3,15,0,47.2685,0.194439,0.018365,0.194439,0.018365,3.25856e+07,1.36967e+06,57571.6,23.8145,23.7546,23.7796,23.7781,23.7789,23.7688,23.7383,23.7698,23.7654,23.8719,23.8064,23.8693,23.8449,23.7872,23.8133,23.8671,23.7917,23.7351,23.8075,23.8048,23.7876,23.7923,23.781,23.7798,23.7479,23.7792,23.8147,23.7864,23.7805,23.7913,23.781,23.8016,23.7757,23.8023,23.7624,23.7596,23.8079,23.8213,23.8187,23.7801
-47.1707,0.999951,0.204307,2,3,0,47.1785,0.194248,0.0184063,0.194248,0.0184063,3.25855e+07,1.36967e+06,57571.6,23.8145,23.7546,23.7796,23.7781,23.7788,23.7688,23.7383,23.7698,23.7654,23.8719,23.8063,23.8693,23.8449,23.7872,23.8133,23.8671,23.7917,23.735,23.8075,23.8047,23.7875,23.7923,23.781,23.7797,23.7479,23.7791,23.8147,23.7863,23.7805,23.7913,23.781,23.8015,23.7757,23.8022,23.7624,23.7596,23.8079,23.8213,23.8188,23.7803
-48.7959,0.854922,0.204307,4,23,0,50.3431,0.264491,0.0074875,0.264491,0.0074875,3.2625e+07,1.3705e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7747,23.7709,23.878,23.8131,23.8768,23.8529,23.7961,23.8227,23.8774,23.8028,23.7469,23.8203,23.8183,23.8021,23.8077,23.7975,23.7971,23.7663,23.7985,23.8352,23.8078,23.803,23.8149,23.8055,23.8269,23.8017,23.8287,23.7888,23.7847,23.8304,23.8384,23.8186,23.7509
-47.5903,0.938633,0.204307,2,7,0,50.3142,0.25269,0.00877815,0.25269,0.00877815,3.26163e+07,1.37032e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7418,23.7738,23.7698,23.8769,23.8118,23.8754,23.8514,23.7944,23.8209,23.8754,23.8006,23.7446,23.8178,23.8156,23.7992,23.8047,23.7942,23.7936,23.7626,23.7946,23.831,23.8034,23.7983,23.8099,23.8002,23.8214,23.7959,23.8226,23.7825,23.7782,23.8239,23.8321,23.8139,23.7495
-47.3884,0.958548,0.204307,2,3,0,48.1824,0.25342,0.00819076,0.25342,0.00819076,3.26149e+07,1.37029e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7418,23.7737,23.7698,23.8768,23.8117,23.8753,23.8513,23.7942,23.8208,23.8752,23.8005,23.7444,23.8176,23.8154,23.799,23.8044,23.7939,23.7933,23.7622,23.7942,23.8305,23.8029,23.7977,23.8093,23.7995,23.8205,23.7949,23.8214,23.781,23.7764,23.8216,23.8293,23.8094,23.7429
-47.0851,0.999858,0.204307,4,15,0,47.652,0.253156,0.00707639,0.253156,0.00707639,3.26102e+07,1.37019e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7715,23.7415,23.7734,23.7695,23.8764,23.8113,23.8748,23.8508,23.7937,23.8202,23.8746,23.7998,23.7436,23.8167,23.8145,23.7979,23.8033,23.7927,23.792,23.7608,23.7926,23.8288,23.801,23.7956,23.8069,23.7969,23.8176,23.7917,23.8177,23.7768,23.7713,23.8155,23.8217,23.7986,23.7275
-47.6606,0.971354,0.204307,2,7,0,48.0894,0.263785,0.0048239,0.263785,0.0048239,3.26138e+07,1.37026e+06,57571.6,23.8155,23.7559,23.7814,23.7804,23.7815,23.7719,23.7421,23.774,23.7701,23.8772,23.8121,23.8758,23.8518,23.7948,23.8213,23.8758,23.8011,23.745,23.8182,23.8161,23.7996,23.8051,23.7946,23.7939,23.7628,23.7947,23.831,23.8033,23.798,23.8093,23.7993,23.82,23.794,23.8198,23.7786,23.7724,23.8157,23.8203,23.7924,23.7131
-46.7338,0.972528,0.204307,4,23,0,48.426,0.21213,0.013228,0.21213,0.013228,3.25862e+07,1.36968e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7693,23.739,23.7705,23.7662,23.8728,23.8073,23.8703,23.846,23.7884,23.8145,23.8684,23.7931,23.7365,23.8091,23.8064,23.7892,23.7941,23.7828,23.7816,23.7497,23.7809,23.8164,23.788,23.782,23.7926,23.782,23.8022,23.7758,23.8014,23.7604,23.7554,23.801,23.8102,23.7973,23.7442
-46.5003,0.998867,0.204307,3,7,0,46.7188,0.214981,0.0137611,0.214981,0.0137611,3.25917e+07,1.3698e+06,57571.6,23.8148,23.755,23.7801,23.7787,23.7796,23.7696,23.7393,23.7709,23.7667,23.8733,23.8079,23.871,23.8467,23.7892,23.8154,23.8694,23.7942,23.7377,23.8103,23.8077,23.7907,23.7956,23.7845,23.7834,23.7517,23.783,23.8187,23.7905,23.7847,23.7955,23.7852,23.8056,23.7795,23.8056,23.7651,23.7608,23.8072,23.8173,23.8062,23.7553
-46.6919,0.861002,0.204307,3,7,0,47.6273,0.209091,0.0141364,0.209091,0.0141364,3.25862e+07,1.36968e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7692,23.7389,23.7704,23.7661,23.8726,23.8071,23.8702,23.8458,23.7882,23.8143,23.8682,23.7929,23.7363,23.8088,23.8061,23.789,23.7938,23.7825,23.7813,23.7495,23.7807,23.8162,23.7878,23.7818,23.7925,23.7819,23.8021,23.7758,23.8016,23.7609,23.7563,23.8024,23.8123,23.8013,23.751
-46.7272,0.985566,0.204307,2,7,0,47.0135,0.217274,0.0146413,0.217274,0.0146413,3.25979e+07,1.36993e+06,57571.6,23.8149,23.7551,23.7802,23.7789,23.7798,23.7699,23.7397,23.7714,23.7672,23.8738,23.8085,23.8717,23.8475,23.79,23.8163,23.8704,23.7953,23.7388,23.8116,23.8091,23.7922,23.7972,23.7863,23.7853,23.7537,23.7853,23.8212,23.7932,23.7876,23.7987,23.7887,23.8095,23.7838,23.8104,23.7704,23.7671,23.8144,23.8258,23.8174,23.7696
-47.4354,0.999422,0.204307,3,11,0,48.3855,0.188917,0.0178367,0.188917,0.0178367,3.2577e+07,1.36949e+06,57571.6,23.8144,23.7544,23.7793,23.7778,23.7784,23.7683,23.7377,23.7691,23.7646,23.871,23.8054,23.8682,23.8437,23.7859,23.8119,23.8655,23.79,23.7332,23.8055,23.8026,23.7852,23.7898,23.7783,23.7769,23.7448,23.7758,23.811,23.7824,23.7763,23.7867,23.776,23.7961,23.7698,23.7957,23.7552,23.7514,23.7988,23.811,23.8063,23.7657
-48.4266,0.914891,0.204307,2,3,0,48.7036,0.183593,0.0173861,0.183593,0.0173861,3.25688e+07,1.36932e+06,57571.6,23.8142,23.7542,23.779,23.7774,23.778,23.7678,23.7371,23.7685,23.7639,23.8702,23.8045,23.8672,23.8426,23.7846,23.8105,23.8641,23.7884,23.7315,23.8036,23.8006,23.783,23.7875,23.7757,23.7741,23.7418,23.7726,23.8076,23.7787,23.7722,23.7823,23.7713,23.791,23.7642,23.7895,23.7484,23.7437,23.7902,23.8013,23.7947,23.7523
-49.1605,0.953805,0.204307,3,7,0,49.2495,0.190343,0.0220001,0.190343,0.0220001,3.2595e+07,1.36987e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.7791,23.769,23.7387,23.7702,23.7658,23.8724,23.8069,23.87,23.8456,23.788,23.8142,23.8681,23.7928,23.7363,23.8089,23.8062,23.7892,23.7942,23.7831,23.782,23.7505,23.782,23.8179,23.7899,23.7845,23.7959,23.7861,23.8074,23.7825,23.8102,23.7717,23.7712,23.8221,23.839,23.8443,23.8152
-48.3312,0.985507,0.204307,4,17,0,49.9762,0.271876,0.0028478,0.271876,0.0028478,3.26154e+07,1.3703e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7955,23.8221,23.8766,23.802,23.7459,23.8192,23.8171,23.8007,23.8062,23.7957,23.7951,23.7641,23.796,23.8323,23.8046,23.7993,23.8106,23.8006,23.8212,23.795,23.8205,23.7791,23.7721,23.8145,23.8174,23.785,23.6977
-47.687,0.905753,0.204307,2,5,0,49.1284,0.262325,0.00615498,0.262325,0.00615498,3.26173e+07,1.37034e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.7721,23.7422,23.7742,23.7703,23.8774,23.8123,23.876,23.852,23.7951,23.8217,23.8762,23.8015,23.7455,23.8187,23.8166,23.8003,23.8058,23.7953,23.7948,23.7637,23.7958,23.8322,23.8046,23.7994,23.811,23.8012,23.8221,23.7964,23.8227,23.782,23.7767,23.8211,23.8272,23.8031,23.7295
-47.5215,1,0.204307,2,3,0,47.7039,0.261632,0.00548136,0.261632,0.00548136,3.26138e+07,1.37027e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7815,23.7719,23.742,23.774,23.7701,23.8771,23.812,23.8756,23.8516,23.7946,23.8212,23.8757,23.8009,23.7449,23.8181,23.8159,23.7995,23.8049,23.7944,23.7937,23.7626,23.7946,23.8309,23.8031,23.7978,23.8092,23.7992,23.82,23.7941,23.82,23.779,23.7731,23.8167,23.8219,23.7956,23.719
-46.454,0.956751,0.204307,4,23,0,47.9029,0.219681,0.0128392,0.219681,0.0128392,3.25936e+07,1.36984e+06,57571.6,23.8148,23.7551,23.7802,23.7789,23.7797,23.7698,23.7396,23.7712,23.767,23.8736,23.8083,23.8714,23.8472,23.7897,23.8159,23.87,23.7948,23.7383,23.811,23.8084,23.7915,23.7965,23.7854,23.7843,23.7527,23.7841,23.8198,23.7916,23.7859,23.7967,23.7864,23.8069,23.7808,23.8068,23.7662,23.7617,23.8077,23.8172,23.8044,23.7509
-46.8996,0.95128,0.204307,4,23,0,48.4672,0.19947,0.0163248,0.19947,0.0163248,3.25835e+07,1.36963e+06,57571.6,23.8145,23.7546,23.7796,23.7782,23.7789,23.7688,23.7384,23.7699,23.7655,23.872,23.8064,23.8694,23.845,23.7873,23.8134,23.8672,23.7918,23.7351,23.8076,23.8048,23.7876,23.7923,23.7809,23.7797,23.7477,23.7789,23.8144,23.7859,23.7799,23.7906,23.78,23.8003,23.7741,23.8002,23.7597,23.7559,23.8029,23.8145,23.8076,23.7633
-46.6833,0.994634,0.204307,3,9,0,47.0458,0.211211,0.0153709,0.211211,0.0153709,3.25936e+07,1.36984e+06,57571.6,23.8147,23.755,23.78,23.7787,23.7795,23.7696,23.7393,23.7709,23.7666,23.8733,23.8078,23.871,23.8467,23.7892,23.8154,23.8694,23.7942,23.7377,23.8103,23.8077,23.7907,23.7957,23.7846,23.7835,23.7519,23.7833,23.8191,23.791,23.7853,23.7963,23.7861,23.8067,23.7809,23.8074,23.7674,23.764,23.8113,23.823,23.8155,23.7694
-46.5186,0.99842,0.204307,4,19,0,46.9104,0.234497,0.010154,0.234497,0.010154,3.26004e+07,1.36998e+06,57571.6,23.815,23.7554,23.7806,23.7794,23.7803,23.7705,23.7404,23.7722,23.7681,23.8748,23.8096,23.8729,23.8487,23.7914,23.8178,23.8719,23.7969,23.7406,23.8135,23.811,23.7942,23.7994,23.7885,23.7876,23.7561,23.7877,23.8236,23.7956,23.79,23.801,23.7908,23.8113,23.7852,23.8112,23.7704,23.7653,23.8104,23.8183,23.8007,23.7392
-46.7411,0.969499,0.204307,2,7,0,47.1125,0.239178,0.010293,0.239178,0.010293,3.26065e+07,1.37011e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7807,23.7709,23.7409,23.7727,23.7686,23.8755,23.8103,23.8737,23.8496,23.7924,23.8188,23.8731,23.7982,23.7419,23.8149,23.8126,23.7959,23.8012,23.7905,23.7897,23.7584,23.7901,23.8262,23.7984,23.793,23.8043,23.7943,23.8151,23.7894,23.8157,23.7753,23.7708,23.8165,23.8251,23.8087,23.7483
-46.8318,0.993856,0.204307,2,3,0,46.8505,0.239283,0.0105373,0.239283,0.0105373,3.26076e+07,1.37013e+06,57571.6,23.8152,23.7555,23.7808,23.7797,23.7807,23.771,23.7409,23.7728,23.7687,23.8756,23.8104,23.8738,23.8497,23.7925,23.8189,23.8732,23.7983,23.7421,23.8151,23.8128,23.7962,23.8015,23.7907,23.79,23.7587,23.7905,23.8266,23.7988,23.7935,23.8048,23.7949,23.8158,23.7901,23.8166,23.7763,23.772,23.8179,23.8268,23.8111,23.7516
-47.4294,0.902864,0.204307,2,3,0,48.2582,0.241657,0.0068398,0.241657,0.0068398,3.25957e+07,1.36989e+06,57571.6,23.815,23.7554,23.7806,23.7794,23.7804,23.7706,23.7404,23.7722,23.7681,23.8748,23.8096,23.8729,23.8487,23.7913,23.8177,23.8718,23.7968,23.7404,23.8132,23.8107,23.7939,23.799,23.788,23.7869,23.7553,23.7868,23.8225,23.7943,23.7884,23.7991,23.7885,23.8085,23.7819,23.8069,23.7651,23.7581,23.801,23.8055,23.7794,23.7055
-46.8773,0.919285,0.204307,1,3,0,48.0864,0.246749,0.0085989,0.246749,0.0085989,3.26087e+07,1.37016e+06,57571.6,23.8152,23.7556,23.781,23.7799,23.7809,23.7712,23.7412,23.7731,23.7691,23.876,23.8109,23.8743,23.8503,23.7931,23.8196,23.8739,23.7991,23.7429,23.8159,23.8137,23.7971,23.8024,23.7917,23.791,23.7597,23.7915,23.8277,23.7999,23.7945,23.8058,23.7958,23.8166,23.7907,23.8169,23.7763,23.7713,23.8162,23.8236,23.8037,23.7379
-46.8219,0.997393,0.204307,3,7,0,46.9146,0.246619,0.00815839,0.246619,0.00815839,3.26068e+07,1.37012e+06,57571.6,23.8152,23.7556,23.7809,23.7798,23.7809,23.7712,23.7411,23.773,23.769,23.8759,23.8107,23.8742,23.8501,23.7929,23.8193,23.8737,23.7988,23.7426,23.8156,23.8133,23.7967,23.8019,23.7912,23.7904,23.7591,23.7909,23.827,23.7991,23.7937,23.8049,23.7948,23.8154,23.7894,23.8154,23.7746,23.7692,23.8137,23.8205,23.7994,23.7318
-47.4617,0.992924,0.204307,4,19,0,47.5747,0.188777,0.0195934,0.188777,0.0195934,3.25837e+07,1.36963e+06,57571.6,23.8144,23.7545,23.7795,23.778,23.7787,23.7685,23.7381,23.7695,23.765,23.8715,23.8059,23.8688,23.8444,23.7866,23.8127,23.8664,23.791,23.7343,23.8067,23.8039,23.7867,23.7914,23.78,23.7787,23.7469,23.778,23.8135,23.7852,23.7793,23.7901,23.7798,23.8003,23.7746,23.8012,23.7615,23.7591,23.8079,23.8221,23.8216,23.7861
-47.4064,0.912094,0.204307,4,19,0,48.6724,0.254375,0.00544468,0.254375,0.00544468,3.26052e+07,1.37008e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7713,23.7413,23.7732,23.7692,23.8761,23.811,23.8744,23.8504,23.7932,23.8197,23.874,23.7991,23.7429,23.8159,23.8136,23.797,23.8023,23.7915,23.7907,23.7594,23.7911,23.8271,23.7991,23.7935,23.8045,23.7942,23.8146,23.7882,23.8136,23.772,23.7653,23.8082,23.8125,23.7846,23.7065
-48.2085,0.810482,0.204307,3,7,0,48.9173,0.250119,0.00477113,0.250119,0.00477113,3.25975e+07,1.36992e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7806,23.7709,23.7408,23.7726,23.7685,23.8754,23.8101,23.8735,23.8494,23.7921,23.8185,23.8727,23.7977,23.7414,23.8142,23.8118,23.795,23.8001,23.7892,23.7882,23.7567,23.7881,23.8239,23.7957,23.7898,23.8005,23.7898,23.8098,23.7829,23.8077,23.7656,23.7578,23.7996,23.8025,23.7716,23.6896
-47.9925,1,0.204307,1,1,0,48.3005,0.25058,0.00494764,0.25058,0.00494764,3.25987e+07,1.36995e+06,57571.6,23.8152,23.7555,23.7808,23.7797,23.7807,23.7709,23.7409,23.7727,23.7686,23.8755,23.8103,23.8736,23.8495,23.7923,23.8186,23.8729,23.7979,23.7416,23.8145,23.8121,23.7953,23.8005,23.7896,23.7886,23.7571,23.7886,23.8244,23.7962,23.7904,23.8011,23.7905,23.8106,23.7838,23.8087,23.7667,23.7591,23.8011,23.8043,23.774,23.693
-49.0779,0.940147,0.204307,3,7,0,49.0839,0.266309,0.00735503,0.266309,0.00735503,3.26266e+07,1.37053e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7726,23.7428,23.7749,23.7711,23.8782,23.8133,23.8771,23.8532,23.7964,23.8231,23.8777,23.8032,23.7473,23.8207,23.8188,23.8026,23.8083,23.7981,23.7977,23.7669,23.7992,23.8359,23.8086,23.8038,23.8158,23.8064,23.8279,23.8028,23.8298,23.79,23.786,23.8318,23.8398,23.8199,23.752
-48.7031,0.996993,0.204307,4,19,0,49.4389,0.18967,0.021619,0.18967,0.021619,3.25927e+07,1.36982e+06,57571.6,23.8145,23.7547,23.7797,23.7782,23.779,23.7689,23.7385,23.77,23.7657,23.8722,23.8067,23.8697,23.8453,23.7877,23.8138,23.8677,23.7924,23.7358,23.8084,23.8057,23.7887,23.7936,23.7824,23.7813,23.7497,23.7811,23.817,23.7889,23.7834,23.7947,23.7848,23.806,23.7809,23.8084,23.7697,23.7689,23.8194,23.8359,23.8402,23.8101
