lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,zeta,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 0.204307
# Diagonal elements of inverse mass matrix:
# 0.000495151, 4.12255e-05
-48.6108,0.990422,0.204307,3,15,0,49.0857,0.169421,0.0230037,0.169421,0.0230037,3.25742e+07,1.36943e+06,57571.6,23.8141,23.7541,23.7789,23.7773,23.7779,23.7676,23.7369,23.7682,23.7636,23.8699,23.8042,23.8669,23.8423,23.7843,23.8102,23.8638,23.7882,23.7313,23.8034,23.8004,23.7829,23.7875,23.7758,23.7743,23.7422,23.7731,23.8084,23.7798,23.7737,23.7843,23.7738,23.7942,23.7684,23.7951,23.7556,23.7538,23.8036,23.8197,23.8246,23.7967
-46.6275,0.918729,0.204307,4,19,0,49.5843,0.233151,0.0113678,0.233151,0.0113678,3.26036e+07,1.37005e+06,57571.6,23.8151,23.7554,23.7806,23.7794,23.7804,23.7706,23.7405,23.7723,23.7682,23.875,23.8098,23.8731,23.849,23.7917,23.818,23.8723,23.7973,23.741,23.8139,23.8115,23.7948,23.8,23.7892,23.7883,23.7569,23.7886,23.8247,23.7968,23.7913,23.8025,23.7925,23.8133,23.7875,23.8139,23.7735,23.7693,23.8153,23.8245,23.81,23.7529
-46.6413,0.999835,0.204307,4,19,0,46.6996,0.212741,0.0133828,0.212741,0.0133828,3.25876e+07,1.36971e+06,57571.6,23.8147,23.7549,23.7799,23.7786,23.7794,23.7694,23.739,23.7706,23.7663,23.8729,23.8074,23.8705,23.8462,23.7886,23.8147,23.8687,23.7934,23.7368,23.8094,23.8067,23.7896,23.7944,23.7832,23.782,23.7502,23.7814,23.817,23.7886,23.7827,23.7933,23.7828,23.803,23.7767,23.8024,23.7616,23.7568,23.8026,23.812,23.7996,23.7471
-46.6663,0.997701,0.204307,4,23,0,48.1785,0.235935,0.0108467,0.235935,0.0108467,3.26049e+07,1.37008e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7708,23.7407,23.7725,23.7684,23.8752,23.81,23.8734,23.8492,23.792,23.8184,23.8726,23.7977,23.7414,23.8144,23.812,23.7953,23.8005,23.7898,23.7889,23.7576,23.7893,23.8253,23.7975,23.792,23.8033,23.7933,23.8141,23.7883,23.8146,23.7743,23.7699,23.8157,23.8246,23.8092,23.7505
-46.6149,0.999896,0.204307,3,15,0,47.1119,0.212439,0.0149544,0.212439,0.0149544,3.25934e+07,1.36984e+06,57571.6,23.8148,23.755,23.7801,23.7787,23.7796,23.7696,23.7393,23.7709,23.7667,23.8733,23.8079,23.871,23.8467,23.7892,23.8154,23.8694,23.7942,23.7377,23.8104,23.8078,23.7908,23.7958,23.7847,23.7836,23.7519,23.7834,23.8191,23.791,23.7853,23.7962,23.786,23.8066,23.7808,23.8072,23.767,23.7634,23.8105,23.8218,23.8134,23.7661
-46.6362,0.882238,0.204307,2,3,0,47.6373,0.213548,0.0149118,0.213548,0.0149118,3.25945e+07,1.36986e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.771,23.7668,23.8734,23.808,23.8712,23.8469,23.7894,23.8156,23.8697,23.7945,23.738,23.8107,23.8081,23.7911,23.7961,23.7851,23.784,23.7524,23.7838,23.8196,23.7915,23.7859,23.7969,23.7867,23.8074,23.7816,23.808,23.7679,23.7644,23.8116,23.8229,23.8146,23.7673
-46.5967,0.930259,0.204307,2,3,0,47.2717,0.210694,0.0149845,0.210694,0.0149845,3.25915e+07,1.3698e+06,57571.6,23.8147,23.7549,23.78,23.7786,23.7795,23.7695,23.7392,23.7708,23.7665,23.8731,23.8076,23.8708,23.8464,23.7889,23.8151,23.869,23.7938,23.7373,23.8099,23.8073,23.7902,23.7952,23.784,23.7829,23.7512,23.7826,23.8183,23.79,23.7843,23.7952,23.7849,23.8054,23.7795,23.8057,23.7655,23.7617,23.8087,23.8198,23.8113,23.7639
-47.5092,0.94181,0.204307,3,15,0,49.1439,0.245257,0.00624181,0.245257,0.00624181,3.25976e+07,1.36992e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7707,23.7406,23.7724,23.7683,23.8751,23.8099,23.8732,23.8491,23.7918,23.8181,23.8723,23.7973,23.741,23.8138,23.8114,23.7946,23.7997,23.7888,23.7878,23.7562,23.7877,23.8235,23.7953,23.7895,23.8002,23.7897,23.8098,23.7831,23.8081,23.7663,23.7593,23.8019,23.8061,23.7789,23.7029
-48.517,0.586134,0.204307,1,3,0,51.575,0.254444,0.00958241,0.254444,0.00958241,3.26215e+07,1.37043e+06,57571.6,23.8155,23.7559,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7703,23.8773,23.8123,23.876,23.852,23.7951,23.8216,23.8762,23.8015,23.7455,23.8188,23.8168,23.8005,23.806,23.7957,23.7952,23.7643,23.7965,23.833,23.8056,23.8007,23.8126,23.8031,23.8246,23.7995,23.8266,23.7869,23.7835,23.83,23.8394,23.8237,23.7626
-46.8614,1,0.204307,2,7,0,48.388,0.242629,0.00777996,0.242629,0.00777996,3.26006e+07,1.36999e+06,57571.6,23.8151,23.7555,23.7807,23.7795,23.7805,23.7708,23.7407,23.7725,23.7684,23.8752,23.81,23.8734,23.8492,23.792,23.8183,23.8725,23.7976,23.7413,23.8142,23.8118,23.795,23.8002,23.7893,23.7884,23.7569,23.7885,23.8244,23.7963,23.7906,23.8016,23.7912,23.8116,23.7852,23.8107,23.7695,23.7634,23.8072,23.813,23.79,23.7202
-47.3856,0.845811,0.204307,3,11,0,48.9049,0.22735,0.0139747,0.22735,0.0139747,3.2607e+07,1.37012e+06,57571.6,23.8151,23.7554,23.7806,23.7794,23.7804,23.7706,23.7405,23.7723,23.7682,23.875,23.8098,23.8731,23.849,23.7917,23.8181,23.8723,23.7974,23.7411,23.814,23.8117,23.795,23.8003,23.7895,23.7887,23.7575,23.7893,23.8254,23.7977,23.7924,23.8039,23.7941,23.8153,23.79,23.817,23.7775,23.7746,23.8223,23.834,23.8254,23.7765
-46.4622,0.988189,0.204307,2,3,0,47.551,0.222649,0.0127571,0.222649,0.0127571,3.25968e+07,1.36991e+06,57571.6,23.8149,23.7551,23.7803,23.779,23.7799,23.77,23.7398,23.7715,23.7673,23.874,23.8087,23.8719,23.8477,23.7902,23.8165,23.8706,23.7955,23.7391,23.8118,23.8093,23.7924,23.7975,23.7865,23.7855,23.7539,23.7854,23.8212,23.7931,23.7875,23.7985,23.7883,23.8089,23.7829,23.8091,23.7687,23.7644,23.8106,23.8204,23.8079,23.7544
-47.1186,0.969114,0.204307,3,11,0,47.5389,0.203575,0.0174662,0.203575,0.0174662,3.25928e+07,1.36982e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7693,23.739,23.7706,23.7663,23.8728,23.8074,23.8705,23.8462,23.7886,23.8148,23.8687,23.7935,23.7369,23.8096,23.8069,23.7899,23.7948,23.7837,23.7826,23.751,23.7824,23.8182,23.79,23.7844,23.7955,23.7854,23.8062,23.7806,23.8074,23.7678,23.7652,23.8136,23.8269,23.8234,23.783
-47.813,0.933396,0.204307,2,3,0,47.9224,0.198381,0.014509,0.198381,0.014509,3.2575e+07,1.36945e+06,57571.6,23.8144,23.7545,23.7794,23.7779,23.7786,23.7684,23.7379,23.7694,23.7649,23.8713,23.8057,23.8686,23.8441,23.7863,23.8123,23.866,23.7905,23.7337,23.806,23.803,23.7856,23.7902,23.7787,23.7772,23.7451,23.7759,23.8111,23.7824,23.7761,23.7862,23.7753,23.795,23.7682,23.7933,23.752,23.7466,23.7919,23.8012,23.7894,23.7392
-46.8236,0.973838,0.204307,2,3,0,48.1114,0.201175,0.0164401,0.201175,0.0164401,3.2586e+07,1.36968e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.779,23.769,23.7386,23.7701,23.7657,23.8722,23.8067,23.8697,23.8453,23.7877,23.8138,23.8676,23.7923,23.7356,23.8081,23.8054,23.7882,23.793,23.7817,23.7805,23.7487,23.7799,23.8154,23.7871,23.7812,23.7919,23.7815,23.8019,23.7758,23.802,23.7618,23.7582,23.8055,23.8173,23.811,23.7673
-46.9025,0.965572,0.204307,2,3,0,47.1404,0.199256,0.0164112,0.199256,0.0164112,3.25836e+07,1.36963e+06,57571.6,23.8145,23.7546,23.7796,23.7782,23.7789,23.7688,23.7384,23.7699,23.7655,23.872,23.8064,23.8694,23.845,23.7873,23.8133,23.8672,23.7918,23.7351,23.8076,23.8048,23.7876,23.7923,23.781,23.7797,23.7478,23.7789,23.8144,23.7859,23.78,23.7906,23.7801,23.8004,23.7742,23.8002,23.7599,23.756,23.8031,23.8147,23.808,23.7641
-47.9974,0.921,0.204307,2,7,0,48.6481,0.193776,0.0201937,0.193776,0.0201937,3.2592e+07,1.36981e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.7791,23.769,23.7386,23.7702,23.7658,23.8723,23.8068,23.8699,23.8455,23.7879,23.814,23.8679,23.7926,23.736,23.8086,23.8059,23.7889,23.7938,23.7826,23.7815,23.7498,23.7812,23.817,23.7889,23.7834,23.7945,23.7846,23.8056,23.7802,23.8075,23.7684,23.7669,23.8167,23.832,23.8336,23.8001
-48.1787,0.975856,0.204307,1,1,0,48.2765,0.193269,0.0205035,0.193269,0.0205035,3.25926e+07,1.36982e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.7791,23.769,23.7386,23.7702,23.7658,23.8723,23.8069,23.8699,23.8455,23.7879,23.8141,23.868,23.7927,23.7361,23.8087,23.806,23.789,23.7939,23.7827,23.7816,23.75,23.7814,23.8172,23.7892,23.7836,23.7948,23.7849,23.8059,23.7807,23.8081,23.769,23.7678,23.8177,23.8333,23.8356,23.8028
-50.3031,0.73818,0.204307,2,3,0,51.8695,0.202681,0.0209882,0.202681,0.0209882,3.26054e+07,1.37009e+06,57571.6,23.8148,23.755,23.7802,23.7789,23.7797,23.7698,23.7396,23.7713,23.767,23.8737,23.8084,23.8716,23.8474,23.79,23.8163,23.8704,23.7953,23.7389,23.8118,23.8093,23.7926,23.7977,23.7869,23.7861,23.7548,23.7866,23.8228,23.7952,23.79,23.8018,23.7924,23.8141,23.7895,23.8177,23.7795,23.7795,23.8306,23.8476,23.8522,23.8214
-50.3031,0.834195,0.204307,1,1,0,51.5018,0.202681,0.0209882,0.202681,0.0209882,3.26054e+07,1.37009e+06,57571.6,23.8148,23.755,23.7802,23.7789,23.7797,23.7698,23.7396,23.7713,23.767,23.8737,23.8084,23.8716,23.8474,23.79,23.8163,23.8704,23.7953,23.7389,23.8118,23.8093,23.7926,23.7977,23.7869,23.7861,23.7548,23.7866,23.8228,23.7952,23.79,23.8018,23.7924,23.8141,23.7895,23.8177,23.7795,23.7795,23.8306,23.8476,23.8522,23.8214
-49.1753,1,0.204307,1,1,0,50.2482,0.200379,0.0204776,0.200379,0.0204776,3.26008e+07,1.36999e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7696,23.7393,23.7709,23.7666,23.8733,23.8079,23.8711,23.8468,23.7893,23.8155,23.8696,23.7944,23.738,23.8107,23.8082,23.7914,23.7964,23.7855,23.7846,23.7531,23.7848,23.8209,23.7931,23.7878,23.7994,23.7897,23.8111,23.7863,23.8141,23.7756,23.775,23.8255,23.8418,23.8449,23.8126
-48.9518,0.990342,0.204307,2,7,0,49.4803,0.197115,0.0136086,0.197115,0.0136086,3.25698e+07,1.36934e+06,57571.6,23.8143,23.7544,23.7793,23.7777,23.7784,23.7682,23.7377,23.769,23.7645,23.8709,23.8052,23.868,23.8435,23.7856,23.8116,23.8652,23.7896,23.7327,23.805,23.8019,23.7845,23.7889,23.7773,23.7757,23.7434,23.7741,23.8091,23.7802,23.7737,23.7836,23.7724,23.7918,23.7646,23.7892,23.7474,23.7411,23.7856,23.7936,23.7791,23.7256
-47.6937,0.703558,0.204307,2,3,0,54.1133,0.195491,0.0195218,0.195491,0.0195218,3.25914e+07,1.36979e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.7791,23.769,23.7387,23.7702,23.7658,23.8724,23.8069,23.8699,23.8455,23.7879,23.814,23.868,23.7927,23.7361,23.8086,23.806,23.7889,23.7938,23.7826,23.7815,23.7498,23.7812,23.817,23.7888,23.7832,23.7943,23.7843,23.8052,23.7798,23.8069,23.7676,23.7658,23.8151,23.8299,23.8302,23.795
-48.559,0.927755,0.204307,2,3,0,48.7932,0.184165,0.0170605,0.184165,0.0170605,3.25682e+07,1.36931e+06,57571.6,23.8142,23.7542,23.779,23.7774,23.778,23.7678,23.7371,23.7684,23.7639,23.8701,23.8044,23.8671,23.8426,23.7846,23.8105,23.864,23.7884,23.7314,23.8036,23.8005,23.7829,23.7874,23.7756,23.774,23.7417,23.7724,23.8074,23.7785,23.772,23.782,23.771,23.7906,23.7637,23.7889,23.7478,23.7429,23.7891,23.7999,23.7925,23.7492
-47.2944,0.897864,0.204307,2,3,0,50.2777,0.194301,0.0188286,0.194301,0.0188286,3.25872e+07,1.36971e+06,57571.6,23.8145,23.7546,23.7796,23.7782,23.7789,23.7688,23.7384,23.7699,23.7655,23.872,23.8065,23.8695,23.8451,23.7874,23.8135,23.8673,23.792,23.7353,23.8078,23.8051,23.7879,23.7927,23.7814,23.7802,23.7484,23.7797,23.8153,23.7871,23.7813,23.7922,23.7819,23.8026,23.7769,23.8036,23.764,23.7615,23.8102,23.8241,23.8226,23.7853
-46.9262,0.990847,0.204307,2,7,0,47.4454,0.198376,0.0166841,0.198376,0.0166841,3.25836e+07,1.36963e+06,57571.6,23.8145,23.7546,23.7796,23.7782,23.7789,23.7688,23.7384,23.7698,23.7654,23.8719,23.8064,23.8693,23.8449,23.7872,23.8133,23.8671,23.7917,23.735,23.8075,23.8047,23.7875,23.7922,23.7809,23.7796,23.7477,23.7788,23.8143,23.7859,23.7799,23.7906,23.7801,23.8004,23.7742,23.8003,23.76,23.7563,23.8036,23.8154,23.8093,23.766
-47.4612,0.91735,0.204307,3,7,0,47.649,0.208481,0.0173464,0.208481,0.0173464,3.25981e+07,1.36993e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.7711,23.7668,23.8735,23.8081,23.8712,23.847,23.7895,23.8157,23.8698,23.7946,23.7382,23.8109,23.8084,23.7915,23.7965,23.7855,23.7845,23.753,23.7846,23.8205,23.7926,23.7871,23.7984,23.7885,23.8095,23.7842,23.8113,23.7719,23.7698,23.8185,23.8321,23.8291,23.7887
-47.6648,0.966538,0.204307,1,1,0,47.7503,0.208521,0.0176136,0.208521,0.0176136,3.25992e+07,1.36996e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7797,23.7697,23.7395,23.7711,23.7669,23.8735,23.8082,23.8714,23.8471,23.7896,23.8159,23.8699,23.7948,23.7384,23.8111,23.8086,23.7917,23.7968,23.7858,23.7849,23.7534,23.785,23.821,23.793,23.7876,23.799,23.7891,23.8102,23.785,23.8122,23.7729,23.771,23.8199,23.8339,23.8315,23.7919
-46.7844,1,0.204307,2,7,0,47.5123,0.204428,0.015117,0.204428,0.015117,3.25846e+07,1.36965e+06,57571.6,23.8146,23.7547,23.7797,23.7783,23.7791,23.769,23.7386,23.7701,23.7658,23.8723,23.8068,23.8698,23.8454,23.7877,23.8138,23.8677,23.7923,23.7357,23.8082,23.8054,23.7882,23.793,23.7817,23.7804,23.7485,23.7797,23.8152,23.7868,23.7808,23.7914,23.7808,23.8011,23.7748,23.8006,23.76,23.7557,23.8022,23.8129,23.8036,23.756
-47.627,0.916185,0.204307,3,15,0,49.0498,0.241782,0.00656892,0.241782,0.00656892,3.25948e+07,1.36987e+06,57571.6,23.815,23.7553,23.7806,23.7794,23.7803,23.7705,23.7404,23.7721,23.768,23.8748,23.8095,23.8728,23.8486,23.7913,23.8176,23.8717,23.7967,23.7403,23.8131,23.8106,23.7937,23.7988,23.7877,23.7867,23.7551,23.7865,23.8222,23.7939,23.788,23.7986,23.788,23.808,23.7812,23.8061,23.7642,23.757,23.7997,23.8039,23.777,23.7018
-48.4611,0.837719,0.204307,1,1,0,48.5475,0.241809,0.0057189,0.241809,0.0057189,3.25914e+07,1.36979e+06,57571.6,23.815,23.7553,23.7805,23.7793,23.7802,23.7704,23.7402,23.772,23.7678,23.8745,23.8092,23.8725,23.8483,23.7909,23.8172,23.8713,23.7962,23.7397,23.8125,23.8099,23.793,23.798,23.7869,23.7858,23.7541,23.7854,23.821,23.7926,23.7865,23.797,23.7862,23.8059,23.7789,23.8034,23.7611,23.7532,23.7951,23.7982,23.7686,23.6895
-47.1594,0.901915,0.204307,2,3,0,49.5965,0.239388,0.00755703,0.239388,0.00755703,3.25959e+07,1.36989e+06,57571.6,23.815,23.7553,23.7806,23.7793,23.7803,23.7705,23.7404,23.7721,23.768,23.8747,23.8095,23.8728,23.8486,23.7912,23.8175,23.8717,23.7966,23.7403,23.8131,23.8106,23.7937,23.7988,23.7878,23.7868,23.7552,23.7866,23.8224,23.7941,23.7883,23.799,23.7885,23.8086,23.782,23.8072,23.7656,23.7589,23.8022,23.8074,23.7831,23.7119
-47.0066,0.997216,0.204307,2,7,0,47.9872,0.251386,0.0070705,0.251386,0.0070705,3.26081e+07,1.37014e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7714,23.7414,23.7733,23.7693,23.8762,23.8111,23.8745,23.8505,23.7934,23.8198,23.8742,23.7993,23.7432,23.8162,23.8139,23.7974,23.8027,23.792,23.7912,23.76,23.7917,23.8279,23.8,23.7946,23.8058,23.7957,23.8163,23.7903,23.8161,23.7751,23.7694,23.8134,23.8194,23.796,23.7245
-47.0066,0.601562,0.204307,2,3,0,51.1441,0.251386,0.0070705,0.251386,0.0070705,3.26081e+07,1.37014e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7714,23.7414,23.7733,23.7693,23.8762,23.8111,23.8745,23.8505,23.7934,23.8198,23.8742,23.7993,23.7432,23.8162,23.8139,23.7974,23.8027,23.792,23.7912,23.76,23.7917,23.8279,23.8,23.7946,23.8058,23.7957,23.8163,23.7903,23.8161,23.7751,23.7694,23.8134,23.8194,23.796,23.7245
-47.5231,0.993841,0.204307,2,7,0,48.1166,0.261666,0.00538017,0.261666,0.00538017,3.26135e+07,1.37026e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7815,23.7719,23.742,23.774,23.77,23.8771,23.812,23.8756,23.8516,23.7946,23.8211,23.8756,23.8009,23.7448,23.818,23.8158,23.7994,23.8048,23.7943,23.7936,23.7625,23.7944,23.8307,23.803,23.7977,23.809,23.7991,23.8198,23.7938,23.8197,23.7786,23.7727,23.8162,23.8213,23.7947,23.7176
-47.5963,0.984737,0.204307,4,23,0,48.333,0.185262,0.0186572,0.185262,0.0186572,3.25759e+07,1.36947e+06,57571.6,23.8143,23.7543,23.7792,23.7777,23.7783,23.7681,23.7376,23.7689,23.7644,23.8707,23.8051,23.8679,23.8434,23.7855,23.8115,23.8651,23.7896,23.7328,23.805,23.8021,23.7847,23.7893,23.7777,23.7762,23.7441,23.7751,23.8103,23.7817,23.7755,23.7859,23.7753,23.7954,23.7691,23.7951,23.7547,23.7512,23.7989,23.8117,23.8085,23.77
-46.8019,0.957752,0.204307,4,21,0,49.3154,0.22176,0.0110614,0.22176,0.0110614,3.2589e+07,1.36974e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7394,23.771,23.7668,23.8734,23.808,23.8711,23.8468,23.7893,23.8155,23.8695,23.7943,23.7378,23.8104,23.8077,23.7907,23.7956,23.7844,23.7832,23.7515,23.7827,23.8183,23.7899,23.784,23.7946,23.784,23.8041,23.7775,23.8029,23.7617,23.756,23.8006,23.8082,23.7909,23.7312
-47.8149,0.980944,0.204307,3,15,0,49.3248,0.263929,0.00597022,0.263929,0.00597022,3.26184e+07,1.37036e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7721,23.7423,23.7743,23.7705,23.8775,23.8125,23.8762,23.8522,23.7953,23.8219,23.8764,23.8018,23.7458,23.8191,23.817,23.8006,23.8062,23.7958,23.7952,23.7642,23.7963,23.8327,23.8052,23.8,23.8116,23.8018,23.8228,23.7972,23.8235,23.7829,23.7776,23.8219,23.828,23.8036,23.7295
-47.6258,0.964843,0.204307,2,3,0,48.1913,0.260745,0.00463166,0.260745,0.00463166,3.26095e+07,1.37017e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7417,23.7737,23.7697,23.8767,23.8116,23.8752,23.8512,23.7941,23.8206,23.875,23.8002,23.7441,23.8172,23.815,23.7985,23.8038,23.7932,23.7925,23.7612,23.793,23.8292,23.8013,23.7959,23.807,23.7968,23.8173,23.791,23.8165,23.7751,23.7684,23.8112,23.8152,23.7861,23.7054
-46.9262,0.995452,0.204307,3,7,0,47.7236,0.248176,0.00833253,0.248176,0.00833253,3.26093e+07,1.37017e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7713,23.7413,23.7732,23.7692,23.8761,23.811,23.8745,23.8504,23.7933,23.8197,23.8741,23.7993,23.7431,23.8162,23.8139,23.7973,23.8027,23.792,23.7913,23.76,23.7919,23.828,23.8002,23.7949,23.8062,23.7962,23.817,23.7912,23.8173,23.7767,23.7716,23.8164,23.8236,23.8033,23.7366
-47.3133,0.923258,0.204307,3,9,0,48.2975,0.249157,0.00608896,0.249157,0.00608896,3.26016e+07,1.37001e+06,57571.6,23.8152,23.7556,23.7809,23.7797,23.7807,23.771,23.741,23.7728,23.7687,23.8756,23.8104,23.8738,23.8497,23.7925,23.8189,23.8731,23.7982,23.7419,23.8149,23.8125,23.7958,23.801,23.7901,23.7892,23.7578,23.7894,23.8253,23.7972,23.7916,23.8024,23.792,23.8123,23.7858,23.8111,23.7695,23.7627,23.8056,23.8101,23.7832,23.7072
-47.6992,1,0.204307,3,7,0,47.8367,0.263062,0.00590551,0.263062,0.00590551,3.26172e+07,1.37034e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.7721,23.7422,23.7742,23.7703,23.8774,23.8124,23.876,23.8521,23.7951,23.8217,23.8762,23.8015,23.7455,23.8188,23.8167,23.8003,23.8058,23.7954,23.7948,23.7638,23.7958,23.8322,23.8046,23.7994,23.811,23.8011,23.8221,23.7963,23.8225,23.7818,23.7764,23.8206,23.8265,23.8018,23.7272
-47.6294,0.999484,0.204307,3,7,0,47.7811,0.263392,0.00522335,0.263392,0.00522335,3.26149e+07,1.37029e+06,57571.6,23.8155,23.7559,23.7814,23.7804,23.7815,23.772,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8518,23.7949,23.8214,23.8759,23.8012,23.7452,23.8184,23.8163,23.7998,23.8053,23.7948,23.7942,23.7631,23.7951,23.8314,23.8037,23.7984,23.8098,23.7999,23.8207,23.7947,23.8207,23.7797,23.7738,23.8174,23.8224,23.7957,23.7182
-47.0863,0.934979,0.204307,3,7,0,48.1655,0.247043,0.00921887,0.247043,0.00921887,3.26115e+07,1.37022e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7714,23.7414,23.7733,23.7693,23.8762,23.8111,23.8746,23.8506,23.7935,23.8199,23.8743,23.7995,23.7434,23.8164,23.8142,23.7977,23.8031,23.7925,23.7917,23.7606,23.7925,23.8287,23.801,23.7957,23.8072,23.7973,23.8183,23.7927,23.8191,23.7788,23.7743,23.8198,23.828,23.8099,23.7465
-46.9305,0.945232,0.204307,1,3,0,47.7323,0.245526,0.00732499,0.245526,0.00732499,3.26022e+07,1.37002e+06,57571.6,23.8152,23.7555,23.7808,23.7796,23.7807,23.7709,23.7409,23.7727,23.7686,23.8755,23.8103,23.8737,23.8495,23.7923,23.8187,23.873,23.798,23.7418,23.8147,23.8123,23.7956,23.8008,23.79,23.7891,23.7577,23.7893,23.8252,23.7972,23.7916,23.8025,23.7922,23.8126,23.7863,23.8118,23.7705,23.7644,23.8081,23.8137,23.7899,23.7186
-46.6886,0.999784,0.204307,4,23,0,47.6203,0.20822,0.0144017,0.20822,0.0144017,3.25862e+07,1.36969e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7692,23.7388,23.7704,23.766,23.8726,23.8071,23.8701,23.8458,23.7881,23.8143,23.8682,23.7929,23.7362,23.8088,23.806,23.7889,23.7937,23.7825,23.7812,23.7494,23.7806,23.8161,23.7877,23.7818,23.7924,23.7819,23.8021,23.7759,23.8017,23.761,23.7565,23.8028,23.813,23.8025,23.753
-47.0343,0.872095,0.204307,2,3,0,47.7016,0.211116,0.016253,0.211116,0.016253,3.25969e+07,1.36991e+06,57571.6,23.8148,23.755,23.7801,23.7788,23.7796,23.7697,23.7395,23.7711,23.7668,23.8735,23.8081,23.8713,23.847,23.7895,23.8158,23.8698,23.7947,23.7382,23.8109,23.8084,23.7914,23.7965,23.7855,23.7845,23.7529,23.7844,23.8203,23.7923,23.7868,23.798,23.7879,23.8088,23.7833,23.8101,23.7705,23.7677,23.8158,23.8285,23.8232,23.7798
-46.8376,0.984466,0.204307,3,15,0,47.3456,0.217538,0.0118153,0.217538,0.0118153,3.2587e+07,1.3697e+06,57571.6,23.8147,23.7549,23.78,23.7786,23.7795,23.7695,23.7392,23.7708,23.7665,23.8731,23.8076,23.8707,23.8464,23.7888,23.815,23.8689,23.7937,23.7371,23.8097,23.807,23.7899,23.7947,23.7835,23.7823,23.7505,23.7817,23.8172,23.7888,23.7828,23.7933,23.7827,23.8027,23.7762,23.8016,23.7604,23.7549,23.7997,23.8078,23.7919,23.7344
-46.7023,0.992082,0.204307,4,23,0,47.6455,0.235403,0.0110908,0.235403,0.0110908,3.26052e+07,1.37008e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7708,23.7407,23.7725,23.7684,23.8752,23.81,23.8734,23.8492,23.792,23.8184,23.8726,23.7977,23.7414,23.8144,23.812,23.7953,23.8006,23.7898,23.789,23.7576,23.7893,23.8254,23.7976,23.7921,23.8034,23.7934,23.8142,23.7885,23.8149,23.7746,23.7704,23.8164,23.8256,23.8107,23.7528
-46.6691,0.993862,0.204307,2,7,0,46.8718,0.228555,0.0101581,0.228555,0.0101581,3.25935e+07,1.36984e+06,57571.6,23.8149,23.7552,23.7803,23.7791,23.78,23.7701,23.7399,23.7716,23.7674,23.8741,23.8087,23.8719,23.8477,23.7903,23.8165,23.8706,23.7955,23.739,23.8117,23.8092,23.7922,23.7972,23.7862,23.7851,23.7534,23.7848,23.8205,23.7923,23.7864,23.7972,23.7867,23.8069,23.7805,23.806,23.7648,23.7591,23.8036,23.8109,23.7922,23.7299
-47.7725,0.88322,0.204307,2,3,0,47.8548,0.232629,0.013423,0.232629,0.013423,3.2611e+07,1.37021e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7807,23.7709,23.7409,23.7727,23.7687,23.8755,23.8103,23.8738,23.8497,23.7925,23.8189,23.8732,23.7984,23.7422,23.8152,23.8129,23.7963,23.8017,23.791,23.7903,23.7592,23.7911,23.8274,23.7997,23.7946,23.8062,23.7966,23.8178,23.7927,23.8199,23.7804,23.7777,23.8254,23.837,23.8278,23.7776
