# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-19 14:09:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpzvtcylkn/f2c8wxg1.json
# random
#   seed = 32083
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/snia/snia-20230719150953.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-46.5347,0.995862,0.210899,4,15,0,47.7088,0.219989,66.5732,0.0132658,0.219989,66.5732,0.0132658,3.25956e+07,1.36988e+06,57571.6,23.8148,23.7551,23.7802,23.7789,23.7798,23.7699,23.7397,23.7714,23.7671,23.8738,23.8085,23.8717,23.8474,23.7899,23.8162,23.8703,23.7951,23.7387,23.8114,23.8089,23.7919,23.797,23.7859,23.7849,23.7533,23.7848,23.8206,23.7925,23.7868,23.7978,23.7876,23.8081,23.7822,23.8084,23.768,23.7639,23.8103,23.8204,23.8088,23.7567
-47.2536,0.931087,0.210899,3,15,0,47.7612,0.214192,62.2398,0.0122839,0.214192,62.2398,0.0122839,3.25849e+07,1.36966e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7693,23.739,23.7705,23.7662,23.8728,23.8073,23.8703,23.846,23.7884,23.8145,23.8684,23.7931,23.7365,23.809,23.8063,23.7892,23.794,23.7827,23.7814,23.7495,23.7807,23.8161,23.7877,23.7816,23.7921,23.7814,23.8014,23.7748,23.8002,23.7589,23.7534,23.7984,23.8066,23.7914,23.7353
-47.1402,1,0.210899,2,3,0,47.2898,0.222055,63.4061,0.0142432,0.222055,63.4061,0.0142432,3.26019e+07,1.37001e+06,57571.6,23.8149,23.7552,23.7804,23.7792,23.7801,23.7702,23.7401,23.7718,23.7676,23.8744,23.8091,23.8723,23.8481,23.7908,23.8171,23.8713,23.7962,23.7399,23.8127,23.8103,23.7935,23.7986,23.7877,23.7868,23.7554,23.7871,23.8231,23.7952,23.7897,23.801,23.7911,23.812,23.7865,23.8133,23.7735,23.7703,23.8177,23.8292,23.8205,23.7719
-48.1768,0.829947,0.210899,3,15,0,50.2049,0.218211,53.6959,0.0116598,0.218211,53.6959,0.0116598,3.25872e+07,1.36971e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7695,23.7392,23.7708,23.7665,23.8731,23.8077,23.8708,23.8464,23.7889,23.8151,23.869,23.7937,23.7372,23.8098,23.8071,23.79,23.7949,23.7836,23.7824,23.7506,23.7818,23.8173,23.7889,23.7829,23.7935,23.7828,23.8029,23.7763,23.8017,23.7605,23.7549,23.7997,23.8076,23.7914,23.7334
-47.2568,1,0.210899,4,15,0,48.5678,0.242902,76.8002,0.00734571,0.242902,76.8002,0.00734571,3.25992e+07,1.36996e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7707,23.7406,23.7724,23.7683,23.8751,23.8099,23.8733,23.8491,23.7918,23.8182,23.8724,23.7974,23.7411,23.8139,23.8115,23.7947,23.7999,23.789,23.788,23.7565,23.788,23.8239,23.7958,23.79,23.8009,23.7905,23.8107,23.7843,23.8096,23.7681,23.7617,23.8051,23.8105,23.7862,23.7146
-46.959,0.861134,0.210899,5,31,0,49.1439,0.198745,70.355,0.016233,0.198745,70.355,0.016233,3.25823e+07,1.3696e+06,57571.6,23.8145,23.7546,23.7796,23.7781,23.7788,23.7688,23.7383,23.7698,23.7654,23.8718,23.8063,23.8692,23.8448,23.7871,23.8132,23.867,23.7916,23.7349,23.8073,23.8045,23.7872,23.792,23.7806,23.7793,23.7473,23.7784,23.8138,23.7854,23.7793,23.7899,23.7793,23.7995,23.7733,23.7992,23.7587,23.7547,23.8016,23.813,23.8057,23.7611
-47.2112,0.977513,0.210899,4,31,0,47.8074,0.244818,61.7237,0.00918873,0.244818,61.7237,0.00918873,3.26087e+07,1.37016e+06,57571.6,23.8152,23.7556,23.7809,23.7798,23.7809,23.7712,23.7412,23.773,23.769,23.8759,23.8108,23.8742,23.8501,23.793,23.8194,23.8738,23.7989,23.7427,23.8158,23.8135,23.7969,23.8022,23.7916,23.7908,23.7596,23.7914,23.8275,23.7997,23.7944,23.8057,23.7958,23.8166,23.7908,23.8171,23.7766,23.7719,23.8171,23.825,23.8065,23.7427
-48.2347,0.99689,0.210899,2,7,0,48.5002,0.252231,56.189,0.00588572,0.252231,56.189,0.00588572,3.26044e+07,1.37007e+06,57571.6,23.8152,23.7556,23.781,23.7798,23.7809,23.7712,23.7412,23.7731,23.7691,23.876,23.8108,23.8743,23.8502,23.793,23.8194,23.8737,23.7989,23.7426,23.8156,23.8133,23.7966,23.8019,23.7911,23.7903,23.7589,23.7906,23.8266,23.7986,23.793,23.804,23.7937,23.8141,23.7877,23.8131,23.7716,23.765,23.8081,23.8127,23.7858,23.7093
-47.8577,0.939275,0.210899,3,15,0,51.8385,0.194019,81.1567,0.0167438,0.194019,81.1567,0.0167438,3.25787e+07,1.36953e+06,57571.6,23.8144,23.7545,23.7794,23.7779,23.7786,23.7685,23.738,23.7694,23.7649,23.8714,23.8058,23.8686,23.8442,23.7864,23.8124,23.8661,23.7907,23.7339,23.8063,23.8034,23.786,23.7907,23.7792,23.7778,23.7458,23.7768,23.8121,23.7835,23.7774,23.7878,23.7772,23.7973,23.7709,23.7967,23.7561,23.752,23.7989,23.8103,23.8037,23.7602
-47.3759,0.999627,0.210899,2,7,0,48.2334,0.197785,79.2774,0.0168489,0.197785,79.2774,0.0168489,3.25836e+07,1.36963e+06,57571.6,23.8145,23.7546,23.7796,23.7781,23.7789,23.7688,23.7383,23.7698,23.7654,23.8719,23.8064,23.8693,23.8449,23.7872,23.8132,23.8671,23.7917,23.735,23.8074,23.8046,23.7874,23.7922,23.7808,23.7795,23.7476,23.7788,23.8142,23.7858,23.7799,23.7905,23.78,23.8003,23.7742,23.8004,23.7601,23.7564,23.8037,23.8157,23.8099,23.7671
-46.7871,0.983355,0.210899,2,7,0,48.4757,0.204926,73.4816,0.0153115,0.204926,73.4816,0.0153115,3.25859e+07,1.36968e+06,57571.6,23.8146,23.7547,23.7798,23.7784,23.7791,23.7691,23.7387,23.7702,23.7659,23.8724,23.8069,23.8699,23.8455,23.7879,23.814,23.8679,23.7926,23.7359,23.8084,23.8057,23.7886,23.7934,23.7821,23.7808,23.749,23.7802,23.8157,23.7873,23.7814,23.7921,23.7816,23.8019,23.7757,23.8017,23.7612,23.7571,23.8038,23.8147,23.8061,23.7592
-46.7691,0.999879,0.210899,3,7,0,46.885,0.208215,75.3789,0.0150699,0.208215,75.3789,0.0150699,3.25889e+07,1.36974e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7693,23.739,23.7705,23.7662,23.8728,23.8073,23.8704,23.846,23.7884,23.8146,23.8685,23.7932,23.7367,23.8092,23.8066,23.7895,23.7943,23.7831,23.7819,23.7502,23.7815,23.8171,23.7888,23.783,23.7937,23.7834,23.8038,23.7777,23.8038,23.7635,23.7595,23.8063,23.8173,23.8086,23.7612
-48.4071,0.917916,0.210899,3,15,0,48.8815,0.185696,81.3005,0.0179469,0.185696,81.3005,0.0179469,3.25736e+07,1.36942e+06,57571.6,23.8143,23.7543,23.7792,23.7776,23.7782,23.768,23.7375,23.7688,23.7643,23.8706,23.8049,23.8677,23.8432,23.7853,23.8112,23.8649,23.7893,23.7324,23.8047,23.8017,23.7842,23.7888,23.7771,23.7756,23.7435,23.7743,23.8095,23.7808,23.7745,23.7848,23.774,23.794,23.7675,23.7932,23.7525,23.7485,23.7956,23.8076,23.8028,23.7622
-50.3378,0.998732,0.210899,4,15,0,51.0238,0.151505,73.9491,0.024849,0.151505,73.9491,0.024849,3.25602e+07,1.36914e+06,57571.6,23.8138,23.7537,23.7783,23.7765,23.7769,23.7665,23.7356,23.7668,23.762,23.868,23.8021,23.8646,23.8399,23.7816,23.8073,23.8606,23.7847,23.7276,23.7995,23.7962,23.7784,23.7826,23.7706,23.7688,23.7362,23.7668,23.8016,23.7726,23.7661,23.7762,23.7653,23.7852,23.7589,23.7851,23.7452,23.743,23.7928,23.8092,23.8159,23.7915
-51.5033,0.990429,0.210899,3,7,0,51.9254,0.145916,69.3046,0.0293896,0.145916,69.3046,0.0293896,3.25714e+07,1.36937e+06,57571.6,23.8139,23.7538,23.7785,23.7767,23.7772,23.7668,23.736,23.7672,23.7625,23.8686,23.8028,23.8653,23.8407,23.7825,23.8083,23.8618,23.786,23.729,23.801,23.7979,23.7803,23.7847,23.773,23.7714,23.7392,23.7701,23.8054,23.7769,23.7709,23.7817,23.7714,23.7923,23.7671,23.7948,23.7565,23.7572,23.8101,23.8307,23.8463,23.8318
-51.9041,0.978059,0.210899,4,15,0,53.3532,0.14769,78.6443,0.0293397,0.14769,78.6443,0.0293397,3.25733e+07,1.36941e+06,57571.6,23.8139,23.7538,23.7785,23.7768,23.7773,23.7669,23.7362,23.7674,23.7627,23.8688,23.803,23.8656,23.841,23.7829,23.8087,23.8622,23.7864,23.7294,23.8015,23.7984,23.7809,23.7853,23.7737,23.7721,23.74,23.7709,23.8063,23.7778,23.7719,23.7827,23.7726,23.7935,23.7684,23.7962,23.758,23.7589,23.8118,23.8326,23.8482,23.8337
-52.327,1,0.210899,3,7,0,52.5991,0.13897,81.5675,0.0270783,0.13897,81.5675,0.0270783,3.2554e+07,1.36901e+06,57571.6,23.8136,23.7534,23.778,23.7761,23.7764,23.7659,23.7349,23.7659,23.761,23.867,23.801,23.8633,23.8385,23.7801,23.8057,23.8589,23.7829,23.7256,23.7973,23.7939,23.7759,23.78,23.7678,23.7659,23.7332,23.7636,23.7983,23.7691,23.7625,23.7724,23.7614,23.7812,23.7548,23.7811,23.7413,23.7396,23.7901,23.8077,23.8178,23.798
-52.1276,0.885546,0.210899,2,3,0,53.8329,0.148586,82.9639,0.0289524,0.148586,82.9639,0.0289524,3.25729e+07,1.3694e+06,57571.6,23.8139,23.7538,23.7785,23.7768,23.7773,23.7669,23.7362,23.7674,23.7627,23.8688,23.803,23.8656,23.841,23.7829,23.8087,23.8622,23.7864,23.7294,23.8015,23.7984,23.7809,23.7853,23.7736,23.7721,23.7399,23.7709,23.8062,23.7777,23.7717,23.7825,23.7723,23.7932,23.768,23.7958,23.7575,23.7581,23.8109,23.8313,23.8463,23.831
-52.0788,0.998774,0.210899,3,7,0,52.3885,0.142667,84.1323,0.0269668,0.142667,84.1323,0.0269668,3.2558e+07,1.36909e+06,57571.6,23.8137,23.7535,23.7781,23.7763,23.7767,23.7661,23.7352,23.7663,23.7615,23.8675,23.8015,23.8639,23.8391,23.7808,23.8065,23.8597,23.7838,23.7265,23.7984,23.795,23.7771,23.7813,23.7692,23.7674,23.7348,23.7653,23.8001,23.7711,23.7645,23.7746,23.7637,23.7838,23.7576,23.784,23.7445,23.7431,23.7938,23.8116,23.8219,23.802
-48.9644,0.971827,0.210899,4,15,0,53.9807,0.20372,48.9241,0.0158129,0.20372,48.9241,0.0158129,3.25865e+07,1.36969e+06,57571.6,23.8146,23.7547,23.7798,23.7783,23.7791,23.7691,23.7387,23.7702,23.7659,23.8724,23.8069,23.8699,23.8455,23.7879,23.814,23.8679,23.7926,23.7359,23.8084,23.8057,23.7886,23.7934,23.7821,23.7809,23.749,23.7803,23.8158,23.7875,23.7816,23.7923,23.7819,23.8022,23.7761,23.8023,23.7619,23.7581,23.8051,23.8165,23.8089,23.7635
-49.6104,0.984835,0.210899,4,15,0,49.9449,0.260583,90.5496,0.00608177,0.260583,90.5496,0.00608177,3.2615e+07,1.37029e+06,57571.6,23.8154,23.7559,23.7814,23.7803,23.7815,23.7719,23.742,23.774,23.7701,23.8771,23.8121,23.8757,23.8517,23.7947,23.8213,23.8757,23.801,23.745,23.8182,23.816,23.7996,23.8051,23.7946,23.794,23.7629,23.7948,23.8312,23.8035,23.7983,23.8097,23.7998,23.8207,23.7949,23.821,23.7802,23.7746,23.8187,23.8245,23.7999,23.7257
-47.7257,0.999011,0.210899,4,15,0,50.3881,0.190402,63.1697,0.0196278,0.190402,63.1697,0.0196278,3.25858e+07,1.36968e+06,57571.6,23.8145,23.7546,23.7795,23.7781,23.7788,23.7687,23.7382,23.7697,23.7652,23.8717,23.8062,23.8691,23.8447,23.787,23.813,23.8668,23.7915,23.7348,23.8072,23.8045,23.7872,23.792,23.7807,23.7795,23.7476,23.7789,23.8144,23.7862,23.7803,23.7912,23.781,23.8016,23.776,23.8028,23.7632,23.7609,23.8099,23.8243,23.8242,23.7888
-48.2128,0.820163,0.210899,4,15,0,51.0015,0.270011,64.8197,0.00382851,0.270011,64.8197,0.00382851,3.26171e+07,1.37033e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8764,23.8525,23.7956,23.8221,23.8767,23.8021,23.7461,23.8193,23.8173,23.8009,23.8064,23.796,23.7954,23.7644,23.7964,23.8328,23.8051,23.7999,23.8113,23.8014,23.8221,23.7962,23.822,23.7809,23.7745,23.8175,23.8216,23.7919,23.7091
-48.3926,0.985064,0.210899,2,3,0,48.4627,0.270378,64.2004,0.0030831,0.270378,64.2004,0.0030831,3.26146e+07,1.37028e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7705,23.8776,23.8125,23.8762,23.8522,23.7953,23.8219,23.8764,23.8017,23.7457,23.8189,23.8168,23.8004,23.8059,23.7954,23.7948,23.7637,23.7956,23.8319,23.8042,23.7988,23.8101,23.8,23.8206,23.7945,23.82,23.7785,23.7716,23.814,23.8171,23.7851,23.6987
-46.9239,0.97589,0.210899,3,11,0,50.3485,0.208979,77.2279,0.014306,0.208979,77.2279,0.014306,3.25868e+07,1.3697e+06,57571.6,23.8146,23.7548,23.7799,23.7785,23.7792,23.7692,23.7389,23.7704,23.7661,23.8726,23.8072,23.8702,23.8459,23.7882,23.8144,23.8683,23.793,23.7364,23.8089,23.8062,23.7891,23.7939,23.7827,23.7814,23.7496,23.7808,23.8164,23.788,23.7821,23.7927,23.7822,23.8025,23.7762,23.8021,23.7614,23.7569,23.8031,23.8133,23.8027,23.7529
-49.5701,0.944004,0.210899,4,15,0,50.8348,0.250526,92.264,0.00823101,0.250526,92.264,0.00823101,3.26117e+07,1.37022e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7715,23.7415,23.7734,23.7695,23.8764,23.8113,23.8748,23.8508,23.7937,23.8202,23.8746,23.7998,23.7437,23.8168,23.8145,23.798,23.8034,23.7928,23.7921,23.761,23.7928,23.8291,23.8014,23.7961,23.8075,23.7976,23.8185,23.7927,23.819,23.7785,23.7736,23.8186,23.8259,23.8057,23.7389
-48.8346,1,0.210899,4,15,0,49.8679,0.235053,90.342,0.0089336,0.235053,90.342,0.0089336,3.25963e+07,1.3699e+06,57571.6,23.815,23.7553,23.7805,23.7793,23.7802,23.7704,23.7402,23.772,23.7678,23.8746,23.8093,23.8726,23.8483,23.791,23.8173,23.8714,23.7964,23.74,23.8128,23.8103,23.7934,23.7985,23.7875,23.7865,23.7549,23.7863,23.8221,23.7939,23.7882,23.799,23.7885,23.8087,23.7823,23.8078,23.7665,23.7605,23.8046,23.811,23.79,23.7238
-47.5933,0.986594,0.210899,4,15,0,49.3604,0.213714,82.0114,0.0125429,0.213714,82.0114,0.0125429,3.25854e+07,1.36967e+06,57571.6,23.8147,23.7548,23.7799,23.7785,23.7793,23.7693,23.739,23.7705,23.7662,23.8728,23.8073,23.8704,23.846,23.7884,23.8145,23.8684,23.7931,23.7365,23.8091,23.8063,23.7892,23.794,23.7827,23.7815,23.7496,23.7808,23.8163,23.7878,23.7818,23.7923,23.7816,23.8017,23.7751,23.8006,23.7594,23.7541,23.7992,23.8077,23.7932,23.7379
-47.3788,0.972834,0.210899,2,3,0,47.8746,0.218012,79.4188,0.0149674,0.218012,79.4188,0.0149674,3.26e+07,1.36997e+06,57571.6,23.8149,23.7551,23.7803,23.779,23.7799,23.77,23.7398,23.7715,23.7673,23.874,23.8087,23.8719,23.8477,23.7903,23.8166,23.8707,23.7956,23.7392,23.812,23.8095,23.7927,23.7978,23.7869,23.7859,23.7545,23.7861,23.822,23.7941,23.7886,23.7999,23.7899,23.8108,23.7853,23.8121,23.7723,23.7693,23.8169,23.8288,23.8213,23.7746
-47.6292,0.999888,0.210899,4,15,0,47.9164,0.211529,58.1912,0.0128969,0.211529,58.1912,0.0128969,3.25842e+07,1.36964e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7692,23.7388,23.7704,23.766,23.8726,23.8071,23.8701,23.8458,23.7881,23.8142,23.8681,23.7928,23.7362,23.8087,23.8059,23.7888,23.7936,23.7822,23.781,23.7491,23.7802,23.8156,23.7872,23.7811,23.7916,23.7809,23.8009,23.7744,23.7998,23.7587,23.7533,23.7986,23.8073,23.7933,23.739
-47.008,0.972414,0.210899,4,15,0,48.02,0.212498,71.9316,0.0159576,0.212498,71.9316,0.0159576,3.25974e+07,1.36992e+06,57571.6,23.8148,23.755,23.7802,23.7788,23.7797,23.7698,23.7395,23.7712,23.7669,23.8736,23.8082,23.8714,23.8471,23.7897,23.8159,23.87,23.7948,23.7384,23.8111,23.8086,23.7917,23.7967,23.7857,23.7847,23.7532,23.7847,23.8206,23.7926,23.7871,23.7983,23.7883,23.8091,23.7836,23.8104,23.7707,23.7679,23.8158,23.8283,23.8225,23.7783
-48.01,0.984437,0.210899,4,15,0,48.8232,0.2431,85.733,0.00807195,0.2431,85.733,0.00807195,3.26023e+07,1.37002e+06,57571.6,23.8151,23.7555,23.7808,23.7796,23.7806,23.7709,23.7408,23.7726,23.7685,23.8754,23.8102,23.8736,23.8494,23.7922,23.8186,23.8728,23.7979,23.7416,23.8145,23.8121,23.7954,23.8006,23.7898,23.7889,23.7575,23.7891,23.825,23.797,23.7914,23.8024,23.7922,23.8126,23.7864,23.8121,23.771,23.7651,23.8093,23.8155,23.7935,23.725
-48.4206,0.983794,0.210899,4,15,0,48.9238,0.224445,50.8594,0.0110916,0.224445,50.8594,0.0110916,3.25923e+07,1.36981e+06,57571.6,23.8149,23.7551,23.7802,23.7789,23.7798,23.7699,23.7397,23.7713,23.7671,23.8738,23.8084,23.8716,23.8473,23.7899,23.8161,23.8701,23.795,23.7385,23.8112,23.8086,23.7916,23.7966,23.7855,23.7844,23.7527,23.7841,23.8197,23.7915,23.7856,23.7964,23.7859,23.8061,23.7798,23.8054,23.7643,23.7589,23.8039,23.8118,23.795,23.7358
-46.7283,0.999904,0.210899,4,15,0,48.8493,0.208359,69.7202,0.014193,0.208359,69.7202,0.014193,3.25856e+07,1.36967e+06,57571.6,23.8146,23.7548,23.7798,23.7784,23.7792,23.7692,23.7388,23.7703,23.766,23.8725,23.8071,23.8701,23.8457,23.7881,23.8142,23.8681,23.7928,23.7361,23.8087,23.8059,23.7888,23.7936,23.7823,23.7811,23.7492,23.7804,23.8159,23.7875,23.7815,23.7921,23.7815,23.8017,23.7754,23.8011,23.7604,23.7558,23.8018,23.8118,23.8008,23.7506
-46.9906,0.964818,0.210899,3,13,0,47.2443,0.229109,71.8807,0.0094431,0.229109,71.8807,0.0094431,3.25913e+07,1.36979e+06,57571.6,23.8149,23.7551,23.7803,23.779,23.7799,23.77,23.7398,23.7715,23.7672,23.8739,23.8086,23.8718,23.8475,23.79,23.8163,23.8703,23.7952,23.7387,23.8114,23.8088,23.7918,23.7968,23.7857,23.7845,23.7528,23.7842,23.8198,23.7914,23.7855,23.7961,23.7855,23.8056,23.779,23.8042,23.7627,23.7565,23.8004,23.8068,23.7862,23.7212
-47.8343,0.945992,0.210899,3,11,0,49.1443,0.252689,80.4358,0.00583342,0.252689,80.4358,0.00583342,3.26048e+07,1.37007e+06,57571.6,23.8153,23.7556,23.781,23.7799,23.7809,23.7713,23.7412,23.7731,23.7691,23.876,23.8108,23.8743,23.8502,23.7931,23.8195,23.8738,23.7989,23.7427,23.8157,23.8134,23.7968,23.802,23.7913,23.7904,23.7591,23.7908,23.8268,23.7988,23.7932,23.8042,23.7939,23.8143,23.7879,23.8133,23.7719,23.7653,23.8083,23.8129,23.7859,23.7093
-49.2793,0.998204,0.210899,4,31,0,50.3398,0.26305,51.9945,0.00572454,0.26305,51.9945,0.00572454,3.26164e+07,1.37032e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7422,23.7742,23.7703,23.8773,23.8123,23.876,23.852,23.795,23.8216,23.8761,23.8014,23.7454,23.8186,23.8165,23.8001,23.8056,23.7952,23.7946,23.7636,23.7956,23.8319,23.8043,23.7991,23.8106,23.8007,23.8216,23.7958,23.822,23.7812,23.7756,23.8196,23.8253,23.8,23.7247
