lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,lambda,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.586977
# Diagonal elements of inverse mass matrix:
# 8.24914e-05, 1.063, 0.0161354
-60.6813,0.611743,0.586977,1,3,0,64.3838,0.273895,69.5571,-0.05265,69.5571,0.273895,-0.05265,3.26073e+07,1.37013e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8773,23.8122,23.8758,23.8518,23.7948,23.8213,23.8758,23.801,23.7449,23.818,23.8158,23.7993,23.8046,23.794,23.7932,23.7619,23.7937,23.8297,23.8016,23.796,23.8068,23.7963,23.8163,23.7894,23.8139,23.7713,23.7622,23.8022,23.8015,23.7598,23.6575,71.6753,72.3212,73.3238,75.0846,75.4133,76.1567,76.1943,78.9372,79.3463,82.4177,83.6706,84.5853,84.6038,85.7516,86.7027,87.9139,88.3214,88.4052,94.2243,99.0257,103.082,104.931,110.73,111.047,112.32,121.366,140.207,144.986,150.175,158.116,176.37,195.182,1250.36,1649.73,2040.9,2125.31,2467.28,3899.47,150,299790
-59.7715,0.755428,0.586977,2,7,0,63.762,0.286012,70.3866,0.0368052,70.3866,0.286012,0.0368052,3.26211e+07,1.37042e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8139,23.8777,23.8538,23.7971,23.8237,23.8784,23.8039,23.748,23.8214,23.8194,23.8032,23.8088,23.7985,23.798,23.7671,23.7992,23.8357,23.8081,23.8029,23.8143,23.8043,23.8249,23.7987,23.8241,23.7823,23.7746,23.8158,23.8168,23.7779,23.6785,72.6197,73.3002,74.3562,76.2095,76.5554,77.3373,77.3768,80.2598,80.6896,83.9137,85.228,86.1871,86.2065,87.4096,88.4062,89.675,90.1018,90.1896,96.2787,101.297,105.532,107.461,113.509,113.839,115.166,124.588,144.183,149.149,154.539,162.784,181.724,201.23,1252.15,1649.97,2038.61,2122.35,2461.12,3872.79,150,299790
-59.4038,0.975835,0.586977,2,5,0,60.3916,0.281794,69.3885,0.121583,69.3885,0.281794,0.121583,3.26203e+07,1.3704e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8139,23.8777,23.8538,23.797,23.8237,23.8784,23.8039,23.748,23.8213,23.8194,23.8031,23.8087,23.7984,23.7979,23.7669,23.799,23.8354,23.8077,23.8025,23.8138,23.8038,23.8243,23.798,23.8232,23.7813,23.7734,23.8144,23.815,23.7755,23.6754,71.5896,72.2595,73.2985,75.1205,75.4603,76.2284,76.2673,79.0977,79.5195,82.6821,83.9708,84.9112,84.9301,86.1095,87.0863,88.3298,88.7481,88.8341,94.7998,99.7147,103.862,105.752,111.675,111.998,113.298,122.525,141.717,146.581,151.86,159.937,178.493,197.605,1256.54,1656.06,2046.59,2130.77,2471.44,3893.37,150,299790
-59.5768,0.984692,0.586977,3,7,0,59.7829,0.291889,69.136,-0.101214,69.136,0.291889,-0.101214,3.26306e+07,1.37062e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7762,23.7726,23.8799,23.8151,23.8791,23.8553,23.7987,23.8255,23.8804,23.806,23.7503,23.8239,23.822,23.806,23.8118,23.8018,23.8015,23.7708,23.8032,23.8399,23.8126,23.8077,23.8195,23.8098,23.8308,23.805,23.831,23.7897,23.7828,23.8248,23.8266,23.7894,23.6916,71.3945,72.0818,73.1477,75.0163,75.3648,76.1524,76.1922,79.0933,79.5254,82.7648,84.0843,85.0468,85.0662,86.2732,87.2726,88.5447,88.9725,89.0605,95.159,100.179,104.413,106.342,112.382,112.712,114.037,123.439,142.975,147.923,153.292,161.503,180.359,199.771,1266.54,1667.61,2058.84,2143.07,2483.56,3899.07,150,299790
-59.109,0.926134,0.586977,3,7,0,60.4199,0.2857,69.1057,0.0641957,69.1057,0.2857,0.0641957,3.26216e+07,1.37043e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8778,23.8539,23.7972,23.8239,23.8785,23.804,23.7482,23.8216,23.8196,23.8034,23.809,23.7987,23.7982,23.7673,23.7994,23.8359,23.8083,23.8031,23.8145,23.8046,23.8252,23.799,23.8244,23.7826,23.775,23.8162,23.8171,23.7783,23.6789,71.3023,71.9715,73.0098,74.8316,75.1715,75.94,75.9789,78.812,79.2342,82.4018,83.6929,84.635,84.6541,85.8358,86.8147,88.0609,88.4801,88.5663,94.5461,99.4734,103.632,105.526,111.464,111.788,113.091,122.341,141.578,146.453,151.744,159.838,178.431,197.579,1263.03,1664.27,2056.25,2140.71,2482.39,3906.39,150,299790
-60.0862,0.888958,0.586977,2,3,0,60.8908,0.282858,68.1875,0.204912,68.1875,0.282858,0.204912,3.26298e+07,1.3706e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7764,23.7727,23.8801,23.8153,23.8793,23.8555,23.7989,23.8257,23.8805,23.8061,23.7504,23.824,23.8221,23.8061,23.8119,23.8018,23.8015,23.7708,23.803,23.8397,23.8123,23.8073,23.819,23.8092,23.8301,23.8042,23.8298,23.7883,23.781,23.8225,23.8237,23.7852,23.686,70.4211,71.099,72.1488,73.9859,74.3281,75.1011,75.1402,77.983,78.406,81.5738,82.8628,83.8028,83.8218,85,85.9754,87.2165,87.6338,87.7196,93.665,98.5558,102.679,104.557,110.439,110.759,112.049,121.203,140.223,145.041,150.269,158.265,176.633,195.546,1265.37,1666.61,2058.45,2142.87,2484.43,3909.19,150,299790
-63.2474,0.89759,0.586977,2,7,0,64.0787,0.258876,67.7594,0.289441,67.7594,0.258876,0.289441,3.26144e+07,1.37028e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7431,23.7752,23.7715,23.8786,23.8137,23.8775,23.8536,23.7967,23.8233,23.8779,23.8033,23.7474,23.8206,23.8185,23.8022,23.8076,23.7971,23.7965,23.7653,23.7971,23.8333,23.8054,23.7998,23.8107,23.8002,23.8203,23.7934,23.8178,23.7751,23.7658,23.8053,23.8041,23.7609,23.6565,69.8975,70.5442,71.5444,73.2909,73.6158,74.3493,74.3864,77.0802,77.4807,80.4772,81.6956,82.5838,82.6018,83.715,84.6365,85.8088,86.2029,86.284,91.8992,96.5194,100.416,102.191,107.753,108.056,109.277,117.942,135.974,140.547,145.511,153.109,170.574,188.577,1246.25,1644.3,2034.69,2119.03,2461.08,3902.38,150,299790
-63.2474,0.0611376,0.586977,2,3,0,68.2854,0.258876,67.7594,0.289441,67.7594,0.258876,0.289441,3.26144e+07,1.37028e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7431,23.7752,23.7715,23.8786,23.8137,23.8775,23.8536,23.7967,23.8233,23.8779,23.8033,23.7474,23.8206,23.8185,23.8022,23.8076,23.7971,23.7965,23.7653,23.7971,23.8333,23.8054,23.7998,23.8107,23.8002,23.8203,23.7934,23.8178,23.7751,23.7658,23.8053,23.8041,23.7609,23.6565,69.8975,70.5442,71.5444,73.2909,73.6158,74.3493,74.3864,77.0802,77.4807,80.4772,81.6956,82.5838,82.6018,83.715,84.6365,85.8088,86.2029,86.284,91.8992,96.5194,100.416,102.191,107.753,108.056,109.277,117.942,135.974,140.547,145.511,153.109,170.574,188.577,1246.25,1644.3,2034.69,2119.03,2461.08,3902.38,150,299790
-61.3709,0.941959,0.586977,2,7,0,64.1794,0.269742,68.0588,0.296196,68.0588,0.269742,0.296196,3.26284e+07,1.37057e+06,57571.6,23.816,23.7567,23.7824,23.7817,23.7831,23.7738,23.7442,23.7765,23.7729,23.8802,23.8155,23.8794,23.8557,23.7991,23.8259,23.8807,23.8063,23.7505,23.8241,23.8223,23.8062,23.8119,23.8018,23.8014,23.7706,23.8028,23.8394,23.8119,23.8068,23.8183,23.8083,23.829,23.8028,23.8281,23.7862,23.7782,23.8191,23.8194,23.779,23.6775,70.2963,70.9727,72.0181,73.8426,74.1818,74.9475,74.9862,77.7962,78.2136,81.3352,82.6035,83.5278,83.5464,84.7045,85.6627,86.8813,87.291,87.3752,93.2062,97.9978,102.035,103.874,109.63,109.944,111.206,120.163,138.775,143.49,148.607,156.436,174.421,192.947,1251.85,1649.6,2038.69,2122.63,2462.58,3888.01,150,299790
-60.8192,0.999467,0.586977,3,7,0,61.8932,0.270402,68.5898,0.222802,68.5898,0.270402,0.222802,3.26175e+07,1.37034e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8787,23.8138,23.8776,23.8537,23.7969,23.8236,23.8782,23.8036,23.7477,23.821,23.819,23.8027,23.8082,23.7978,23.7972,23.7662,23.7981,23.8344,23.8066,23.8012,23.8124,23.8021,23.8224,23.7958,23.8207,23.7784,23.7698,23.8101,23.8098,23.7685,23.6663,70.7612,71.42,72.4403,74.2257,74.5583,75.3096,75.3476,78.1114,78.5227,81.604,82.8583,83.7731,83.7916,84.9385,85.8881,87.0966,87.5031,87.5867,93.3802,98.1502,102.175,104.008,109.754,110.067,111.327,120.278,138.901,143.622,148.746,156.588,174.608,193.177,1251.49,1650.29,2040.73,2124.99,2466.31,3897.55,150,299790
-60.8192,0.772847,0.586977,2,7,0,62.3503,0.270402,68.5898,0.222802,68.5898,0.270402,0.222802,3.26175e+07,1.37034e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8787,23.8138,23.8776,23.8537,23.7969,23.8236,23.8782,23.8036,23.7477,23.821,23.819,23.8027,23.8082,23.7978,23.7972,23.7662,23.7981,23.8344,23.8066,23.8012,23.8124,23.8021,23.8224,23.7958,23.8207,23.7784,23.7698,23.8101,23.8098,23.7685,23.6663,70.7612,71.42,72.4403,74.2257,74.5583,75.3096,75.3476,78.1114,78.5227,81.604,82.8583,83.7731,83.7916,84.9385,85.8881,87.0966,87.5031,87.5867,93.3802,98.1502,102.175,104.008,109.754,110.067,111.327,120.278,138.901,143.622,148.746,156.588,174.608,193.177,1251.49,1650.29,2040.73,2124.99,2466.31,3897.55,150,299790
-64.7196,0.765025,0.586977,2,3,0,65.5341,0.273055,65.7503,0.357737,65.7503,0.273055,0.357737,3.26446e+07,1.37091e+06,57571.6,23.8164,23.7572,23.7832,23.7825,23.7841,23.7751,23.7457,23.7782,23.7748,23.8824,23.8178,23.882,23.8584,23.8021,23.8291,23.8842,23.8101,23.7546,23.8285,23.8269,23.8112,23.8173,23.8075,23.8074,23.7771,23.8097,23.8467,23.8197,23.815,23.8271,23.8176,23.8389,23.8133,23.8394,23.7983,23.7914,23.8332,23.8347,23.7962,23.6965,68.0255,68.7107,69.7678,71.6075,71.949,72.719,72.7579,75.5764,75.9942,79.1133,80.378,81.2988,81.3174,82.4702,83.4233,84.6347,85.0417,85.1253,90.9084,95.6495,99.6385,101.453,107.13,107.439,108.683,117.502,135.794,140.424,145.447,153.128,170.765,188.922,1271.73,1673.83,2066.48,2151.1,2493.6,3927.13,150,299790
-60.2861,0.975592,0.586977,3,7,0,65.4933,0.280164,70.2917,0.0479595,70.2917,0.280164,0.0479595,3.26145e+07,1.37028e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7748,23.7709,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8772,23.8025,23.7465,23.8198,23.8177,23.8013,23.8068,23.7964,23.7958,23.7647,23.7966,23.8328,23.805,23.7996,23.8107,23.8005,23.8208,23.7943,23.8192,23.7771,23.7687,23.8093,23.8095,23.7693,23.6685,72.4792,73.1461,74.181,75.9977,76.3368,77.1035,77.1424,79.9703,80.392,83.5564,84.8468,85.7887,85.8077,86.9894,87.9683,89.2148,89.6342,89.7205,95.7057,100.641,104.808,106.707,112.661,112.986,114.293,123.574,142.891,147.788,153.104,161.238,179.929,199.185,1248.63,1646.34,2035.35,2119.23,2458.79,3877.16,150,299790
-59.4893,0.979207,0.586977,2,7,0,60.8736,0.287293,69.9179,0.101904,69.9179,0.287293,0.101904,3.26253e+07,1.37051e+06,57571.6,23.8158,23.7565,23.7821,23.7813,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8784,23.8545,23.7978,23.8246,23.8793,23.8049,23.7491,23.8225,23.8207,23.8045,23.8102,23.8,23.7996,23.7688,23.801,23.8376,23.8101,23.805,23.8166,23.8067,23.8275,23.8015,23.8271,23.7855,23.7781,23.8196,23.8208,23.7825,23.6836,72.1672,72.852,73.914,75.7763,76.1237,76.9088,76.9486,79.8414,80.2725,83.5044,84.8212,85.7819,85.8013,87.0061,88.004,89.2741,89.7013,89.7891,95.881,100.898,105.131,107.059,113.101,113.431,114.756,124.165,143.724,148.679,154.057,162.283,181.177,200.634,1256.27,1654.89,2044.1,2127.94,2467.05,3879.35,150,299790
-61.5154,0.873686,0.586977,2,7,0,62.4842,0.273634,67.6046,0.101189,67.6046,0.273634,0.101189,3.26093e+07,1.37017e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7705,23.8775,23.8125,23.8761,23.8522,23.7952,23.8217,23.8762,23.8015,23.7454,23.8186,23.8164,23.7999,23.8053,23.7947,23.794,23.7627,23.7945,23.8306,23.8026,23.797,23.8079,23.7974,23.8175,23.7906,23.8152,23.7727,23.7638,23.8038,23.8032,23.7617,23.6594,69.6784,70.3103,71.2907,73.0114,73.3326,74.0587,74.0954,76.7731,77.1724,80.1685,81.3903,82.2821,82.3001,83.419,84.3461,85.5265,85.9237,86.0053,91.6744,96.3503,100.299,102.1,107.745,108.052,109.292,118.095,136.426,141.076,146.124,153.848,171.604,189.901,1267.06,1671.55,2067.69,2153.18,2499.46,3949.85,150,299790
-59.8997,0.704907,0.586977,2,3,0,63.2092,0.280339,68.2747,-0.200061,68.2747,0.280339,-0.200061,3.26262e+07,1.37053e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7734,23.7438,23.776,23.7724,23.8797,23.8148,23.8787,23.8549,23.7983,23.825,23.8798,23.8054,23.7496,23.8231,23.8212,23.8051,23.8108,23.8006,23.8002,23.7694,23.8016,23.8382,23.8107,23.8056,23.8171,23.8072,23.8279,23.8018,23.8272,23.7856,23.7779,23.8191,23.82,23.7808,23.6809,70.4879,71.1598,72.2005,74.0221,74.3615,75.1282,75.167,77.9874,78.4072,81.5516,82.8313,83.7647,83.7835,84.9536,85.9223,87.155,87.5695,87.6547,93.5618,98.4228,102.522,104.389,110.238,110.557,111.84,120.946,139.874,144.669,149.874,157.835,176.123,194.958,1262.91,1663.88,2055.69,2140.14,2481.89,3908.96,150,299790
-59.5478,0.90605,0.586977,2,7,0,60.8335,0.280405,69.6479,-0.0664158,69.6479,0.280405,-0.0664158,3.26155e+07,1.3703e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7726,23.7428,23.7749,23.771,23.8782,23.8132,23.877,23.853,23.7962,23.8228,23.8774,23.8027,23.7468,23.8201,23.818,23.8016,23.8072,23.7967,23.7961,23.765,23.797,23.8332,23.8055,23.8001,23.8112,23.801,23.8214,23.7949,23.8199,23.7778,23.7695,23.8102,23.8104,23.7703,23.6696,71.8222,72.4848,73.5131,75.3178,75.6546,76.4162,76.4547,79.263,79.6817,82.8234,84.1044,85.0394,85.0582,86.2311,87.2028,88.44,88.8562,88.9418,94.8814,99.7782,103.913,105.797,111.704,112.026,113.322,122.529,141.688,146.545,151.817,159.884,178.42,197.516,1254.27,1653.67,2044.28,2128.5,2469.43,3893.35,150,299790
-60.2552,0.904954,0.586977,3,7,0,61.5536,0.297045,69.2245,0.0864988,69.2245,0.297045,0.0864988,3.26358e+07,1.37073e+06,57571.6,23.816,23.7568,23.7825,23.7817,23.7832,23.7739,23.7444,23.7767,23.7731,23.8805,23.8158,23.8798,23.8561,23.7996,23.8264,23.8813,23.8071,23.7514,23.8251,23.8234,23.8075,23.8134,23.8035,23.8033,23.7727,23.8052,23.8421,23.815,23.8102,23.8222,23.8128,23.834,23.8085,23.8348,23.7938,23.7875,23.8299,23.8324,23.7962,23.6995,71.5183,72.2164,73.2988,75.1963,75.5502,76.3498,76.3903,79.3353,79.774,83.0615,84.4003,85.3768,85.3965,86.621,87.6348,88.925,89.3589,89.4481,95.6316,100.72,105.009,106.963,113.081,113.415,114.756,124.276,144.043,149.048,154.478,162.781,181.846,201.467,1269.62,1670.85,2061.85,2145.97,2485.87,3896.12,150,299790
-59.1943,0.991154,0.586977,2,3,0,60.6835,0.287711,69.3514,-0.0963693,69.3514,0.287711,-0.0963693,3.26255e+07,1.37051e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7732,23.7436,23.7758,23.7721,23.8793,23.8145,23.8784,23.8546,23.7979,23.8246,23.8793,23.8049,23.7491,23.8226,23.8207,23.8045,23.8103,23.8001,23.7997,23.7689,23.8011,23.8376,23.8102,23.8051,23.8167,23.8068,23.8276,23.8016,23.8272,23.7856,23.7783,23.8198,23.8211,23.7828,23.684,71.5831,72.2626,73.3164,75.1644,75.5092,76.2884,76.3278,79.1988,79.6266,82.8343,84.1413,85.0948,85.1141,86.3099,87.3004,88.561,88.9851,89.0723,95.119,100.099,104.3,106.215,112.212,112.539,113.854,123.193,142.607,147.526,152.864,161.028,179.782,199.093,1261.73,1662.04,2052.89,2137.08,2477.58,3895.46,150,299790
-61.0966,0.815182,0.586977,3,7,0,61.6069,0.281795,67.5412,0.110234,67.5412,0.281795,0.110234,3.26195e+07,1.37038e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7431,23.7753,23.7715,23.8787,23.8138,23.8776,23.8537,23.7969,23.8236,23.8782,23.8037,23.7478,23.8211,23.8191,23.8028,23.8084,23.7981,23.7976,23.7666,23.7986,23.835,23.8074,23.8021,23.8134,23.8033,23.8238,23.7975,23.8227,23.7808,23.7728,23.8137,23.8143,23.7747,23.6746,69.6776,70.3281,71.337,73.1066,73.4367,74.1829,74.2207,76.9708,77.3806,80.4543,81.707,82.621,82.6395,83.786,84.7356,85.9445,86.3511,86.4347,92.2354,97.015,101.049,102.887,108.648,108.962,110.226,119.202,137.872,142.604,147.74,155.597,173.651,192.246,1273.64,1678.69,2074.64,2159.99,2505.41,3947.2,150,299790
-59.105,0.754001,0.586977,3,7,0,63.7031,0.287137,69.4076,0.0747102,69.4076,0.287137,0.0747102,3.26237e+07,1.37047e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7756,23.7719,23.8791,23.8142,23.8781,23.8543,23.7975,23.8242,23.879,23.8045,23.7486,23.8221,23.8202,23.804,23.8097,23.7994,23.799,23.7681,23.8003,23.8368,23.8093,23.8042,23.8157,23.8058,23.8265,23.8004,23.8259,23.7843,23.7768,23.8182,23.8193,23.7809,23.6818,71.6281,72.3045,73.3536,75.1942,75.5376,76.3139,76.3532,79.2142,79.6406,82.8385,84.1418,85.0927,85.1119,86.3047,87.2925,88.5501,88.9731,89.0601,95.0933,100.063,104.257,106.168,112.155,112.482,113.795,123.121,142.51,147.423,152.754,160.91,179.644,198.936,1261.2,1661.56,2052.54,2136.77,2477.46,3896.48,150,299790
-59.5898,0.917202,0.586977,3,7,0,60.1803,0.295383,69.5559,-0.00342883,69.5559,0.295383,-0.00342883,3.26316e+07,1.37064e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7763,23.7726,23.88,23.8152,23.8792,23.8554,23.7988,23.8256,23.8804,23.8061,23.7504,23.824,23.8222,23.8062,23.812,23.802,23.8017,23.7711,23.8035,23.8402,23.813,23.8081,23.82,23.8103,23.8314,23.8058,23.8318,23.7907,23.784,23.8262,23.8283,23.7916,23.6943,71.8306,72.5234,73.5983,75.4837,75.8354,76.6305,76.6707,79.6006,80.0372,83.3107,84.6444,85.6174,85.6371,86.8573,87.8679,89.1541,89.5867,89.6757,95.8435,100.921,105.204,107.155,113.266,113.599,114.939,124.45,144.21,149.214,154.644,162.947,182.014,201.641,1266.26,1666.96,2057.64,2141.73,2481.54,3892.35,150,299790
-59.7902,0.95458,0.586977,3,7,0,60.7914,0.282626,69.6163,-0.160117,69.6163,0.282626,-0.160117,3.26245e+07,1.37049e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8546,23.7979,23.8246,23.8793,23.8049,23.749,23.8225,23.8206,23.8044,23.8101,23.7999,23.7995,23.7686,23.8008,23.8373,23.8098,23.8047,23.8162,23.8062,23.8269,23.8008,23.8262,23.7845,23.7769,23.8181,23.819,23.78,23.6803,71.8565,72.5375,73.593,75.4424,75.7872,76.5662,76.6056,79.4739,79.9011,83.1024,84.4061,85.3571,85.3763,86.5688,87.5563,88.8131,89.2358,89.3227,95.3484,100.31,104.495,106.401,112.374,112.7,114.01,123.312,142.649,147.549,152.866,161.001,179.687,198.932,1254.01,1652.22,2041.29,2125.13,2464.4,3879.88,150,299790
-60.1094,0.907284,0.586977,2,3,0,60.8703,0.27832,68.1771,-0.101495,68.1771,0.27832,-0.101495,3.26148e+07,1.37029e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7725,23.7428,23.7748,23.771,23.8782,23.8132,23.8769,23.853,23.7961,23.8227,23.8773,23.8027,23.7467,23.82,23.8179,23.8015,23.807,23.7965,23.7959,23.7648,23.7967,23.833,23.8052,23.7998,23.8109,23.8006,23.8209,23.7944,23.8193,23.7771,23.7687,23.8092,23.8093,23.7689,23.6678,70.3035,70.9512,71.9561,73.7191,74.0481,74.7918,74.8295,77.5713,77.98,81.0463,82.2963,83.2086,83.227,84.3714,85.3195,86.5265,86.9326,87.0161,92.8102,97.5867,101.619,103.457,109.219,109.533,110.797,119.778,138.467,143.205,148.349,156.219,174.304,192.937,1265.36,1668.47,2062.83,2147.88,2492.22,3931.59,150,299790
-61.6361,0.763677,0.586977,2,3,0,62.6656,0.28742,67.4877,-0.104814,67.4877,0.28742,-0.104814,3.26257e+07,1.37051e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8546,23.7979,23.8246,23.8794,23.805,23.7491,23.8226,23.8207,23.8046,23.8103,23.8001,23.7997,23.7689,23.8011,23.8377,23.8103,23.8052,23.8168,23.8069,23.8277,23.8017,23.8273,23.7857,23.7784,23.8199,23.8212,23.7829,23.6841,69.6612,70.3228,71.3489,73.1481,73.4837,74.2422,74.2806,77.0751,77.4915,80.6133,81.8852,82.8132,82.8319,83.9956,84.9594,86.1862,86.5988,86.6836,92.5672,97.4126,101.5,103.363,109.197,109.515,110.795,119.881,138.768,143.553,148.746,156.689,174.934,193.72,1278.4,1684,2080.01,2165.31,2510.33,3947.16,150,299790
-59.2658,0.993187,0.586977,2,5,0,62.0139,0.291401,69.2693,-0.0447733,69.2693,0.291401,-0.0447733,3.26276e+07,1.37055e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7734,23.7437,23.7759,23.7722,23.8795,23.8147,23.8786,23.8548,23.7981,23.8249,23.8797,23.8053,23.7495,23.823,23.8212,23.8051,23.8108,23.8007,23.8003,23.7696,23.8019,23.8385,23.8111,23.8061,23.8178,23.808,23.8289,23.8031,23.8288,23.7875,23.7804,23.8222,23.8238,23.7862,23.6881,71.5092,72.1915,73.25,75.1069,75.4534,76.2365,76.2762,79.1625,79.5927,82.8184,84.1329,85.0919,85.1113,86.3141,87.3103,88.5784,89.0049,89.0926,95.1749,100.184,104.41,106.335,112.367,112.695,114.018,123.409,142.927,147.871,153.236,161.442,180.288,199.691,1265.85,1667.05,2058.53,2142.83,2483.63,3900.76,150,299790
-59.491,0.9023,0.586977,2,7,0,61.154,0.288028,70.1328,0.0652892,70.1328,0.288028,0.0652892,3.26243e+07,1.37049e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7825,23.7731,23.7435,23.7756,23.7719,23.8792,23.8143,23.8782,23.8543,23.7976,23.8243,23.8791,23.8046,23.7488,23.8222,23.8203,23.8042,23.8099,23.7996,23.7992,23.7684,23.8006,23.8371,23.8096,23.8045,23.816,23.8061,23.8269,23.8009,23.8264,23.7848,23.7774,23.8189,23.8201,23.7818,23.683,72.3802,73.0648,74.1268,75.99,76.3376,77.1234,77.1632,80.0596,80.4913,83.7288,85.0482,86.0109,86.0303,87.2378,88.2379,89.5111,89.9393,90.0274,96.1352,101.167,105.412,107.346,113.407,113.738,115.067,124.507,144.131,149.104,154.5,162.754,181.714,201.237,1255.52,1653.97,2043.02,2126.83,2465.77,3877.02,150,299790
-59.8893,0.956296,0.586977,2,7,0,60.3366,0.295609,69.1735,-0.0586251,69.1735,0.295609,-0.0586251,3.26329e+07,1.37067e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7764,23.7728,23.8801,23.8154,23.8794,23.8556,23.799,23.8259,23.8807,23.8064,23.7507,23.8243,23.8226,23.8066,23.8125,23.8025,23.8022,23.7716,23.804,23.8408,23.8136,23.8088,23.8207,23.8111,23.8322,23.8066,23.8327,23.7916,23.785,23.8273,23.8295,23.7929,23.6958,71.4454,72.1371,73.21,75.0915,75.4425,76.2357,76.2759,79.1983,79.6336,82.8977,84.2272,85.1972,85.2168,86.4331,87.4403,88.7222,89.1533,89.242,95.3878,100.447,104.713,106.656,112.742,113.074,114.409,123.881,143.556,148.538,153.944,162.211,181.194,200.733,1269.51,1671.09,2062.57,2146.82,2487.29,3900.7,150,299790
-59.9059,0.953645,0.586977,2,3,0,60.741,0.29327,68.8566,-0.0919656,68.8566,0.29327,-0.0919656,3.26317e+07,1.37064e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7737,23.7441,23.7763,23.7727,23.88,23.8153,23.8793,23.8555,23.7989,23.8257,23.8805,23.8062,23.7505,23.8241,23.8223,23.8063,23.8122,23.8021,23.8018,23.7712,23.8036,23.8403,23.8131,23.8082,23.82,23.8104,23.8315,23.8058,23.8318,23.7906,23.7838,23.8259,23.8279,23.7909,23.6934,71.1122,71.7987,72.8633,74.7299,75.078,75.8648,75.9046,78.8026,79.2343,82.4705,83.7886,84.7501,84.7695,85.9752,86.9737,88.2444,88.6718,88.7596,94.8516,99.8661,104.095,106.021,112.054,112.383,113.707,123.097,142.604,147.545,152.905,161.104,179.929,199.308,1270.23,1672.28,2064.38,2148.78,2489.93,3907.4,150,299790
