# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 15:05:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmppopryakv/l7b2sidm.json
# random
#   seed = 93440
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719160524.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,chi
# Adaptation terminated
# Step size = 0.0945534
# Diagonal elements of inverse mass matrix:
# 0.00509847, 56.4336, 0.712511
-10.3674,0.968556,0.0945534,5,63,0,11.3971,0.340332,51.0549,1.47341,0.340332,51.0549,1.47341,63.611,65.4847,68.039,71.8883,72.5451,73.9759,74.0465,78.8243,79.4864,84.1591,85.9443,87.2123,87.2376,88.7907,90.0495,91.6192,92.1398,92.2463,99.3247,104.797,109.234,111.21,117.255,117.579,118.877,127.882,145.769,150.177,154.918,162.097,178.325,194.759,17.1174
-8.76129,0.97922,0.0945534,5,31,0,10.9436,0.25475,60.8194,0.996285,0.25475,60.8194,0.996285,69.2949,70.6885,72.6318,75.6457,76.1693,77.319,77.376,81.2984,81.851,85.8078,87.3438,88.4421,88.4641,89.8176,90.9208,92.3041,92.7646,92.8589,99.2022,104.196,108.292,110.13,115.794,116.099,117.324,125.885,143.165,147.468,152.112,159.172,175.238,191.624,16.6616
-13.6985,0.996411,0.0945534,4,15,0,14.705,0.147364,74.4641,0.451087,0.147364,74.4641,0.451087,77.9648,78.6536,79.6547,81.2913,81.5852,82.2396,82.2724,84.5953,84.9327,87.4148,88.4073,89.1262,89.1407,90.037,90.7755,91.7112,92.025,92.0895,96.5236,100.141,103.18,104.563,108.891,109.127,110.076,116.819,130.894,134.475,138.369,144.34,158.118,172.388,27.1026
-12.8067,0.921233,0.0945534,3,7,0,15.1437,0.156489,71.0726,0.386598,0.156489,71.0726,0.386598,74.2909,74.9433,75.8968,77.4657,77.7485,78.3792,78.4108,80.6587,80.9862,83.4009,84.3689,85.0708,85.0849,85.9607,86.6828,87.5984,87.9056,87.9687,92.3168,95.8708,98.8605,100.221,104.483,104.716,105.651,112.297,126.178,129.711,133.553,139.443,153.035,167.109,25.518
-13.2196,0.990476,0.0945534,3,7,0,13.3444,0.154917,71.2243,0.352186,0.154917,71.2243,0.352186,74.2452,74.8694,75.785,77.2985,77.572,78.1827,78.2134,80.3964,80.7152,83.0701,84.0159,84.7024,84.7162,85.5734,86.2808,87.1782,87.4795,87.5414,91.8121,95.3107,98.2579,99.6004,103.809,104.039,104.963,111.537,125.294,128.799,132.612,138.461,151.966,165.961,26.3387
-11.6236,0.990728,0.0945534,3,7,0,13.7615,0.162792,71.053,0.639976,0.162792,71.053,0.639976,75.7134,76.5662,77.7864,79.7427,80.0899,80.859,80.8974,83.5898,83.9768,86.7972,87.9137,88.719,88.7352,89.7353,90.5563,91.593,91.9397,92.0109,96.8705,100.789,104.056,105.536,110.144,110.394,111.401,118.511,133.197,136.909,140.936,147.094,161.243,175.829,23.1566
-13.9641,0.843629,0.0945534,5,31,0,15.2346,0.491807,65.5647,-0.357913,0.491807,65.5647,-0.357913,63.6913,64.0348,64.7441,66.3085,66.6316,67.3891,67.4284,70.4672,70.9444,74.6569,76.2216,77.3773,77.4008,78.8647,80.0874,81.6551,82.185,82.2941,89.9515,96.3419,101.761,104.234,111.991,112.414,114.116,126.185,151.163,157.464,164.29,174.707,198.542,222.969,27.583
-11.9034,0.989417,0.0945534,5,63,0,18.1153,0.455412,48.4407,1.1818,0.455412,48.4407,1.1818,61.524,63.5115,66.2306,70.3457,71.0496,72.5847,72.6605,77.8012,78.515,83.5617,85.4934,86.8665,86.8939,88.5768,89.9416,91.6446,92.2095,92.3252,100.017,105.975,110.809,112.965,119.561,119.915,121.332,131.169,150.733,155.557,160.748,168.609,186.387,204.398,19.0482
-10.3065,0.866393,0.0945534,5,47,0,14.0959,0.48213,60.3518,0.101883,0.48213,60.3518,0.101883,64.8636,65.9909,67.6841,70.5434,71.0651,72.233,72.2917,76.4839,77.0964,81.6098,83.4144,84.7202,84.7465,86.3722,87.7094,89.4003,89.9664,90.0827,98.0273,104.428,109.749,112.154,119.617,120.021,121.645,133.064,156.36,162.192,168.498,178.1,199.999,222.378,19.5493
