# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 15:05:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmppopryakv/l7b2sidm.json
# random
#   seed = 93440
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719160524.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,chi
# Adaptation terminated
# Step size = 0.0795186
# Diagonal elements of inverse mass matrix:
# 0.00444623, 74.9651, 0.875414
-9.39335,0.814491,0.0795186,5,43,0,12.214,0.228697,58.0033,1.54956,0.228697,58.0033,1.54956,68.3281,69.9041,72.0646,75.3446,75.9069,77.1344,77.195,81.3177,81.8916,85.9584,87.5193,88.63,88.6522,90.0152,91.1217,92.5038,92.9626,93.0566,99.3207,104.191,108.154,109.924,115.35,115.641,116.809,124.931,141.156,145.169,149.491,156.045,170.898,185.982,17.3031
-7.31693,0.960485,0.0795186,5,39,0,9.91608,0.327585,72.0576,-0.207417,0.327585,72.0576,-0.207417,72.3902,72.8756,73.7024,75.2881,75.5974,76.3084,76.3448,79.0762,79.4945,82.6983,84.0309,85.011,85.0309,86.2684,87.2996,88.6194,89.065,89.1568,95.5852,100.954,105.518,107.605,114.171,114.53,115.974,126.261,147.745,153.199,159.122,168.185,189.012,210.463,14.588
-8.04427,0.904625,0.0795186,3,15,0,8.285,0.313976,71.9092,-0.307743,0.313976,71.9092,-0.307743,71.1495,71.4644,72.0588,73.2981,73.5489,74.1336,74.1638,76.4844,76.8474,79.6718,80.865,81.7481,81.766,82.887,83.8254,85.0317,85.4402,85.5244,91.4742,96.5025,100.808,102.784,109.025,109.367,110.745,120.591,141.286,146.559,152.291,161.073,181.29,202.148,16.0504
-8.18282,0.985041,0.0795186,6,63,0,10.2485,0.268332,64.2609,0.376619,0.268332,64.2609,0.376619,69.0997,70.0694,71.4791,73.7798,74.1921,75.1091,75.155,78.3947,78.8633,82.2933,83.6567,84.6413,84.6611,85.8853,86.8911,88.162,88.5873,88.6746,94.6391,99.448,103.453,105.265,110.902,111.208,112.436,121.101,138.897,143.375,148.224,155.625,172.567,189.955,16.0308
-7.92446,0.935323,0.0795186,5,31,0,9.76176,0.287796,77.2037,-0.414348,0.287796,77.2037,-0.414348,75.3133,75.4611,75.8317,76.7451,76.9421,77.4113,77.4359,79.3932,79.7086,82.2193,83.3028,84.1116,84.128,85.162,86.0331,87.1596,87.5426,87.6216,93.2732,98.1276,102.325,104.262,110.413,110.751,112.116,121.915,142.709,148.035,153.835,162.737,183.289,204.551,15.3277
-8.40419,0.698024,0.0795186,3,11,0,10.7581,0.276934,71.5251,-0.209602,0.276934,71.5251,-0.209602,71.7839,72.1889,72.8807,74.2127,74.4731,75.0725,75.1032,77.4147,77.7698,80.4981,81.6371,82.4763,82.4933,83.5547,84.4404,85.5759,85.9597,86.0387,91.5988,96.2704,100.259,102.089,107.859,108.175,109.449,118.543,137.666,142.543,147.845,155.972,174.701,194.048,16.7826
-8.41132,0.988201,0.0795186,5,63,0,9.54272,0.234502,65.487,0.578177,0.234502,65.487,0.578177,71.1797,72.2282,73.7278,76.1287,76.5541,77.496,77.543,80.8307,81.3021,84.7279,86.0796,87.0529,87.0724,88.2792,89.2685,90.5156,90.9323,91.0179,96.8335,101.493,105.36,107.106,112.526,112.819,113.999,122.302,139.302,143.573,148.196,155.248,171.383,187.933,16.5985
-8.51451,0.991584,0.0795186,3,7,0,8.54175,0.235621,65.8601,0.588545,0.235621,65.8601,0.588545,71.6816,72.7497,74.276,76.7171,77.1494,78.1061,78.1539,81.491,81.9692,85.443,86.8128,87.7989,87.8187,89.0413,90.0432,91.3061,91.728,91.8146,97.7005,102.414,106.324,108.089,113.566,113.863,115.054,123.442,140.608,144.919,149.585,156.703,172.982,189.68,16.8376
-9.19362,0.966239,0.0795186,5,31,0,9.61667,0.255121,61.3607,1.00935,0.255121,61.3607,1.00935,70.0084,71.4267,73.4031,76.466,76.998,78.1656,78.2235,82.2047,82.7655,86.7786,88.3357,89.4491,89.4713,90.8431,91.961,93.3626,93.8291,93.9247,100.349,105.404,109.55,111.41,117.14,117.449,118.687,127.346,144.816,149.165,153.858,160.993,177.226,193.78,17.6226
-11.0223,0.995327,0.0795186,6,63,0,12.4155,0.144379,58.658,2.63272,0.144379,58.658,2.63272,69.2345,70.7679,72.8451,75.9505,76.4777,77.6238,77.6802,81.4851,82.0099,85.7,87.1039,88.0992,88.119,89.3362,90.3211,91.5477,91.954,92.0372,97.5433,101.78,105.203,106.726,111.373,111.622,112.618,119.513,133.151,136.502,140.103,145.55,157.84,170.261,20.592
-11.5707,0.995187,0.0795186,4,15,0,11.7414,0.12922,61.2242,2.52887,0.12922,61.2242,2.52887,70.8489,72.2632,74.1853,77.0713,77.5626,78.632,78.6847,82.2471,82.7399,86.2128,87.5378,88.4782,88.4969,89.6483,90.5809,91.7435,92.1289,92.2078,97.4435,101.486,104.761,106.22,110.68,110.918,111.876,118.515,131.696,134.944,138.437,143.727,155.684,167.794,22.1906
-11.7524,0.991003,0.0795186,6,63,0,12.033,0.132579,62.2436,2.46764,0.132579,62.2436,2.46764,72.0585,73.5032,75.4676,78.4188,78.9214,80.0155,80.0695,83.7159,84.2205,87.7776,89.1351,90.0988,90.118,91.2979,92.2539,93.4458,93.8409,93.9217,99.2911,103.439,106.8,108.297,112.876,113.121,114.104,120.923,134.467,137.805,141.396,146.834,159.129,171.584,22.7301
