# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 15:11:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpi2qg_nk_/akrprvub.json
# random
#   seed = 31466
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719161136.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,chi
# Adaptation terminated
# Step size = 0.0931665
# Diagonal elements of inverse mass matrix:
# 0.00463521, 60.6895, 0.890065
-10.4386,0.999899,0.0931665,5,31,0,12.4712,0.173754,56.4615,2.43748,0.173754,56.4615,2.43748,67.7757,69.412,71.6275,74.9372,75.4989,76.7195,76.7797,80.8298,81.3883,85.3129,86.8054,87.8632,87.8843,89.1778,90.2243,91.5273,91.9589,92.0473,97.8938,102.39,106.022,107.636,112.564,112.827,113.883,121.191,135.636,139.184,142.996,148.761,161.766,174.904,18.9212
-10.7661,0.880971,0.0931665,5,63,0,12.9838,0.203397,53.2206,2.76256,0.203397,53.2206,2.76256,66.8736,68.7846,71.3528,75.1526,75.7935,77.1827,77.251,81.8264,82.4536,86.8393,88.4976,89.6701,89.6934,91.1239,92.2788,93.714,94.1887,94.2858,100.684,105.57,109.498,111.24,116.537,116.82,117.951,125.758,141.077,144.821,148.837,154.898,168.523,182.234,18.6031
-8.98733,0.97462,0.0931665,5,47,0,11.8795,0.287118,56.9461,1.1533,0.287118,56.9461,1.1533,66.8671,68.4404,70.6153,73.9514,74.527,75.787,75.8493,80.1123,80.7091,84.9579,86.597,87.766,87.7893,89.2265,90.3952,91.8576,92.3436,92.4432,99.1046,104.311,108.563,110.465,116.309,116.623,117.884,126.666,144.281,148.649,153.357,160.504,176.723,193.22,16.2567
-9.24189,0.946885,0.0931665,5,63,0,10.2983,0.349221,79.1484,-0.658556,0.349221,79.1484,-0.658556,73.4158,73.1082,72.9161,73.1141,73.2052,73.4605,73.4751,74.8845,75.1435,77.3831,78.4194,79.2121,79.2284,80.2623,81.1482,82.3106,82.7097,82.7922,88.8508,94.2144,98.9204,101.107,108.092,108.478,110.034,121.251,145.139,151.261,157.924,168.146,191.711,216.043,17.6328
-8.17993,1,0.0931665,5,31,0,10.5865,0.290689,71.2993,-0.227345,0.290689,71.2993,-0.227345,71.3961,71.7956,72.4873,73.834,74.0986,74.7089,74.7402,77.1029,77.4668,80.2671,81.4379,82.3009,82.3184,83.4104,84.3219,85.4907,85.8858,85.9672,91.6929,96.5042,100.612,102.495,108.434,108.759,110.07,119.423,139.069,144.075,149.516,157.854,177.056,196.877,16.3421
-8.59704,0.979643,0.0931665,4,19,0,9.36814,0.363671,72.5427,-0.211836,0.363671,72.5427,-0.211836,72.8594,73.3939,74.3064,76.0586,76.4003,77.1859,77.2261,80.2411,80.7024,84.2304,85.6952,86.7717,86.7935,88.1517,89.2825,90.7285,91.2164,91.3169,98.3404,104.186,109.144,111.409,118.519,118.907,120.469,131.572,154.675,160.526,166.875,176.581,198.852,221.753,17.1128
