# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 15:04:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp0q5afprg/7e9gcqd_.json
# random
#   seed = 58459
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719160441.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,chi
# Adaptation terminated
# Step size = 0.0547622
# Diagonal elements of inverse mass matrix:
# 0.0075678, 104.841, 1.74763
-9.0402,0.989565,0.0547622,6,63,0,11.283,0.22773,63.5293,0.931579,0.22773,63.5293,0.931579,71.0998,72.3691,74.1475,76.9231,77.4074,78.4723,78.5252,82.1763,82.6927,86.4029,87.8486,88.8841,88.9048,90.1828,91.2259,92.5356,92.9719,93.0614,99.0925,103.862,107.788,109.552,115,115.293,116.474,124.741,141.5,145.685,150.206,157.087,172.774,188.807,17.6321
-8.81889,1,0.0547622,2,7,0,9.05117,0.222803,62.8522,0.853654,0.222803,62.8522,0.853654,69.7233,70.8963,72.5467,75.1363,75.5896,76.5878,76.6375,80.0735,80.561,84.0723,85.4444,86.4284,86.4482,87.664,88.6573,89.9057,90.3219,90.4073,96.1737,100.749,104.522,106.22,111.47,111.753,112.892,120.879,137.116,141.177,145.567,152.254,167.514,183.128,17.0957
-8.40761,0.99868,0.0547622,6,63,0,9.23383,0.320843,59.4071,0.693613,0.320843,59.4071,0.693613,67.2992,68.6765,70.6205,73.6802,74.2166,75.3983,75.4571,79.5276,80.1052,84.2648,85.8892,87.0538,87.0771,88.5153,89.6899,91.1653,91.657,91.7579,98.5603,103.944,108.375,110.366,116.513,116.845,118.176,127.498,146.366,151.071,156.152,163.881,181.479,199.44,15.6866
-7.70483,0.981766,0.0547622,5,31,0,9.70399,0.331178,70.2502,-0.233481,0.331178,70.2502,-0.233481,70.2912,70.7301,71.493,72.9822,73.275,73.9502,73.9848,76.5971,76.9991,80.0879,81.3769,82.3261,82.3454,83.5453,84.546,85.828,86.261,86.3502,92.6092,97.8474,102.306,104.347,110.768,111.119,112.533,122.603,143.652,148.998,154.803,163.687,184.107,205.138,15.4046
-10.1207,0.985062,0.0547622,4,31,0,12.2238,0.265716,84.2664,-0.648965,0.265716,84.2664,-0.648965,79.7728,79.5444,79.4134,79.6019,79.6795,79.8935,79.9057,81.0644,81.2761,83.1049,83.952,84.601,84.6144,85.4622,86.19,87.1469,87.4759,87.544,92.5731,97.0748,101.059,102.921,108.906,109.238,110.58,120.318,141.376,146.825,152.775,161.937,183.187,205.267,18.1971
-8.93582,0.90072,0.0547622,5,31,0,15.1255,0.229985,73.493,-0.032905,0.229985,73.493,-0.032905,75.1131,75.6525,76.4997,78.0073,78.2909,78.9343,78.967,81.3622,81.7219,84.4378,85.5529,86.3693,86.3858,87.4128,88.2659,89.3548,89.7218,89.7974,95.0683,99.4532,103.178,104.882,110.245,110.539,111.72,120.147,137.839,142.35,147.257,154.78,172.131,190.076,17.73
-8.03433,0.99309,0.0547622,4,15,0,9.14888,0.266941,73.3048,-0.215181,0.266941,73.3048,-0.215181,73.5088,73.9018,74.5762,75.8798,76.1352,76.7236,76.7538,79.0275,79.3774,82.0689,83.1942,84.0238,84.0406,85.0905,85.9671,87.0915,87.4717,87.55,93.0647,97.7067,101.675,103.497,109.247,109.562,110.832,119.909,139.029,143.91,149.219,157.361,176.137,195.546,15.9546
-8.27262,0.929626,0.0547622,5,31,0,11.5314,0.283504,61.4849,0.715766,0.283504,61.4849,0.715766,68.916,70.2135,72.0464,74.9346,75.4413,76.5584,76.6139,80.4669,81.0143,84.9606,86.5039,87.6109,87.6331,89.001,90.1188,91.5236,91.992,92.0881,98.5765,103.722,107.963,109.87,115.765,116.083,117.361,126.316,144.484,149.022,153.924,161.386,178.393,195.771,15.814
