# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 15:11:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpi2qg_nk_/akrprvub.json
# random
#   seed = 31466
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719161136.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,chi
# Adaptation terminated
# Step size = 0.0860534
# Diagonal elements of inverse mass matrix:
# 0.00510616, 60.8056, 0.903649
-9.66536,0.908559,0.0860534,2,7,0,10.0039,0.33027,58.1209,0.902912,0.33027,58.1209,0.902912,67.7116,69.2929,71.4971,74.9127,75.5057,76.807,76.8716,81.3052,81.9292,86.3906,88.1198,89.3554,89.3801,90.9017,92.1411,93.6942,94.2109,94.3168,101.423,107.003,111.571,113.619,119.92,120.259,121.62,131.119,150.23,154.979,160.1,167.878,185.55,203.544,17.9078
-10.4026,0.895883,0.0860534,2,3,0,11.0211,0.31841,56.4961,0.70205,0.31841,56.4961,0.70205,64.0115,65.3203,67.1669,70.0718,70.5809,71.7023,71.7581,75.62,76.1679,80.1127,81.653,82.7571,82.7792,84.1427,85.2562,86.6548,87.121,87.2166,93.664,98.766,102.964,104.851,110.676,110.99,112.252,121.083,138.958,143.416,148.23,155.551,172.223,189.237,18.9754
-7.77145,0.940601,0.0860534,4,31,0,11.0334,0.337607,63.5749,0.198476,0.337607,63.5749,0.198476,67.8661,68.8372,70.2779,72.683,73.1194,74.0948,74.1438,77.6333,78.1424,81.893,83.3934,84.4797,84.5016,85.855,86.969,88.3788,88.8511,88.9481,95.5935,100.971,105.457,107.488,113.81,114.153,115.532,125.257,145.222,150.243,155.678,163.97,182.935,202.378,15.124
-8.21538,0.973287,0.0860534,5,31,0,8.43764,0.287294,63.2329,0.570539,0.287294,63.2329,0.570539,69.8479,71.0582,72.7849,75.5392,76.026,77.1024,77.1561,80.9,81.4352,85.314,86.8394,87.9362,87.9582,89.3163,90.4282,91.8281,92.2954,92.3913,98.8923,104.077,108.365,110.297,116.281,116.605,117.905,127.032,145.624,150.279,155.311,162.978,180.476,198.38,15.9689
-8.78922,0.965013,0.0860534,3,15,0,10.2796,0.243723,63.6269,0.53286,0.243723,63.6269,0.53286,69.0598,70.0759,71.5335,73.8755,74.2913,75.2127,75.2588,78.4823,78.9452,82.314,83.6449,84.6038,84.6231,85.8126,86.7881,88.0184,88.4296,88.514,94.2575,98.8645,102.69,104.418,109.783,110.073,111.241,119.465,136.311,140.543,145.125,152.116,168.108,184.513,17.1568
-8.31106,1,0.0860534,2,3,0,8.85229,0.247658,63.8128,0.574623,0.247658,63.8128,0.574623,69.6335,70.7045,72.2353,74.6843,75.118,76.0779,76.1257,79.4735,79.9532,83.4369,84.8102,85.7988,85.8186,87.044,88.0481,89.3136,89.7363,89.8231,95.718,100.436,104.347,106.112,111.588,111.885,113.076,121.456,138.589,142.889,147.542,154.638,170.861,187.492,16.225
