# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 15:06:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp27dy9szl/pad3858g.json
# random
#   seed = 29683
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719160609.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,chi
# Adaptation terminated
# Step size = 0.0837331
# Diagonal elements of inverse mass matrix:
# 0.00495453, 60.3987, 1.34567
-8.31892,0.932609,0.0837331,5,31,0,9.9641,0.370646,62,0.180428,0.370646,62,0.180428,66.3968,67.4063,68.9064,71.4139,71.8691,72.8866,72.9377,76.5776,77.1085,81.0181,82.5811,83.7124,83.7351,85.1439,86.3032,87.7698,88.261,88.3619,95.2659,100.844,105.492,107.595,114.135,114.489,115.915,125.957,146.535,151.702,157.294,165.82,185.304,205.259,15.9776
-9.14965,0.914606,0.0837331,5,31,0,9.85075,0.396608,71.2744,-0.207988,0.396608,71.2744,-0.207988,71.665,72.2442,73.2295,75.1139,75.4806,76.3226,76.3656,79.5875,80.0793,83.8322,85.3866,86.5275,86.5506,87.9887,89.1847,90.7127,91.228,91.334,98.7324,104.869,110.061,112.428,119.852,120.256,121.885,133.442,157.412,163.47,170.038,180.073,203.07,226.686,18.2453
-8.37014,0.983367,0.0837331,4,31,0,9.80395,0.315837,66.2169,0.270819,0.315837,66.2169,0.270819,71.0785,72.1157,73.6393,76.1552,76.6089,77.6206,77.6713,81.2683,81.7908,85.6275,87.1572,88.2633,88.2855,89.6619,90.7938,92.2248,92.704,92.8024,99.5308,104.963,109.489,111.537,117.907,118.253,119.641,129.432,149.518,154.568,160.035,168.375,187.45,207.008,16.5954
-7.89582,0.921755,0.0837331,4,27,0,9.66106,0.31627,71.9187,-0.30243,0.31627,71.9187,-0.30243,71.2113,71.5366,72.1462,73.4097,73.6649,74.2591,74.2897,76.6432,77.0108,79.8684,81.0744,81.9666,81.9847,83.1169,84.0643,85.2819,85.6941,85.7791,91.7793,96.8457,101.181,103.171,109.452,109.797,111.183,121.086,141.892,147.191,152.951,161.774,182.084,203.033,15.7529
-7.81014,0.990532,0.0837331,4,27,0,8.41731,0.31044,69.0872,-0.132359,0.31044,69.0872,-0.132359,70.1457,70.6905,71.5782,73.2136,73.5265,74.2406,74.277,76.9731,77.3814,80.4822,81.7614,82.6994,82.7184,83.8997,84.8817,86.136,86.5588,86.6458,92.7201,97.7673,102.047,104.001,110.141,110.477,111.826,121.427,141.453,146.534,152.051,160.493,179.893,199.876,15.6113
-9.86682,0.995047,0.0837331,5,33,0,10.123,0.420872,58.3273,0.251957,0.420872,58.3273,0.251957,63.7698,64.9339,66.6408,69.4487,69.9537,71.0779,71.1342,75.113,75.6887,79.8998,81.5711,82.7771,82.8013,84.2992,85.5286,87.0803,87.5991,87.7056,94.9576,100.773,105.596,107.772,114.52,114.885,116.352,126.658,147.657,152.912,158.593,167.243,186.971,207.135,18.312
-8.54496,0.999561,0.0837331,4,31,0,11.2963,0.371266,61.8992,0.159746,0.371266,61.8992,0.159746,66.0851,67.0675,68.5327,70.9917,71.4392,72.4402,72.4905,76.0802,76.6046,80.4721,82.0205,83.1418,83.1644,84.5615,85.7116,87.1673,87.655,87.7551,94.6161,100.166,104.794,106.888,113.405,113.758,115.179,125.192,145.724,150.882,156.464,164.976,184.431,204.361,16.4131
