# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 15:06:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp27dy9szl/pad3858g.json
# random
#   seed = 29683
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719160609.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,chi
# Adaptation terminated
# Step size = 0.101594
# Diagonal elements of inverse mass matrix:
# 0.00419628, 57.7579, 0.67283
-9.28983,0.952921,0.101594,5,31,0,11.5816,0.276884,56.6207,1.07743,0.276884,56.6207,1.07743,65.6739,67.1323,69.1557,72.2741,72.8138,73.9965,74.0551,78.0706,78.6342,82.6566,84.2123,85.323,85.3452,86.7121,87.8247,89.218,89.6813,89.7763,96.1405,101.129,105.211,107.038,112.662,112.964,114.178,122.648,139.679,143.91,148.471,155.4,171.142,187.17,16.7758
-7.49057,0.991148,0.101594,4,23,0,9.80894,0.307296,65.8753,0.203457,0.307296,65.8753,0.203457,69.9791,70.9064,72.283,74.5836,75.0014,75.9356,75.9826,79.3297,79.8186,83.4255,84.8705,85.9176,85.9386,87.2438,88.3189,89.6803,90.1366,90.2303,96.6606,101.876,106.235,108.21,114.366,114.7,116.044,125.534,145.067,149.987,155.317,163.452,182.081,201.203,14.8104
-7.46309,1,0.101594,4,15,0,7.52559,0.314473,65.7553,0.151149,0.314473,65.7553,0.151149,69.4603,70.3432,71.6652,73.8958,74.3031,75.2158,75.2617,78.55,79.0323,82.6009,84.0352,85.0758,85.0968,86.3954,87.4662,88.8233,89.2785,89.372,95.7997,101.026,105.401,107.386,113.573,113.91,115.261,124.815,144.503,149.466,154.842,163.051,181.853,201.157,14.7449
-7.98594,0.998112,0.101594,5,31,0,8.25666,0.391416,66.4203,-0.0557623,0.391416,66.4203,-0.0557623,68.6214,69.401,70.6281,72.8089,73.2182,74.1449,74.1919,77.6196,78.1312,81.9678,83.53,84.6691,84.692,86.1195,87.3007,88.8028,89.3077,89.4115,96.5891,102.47,107.412,109.657,116.671,117.052,118.587,129.439,151.826,157.469,163.581,172.911,194.267,216.174,15.8103
-8.41083,0.998924,0.101594,5,31,0,8.81855,0.250449,74.4773,-0.167763,0.250449,74.4773,-0.167763,75.0892,75.5218,76.2417,77.5957,77.8577,78.4582,78.4889,80.7839,81.1345,83.818,84.9344,85.756,85.7727,86.8108,87.6765,88.7854,89.1601,89.2373,94.6598,99.2127,103.101,104.884,110.512,110.82,112.062,120.943,139.651,144.429,149.627,157.601,175.997,195.026,16.6111
-12.4838,0.427784,0.101594,2,3,0,13.3394,0.249952,75.3996,0.0533581,0.249952,75.3996,0.0533581,77.954,78.6556,79.7308,81.5942,81.9398,82.7192,82.7586,85.6162,86.0407,89.2177,90.5102,91.4527,91.4717,92.6534,93.6318,94.8771,95.296,95.3821,101.356,106.279,110.437,112.333,118.278,118.602,119.908,129.185,148.527,153.437,158.77,166.935,185.718,205.093,24.666
-8.90225,0.996888,0.101594,2,7,0,11.9382,0.252838,74.3156,-0.286044,0.252838,74.3156,-0.286044,73.8789,74.1679,74.6987,75.7844,76.0025,76.5099,76.5361,78.5417,78.8549,81.2917,82.322,83.085,83.1005,84.0699,84.8822,85.9274,86.2816,86.3546,91.5306,95.9286,99.7106,101.452,106.967,107.27,108.492,117.253,135.818,140.575,145.754,153.707,172.082,191.115,17.6085
-9.39972,0.885399,0.101594,4,23,0,10.898,0.304249,68.8213,-0.196752,0.304249,68.8213,-0.196752,69.2219,69.6672,70.4206,71.8575,72.1371,72.7794,72.8123,75.2763,75.6535,78.5416,79.743,80.6269,80.6448,81.761,82.6913,83.8824,84.2846,84.3674,90.1754,95.0334,99.1688,101.062,107.021,107.347,108.659,118.014,137.599,142.579,147.989,156.274,175.332,194.983,18.7851
-9.54023,0.917196,0.101594,4,23,0,12.59,0.325722,60.7374,0.303651,0.325722,60.7374,0.303651,65.6172,66.6326,68.1171,70.5545,70.9926,71.9679,72.0168,75.4714,75.9718,79.6374,81.0952,82.1481,82.1692,83.4782,84.5536,85.9122,86.3668,86.4602,92.8316,97.9618,102.229,104.159,110.153,110.478,111.783,120.978,139.806,144.534,149.65,157.451,175.282,193.55,18.2189
-8.77672,0.973198,0.101594,4,27,0,10.0048,0.340533,65.4901,-0.0498551,0.340533,65.4901,-0.0498551,67.443,68.1231,69.1932,71.0962,71.4537,72.2636,72.3047,75.3063,75.7551,79.1279,80.5046,81.5095,81.5298,82.7905,83.8349,85.1645,85.6117,85.7036,92.0791,97.3243,101.744,103.756,110.053,110.396,111.775,121.555,141.817,146.938,152.491,160.975,180.43,200.423,17.3435
-9.00827,0.993845,0.101594,4,23,0,10.4351,0.262129,64.3072,0.315334,0.262129,64.3072,0.315334,68.5833,69.4735,70.7771,72.9235,73.3101,74.1719,74.2151,77.2778,77.7228,80.9914,82.2956,83.2392,83.2582,84.4329,85.3994,86.6221,87.0316,87.1157,92.8761,97.5387,101.432,103.196,108.69,108.989,110.188,118.659,136.107,140.505,145.271,152.549,169.226,186.36,17.6857
-7.3432,0.992834,0.101594,4,27,0,10.3878,0.308043,68.9777,0.00761167,0.308043,68.9777,0.00761167,71.4027,72.128,73.2503,75.2129,75.5784,76.404,76.4458,79.4816,79.9333,83.3153,84.691,85.6941,85.7143,86.9715,88.012,89.3356,89.7807,89.8722,96.2083,101.415,105.801,107.797,114.045,114.385,115.755,125.464,145.6,150.694,156.219,164.664,184.045,203.979,14.6757
-8.05222,0.957491,0.101594,4,31,0,9.01994,0.355617,62.9992,0.159084,0.355617,62.9992,0.159084,67.0788,68.0384,69.4707,71.8772,72.3155,73.2962,73.3455,76.8661,77.3809,81.1804,82.7029,83.806,83.8282,85.2031,86.3353,87.7689,88.2493,88.3479,95.1124,100.591,105.164,107.234,113.68,114.03,115.435,125.352,145.708,150.826,156.366,164.817,184.143,203.95,15.6017
-7.4847,0.982151,0.101594,5,31,0,8.50017,0.356988,69.7311,-0.210305,0.356988,69.7311,-0.210305,70.0479,70.5548,71.4193,73.0782,73.4017,74.1452,74.1833,77.0369,77.4735,80.8133,82.2003,83.2197,83.2404,84.5267,85.5977,86.9676,87.4299,87.525,94.1814,99.7245,104.428,106.576,113.324,113.692,115.175,125.719,147.671,153.233,159.268,168.497,189.678,211.465,14.9552
-7.47318,0.998595,0.101594,4,31,0,7.66323,0.354423,70.7299,-0.18786,0.354423,70.7299,-0.18786,71.3142,71.8609,72.779,74.5166,74.8532,75.6251,75.6645,78.6097,79.0587,82.483,83.9012,84.9424,84.9635,86.2762,87.3683,88.7641,89.2349,89.3317,96.1004,101.727,106.496,108.673,115.508,115.881,117.383,128.053,150.255,155.879,161.98,171.309,192.718,214.736,14.9288
-7.82442,0.751899,0.101594,4,23,0,9.45965,0.29726,62.9051,0.430231,0.29726,62.9051,0.430231,68.5705,69.6695,71.256,73.8225,74.28,75.2949,75.3456,78.9086,79.4215,83.1591,84.6378,85.7036,85.725,87.0477,88.1326,89.5011,89.9586,90.0525,96.4431,101.568,105.821,107.742,113.701,114.024,115.32,124.443,143.09,147.768,152.83,160.546,178.177,196.237,15.1436
-8.63121,0.999762,0.101594,4,15,0,8.66645,0.32188,57.9325,0.806284,0.32188,57.9325,0.806284,66.5258,67.9787,70.0153,73.1934,73.7476,74.966,75.0265,79.1985,79.7879,84.0159,85.6605,86.8374,86.8609,88.3122,89.4958,90.9806,91.475,91.5763,98.3945,103.768,108.179,110.158,116.26,116.588,117.908,127.131,145.743,150.376,155.375,162.975,180.259,197.879,15.7978
-9.20235,0.98653,0.101594,4,15,0,9.46448,0.353247,55.5548,0.86438,0.353247,55.5548,0.86438,65.0061,66.5712,68.7543,72.1396,72.7276,74.0181,74.0821,78.4802,79.0992,83.5261,85.242,86.4681,86.4927,88.0027,89.2326,90.7737,91.2864,91.3915,98.4423,103.978,108.51,110.54,116.789,117.125,118.474,127.892,146.831,151.535,156.608,164.312,181.812,199.626,16.2993
-8.55451,0.967465,0.101594,5,31,0,9.93728,0.30268,59.3044,0.656191,0.30268,59.3044,0.656191,66.478,67.749,69.5491,72.3952,72.8955,73.9992,74.0541,77.8686,78.4113,82.328,83.8615,84.9619,84.984,86.3444,87.4563,88.8543,89.3205,89.4161,95.8785,101.007,105.236,107.139,113.019,113.337,114.611,123.548,141.68,146.209,151.102,158.548,175.521,192.86,15.9607
-8.15109,0.979227,0.101594,6,63,0,10.4023,0.287958,61.0714,0.68131,0.287958,61.0714,0.68131,68.3056,69.5807,71.3853,74.2358,74.7367,75.8413,75.8963,79.7127,80.2556,84.1729,85.7063,86.8068,86.8289,88.1893,89.3012,90.6992,91.1654,91.2611,97.7241,102.854,107.085,108.989,114.874,115.191,116.467,125.413,143.574,148.112,153.014,160.477,177.491,194.878,15.4998
-8.47384,0.993955,0.101594,5,31,0,8.98237,0.233889,69.0657,0.209007,0.233889,69.0657,0.209007,72.4043,73.1611,74.2873,76.1775,76.5218,77.2929,77.3317,80.1076,80.5148,83.5301,84.7439,85.6253,85.643,86.7439,87.6525,88.8053,89.1922,89.2717,94.752,99.23,102.992,104.703,110.052,110.343,111.515,119.823,137.066,141.434,146.174,153.427,170.094,187.271,16.921
