# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 15:05:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmppopryakv/l7b2sidm.json
# random
#   seed = 93440
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719160524.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,chi
# Adaptation terminated
# Step size = 0.0508126
# Diagonal elements of inverse mass matrix:
# 0.0058065, 71.791, 4.09311
-7.98428,0.937315,0.0508126,5,51,0,9.64564,0.297596,73.066,-0.129127,0.297596,73.066,-0.129127,74.1724,74.7296,75.6366,77.306,77.6253,78.3541,78.3912,81.1429,81.5597,84.7263,86.0333,86.9919,87.0113,88.2189,89.223,90.5058,90.9384,91.0274,97.2457,102.418,106.808,108.814,115.119,115.464,116.851,126.722,147.341,152.578,158.265,166.971,186.991,207.625,15.8744
-9.35265,0.689892,0.0508126,3,15,0,11.457,0.294572,72.2485,-0.350639,0.294572,72.2485,-0.350639,71.0939,71.3288,71.8074,72.8596,73.0773,73.5886,73.6152,75.6821,76.0091,78.5763,79.6702,80.4826,80.4991,81.5334,82.4017,83.5206,83.9002,83.9784,89.5387,94.2723,98.3439,100.218,106.151,106.477,107.79,117.196,137.066,142.144,147.668,156.14,175.676,195.865,18.6534
-8.4813,0.999911,0.0508126,5,43,0,10.1628,0.371937,60.8106,0.26179,0.371937,60.8106,0.26179,65.9475,67.0437,68.6521,71.3018,71.7788,72.8415,72.8948,76.663,77.2091,81.2101,82.8011,83.9501,83.9732,85.4014,86.5746,88.0563,88.5521,88.6538,95.5962,101.179,105.818,107.913,114.419,114.772,116.187,126.149,146.504,151.608,157.128,165.539,184.745,204.399,16.0968
-11.6849,0.891015,0.0508126,6,63,0,13.0929,0.13291,54.4109,4.22899,0.13291,54.4109,4.22899,68.0288,69.8882,72.3719,76.0177,76.6293,77.9521,78.017,82.3453,82.9355,87.0428,88.5873,89.6767,89.6984,91.0246,92.0931,93.4182,93.8558,93.9453,99.8141,104.262,107.818,109.39,114.153,114.406,115.42,122.386,135.927,139.215,142.733,148.028,159.87,171.716,20.6491
-10.8441,0.995867,0.0508126,6,63,0,12.2943,0.213416,51.556,2.8535,0.213416,51.556,2.8535,65.7377,67.7038,70.3405,74.2315,74.8866,76.3057,76.3754,81.0401,81.6785,86.1367,87.8198,89.0091,89.0328,90.4829,91.653,93.1064,93.5868,93.6851,100.154,105.084,109.043,110.796,116.127,116.411,117.549,125.392,140.752,144.501,148.521,154.585,168.203,181.894,18.1749
-12.1513,0.946328,0.0508126,4,31,0,13.2235,0.178692,53.5829,3.44077,0.178692,53.5829,3.44077,68.2747,70.2863,72.9761,76.9299,77.5939,79.0306,79.1012,83.809,84.4518,88.9297,90.6159,91.8061,91.8298,93.2794,94.448,95.898,96.3771,96.4751,102.909,107.796,111.71,113.442,118.696,118.976,120.095,127.799,142.823,146.48,150.396,156.296,169.519,182.776,21.4301
