# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 15:06:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp27dy9szl/pad3858g.json
# random
#   seed = 29683
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719160609.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,chi
# Adaptation terminated
# Step size = 0.0644555
# Diagonal elements of inverse mass matrix:
# 0.00470449, 61.7177, 0.951974
-8.20268,0.999604,0.0644555,4,31,0,11.207,0.317725,75.2897,-0.465851,0.317725,75.2897,-0.465851,72.6485,72.7217,73.007,73.8276,74.0129,74.4609,74.4845,76.4105,76.7261,79.2655,80.372,81.2005,81.2174,82.2795,83.1763,84.3382,84.7337,84.8153,90.6709,95.7157,100.082,102.097,108.497,108.849,110.268,120.455,142.032,147.551,153.556,162.767,184.003,205.942,16.1221
-8.25483,1,0.0644555,6,63,0,9.35353,0.275285,61.2549,0.753652,0.275285,61.2549,0.753652,68.7255,70.0184,71.8411,74.7073,75.2095,76.316,76.371,80.1822,80.7231,84.6193,86.1417,87.2333,87.2551,88.6036,89.7052,91.0893,91.5507,91.6453,98.033,103.095,107.265,109.14,114.933,115.246,116.501,125.299,143.142,147.597,152.41,159.735,176.431,193.489,15.7368
-8.62841,0.983298,0.0644555,3,7,0,8.66403,0.264538,60.8796,0.700126,0.264538,60.8796,0.700126,67.6629,68.8572,70.5477,73.2193,73.6889,74.7248,74.7764,78.3578,78.8676,82.5483,83.9902,85.0254,85.0462,86.3262,87.3729,88.6892,89.1283,89.2184,95.3104,100.152,104.149,105.948,111.514,111.815,113.022,121.494,138.719,143.027,147.684,154.775,170.953,187.5,16.4151
-10.4905,0.961658,0.0644555,6,63,0,10.9938,0.421572,72.8576,-0.516004,0.421572,72.8576,-0.516004,68.6751,68.6589,68.8825,69.7369,69.9426,70.449,70.4761,72.7301,73.1056,76.1542,77.4906,78.4927,78.5132,79.7986,80.8843,82.2906,82.7692,82.8679,89.9356,95.9899,101.202,103.599,111.178,111.593,113.267,125.222,150.267,156.628,163.532,174.092,198.328,223.245,20.8375
-8.64403,0.967282,0.0644555,5,47,0,12.3807,0.25438,59.8362,0.948506,0.25438,59.8362,0.948506,67.8598,69.192,71.0535,73.9487,74.4526,75.5597,75.6147,79.3994,79.9334,83.7624,85.2509,86.3159,86.3372,87.6504,88.7213,90.0647,90.512,90.6037,96.7731,101.638,105.632,107.425,112.955,113.253,114.449,122.818,139.73,143.945,148.495,155.414,171.167,187.243,16.2377
-8.18548,0.998814,0.0644555,5,63,0,8.89894,0.292089,60.8916,0.601554,0.292089,60.8916,0.601554,67.599,68.8116,70.5369,73.2801,73.764,74.833,74.8862,78.5959,79.1253,82.9561,84.4603,85.541,85.5626,86.9001,87.9943,89.3714,89.831,89.9252,96.3096,101.392,105.591,107.482,113.335,113.651,114.922,123.837,141.971,146.508,151.411,158.878,175.913,193.333,15.5375
-9.43458,0.74814,0.0644555,4,23,0,14.4601,0.221933,60.9044,0.969388,0.221933,60.9044,0.969388,68.2037,69.42,71.1219,73.7737,74.2359,75.2519,75.3024,78.782,79.2738,82.8043,84.179,85.1634,85.1831,86.3977,87.3887,88.6328,89.0472,89.1322,94.8574,99.3823,103.104,104.777,109.94,110.219,111.337,119.169,135.04,139.002,143.282,149.797,164.645,179.82,18.0081
-9.84837,0.914476,0.0644555,3,7,0,11.6316,0.232738,62.6512,1.09411,0.232738,62.6512,1.09411,71.2676,72.667,74.6133,77.6227,78.1446,79.2896,79.3464,83.2449,83.7934,87.7158,89.2364,90.3233,90.345,91.6838,92.7746,94.1417,94.5967,94.6899,100.953,105.878,109.915,111.726,117.305,117.606,118.812,127.241,144.246,148.479,153.048,159.993,175.797,191.917,19.1266
-10.8157,0.954756,0.0644555,3,15,0,12.2639,0.245644,63.0167,1.0457,0.245644,63.0167,1.0457,71.8222,73.2599,75.2616,78.3604,78.8982,80.0785,80.137,84.1586,84.7247,88.7748,90.3458,91.4687,91.4912,92.8747,94.002,95.4151,95.8854,95.9818,102.457,107.551,111.728,113.601,119.373,119.684,120.932,129.653,147.247,151.627,156.354,163.539,179.888,196.561,21.121
-10.2251,1,0.0644555,3,15,0,12.4259,0.206665,62.1175,0.882613,0.206665,62.1175,0.882613,68.5989,69.7025,71.2547,73.6896,74.1158,75.0543,75.101,78.332,78.7904,82.0934,83.3845,84.3105,84.3291,85.4734,86.4085,87.5838,87.9758,88.0562,93.4884,97.8016,101.36,102.962,107.918,108.186,109.261,116.808,132.165,136.009,140.166,146.499,160.961,175.769,19.7863
-10.4103,1,0.0644555,3,7,0,10.6442,0.203388,65.2665,1.06228,0.203388,65.2665,1.06228,72.9923,74.2638,76.0383,78.7948,79.2744,80.3277,80.38,83.9802,84.4882,88.1313,89.548,90.5619,90.5822,91.8327,92.8527,94.1326,94.5588,94.6462,100.53,105.175,108.994,110.709,116.004,116.29,117.436,125.463,141.723,145.782,150.166,156.839,172.05,187.595,20.5479
