# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 15:04:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp0q5afprg/7e9gcqd_.json
# random
#   seed = 58459
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719160441.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,chi
# Adaptation terminated
# Step size = 0.104984
# Diagonal elements of inverse mass matrix:
# 0.00325672, 63.9835, 0.37279
-8.11834,0.992178,0.104984,5,31,0,8.75641,0.319668,78.2577,-0.556414,0.319668,78.2577,-0.556414,74.3729,74.2866,74.3685,74.9149,75.0576,75.4169,75.4363,77.1105,77.3964,79.7628,80.8194,81.6178,81.6341,82.6651,83.5413,84.6829,85.073,85.1536,90.9974,96.1001,100.549,102.61,109.178,109.54,111.001,121.517,143.896,149.633,155.878,165.464,187.584,210.45,15.5501
-7.61026,0.998814,0.104984,5,31,0,8.46781,0.352044,69.59,-0.102839,0.352044,69.59,-0.102839,71.1344,71.8004,72.8697,74.8095,75.1776,76.0149,76.0574,79.1902,79.6617,83.2217,84.6818,85.7496,85.7712,87.1129,88.2259,89.6445,90.1222,90.2204,97.0472,102.682,107.437,109.604,116.391,116.761,118.249,128.805,150.696,156.231,162.234,171.407,192.441,214.059,15.2079
-7.75673,0.997806,0.104984,4,31,0,8.72794,0.282115,66.2277,0.188243,0.282115,66.2277,0.188243,69.8969,70.7405,71.9973,74.1072,74.4915,75.3518,75.395,78.488,78.941,82.2909,83.6366,84.6128,84.6325,85.8507,86.8551,88.1283,88.5553,88.643,94.6753,99.5846,103.697,105.563,111.386,111.703,112.976,121.98,140.573,145.266,150.353,158.124,175.941,194.255,15.3695
-7.42169,0.999983,0.104984,3,15,0,7.91868,0.300587,67.8943,0.0994974,0.300587,67.8943,0.0994974,71.0792,71.8901,73.1174,75.2136,75.5991,76.4652,76.5089,79.6529,80.1165,83.5628,84.9547,85.9665,85.9869,87.2518,88.2964,89.6225,90.0677,90.1592,96.4687,101.624,105.951,107.917,114.06,114.394,115.738,125.252,144.927,149.897,155.284,163.516,182.392,201.795,14.7989
-7.62454,0.994343,0.104984,5,31,0,9.60025,0.367318,72.2576,-0.339432,0.367318,72.2576,-0.339432,70.9586,71.2727,71.8976,73.2469,73.5238,74.1721,74.2056,76.803,77.2113,80.3969,81.7453,82.7435,82.7638,84.0311,85.0921,86.4557,86.9174,87.0125,93.7291,99.391,104.227,106.444,113.431,113.813,115.353,126.329,149.288,155.118,161.447,171.132,193.379,216.275,15.1788
-7.72857,0.948659,0.104984,5,31,0,9.05811,0.327737,66.1086,0.176113,0.327737,66.1086,0.176113,70.2283,71.1826,72.6042,74.9891,75.4231,76.3942,76.443,79.9283,80.438,84.2005,85.7088,86.8019,86.8239,88.1867,89.3094,90.7311,91.2076,91.3055,98.0212,103.467,108.017,110.079,116.502,116.85,118.252,128.147,148.496,153.618,159.165,167.631,187.004,206.879,15.3023
-7.90862,0.906849,0.104984,4,23,0,9.40503,0.369625,64.6546,0.118019,0.369625,64.6546,0.118019,68.5634,69.5281,70.9785,73.4347,73.8839,74.8909,74.9415,78.5717,79.104,83.0419,84.6234,85.7702,85.7932,87.2237,88.4024,89.8957,90.3963,90.4991,97.5568,103.281,108.062,110.228,116.973,117.339,118.81,129.191,150.51,155.87,161.673,170.525,190.765,211.509,15.512
-7.68646,0.858164,0.104984,4,23,0,9.62469,0.320935,66.0209,0.198168,0.320935,66.0209,0.198168,70.2607,71.2222,72.6498,75.0358,75.4691,76.4378,76.4865,79.9562,80.4628,84.199,85.6951,86.7789,86.8007,88.1514,89.2636,90.6719,91.1438,91.2407,97.887,103.273,107.771,109.809,116.155,116.5,117.885,127.66,147.759,152.818,158.297,166.658,185.793,205.423,15.2124
-7.63067,0.999648,0.104984,5,31,0,7.93284,0.276613,67.0982,0.221209,0.276613,67.0982,0.221209,71.0197,71.8947,73.1919,75.3574,75.7506,76.6297,76.6739,79.8243,80.2846,83.6828,85.0453,86.033,86.0529,87.2847,88.2996,89.5855,90.0166,90.1052,96.1882,101.132,105.269,107.146,112.999,113.317,114.597,123.641,142.303,147.012,152.116,159.913,177.786,196.155,15.1745
-7.69921,0.99022,0.104984,2,3,0,7.72987,0.276891,67.2219,0.243968,0.276891,67.2219,0.243968,71.344,72.2463,73.5794,75.7962,76.1978,77.0949,77.1399,80.3469,80.8148,84.263,85.6436,86.6437,86.6638,87.9104,88.9371,90.2372,90.673,90.7625,96.9043,101.889,106.056,107.946,113.837,114.158,115.444,124.538,143.287,148.015,153.139,160.965,178.9,197.328,15.3185
-8.65501,0.987189,0.104984,5,31,0,9.53551,0.231647,66.3824,0.580118,0.231647,66.3824,0.580118,72.0985,73.1511,74.6567,77.0673,77.4945,78.4403,78.4875,81.7891,82.2626,85.7037,87.0616,88.0394,88.059,89.2715,90.2655,91.5186,91.9374,92.0233,97.8681,102.552,106.44,108.195,113.645,113.941,115.127,123.478,140.583,144.88,149.533,156.631,172.872,189.534,17.1571
-9.63384,0.956788,0.104984,5,31,0,10.5379,0.195784,62.3298,1.10464,0.195784,62.3298,1.10464,69.666,70.8672,72.5419,75.1399,75.5915,76.5832,76.6324,80.0189,80.4965,83.9193,85.2497,86.2016,86.2206,87.3944,88.3516,89.5525,89.9524,90.0344,95.5526,99.9073,103.486,105.094,110.054,110.322,111.396,118.915,134.143,137.944,142.05,148.298,162.542,177.099,18.6237
-7.5451,0.995459,0.104984,5,35,0,10.0746,0.294656,66.2669,0.166049,0.294656,66.2669,0.166049,69.9023,70.7563,72.0325,74.1825,74.5748,75.4536,75.4978,78.6626,79.1267,82.561,83.9416,84.9434,84.9635,86.214,87.2451,88.5523,88.9907,89.0808,95.2762,100.319,104.543,106.46,112.44,112.765,114.072,123.317,142.396,147.209,152.426,160.395,178.658,197.424,14.9504
-8.88474,0.840168,0.104984,2,3,0,9.20597,0.293348,66.0521,0.0403202,0.293348,66.0521,0.0403202,68.5555,69.257,70.3335,72.2005,72.5466,73.3272,73.3667,76.2255,76.6497,79.8194,81.1064,82.0441,82.063,83.2374,84.209,85.4445,85.8597,85.9451,91.852,96.7017,100.785,102.644,108.46,108.777,110.051,119.09,137.84,142.584,147.731,155.6,173.663,192.25,17.6134
-8.70317,0.997273,0.104984,4,23,0,9.77765,0.327277,69.0656,0.0777248,0.327277,69.0656,0.0777248,72.3637,73.2288,74.5428,76.7951,77.2099,78.1426,78.1896,81.5794,82.0795,85.7983,87.3003,88.392,88.414,89.7787,90.9056,92.3359,92.816,92.9147,99.7148,105.265,109.92,112.033,118.632,118.99,120.433,130.639,151.704,157.018,162.776,171.57,191.717,212.406,17.3946
-8.99119,0.957988,0.104984,4,31,0,12.8177,0.391741,78.7424,-0.546581,0.391741,78.7424,-0.546581,74.0769,73.9916,74.1235,74.8476,75.0322,75.4941,75.519,77.641,78.0004,80.953,82.2612,83.2462,83.2663,84.5344,85.6087,87.0043,87.4802,87.5784,94.6516,100.76,106.043,108.48,116.205,116.63,118.34,130.587,156.369,162.935,170.067,180.987,206.087,231.928,17.1814
-9.24792,0.970096,0.104984,3,7,0,9.4354,0.395361,78.8178,-0.54028,0.395361,78.8178,-0.54028,74.2022,74.1305,74.283,75.0424,75.2334,75.7098,75.7354,77.9087,78.2756,81.2819,82.6111,83.6112,83.6316,84.9182,86.0075,87.4219,87.904,88.0035,95.161,101.333,106.668,109.127,116.92,117.348,119.073,131.418,157.387,163.997,171.177,182.169,207.428,233.429,17.679
-8.32086,0.929461,0.104984,4,15,0,10.2029,0.386911,73.7054,-0.345595,0.386911,73.7054,-0.345595,72.224,72.5499,73.206,74.6335,74.9272,75.6154,75.6511,78.4126,78.8469,82.2364,83.6707,84.7325,84.7541,86.1017,87.2297,88.679,89.1696,89.2707,96.402,102.405,107.527,109.873,117.262,117.666,119.293,130.883,155.079,161.216,167.876,178.062,201.443,225.488,16.473
-8.16653,0.991014,0.104984,5,31,0,8.4892,0.252898,66.2589,0.309888,0.252898,66.2589,0.309888,70.4737,71.3553,72.6479,74.7793,75.1636,76.0206,76.0635,79.1127,79.5561,82.8162,84.1183,85.0607,85.0797,86.2534,87.2195,88.4421,88.8517,88.9358,94.7024,99.376,103.282,105.052,110.571,110.871,112.076,120.594,138.16,142.592,147.396,154.734,171.558,188.854,16.1833
-9.20673,0.964389,0.104984,5,31,0,10.0069,0.375353,80.487,-0.568336,0.375353,80.487,-0.568336,75.5923,75.4604,75.5247,76.1396,76.3049,76.7242,76.747,78.7236,79.0627,81.8733,83.1283,84.0762,84.0955,85.3188,86.3575,87.7094,88.1711,88.2664,95.1588,101.143,106.337,108.737,116.358,116.778,118.468,130.59,156.191,162.722,169.82,180.695,205.714,231.496,17.2878
-7.97353,0.947542,0.104984,5,31,0,9.73677,0.327724,78.0344,-0.546187,0.327724,78.0344,-0.546187,74.1911,74.1219,74.2311,74.8271,74.9791,75.3597,75.3802,77.1328,77.4304,79.8832,80.9743,81.7977,81.8145,82.8766,83.7781,84.9516,85.3524,85.4352,91.4252,96.6411,101.18,103.282,109.971,110.339,111.826,122.516,145.223,151.038,157.366,167.075,189.465,212.597,15.2955
-7.82138,0.957323,0.104984,4,19,0,8.51418,0.337361,72.3668,-0.187251,0.337361,72.3668,-0.187251,72.9429,73.4766,74.3728,76.07,76.3989,77.1534,77.192,80.0731,80.5127,83.868,85.259,86.2808,86.3014,87.5901,88.6628,90.0343,90.497,90.5922,97.2529,102.799,107.505,109.656,116.411,116.78,118.266,128.829,150.848,156.432,162.492,171.762,193.052,214.964,15.5808
-7.53593,0.999966,0.104984,4,23,0,7.86513,0.308832,71.3367,-0.223468,0.308832,71.3367,-0.223468,71.48,71.9101,72.6522,74.0919,74.3743,75.0249,75.0583,77.5718,77.9582,80.9276,82.1668,83.0796,83.0981,84.2521,85.2148,86.4484,86.8652,86.951,92.9804,98.034,102.341,104.313,110.527,110.867,112.236,121.998,142.45,147.652,153.304,161.959,181.87,202.402,15.0532
-8.94347,0.958196,0.104984,5,35,0,10.1093,0.270918,61.2724,0.896544,0.270918,61.2724,0.896544,69.6303,71.0281,72.9843,76.0316,76.5625,77.7293,77.7873,81.7802,82.344,86.3887,87.9619,89.0877,89.1103,90.4988,91.6312,93.052,93.5252,93.6222,100.15,105.298,109.527,111.425,117.279,117.595,118.861,127.721,145.626,150.087,154.903,162.227,178.898,195.908,17.1138
-10.2371,0.867363,0.104984,3,7,0,11.0119,0.289344,63.6039,0.696214,0.289344,63.6039,0.696214,71.2886,72.6367,74.5425,77.549,78.0768,79.2406,79.2985,83.3154,83.8863,88.0039,89.6148,90.7705,90.7936,92.2219,93.3891,94.8562,95.3454,95.4457,102.224,107.6,112.032,114.026,120.187,120.52,121.855,131.217,150.211,154.955,160.08,167.881,185.661,203.828,20.0598
-10.1759,0.992552,0.104984,4,23,0,11.522,0.293433,71.5378,-0.346735,0.293433,71.5378,-0.346735,70.4385,70.6757,71.1552,72.2036,72.4201,72.9281,72.9545,75.0049,75.3289,77.8714,78.9542,79.7581,79.7744,80.7978,81.6567,82.7633,83.1387,83.2161,88.7134,93.392,97.4155,99.2672,105.13,105.452,106.749,116.042,135.673,140.689,146.146,154.517,173.819,193.766,20.3268
-8.08771,0.948108,0.104984,3,15,0,12.1951,0.328835,79.434,-0.586437,0.328835,79.434,-0.586437,74.9816,74.8337,74.8422,75.3025,75.4334,75.7699,75.7884,77.4163,77.6992,80.0668,81.1336,81.9424,81.9589,83.006,83.8978,85.0618,85.4601,85.5424,91.5298,96.7773,101.36,103.485,110.26,110.634,112.142,123,146.108,152.031,158.479,168.374,191.201,214.789,15.2786
-8.78478,0.816235,0.104984,5,31,0,10.8668,0.270512,74.0595,-0.0832932,0.270512,74.0595,-0.0832932,75.508,76.0808,76.9956,78.6493,78.9629,79.6761,79.7124,82.3846,82.7875,85.8372,87.092,88.0113,88.0299,89.1868,90.1482,91.3755,91.7892,91.8744,97.8153,102.753,106.943,108.858,114.878,115.207,116.531,125.964,145.696,150.714,156.165,164.515,183.733,203.563,17.4012
-8.70736,0.967688,0.104984,5,39,0,10.2754,0.26481,63.0162,0.751084,0.26481,63.0162,0.751084,70.4063,71.6888,73.4986,76.3473,76.8468,77.9477,78.0024,81.7979,82.3369,86.2225,87.7419,88.8317,88.8535,90.2002,91.3006,92.6837,93.1448,93.2394,99.628,104.696,108.873,110.753,116.562,116.875,118.135,126.964,144.888,149.367,154.207,161.575,178.374,195.546,16.9164
-9.77847,0.999157,0.104984,5,31,0,10.691,0.360794,55.0381,0.74991,0.360794,55.0381,0.74991,63.6612,65.1304,67.1923,70.4138,70.9759,72.2118,72.2732,76.5071,77.1053,81.3972,83.0665,84.2611,84.285,85.758,86.9592,88.4659,88.9676,89.0705,95.987,101.436,105.906,107.911,114.091,114.424,115.759,125.094,143.915,148.596,153.647,161.322,178.77,196.547,17.2979
-10.5005,0.907925,0.104984,5,31,0,13.0199,0.465997,58.2015,0.170786,0.465997,58.2015,0.170786,63.2332,64.3894,66.1038,68.9586,69.4754,70.629,70.6869,74.7957,75.3928,79.7745,81.519,82.7793,82.8047,84.3715,85.6587,87.2845,87.8284,87.94,95.5538,101.669,106.745,109.037,116.143,116.528,118.073,128.93,151.052,156.587,162.57,171.679,192.448,213.669,19.4985
-11.5026,0.951415,0.104984,2,7,0,11.9961,0.479576,58.6533,0.324496,0.479576,58.6533,0.324496,65.7225,67.1458,69.2072,72.5485,73.1441,74.4651,74.5311,79.1594,79.8241,84.6549,86.5592,87.9293,87.9568,89.6541,91.0441,92.7944,93.3787,93.4986,101.624,108.095,113.438,115.843,123.279,123.681,125.293,136.595,159.506,165.222,171.394,180.782,202.154,223.955,21.5876
-16.1079,0.852332,0.104984,5,31,0,19.7498,0.535241,38.4282,2.17405,0.535241,38.4282,2.17405,57.3146,59.8051,63.1168,67.9553,68.7651,70.515,70.6009,76.3171,77.0958,82.513,84.5502,85.9872,86.0158,87.7655,89.1756,90.9249,91.5027,91.6209,99.3788,105.271,109.991,112.08,118.421,118.758,120.11,129.418,147.607,152.042,156.794,163.96,180.044,196.203,21.9794
-16.2252,0.939993,0.104984,5,63,0,17.0358,0.547862,40.1555,2.12011,0.547862,40.1555,2.12011,59.902,62.5116,65.9834,71.0587,71.9085,73.7451,73.8352,79.8373,80.6553,86.3474,88.4887,89.9994,90.0295,91.8692,93.3521,95.1917,95.7995,95.9238,104.086,110.288,115.259,117.458,124.137,124.493,125.918,135.726,154.903,159.58,164.593,172.152,189.124,206.179,23.2527
-15.0157,1,0.104984,4,15,0,16.4863,0.553163,43.217,1.5553,0.553163,43.217,1.5553,60.206,62.5947,65.8109,70.5829,71.3892,73.1388,73.2249,79.0025,79.7962,85.358,87.4661,88.9583,88.988,90.8103,92.283,94.1148,94.721,94.8451,103.037,109.315,114.375,116.621,123.468,123.834,125.299,135.426,155.384,160.277,165.532,173.472,191.363,209.414,22.5776
-14.0964,0.957763,0.104984,6,63,0,16.5587,0.574841,54.3685,0.160825,0.574841,54.3685,0.160825,59.9799,61.2707,63.1804,66.3483,66.9202,68.1949,68.2588,72.7801,73.4348,78.2236,80.123,81.4928,81.5204,83.2207,84.6154,86.3746,86.9625,87.0832,95.2837,101.837,107.259,109.701,117.26,117.668,119.308,130.808,154.134,159.954,166.238,175.796,197.551,219.736,25.447
-14.2716,0.768336,0.104984,2,3,0,16.7101,0.568666,55.4464,0.357454,0.568666,55.4464,0.357454,63.7231,65.3372,67.6575,71.3827,72.0428,73.5031,73.576,78.6565,79.3822,84.632,86.6909,88.1691,88.1987,90.0264,91.5204,93.3986,94.0249,94.1533,102.827,109.696,115.348,117.887,125.72,126.143,127.838,139.695,163.626,169.581,176.006,185.767,207.955,230.55,26.135
-13.4497,0.969206,0.104984,3,11,0,15.4242,0.525642,56.3433,0.40804,0.525642,56.3433,0.40804,64.7774,66.3819,68.6791,72.3514,73.0005,74.4354,74.507,79.4879,80.1983,85.3321,87.3435,88.7871,88.816,90.6003,92.0584,93.8912,94.5022,94.6275,103.087,109.783,115.292,117.767,125.402,125.814,127.466,139.024,162.356,168.163,174.428,183.949,205.593,227.64,24.8291
-12.4969,0.986305,0.104984,5,31,0,14.7846,0.546572,61.9425,-0.0687491,0.546572,61.9425,-0.0687491,64.5912,65.5665,67.1012,69.8203,70.329,71.4789,71.537,75.7642,76.3918,81.072,82.9652,84.3413,84.3691,86.0888,87.508,89.308,89.9118,90.0359,98.5615,105.479,111.252,113.865,121.991,122.431,124.201,136.668,162.148,168.533,175.436,185.949,209.93,234.435,24.1013
-12.2186,0.998207,0.104984,5,31,0,12.7792,0.545236,59.5182,0.0432668,0.545236,59.5182,0.0432668,63.6896,64.8308,66.5648,69.5273,70.0709,71.2907,71.3521,75.7526,76.3976,81.1601,83.0676,84.4488,84.4766,86.1969,87.6124,89.4028,90.0023,90.1254,98.5411,105.321,110.956,113.502,121.4,121.828,123.545,135.619,160.217,166.37,173.02,183.142,206.211,229.767,23.0979
-10.0695,0.894285,0.104984,5,31,0,14.8183,0.311764,52.0367,1.49509,0.311764,52.0367,1.49509,63.9945,65.7875,68.2347,71.928,72.5588,73.9335,74.0014,78.5972,79.2346,83.7368,85.4584,86.6817,86.7061,88.205,89.4201,90.936,91.4388,91.5417,98.3836,103.679,107.975,109.889,115.748,116.062,117.321,126.056,143.424,147.707,152.315,159.294,175.077,191.067,16.8894
-10.8578,0.948929,0.104984,3,15,0,12.2418,0.33824,49.4509,1.71946,0.33824,49.4509,1.71946,63.0944,65.0724,67.7521,71.7583,72.4385,73.917,73.9899,78.8985,79.5757,84.3364,86.1476,87.4316,87.4572,89.0275,90.2983,91.8807,92.4049,92.5122,99.6162,105.082,109.499,111.464,117.46,117.78,119.066,127.962,145.558,149.882,154.529,161.557,177.415,193.44,17.4575
