# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-20 10:58:12 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp5qz_s0lv/w6dpjhpy.json
# random
#   seed = 49479
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230720115812.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
# Adaptation terminated
# Step size = 0.378125
# Diagonal elements of inverse mass matrix:
# 0.0294518, 0.00140878, 0.00874698
-7.17602,1,0.378125,3,7,0,8.07195,0.378536,65.4625,-0.198634,65.4625,0.378536,-0.198634,67.6872,68.3739,69.4463,71.3451,71.7015,72.5095,72.5505,75.5519,76.0019,79.3941,80.784,81.8004,81.821,83.0983,84.1582,85.5095,85.9646,86.0582,92.5713,97.9593,102.516,104.594,111.113,111.468,112.899,123.065,144.21,149.567,155.379,164.268,184.674,205.671
-5.47663,0.989206,0.378125,2,7,0,9.42391,0.347864,67.8471,0.0930561,67.8471,0.347864,0.0930561,70.6783,71.5317,72.8482,75.1381,75.5628,76.52,76.5683,80.0657,80.5832,84.4378,85.9963,87.1295,87.1523,88.5689,89.7385,91.2229,91.7212,91.8236,98.8752,104.621,109.434,111.617,118.425,118.795,120.282,130.786,152.402,157.844,163.737,172.728,193.3,214.394
-5.54767,0.964643,0.378125,3,7,0,6.42742,0.325064,70.4439,0.00409839,70.4439,0.325064,0.00409839,72.9847,73.7569,74.9532,77.0474,77.4376,78.3189,78.3634,81.6038,82.0857,85.6929,87.1594,88.2283,88.2499,89.5891,90.6972,92.1064,92.5801,92.6775,99.4156,104.945,109.598,111.715,118.335,118.695,120.145,130.417,151.686,157.06,162.887,171.79,192.207,213.19
-5.15371,0.847001,0.378125,2,3,0,7.41078,0.311853,70.8458,-0.0265881,70.8458,0.311853,-0.0265881,73.229,73.9556,75.0834,77.0629,77.4324,78.2676,78.3099,81.3892,81.8482,85.2906,86.6934,87.7169,87.7375,89.0211,90.0842,91.4373,91.8924,91.986,98.4743,103.815,108.319,110.371,116.795,117.145,118.554,128.549,149.302,154.555,160.254,168.967,188.97,209.551
-6.2364,0.930464,0.378125,3,11,0,7.03049,0.319969,67.4408,-0.15327,67.4408,0.319969,-0.15327,69.4847,70.1146,71.0978,72.8377,73.1643,73.9044,73.9419,76.6917,77.104,80.2141,81.4893,82.4224,82.4412,83.6142,84.5879,85.83,86.2484,86.3345,92.3318,97.3046,101.518,103.442,109.484,109.814,111.143,120.593,140.32,145.329,150.769,159.096,178.243,197.978
-5.04396,0.999233,0.378125,4,15,0,7.50985,0.282289,71.4316,0.0122454,71.4316,0.282289,0.0122454,73.6912,74.3794,75.4471,77.3201,77.6695,78.4595,78.4995,81.411,81.845,85.0995,86.4258,87.3936,87.4132,88.6271,89.6326,90.9125,91.3431,91.4316,97.5727,102.632,106.902,108.847,114.944,115.276,116.614,126.11,145.859,150.864,156.295,164.604,183.693,203.351
