# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-19 14:53:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp2i3gfcib/syq55_12.json
# random
#   seed = 30251
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/cc/cc-20230719155327.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
# Adaptation terminated
# Step size = 0.161575
# Diagonal elements of inverse mass matrix:
# 0.00362071, 40.8182, 0.184977
-8.42685,0.99924,0.161575,4,31,0,9.31493,0.284274,79.572,-0.480384,0.284274,79.572,-0.480384,76.9181,76.9638,77.2017,77.931,78.0985,78.5058,78.5274,80.2998,80.5923,82.96,83.9975,84.7764,84.7923,85.7929,86.6395,87.7384,88.113,88.1903,93.7633,98.5967,102.799,104.744,110.938,111.28,112.657,122.574,143.71,149.138,155.05,164.133,185.123,206.859
-11.7609,0.563963,0.161575,2,3,0,13.5818,0.294787,76.7473,-0.618901,0.294787,76.7473,-0.618901,72.5349,72.3534,72.2882,72.579,72.6743,72.927,72.9411,74.2285,74.4576,76.4059,77.296,77.9744,77.9883,78.8706,79.625,80.6135,80.9525,81.0226,86.1629,90.7168,94.721,96.5847,102.553,102.883,104.216,113.853,134.528,139.852,145.657,154.58,175.218,196.603
-9.76226,0.991753,0.161575,2,7,0,12.8256,0.340167,76.4255,-0.299949,0.340167,76.4255,-0.299949,75.6476,76.0239,76.7263,78.1773,78.4697,79.1502,79.1853,81.8745,82.2938,85.5477,86.9182,87.9312,87.9517,89.236,90.31,91.689,92.1556,92.2517,99.0294,104.735,109.607,111.84,118.88,119.265,120.817,131.885,155.065,160.958,167.358,177.155,199.678,222.882
-8.41492,0.770966,0.161575,2,7,0,12.5945,0.35307,75.5454,-0.51855,0.35307,75.5454,-0.51855,71.8972,71.8784,72.0641,72.7905,72.9663,73.4001,73.4233,75.365,75.6898,78.3389,79.5061,80.3836,80.4015,81.5297,82.4846,83.7244,84.147,84.2342,90.513,95.9386,100.638,102.808,109.695,110.074,111.6,122.551,145.689,151.596,158.019,167.862,190.525,213.899
-8.22071,0.899666,0.161575,4,31,0,9.32533,0.36186,72.177,-0.390969,0.36186,72.177,-0.390969,70.2459,70.463,70.9567,72.1131,72.3578,72.9368,72.967,75.3429,75.7218,78.7092,79.9862,80.9353,80.9546,82.1634,83.1782,84.4858,84.9293,85.0207,91.5085,97.0136,101.734,103.902,110.748,111.123,112.634,123.426,146.064,151.822,158.076,167.65,189.658,212.325
-8.20466,0.996877,0.161575,4,15,0,8.60241,0.286729,74.6301,-0.187411,0.286729,74.6301,-0.187411,75.1337,75.6021,76.3898,77.8854,78.1758,78.8425,78.8766,81.431,81.8217,84.8131,86.0574,86.9729,86.9914,88.1479,89.1118,90.3461,90.763,90.8488,96.8727,101.917,106.215,108.184,114.386,114.725,116.092,125.844,146.297,151.505,157.164,165.835,185.8,206.404
