# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb4_4_model
# start_datetime = 2023-07-27 08:25:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = Model3/Data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpi41g4h3w/qahj9hqm.json
# random
#   seed = 43854
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/cmb/cmb4_4-20230727092527_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,c,h,Omega_b,Omega_c,wr,Omega_r,lambda,g1,g2,zstar,faketheta.1,faketheta.2,faketheta.3,faketheta.4,faketheta.5,faketheta.6,y1,dy1,y2,dy2,S.1.1,S.1.2,sol,la,R,wb,x.1,x.2,x.3
# Adaptation terminated
# Step size = 0.0239808
# Diagonal elements of inverse mass matrix:
# 0.000127003, 2.48928e-05, 8.50991e-05
3.93795,0.906189,0.0239808,2,7,0,-1.76467,72.795,0.0418959,0.266421,299790,0.72795,0.0418959,0.224525,4.15e-05,7.8315e-05,0.411721,0.0612838,0.548246,1091.99,0.72795,0.0418959,0.224525,7.8315e-05,0.411721,1091.99,1,0.285626,0,1,21439.3,3.37861,0.0351977,301.56,1.7439,0.0222011,-0.0104644,0.0032008,-7.89085e-05
3.83235,0.979603,0.0239808,6,67,0,-3.17268,73.1816,0.041624,0.262764,299790,0.731816,0.041624,0.22114,4.15e-05,7.74897e-05,0.413048,0.0610939,0.54816,1091.82,0.731816,0.041624,0.22114,7.74897e-05,0.413048,1091.82,1,0.281072,0,1,21294.6,3.39764,0.0354026,301.503,1.74165,0.0222919,-0.0666913,0.000947849,1.19318e-05
4.04144,0.952677,0.0239808,6,103,0,-0.980753,72.7815,0.0419617,0.26649,299790,0.727815,0.0419617,0.224528,4.15e-05,7.83441e-05,0.411696,0.061228,0.548221,1091.95,0.727815,0.0419617,0.224528,7.83441e-05,0.411696,1091.95,1,0.285713,0,1,21441.1,3.37824,0.0351889,301.602,1.74394,0.0222277,0.0323225,0.0032406,-5.22744e-05
4.01829,0.973507,0.0239808,6,119,0,-3.49453,73.4738,0.041398,0.259179,299790,0.734738,0.041398,0.217781,4.15e-05,7.68747e-05,0.414345,0.0609767,0.548107,1091.67,0.734738,0.041398,0.217781,7.68747e-05,0.414345,1091.67,1,0.276624,0,1,21158.9,3.41661,0.035589,301.599,1.73938,0.0223483,0.0285686,-0.00131794,6.82978e-05
3.31739,0.92761,0.0239808,7,139,0,-2.70357,72.3956,0.0423398,0.270407,299790,0.723956,0.0423398,0.228067,4.15e-05,7.91814e-05,0.41027,0.0613054,0.548255,1092.06,0.723956,0.0423398,0.228067,7.91814e-05,0.41027,1092.06,1,0.290612,0,1,21590.9,3.35826,0.0349716,301.681,1.74632,0.0221908,0.110997,0.00561533,-8.91867e-05
3.9909,0.998983,0.0239808,6,75,0,-3.14053,72.8037,0.0418358,0.265946,299790,0.728037,0.0418358,0.22411,4.15e-05,7.82963e-05,0.411893,0.0613395,0.548271,1092.01,0.728037,0.0418358,0.22411,7.82963e-05,0.411893,1092.01,1,0.285034,0,1,21424.8,3.38104,0.0352189,301.595,1.7436,0.0221746,0.0251913,0.00290209,-0.000105445
1.93723,0.889816,0.0239808,3,7,0,-1.78982,72.7701,0.041713,0.264951,299790,0.727701,0.041713,0.223238,4.15e-05,7.83685e-05,0.412254,0.0615196,0.548351,1092.08,0.727701,0.041713,0.223238,7.83685e-05,0.412254,1092.08,1,0.283794,0,1,21399,3.38614,0.0352547,301.743,1.74296,0.0220891,0.173264,0.00226377,-0.000190898
3.41186,0.999328,0.0239808,3,7,0,-1.33081,72.8366,0.0416464,0.265277,299790,0.728366,0.0416464,0.223631,4.15e-05,7.82255e-05,0.412136,0.061509,0.548346,1092.11,0.728366,0.0416464,0.223631,7.82255e-05,0.412136,1092.11,1,0.284199,0,1,21405.2,3.3845,0.035259,301.56,1.74319,0.0220941,-0.0100084,0.00248654,-0.000185869
3.63943,0.892461,0.0239808,5,55,0,-1.97032,72.4811,0.0422656,0.27003,299790,0.724811,0.0422656,0.227765,4.15e-05,7.89949e-05,0.410407,0.0612772,0.548243,1092.05,0.724811,0.0422656,0.227765,7.89949e-05,0.410407,1092.05,1,0.290141,0,1,21573.2,3.36018,0.0350027,301.586,1.7461,0.0222042,0.0160402,0.00539981,-7.57604e-05
-0.0171291,0.812442,0.0239808,6,79,0,1.32698,71.4638,0.0433101,0.280676,299790,0.714638,0.0433101,0.237366,4.15e-05,8.12599e-05,0.406512,0.061457,0.548323,1092.3,0.714638,0.0433101,0.237366,8.12599e-05,0.406512,1092.3,1,0.303564,0,1,21975,3.30766,0.0344302,301.809,1.75236,0.0221188,0.239043,0.011663,-0.000161231
