# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb4_4_model
# start_datetime = 2023-07-27 08:25:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = Model3/Data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpi41g4h3w/qahj9hqm.json
# random
#   seed = 43854
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/cmb/cmb4_4-20230727092527_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,c,h,Omega_b,Omega_c,wr,Omega_r,lambda,g1,g2,zstar,faketheta.1,faketheta.2,faketheta.3,faketheta.4,faketheta.5,faketheta.6,y1,dy1,y2,dy2,S.1.1,S.1.2,sol,la,R,wb,x.1,x.2,x.3
# Adaptation terminated
# Step size = 0.0197457
# Diagonal elements of inverse mass matrix:
# 0.000179526, 2.511e-05, 0.000115944
3.48461,0.969407,0.0197457,2,3,0,-3.44295,73.3856,0.0414421,0.259647,299790,0.733856,0.0414421,0.218205,4.15e-05,7.70596e-05,0.414176,0.0610389,0.548135,1091.71,0.733856,0.0414421,0.218205,7.70596e-05,0.414176,1091.71,1,0.277204,0,1,21180.7,3.41409,0.0355553,301.662,1.73967,0.0223184,0.0919042,-0.00103067,3.83782e-05
3.22561,0.999841,0.0197457,6,119,0,-2.74271,72.6823,0.0420427,0.26814,299790,0.726823,0.0420427,0.226097,4.15e-05,7.85581e-05,0.411096,0.0612652,0.548237,1092.02,0.726823,0.0420427,0.226097,7.85581e-05,0.411096,1092.02,1,0.287773,0,1,21500.5,3.36981,0.0351124,301.505,1.74496,0.02221,-0.0651037,0.0042606,-7.00485e-05
3.85257,0.995458,0.0197457,6,127,0,-2.75091,73.2588,0.0416865,0.261764,299790,0.732588,0.0416865,0.220078,4.15e-05,7.73266e-05,0.41341,0.0609265,0.548084,1091.69,0.732588,0.0416865,0.220078,7.73266e-05,0.41341,1091.69,1,0.279829,0,1,21254.1,3.40289,0.0354454,301.604,1.74102,0.0223725,0.0343326,0.000316363,9.2499e-05
-2.2976,0.535091,0.0197457,3,7,0,2.61009,73.326,0.0420577,0.261503,299790,0.73326,0.0420577,0.219446,4.15e-05,7.71848e-05,0.413505,0.0604322,0.547856,1091.35,0.73326,0.0420577,0.219446,7.71848e-05,0.413505,1091.35,1,0.279505,0,1,21230.9,3.40427,0.0354411,301.764,1.74085,0.0226132,0.193619,0.000154407,0.000333183
0.950977,0.923713,0.0197457,6,127,0,7.06786,75.1336,0.0398542,0.242217,299790,0.751336,0.0398542,0.202363,4.15e-05,7.35156e-05,0.420437,0.0606678,0.547966,1091.18,0.751336,0.0398542,0.202363,7.35156e-05,0.420437,1091.18,1,0.25583,0,1,20498.1,3.51147,0.0365856,301.529,1.72819,0.0224979,-0.0414807,-0.0125093,0.000217942
3.01122,0.999231,0.0197457,6,81,0,0.166243,74.441,0.0404483,0.249168,299790,0.74441,0.0404483,0.20872,4.15e-05,7.489e-05,0.41795,0.0608401,0.548045,1091.42,0.74441,0.0404483,0.20872,7.489e-05,0.41795,1091.42,1,0.264303,0,1,20772.2,3.47155,0.0361699,301.527,1.73289,0.0224143,-0.0429693,-0.00781299,0.000134274
1.98745,0.890225,0.0197457,2,7,0,-1.6129,74.4491,0.0402261,0.248972,299790,0.744491,0.0402261,0.208746,4.15e-05,7.48737e-05,0.41802,0.0610855,0.548157,1091.58,0.744491,0.0402261,0.208746,7.48737e-05,0.41802,1091.58,1,0.264062,0,1,20770.5,3.47267,0.0361938,301.425,1.73276,0.022296,-0.145428,-0.00794209,1.59727e-05
2.80491,0.891392,0.0197457,2,7,0,0.220511,74.4613,0.0404838,0.248979,299790,0.744613,0.0404838,0.208495,4.15e-05,7.48492e-05,0.418018,0.0607743,0.548015,1091.37,0.744613,0.0404838,0.208495,7.48492e-05,0.418018,1091.37,1,0.264071,0,1,20763.4,3.47262,0.0361778,301.554,1.73276,0.0224462,-0.0155965,-0.00793975,0.000166179
2.13515,0.876666,0.0197457,3,15,0,-1.14548,74.5104,0.0403743,0.248015,299790,0.745104,0.0403743,0.207641,4.15e-05,7.47505e-05,0.418363,0.0608386,0.548044,1091.38,0.745104,0.0403743,0.207641,7.47505e-05,0.418363,1091.38,1,0.262893,0,1,20730.2,3.47805,0.0362288,301.6,1.73211,0.022415,0.0301775,-0.00859073,0.000135009
2.54084,0.85545,0.0197457,5,35,0,-0.137723,74.4555,0.040649,0.250061,299790,0.744555,0.040649,0.209412,4.15e-05,7.48607e-05,0.417629,0.0605933,0.547931,1091.29,0.744555,0.040649,0.209412,7.48607e-05,0.417629,1091.29,1,0.265396,0,1,20795.4,3.46657,0.0361259,301.461,1.7335,0.0225343,-0.108878,-0.00720199,0.000254309
4.13025,0.985489,0.0197457,6,95,0,-1.46162,73.545,0.041239,0.258238,299790,0.73545,0.041239,0.216999,4.15e-05,7.67258e-05,0.414685,0.0610653,0.548147,1091.71,0.73545,0.041239,0.216999,7.67258e-05,0.414685,1091.71,1,0.27546,0,1,21126.2,3.42165,0.035644,301.577,1.73878,0.0223057,0.00678854,-0.00191797,2.56636e-05
4.03424,0.991947,0.0197457,3,11,0,-3.98219,73.563,0.0412634,0.258544,299790,0.73563,0.0412634,0.217281,4.15e-05,7.66883e-05,0.414575,0.0610152,0.548125,1091.7,0.73563,0.0412634,0.217281,7.66883e-05,0.414575,1091.7,1,0.275839,0,1,21133.9,3.42002,0.0356347,301.513,1.73899,0.0223297,-0.0574105,-0.0017134,4.9744e-05
4.13108,0.97468,0.0197457,3,11,0,-3.74098,73.5587,0.0412494,0.258178,299790,0.735587,0.0412494,0.216929,4.15e-05,7.66973e-05,0.414707,0.0610364,0.548134,1091.69,0.735587,0.0412494,0.216929,7.66973e-05,0.414707,1091.69,1,0.275386,0,1,21122.8,3.42197,0.0356477,301.574,1.73875,0.0223196,0.00443022,-0.00195471,3.95832e-05
