# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb4_4_model
# start_datetime = 2023-07-26 13:00:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = Model3/Data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpxnpwqt8s/46tdhvv7.json
# random
#   seed = 35252
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/cmb/cmb4_4-20230726140045_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,c,h,Omega_b,Omega_c,wr,Omega_r,lambda,g1,g2,zstar,faketheta.1,faketheta.2,faketheta.3,faketheta.4,faketheta.5,faketheta.6,y1,dy1,y2,dy2,S.1.1,S.1.2,sol,la,R,wb,x.1,x.2,x.3
# Adaptation terminated
# Step size = 0.022501
# Diagonal elements of inverse mass matrix:
# 0.000140296, 2.496e-05, 9.42528e-05
2.94313,1,0.022501,2,3,0,-1.77386,72.4197,0.0421874,0.269535,299790,0.724197,0.0421874,0.227348,4.15e-05,7.91287e-05,0.410588,0.0614424,0.548316,1092.12,0.724197,0.0421874,0.227348,7.91287e-05,0.410588,1092.12,1,0.28952,0,1,21564.9,3.36265,0.0350139,301.711,1.74578,0.0221257,0.140923,0.0050789,-0.000154347
2.9232,0.809627,0.022501,5,39,0,-0.197493,72.3091,0.042541,0.271729,299790,0.723091,0.042541,0.229188,4.15e-05,7.93712e-05,0.409788,0.0611961,0.548206,1092.01,0.723091,0.042541,0.229188,7.93712e-05,0.409788,1092.01,1,0.292272,0,1,21635.7,3.35161,0.0349015,301.689,1.74712,0.022243,0.119006,0.00641538,-3.70256e-05
1.74608,0.922004,0.022501,2,7,0,-1.35184,72.3006,0.0421617,0.271728,299790,0.723006,0.0421617,0.229567,4.15e-05,7.93898e-05,0.409788,0.0616247,0.548397,1092.31,0.723006,0.0421617,0.229567,7.93898e-05,0.409788,1092.31,1,0.292271,0,1,21645.8,3.35162,0.0349239,301.497,1.74712,0.0220395,-0.0730205,0.0064202,-0.000240538
1.40208,0.965173,0.022501,2,3,0,-0.905409,72.2998,0.042562,0.271324,299790,0.722998,0.042562,0.228762,4.15e-05,7.93914e-05,0.409936,0.061185,0.548201,1091.98,0.722998,0.042562,0.228762,7.93914e-05,0.409936,1091.98,1,0.291764,0,1,21623.2,3.35362,0.0349119,301.78,1.74686,0.0222483,0.210119,0.00616205,-3.17307e-05
3.67106,0.987394,0.022501,6,107,0,0.0511465,73.1845,0.0416376,0.261876,299790,0.731845,0.0416376,0.220239,4.15e-05,7.74836e-05,0.41337,0.0610751,0.548152,1091.77,0.731845,0.0416376,0.220239,7.74836e-05,0.41337,1091.77,1,0.279969,0,1,21265.5,3.40227,0.0354325,301.659,1.74107,0.022301,0.0892914,0.000374452,2.09848e-05
3.64044,0.996755,0.022501,2,3,0,-3.5129,73.2072,0.0414284,0.261966,299790,0.732072,0.0414284,0.220538,4.15e-05,7.74356e-05,0.413337,0.0612805,0.548244,1091.92,0.732072,0.0414284,0.220538,7.74356e-05,0.413337,1091.92,1,0.28008,0,1,21271.5,3.40182,0.0354469,301.497,1.74114,0.0222027,-0.0725363,0.000441044,-7.73438e-05
