# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-26 21:05:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp8zh8u9ta/ilhn2vsg.json
# random
#   seed = 19381
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/bao/bao-20230726220534.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,lambda,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.167618
# Diagonal elements of inverse mass matrix:
# 21.9833, 0.0021833, 0.174675
-4.90175,0.285482,0.167618,3,7,0,12.1485,69.0736,0.395699,-0.633474,69.0736,0.395699,-0.633474,1286.72,1665.51,2024.75,2100.92,2405.14,3623.67,150,299790
-5.72031,0.896774,0.167618,2,3,0,5.77626,68.272,0.403185,-0.590843,68.272,0.403185,-0.590843,1302.96,1687.13,2051.53,2128.8,2437.35,3672.04,150,299790
-5.77216,0.669731,0.167618,3,7,0,6.99426,69.6244,0.400807,-0.647728,69.6244,0.400807,-0.647728,1282.22,1658.43,2014.79,2090.3,2391.73,3597.15,150,299790
-3.15856,1,0.167618,3,7,0,6.39537,73.9644,0.398933,-0.228148,73.9644,0.398933,-0.228148,1280.1,1667.09,2036.91,2115.61,2430.62,3696.99,150,299790
-1.76934,0.985231,0.167618,3,15,0,3.8199,71.7433,0.343185,-0.0906858,71.7433,0.343185,-0.0906858,1275.8,1671.25,2053.13,2134.87,2463.63,3806.18,150,299790
-4.05466,0.72555,0.167618,2,7,0,5.53713,70.0982,0.345095,0.0771549,70.0982,0.345095,0.0771549,1291.79,1691.95,2078.28,2160.95,2493.42,3850.36,150,299790
-1.81603,1,0.167618,2,5,0,4.90258,72.1053,0.333662,-0.151513,72.1053,0.333662,-0.151513,1265.72,1659.1,2039.53,2121.03,2449.08,3792.64,150,299790
-3.26056,0.915928,0.167618,5,31,0,4.22697,67.1789,0.358762,-0.614692,67.1789,0.358762,-0.614692,1288.13,1673.25,2040.85,2119.08,2432.46,3700.82,150,299790
-3.00459,0.678564,0.167618,4,15,0,5.41227,72.1681,0.318041,0.200581,72.1681,0.318041,0.200581,1254.07,1645.81,2025.65,2107.14,2435.63,3787.88,150,299790
-1.93916,0.994492,0.167618,3,15,0,3.3226,72.0596,0.353034,0.112518,72.0596,0.353034,0.112518,1277.99,1672.42,2052.59,2133.88,2460.54,3790.47,150,299790
-2.17377,0.996892,0.167618,2,7,0,2.50329,72.838,0.361684,0.212496,72.838,0.361684,0.212496,1272.51,1662.91,2038.35,2118.53,2440.43,3747.42,150,299790
-2.61264,0.972885,0.167618,3,15,0,3.11374,73.1535,0.376093,0.261252,73.1535,0.376093,0.261252,1274.72,1662.92,2035.15,2114.5,2432.7,3719.26,150,299790
-3.69169,0.997032,0.167618,4,15,0,4.50608,74.8954,0.418319,0.109363,74.8954,0.418319,0.109363,1284.57,1671.34,2040.16,2118.54,2431.94,3686.42,150,299790
-1.84304,0.777826,0.167618,4,23,0,5.16596,70.8895,0.332817,-0.105251,70.8895,0.332817,-0.105251,1277.09,1674.53,2059.04,2141.43,2473.13,3832.08,150,299790
-1.82714,0.983439,0.167618,3,15,0,2.09783,71.7144,0.316427,-0.0226653,71.7144,0.316427,-0.0226653,1261.01,1656.45,2040.35,2122.77,2455.12,3824.38,150,299790
-3.50623,0.850728,0.167618,3,15,0,5.4478,68.3526,0.332384,0.582065,68.3526,0.332384,0.582065,1266.2,1649.88,2018.15,2096.76,2412.5,3701.64,150,299790
-2.04811,1,0.167618,3,11,0,4.82219,70.0701,0.287608,0.0639966,70.0701,0.287608,0.0639966,1255.8,1654.41,2043.66,2127.51,2466.66,3879.01,150,299790
-2.15654,0.988449,0.167618,4,31,0,2.5346,64.9134,0.312706,0.636374,64.9134,0.312706,0.636374,1279.43,1667.97,2041.59,2121.45,2442.55,3760.88,150,299790
-1.82769,0.88812,0.167618,5,31,0,2.56378,67.5748,0.275969,0.262676,67.5748,0.275969,0.262676,1263.02,1663.84,2055.59,2140.04,2481.91,3911.77,150,299790
-3.55901,0.761834,0.167618,4,15,0,4.92691,68.5181,0.328661,-0.276421,68.5181,0.328661,-0.276421,1289.41,1689.25,2075.81,2158.62,2491.99,3859.02,150,299790
-3.20768,1,0.167618,3,15,0,5.87662,72.9027,0.387935,-0.0734357,72.9027,0.387935,-0.0734357,1288.91,1681.58,2057.87,2138.06,2459.41,3755.25,150,299790
-2.58631,0.987225,0.167618,2,7,0,3.86147,74.1927,0.364876,-0.0460297,74.1927,0.364876,-0.0460297,1266.94,1656.46,2031.21,2111.24,2432.59,3736.49,150,299790
-2.1877,0.991936,0.167618,4,15,0,3.54595,71.2581,0.356928,-0.257709,71.2581,0.356928,-0.257709,1281.66,1674.94,2053.29,2134.1,2458.66,3778.04,150,299790
-1.88868,0.8711,0.167618,2,7,0,3.29902,72.1658,0.336467,-0.178319,72.1658,0.336467,-0.178319,1265.92,1658.63,2038.15,2119.41,2446.44,3784.52,150,299790
-1.7963,0.987462,0.167618,5,31,0,2.06424,64.5067,0.266545,0.483275,64.5067,0.266545,0.483275,1267.45,1665.73,2054.11,2137.77,2476.33,3895.61,150,299790
-2.16388,0.8354,0.167618,4,17,0,2.67555,61.3941,0.243842,0.615796,61.3941,0.243842,0.615796,1263.38,1659.32,2045.73,2129.05,2466.66,3893.53,150,299790
-2.54673,0.841339,0.167618,3,15,0,2.98308,62.6011,0.238078,0.478629,62.6011,0.238078,0.478629,1261.73,1663.5,2057.88,2143.16,2489.52,3961.29,150,299790
-2.56869,0.659003,0.167618,2,7,0,3.86761,62.1197,0.254904,0.542355,62.1197,0.254904,0.542355,1274.91,1675.5,2066.46,2150.74,2492.06,3929.21,150,299790
-1.67556,0.551003,0.167618,3,15,0,3.38659,64.9826,0.275445,0.490581,64.9826,0.275445,0.490581,1269.17,1666.21,2052.55,2135.67,2471.67,3874.74,150,299790
-2.66643,0.92532,0.167618,5,31,0,4.29692,61.9281,0.282533,-0.653656,61.9281,0.282533,-0.653656,1285.37,1679.82,2061.09,2142.84,2472.46,3840.67,150,299790
-1.86421,0.650875,0.167618,4,15,0,3.95394,69.1277,0.285026,-0.205632,69.1277,0.285026,-0.205632,1258.41,1657.04,2046.16,2129.98,2468.99,3881.86,150,299790
-1.84751,0.999732,0.167618,4,15,0,2.04245,68.5718,0.282896,-0.126795,68.5718,0.282896,-0.126795,1264.57,1666.41,2059.1,2143.73,2486.18,3914.89,150,299790
-3.65884,0.648154,0.167618,1,3,0,4.13915,67.6558,0.292961,-0.0904586,67.6558,0.292961,-0.0904586,1281.11,1686.66,2082.2,2167.35,2511.52,3941.74,150,299790
-3.27813,0.990254,0.167618,4,23,0,5.31635,71.4883,0.364417,0.0777185,71.4883,0.364417,0.0777185,1289.71,1686.17,2067.61,2149.07,2476.15,3803.48,150,299790
-3.31603,0.930697,0.167618,3,7,0,5.64709,74.9564,0.407729,0.0756409,74.9564,0.407729,0.0756409,1280.19,1667.33,2037.14,2115.81,2430.6,3693.81,150,299790
-2.96296,0.946619,0.167618,4,15,0,4.34142,72.8996,0.389103,-0.309499,72.8996,0.389103,-0.309499,1280.37,1667.53,2037.75,2116.57,2432.21,3703.76,150,299790
-5.39756,0.760807,0.167618,3,7,0,7.96045,75.1261,0.399012,0.317504,75.1261,0.399012,0.317504,1265.5,1646.62,2010.45,2087.82,2397.48,3641.76,150,299790
-1.90978,1,0.167618,4,15,0,5.23997,67.992,0.27763,-0.299877,67.992,0.27763,-0.299877,1258.3,1656.61,2045.57,2129.39,2468.55,3885.85,150,299790
-2.59708,0.802344,0.167618,3,11,0,3.07699,69.8236,0.282491,-0.183493,69.8236,0.282491,-0.183493,1251.25,1648.35,2036.26,2119.85,2458.06,3869.17,150,299790
-2.12415,0.987816,0.167618,4,19,0,3.09108,70.9512,0.328984,0.330608,70.9512,0.328984,0.330608,1264.26,1655.21,2032.86,2113.72,2439.19,3773.29,150,299790
-3.97749,0.980858,0.167618,3,11,0,4.62962,74.3968,0.397742,-0.298527,74.3968,0.397742,-0.298527,1272.2,1655.86,2022.28,2100.23,2412.22,3666.41,150,299790
-1.94222,0.989919,0.167618,4,15,0,4.88362,70.8642,0.313529,-0.241528,70.8642,0.313529,-0.241528,1260.71,1654.69,2036.87,2118.89,2449.62,3813.06,150,299790
-2.57209,0.975098,0.167618,4,15,0,2.70276,73.7903,0.350469,0.0532296,73.7903,0.350469,0.0532296,1262.74,1653.16,2029.74,2110.28,2434.05,3753.31,150,299790
-3.01846,0.943926,0.167618,4,23,0,3.73743,67.6652,0.300378,0.232119,67.6652,0.300378,0.232119,1281.43,1684.28,2076.13,2160.36,2500.47,3909.36,150,299790
-2.37976,0.947082,0.167618,4,19,0,3.94461,72.7933,0.340058,-0.182983,72.7933,0.340058,-0.182983,1262.39,1653.39,2030.98,2111.8,2436.93,3765.72,150,299790
-1.97176,0.934332,0.167618,4,31,0,3.04493,67.4842,0.299729,-0.337651,67.4842,0.299729,-0.337651,1276.42,1675.82,2063.79,2147.13,2483.54,3876.75,150,299790
-4.26437,0.760536,0.167618,2,7,0,4.75664,67.1642,0.302735,-0.239386,67.1642,0.302735,-0.239386,1287.39,1691.59,2084.53,2168.98,2509.83,3920.54,150,299790
-4.21156,1,0.167618,2,7,0,5.47647,68.9633,0.312536,-0.520933,68.9633,0.312536,-0.520933,1255.24,1640.82,2012.92,2092.59,2413.34,3733.11,150,299790
