# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-26 21:05:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp8zh8u9ta/ilhn2vsg.json
# random
#   seed = 19381
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/bao/bao-20230726220534.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,lambda,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
-4.10066,0.997708,0.197124,4,15,0,5.66098,65.7696,0.228736,-0.0252462,65.7696,0.228736,-0.0252462,1246.24,1652.85,2055.47,2142.92,2499.24,4024.51,150,299790
-5.11603,0.996479,0.197124,4,15,0,6.41631,69.635,0.407943,-0.606698,69.635,0.407943,-0.606698,1290.55,1669.84,2029.19,2105.33,2409.27,3623.71,150,299790
-4.417,0.995913,0.197124,2,3,0,5.57253,69.9993,0.402006,-0.540927,69.9993,0.402006,-0.540927,1292.19,1675.08,2038.83,2116.01,2424.4,3659.88,150,299790
-3.8303,0.973978,0.197124,2,3,0,4.48853,70.3199,0.391729,-0.523688,70.3199,0.391729,-0.523688,1286.38,1669.54,2034.27,2111.74,2421.58,3666.38,150,299790
-2.0048,0.805907,0.197124,4,19,0,5.79799,61.7835,0.254442,0.60307,61.7835,0.254442,0.60307,1270.57,1667.43,2054.01,2137.27,2474.24,3891.71,150,299790
-1.80467,0.795882,0.197124,4,31,0,3.1284,72.2087,0.338757,0.156886,72.2087,0.338757,0.156886,1267.58,1660.67,2040.45,2121.76,2448.91,3786.56,150,299790
-2.44671,0.922752,0.197124,2,3,0,2.81213,71.7283,0.359845,0.132789,71.7283,0.359845,0.132789,1284.02,1679.08,2059.37,2140.62,2466.94,3792.79,150,299790
-2.96186,0.931125,0.197124,2,7,0,4.08738,73.1974,0.33028,0.0937438,73.1974,0.33028,0.0937438,1255.84,1647.13,2025.92,2107.1,2434.03,3774.59,150,299790
-2.03048,0.976497,0.197124,2,7,0,3.33911,70.7831,0.33535,0.112592,70.7831,0.33535,0.112592,1279.36,1677.03,2061.58,2143.95,2475.5,3832.74,150,299790
-1.65029,0.957782,0.197124,4,15,0,3.1988,67.2255,0.288954,-0.42696,67.2255,0.288954,-0.42696,1264.16,1659.28,2043.28,2125.81,2459.13,3844.35,150,299790
-1.68353,0.994911,0.197124,4,31,0,2.40808,64.9203,0.288885,-0.543035,64.9203,0.288885,-0.543035,1274.25,1668.75,2050.99,2133.03,2464.04,3837.65,150,299790
-1.73421,0.943883,0.197124,3,7,0,1.84995,64.8807,0.293439,-0.584488,64.8807,0.293439,-0.584488,1273.06,1664.86,2043.66,2124.87,2452.23,3807.27,150,299790
-4.1129,0.953647,0.197124,4,31,0,5.34202,59.0161,0.205826,-0.528997,59.0161,0.205826,-0.528997,1259.56,1664.96,2065.47,2152.45,2507.03,4039.77,150,299790
-4.30845,0.918067,0.197124,1,1,0,4.48404,58.8545,0.205033,-0.525029,58.8545,0.205033,-0.525029,1260.8,1666.91,2068.26,2155.43,2510.89,4048.22,150,299790
-3.76768,0.375719,0.197124,3,11,0,6.09518,62.2068,0.219315,-0.470686,62.2068,0.219315,-0.470686,1247.87,1649.03,2044.68,2130.49,2479.88,3979.74,150,299790
-2.28517,0.668296,0.197124,3,15,0,3.89604,63.4341,0.247247,-0.462432,63.4341,0.247247,-0.462432,1263.52,1664.72,2057.85,2142.77,2487.3,3944.99,150,299790
-1.82589,0.850408,0.197124,4,23,0,3.6504,66.9968,0.317202,-0.532201,66.9968,0.317202,-0.532201,1275.06,1665.6,2042.03,2122.58,2446.67,3777.8,150,299790
-2.61117,0.180886,0.197124,4,15,0,6.31314,63.9225,0.314072,-0.704806,63.9225,0.314072,-0.704806,1280.5,1666.09,2035.83,2114.75,2431.76,3730.26,150,299790
-3.31504,0.75094,0.197124,3,7,0,4.03926,63.7334,0.312585,-0.745841,63.7334,0.312585,-0.745841,1275.2,1657.43,2023.43,2101.49,2414.92,3697.72,150,299790
-2.48436,0.701994,0.197124,4,31,0,5.15323,69.4437,0.290864,0.312227,69.4437,0.290864,0.312227,1254.09,1648.54,2032.56,2115.17,2448.93,3836.1,150,299790
-1.66878,0.970652,0.197124,3,13,0,2.91593,69.5557,0.294649,-0.0533619,69.5557,0.294649,-0.0533619,1265.46,1665.95,2056.45,2140.5,2480.19,3890.9,150,299790
-1.58369,0.963064,0.197124,4,19,0,2.17667,67.6693,0.301384,-0.437632,67.6693,0.301384,-0.437632,1267.81,1661.69,2043.41,2125.33,2455.7,3821.96,150,299790
-4.11004,0.49878,0.197124,2,3,0,4.86951,66.3957,0.29432,-0.291446,66.3957,0.29432,-0.291446,1285.94,1690.22,2083.66,2168.26,2510.02,3928.66,150,299790
-1.85737,0.88361,0.197124,2,3,0,3.9561,68.001,0.292318,-0.406973,68.001,0.292318,-0.406973,1261.14,1655.31,2038.27,2120.57,2452.85,3832.19,150,299790
-1.66237,0.917891,0.197124,2,7,0,2.58773,67.2844,0.281911,-0.335326,67.2844,0.281911,-0.335326,1265.68,1664.83,2054.02,2137.81,2476.67,3889.92,150,299790
-2.32853,0.978893,0.197124,4,23,0,4.23584,69.3206,0.351745,-0.47841,69.3206,0.351745,-0.47841,1279.69,1668.05,2040.57,2120.04,2438.97,3735.33,150,299790
-2.44901,0.828946,0.197124,5,31,0,3.6115,65.1114,0.28754,0.458124,65.1114,0.28754,0.458124,1280.3,1679.78,2067.84,2151.23,2487.99,3887.86,150,299790
-2.33713,0.987607,0.197124,3,11,0,2.76175,66.706,0.278312,0.472326,66.706,0.278312,0.472326,1256.9,1650.2,2032.86,2115.17,2447.87,3835.79,150,299790
-1.85971,0.895255,0.197124,3,15,0,3.70933,71.047,0.33502,0.0863401,71.047,0.33502,0.0863401,1277.35,1674.62,2058.86,2141.17,2472.49,3828.99,150,299790
-2.93212,0.992184,0.197124,4,23,0,3.35827,66.8973,0.266738,0.0694979,66.8973,0.266738,0.0694979,1268.77,1675.26,2074.03,2160.17,2509.39,3976.55,150,299790
-2.81614,0.692506,0.197124,3,7,0,6.2062,64.1523,0.319033,0.652691,64.1523,0.319033,0.652691,1288.84,1678.56,2052.65,2132.53,2453.48,3767.76,150,299790
-4.01181,0.41653,0.197124,3,7,0,4.40853,63.1359,0.319525,0.671802,63.1359,0.319525,0.671802,1296.69,1687.85,2063.04,2143.12,2464.79,3781.14,150,299790
-1.61729,0.733085,0.197124,4,31,0,3.87055,69.3602,0.294875,0.212929,69.3602,0.294875,0.212929,1263,1661.27,2049.2,2132.65,2469.83,3869.58,150,299790
-3.00565,0.871188,0.197124,4,31,0,3.27754,65.9221,0.265272,0.237764,65.9221,0.265272,0.237764,1271.37,1677.2,2074.93,2160.8,2508.9,3971.74,150,299790
-3.4724,0.849094,0.197124,4,15,0,6.27131,69.8134,0.377503,0.541739,69.8134,0.377503,0.541739,1282.12,1665.41,2030.92,2108.65,2419.77,3674.06,150,299790
-3.22007,0.737914,0.197124,4,15,0,5.8694,65.0989,0.236422,-0.248324,65.0989,0.236422,-0.248324,1253.5,1658.84,2058.75,2145.45,2498.14,4001,150,299790
-2.91365,0.984972,0.197124,2,3,0,3.27074,65.2508,0.24183,-0.268003,65.2508,0.24183,-0.268003,1255.99,1660.75,2059.44,2145.8,2496.81,3988.24,150,299790
-2.44463,0.932121,0.197124,3,7,0,3.21333,65.564,0.251673,-0.374234,65.564,0.251673,-0.374234,1254.64,1654.76,2047.24,2132.06,2476.18,3930.33,150,299790
-2.10116,1,0.197124,3,7,0,2.54878,65.542,0.260658,-0.429951,65.542,0.260658,-0.429951,1257.79,1655.75,2044.83,2128.76,2468.78,3898.88,150,299790
-1.86268,0.710871,0.197124,3,15,0,3.98872,68.3474,0.277872,-0.184481,68.3474,0.277872,-0.184481,1261.02,1662.02,2054.14,2138.69,2480.95,3911.7,150,299790
-2.06478,0.959528,0.197124,4,19,0,2.32209,68.0347,0.279666,-0.13229,68.0347,0.279666,-0.13229,1266.93,1670.05,2064.25,2149.24,2493.27,3930.48,150,299790
-2.28876,0.941997,0.197124,2,3,0,2.65452,67.7177,0.278527,-0.132552,67.7177,0.278527,-0.132552,1268.99,1672.97,2068.1,2153.3,2498.25,3939.95,150,299790
-2.4294,0.820654,0.197124,2,7,0,4.38091,68.2842,0.263646,0.0218676,68.2842,0.263646,0.0218676,1253.98,1656.45,2051.59,2136.99,2483.34,3940.49,150,299790
-1.92814,0.998502,0.197124,4,15,0,2.95805,72.1109,0.345469,-0.229288,72.1109,0.345469,-0.229288,1269.36,1661.07,2038.8,2119.59,2444.4,3769.45,150,299790
-2.42269,0.934573,0.197124,3,15,0,4.15046,73.9681,0.375999,-0.080756,73.9681,0.375999,-0.080756,1273.93,1663.77,2038.08,2117.94,2438.25,3733.95,150,299790
-1.51399,0.999647,0.197124,5,31,0,2.76694,68.2497,0.300036,0.363599,68.2497,0.300036,0.363599,1267.67,1663.68,2048.16,2130.74,2463.98,3843.69,150,299790
-2.14128,0.969878,0.197124,4,31,0,2.67236,65.6102,0.257155,0.36323,65.6102,0.257155,0.36323,1259.73,1660.75,2053.71,2138.57,2482.67,3933.11,150,299790
-2.24851,0.513667,0.197124,5,31,0,3.8375,65.0347,0.258317,0.473013,65.0347,0.258317,0.473013,1256.61,1653.27,2040.88,2124.47,2463.11,3888.23,150,299790
-1.9236,1,0.197124,2,7,0,2.66397,64.981,0.279729,0.471122,64.981,0.279729,0.471122,1274.44,1673.02,2060.72,2144.1,2481.07,3886.02,150,299790
-1.71574,0.823829,0.197124,4,21,0,3.11774,70.378,0.318418,0.0660641,70.378,0.318418,0.0660641,1273.61,1672.55,2059.65,2142.74,2477.7,3856.73,150,299790
-1.60371,0.980247,0.197124,4,19,0,2.07203,69.8557,0.316675,-0.216061,69.8557,0.316675,-0.216061,1272.84,1670.47,2056.05,2138.79,2472.31,3845.86,150,299790
-1.7993,0.995428,0.197124,5,31,0,2.247,72.1335,0.34857,0.0920392,72.1335,0.34857,0.0920392,1275.35,1669.79,2050.33,2131.73,2458.99,3793.22,150,299790
-2.40446,0.944844,0.197124,2,3,0,2.45197,73.3826,0.345906,0.100775,73.3826,0.345906,0.100775,1262.98,1653.96,2031.33,2112.07,2436.76,3761.57,150,299790
-1.70654,0.918314,0.197124,3,15,0,3.686,71.387,0.3406,0.197242,71.387,0.3406,0.197242,1274.35,1668.79,2049.62,2131.13,2458.98,3798.63,150,299790
-2.32185,0.99371,0.197124,3,7,0,2.56865,72.3501,0.370246,0.264556,72.3501,0.370246,0.264556,1278.6,1668.8,2043.29,2123.18,2443.64,3741.39,150,299790
-3.44136,0.912347,0.197124,3,7,0,3.78937,72.4725,0.375821,0.398751,72.4725,0.375821,0.398751,1271.34,1655.78,2023.66,2102.02,2416.03,3684.67,150,299790
-2.01523,0.484849,0.197124,2,7,0,7.40969,72.3716,0.359773,-0.15876,72.3716,0.359773,-0.15876,1277.57,1670.43,2048.54,2129.32,2453.72,3771.78,150,299790
-7.20758,0.984945,0.197124,4,23,0,7.27247,75.0186,0.477034,0.19228,75.0186,0.477034,0.19228,1303.12,1686.83,2049.54,2126.25,2431.79,3639.91,150,299790
-2.35846,0.6533,0.197124,4,31,0,7.83209,70.4854,0.333874,-0.403327,70.4854,0.333874,-0.403327,1265.83,1654.8,2029.71,2109.9,2432.37,3751.41,150,299790
-2.23295,0.828095,0.197124,4,15,0,4.01578,68.0041,0.340366,0.526557,68.0041,0.340366,0.526557,1280.4,1669.16,2042.36,2122.02,2441.9,3745.85,150,299790
-2.11307,0.722529,0.197124,2,3,0,2.87748,68.0752,0.3354,0.474461,68.0752,0.3354,0.474461,1282.19,1673.94,2050.84,2131.38,2455.08,3777.56,150,299790
-1.54449,1,0.197124,3,7,0,2.11444,67.9742,0.306347,0.420752,67.9742,0.306347,0.420752,1269.84,1664,2045.77,2127.66,2457.81,3820.88,150,299790
-1.74612,0.850069,0.197124,3,15,0,2.96389,71.0024,0.307286,-0.0821928,71.0024,0.307286,-0.0821928,1260.74,1657.44,2043.2,2126.1,2460.7,3843.64,150,299790
-3.62754,0.524915,0.197124,4,15,0,5.17273,65.1127,0.317003,0.534514,65.1127,0.317003,0.534514,1292.73,1688.63,2070.22,2151.87,2480.4,3829.8,150,299790
-2.3059,0.978641,0.197124,5,31,0,4.86275,68.1917,0.331019,-0.411375,68.1917,0.331019,-0.411375,1284.26,1679.13,2059.87,2141.32,2468.95,3810.25,150,299790
-3.11215,0.990286,0.197124,4,15,0,5.49077,74.5683,0.403143,-0.0346556,74.5683,0.403143,-0.0346556,1281.93,1670.37,2041.75,2120.78,2437.15,3708.14,150,299790
-3.921,0.83332,0.197124,1,3,0,5.10761,75.9135,0.399186,-0.0229609,75.9135,0.399186,-0.0229609,1269.01,1654.13,2022.56,2100.99,2415.06,3678,150,299790
-3.36074,0.94278,0.197124,2,3,0,4.9302,75.1289,0.405025,-0.0978984,75.1289,0.405025,-0.0978984,1277.19,1663.68,2033.02,2111.59,2426.09,3688.91,150,299790
-2.90856,0.887555,0.197124,4,23,0,6.48836,71.8389,0.31248,-0.197879,71.8389,0.31248,-0.197879,1253.53,1646.05,2027.06,2108.86,2438.78,3799.54,150,299790
-2.78725,0.997214,0.197124,3,7,0,3.09807,70.5322,0.338891,-0.0227891,70.5322,0.338891,-0.0227891,1284.9,1684.1,2069.99,2152.62,2485.16,3844.98,150,299790
-1.87271,0.953291,0.197124,2,7,0,4.69941,71.0399,0.342979,0.210974,71.0399,0.342979,0.210974,1278.19,1673.26,2054.49,2136.06,2464.07,3803.31,150,299790
-3.53357,0.917119,0.197124,4,23,0,5.41082,68.287,0.342777,0.601829,68.287,0.342777,0.601829,1270.49,1653.16,2019.57,2097.68,2411.05,3685.81,150,299790
-1.74714,1,0.197124,4,15,0,3.90351,71.9222,0.343351,0.0198482,71.9222,0.343351,0.0198482,1275.12,1670.58,2052.53,2134.28,2463.13,3806.04,150,299790
-2.41959,0.950686,0.197124,3,11,0,2.68276,73.6834,0.350005,0.0145522,73.6834,0.350005,0.0145522,1263.66,1654.51,2031.56,2112.21,2436.43,3757.74,150,299790
-1.91304,0.983527,0.197124,3,7,0,2.87421,71.5809,0.339201,-0.273375,71.5809,0.339201,-0.273375,1268.21,1659.85,2037.76,2118.62,2443.85,3772.99,150,299790
-1.83488,0.989416,0.197124,3,7,0,2.0844,71.5748,0.346056,-0.261794,71.5748,0.346056,-0.261794,1272.74,1664.9,2042.89,2123.72,2448.62,3773.66,150,299790
-1.59286,0.992259,0.197124,4,15,0,1.97987,69.2504,0.296189,-0.241205,69.2504,0.296189,-0.241205,1263.57,1661.38,2048.63,2131.91,2468.31,3864.01,150,299790
-1.99758,0.965123,0.197124,3,15,0,3.33661,69.0818,0.277774,0.0259257,69.0818,0.277774,0.0259257,1257.75,1658.85,2051.39,2136.06,2478.92,3912.49,150,299790
-2.15571,0.989689,0.197124,2,3,0,2.17364,69.2183,0.275899,0.014028,69.2183,0.275899,0.014028,1255.16,1655.79,2048.04,2132.67,2475.42,3909.73,150,299790
-1.74671,0.977021,0.197124,4,23,0,2.53483,68.0115,0.32064,-0.434028,68.0115,0.32064,-0.434028,1277.57,1671.43,2051.74,2133.18,2461,3807.5,150,299790
-2.66633,0.824879,0.197124,5,31,0,4.07324,67.1385,0.265887,-0.0528087,67.1385,0.265887,-0.0528087,1266.05,1671.9,2070.13,2156.17,2505.01,3971.16,150,299790
-1.90955,0.979978,0.197124,4,31,0,3.15082,69.9307,0.31728,0.115294,69.9307,0.31728,0.115294,1275.98,1675.57,2063.31,2146.53,2482.07,3863.95,150,299790
-2.587,0.903391,0.197124,4,19,0,3.2478,66.5875,0.282598,0.28988,66.5875,0.282598,0.28988,1275.68,1678.81,2072.11,2156.82,2499.39,3928.1,150,299790
-3.98694,0.773739,0.197124,3,11,0,5.69506,71.8577,0.302899,0.199643,71.8577,0.302899,0.199643,1247.1,1639.18,2020.5,2102.45,2433.31,3802.74,150,299790
