# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-26 21:05:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp8zh8u9ta/ilhn2vsg.json
# random
#   seed = 19381
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/bao/bao-20230726220534.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,lambda,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
-1.97633,0.998393,0.116933,5,63,0,2.78484,64.327,0.265883,-0.468092,64.327,0.265883,-0.468092,1270.17,1669.92,2059.94,2143.98,2484.13,3910.79,150,299790
-2.12782,0.850251,0.116933,2,3,0,3.07023,65.0753,0.263469,-0.495172,65.0753,0.263469,-0.495172,1258.26,1653.8,2039.64,2122.77,2459.27,3871.66,150,299790
-3.41337,0.756326,0.116933,4,31,0,4.49241,66.7919,0.292877,-0.567197,66.7919,0.292877,-0.567197,1256.62,1644.11,2018.99,2099.39,2423.54,3766.06,150,299790
-3.00813,0.996828,0.116933,4,19,0,3.85907,70.1031,0.292355,-0.285916,70.1031,0.292355,-0.285916,1250.91,1644.62,2027.95,2110.41,2443.56,3827.57,150,299790
-3.88369,0.927508,0.116933,4,23,0,5.47928,71.0543,0.335031,0.437626,71.0543,0.335031,0.437626,1258.58,1644.23,2015.6,2095,2414.17,3718.86,150,299790
-3.64621,1,0.116933,3,7,0,3.9506,69.5364,0.343211,0.231303,69.5364,0.343211,0.231303,1290.94,1689.64,2074.26,2156.54,2487.41,3838.14,150,299790
-2.62879,0.992098,0.116933,4,31,0,4.63761,71.1262,0.367712,-0.305145,71.1262,0.367712,-0.305145,1285.75,1677.8,2054.04,2134.29,2456.26,3760.8,150,299790
-3.68754,0.980267,0.116933,5,31,0,5.66256,65.4231,0.235926,0.0446407,65.4231,0.235926,0.0446407,1256.21,1664.62,2068.25,2155.83,2512.3,4032.33,150,299790
-1.72381,0.980205,0.116933,3,15,0,4.34742,68.4764,0.292444,0.220429,68.4764,0.292444,0.220429,1268.96,1669.43,2059.67,2143.64,2482.99,3893.06,150,299790
-2.24329,0.767468,0.116933,4,19,0,6.01944,62.1041,0.272336,-0.623168,62.1041,0.272336,-0.623168,1279.68,1675.44,2059.19,2141.62,2474.49,3863,150,299790
-3.68336,0.63488,0.116933,4,23,0,5.93044,51.9704,0.19862,-0.900005,51.9704,0.19862,-0.900005,1273.29,1664.44,2044.69,2126.61,2458.6,3877.71,150,299790
-3.27288,0.945631,0.116933,4,15,0,5.33652,53.7969,0.215047,-0.870607,53.7969,0.215047,-0.870607,1276.48,1667.7,2047.31,2128.98,2459.52,3862.4,150,299790
-2.80713,0.918688,0.116933,3,15,0,3.74171,56.8353,0.217014,-0.74426,56.8353,0.217014,-0.74426,1266.14,1661.42,2047.45,2130.77,2468.85,3911.71,150,299790
-1.73152,0.708549,0.116933,5,39,0,3.8856,67.9952,0.321789,-0.452874,67.9952,0.321789,-0.452874,1276.72,1669.59,2048.7,2129.85,2456.47,3797.18,150,299790
-1.82444,0.958987,0.116933,3,11,0,2.22185,68.259,0.319477,-0.386713,68.259,0.319477,-0.386713,1278.56,1674.17,2056.63,2138.58,2468.58,3825.14,150,299790
-2.14331,0.95487,0.116933,4,31,0,2.85662,68.0846,0.286612,-0.392962,68.0846,0.286612,-0.392962,1257.45,1651.8,2035.5,2118.03,2451.47,3838.89,150,299790
-2.61379,0.973116,0.116933,5,39,0,3.98771,74.1002,0.359965,-0.0507218,74.1002,0.359965,-0.0507218,1265.16,1654.86,2030.12,2110.3,2432.36,3741,150,299790
-1.82772,0.998641,0.116933,3,11,0,2.82996,72.7231,0.351644,-0.043483,72.7231,0.351644,-0.043483,1272.57,1665.88,2045.16,2126.27,2452.31,3780.33,150,299790
-1.95426,0.999122,0.116933,4,15,0,2.04253,73.0453,0.359104,-0.0302258,73.0453,0.359104,-0.0302258,1273.85,1666.42,2044.5,2125.29,2449.84,3768.92,150,299790
-1.57325,0.946527,0.116933,4,31,0,3.41296,68.8705,0.294502,0.247165,68.8705,0.294502,0.247165,1265.53,1664.15,2052.29,2135.78,2473.08,3873.36,150,299790
-1.58948,0.94686,0.116933,3,7,0,2.09672,68.7222,0.292286,0.261518,68.7222,0.292286,0.261518,1264.57,1663.03,2051.12,2134.62,2471.99,3873.75,150,299790
-3.01076,0.986798,0.116933,5,31,0,3.28794,74.8953,0.394508,0.0444055,74.8953,0.394508,0.0444055,1275.24,1662.89,2034,2113.03,2429.62,3704.18,150,299790
-2.42128,0.96151,0.116933,4,23,0,4.72048,71.5808,0.320235,-0.246393,71.5808,0.320235,-0.246393,1258.41,1650.5,2030.32,2111.77,2439.98,3789.85,150,299790
-2.69631,0.726169,0.116933,3,7,0,7.25704,71.5402,0.306874,-0.171293,71.5402,0.306874,-0.171293,1253.5,1647.26,2030,2112.23,2444.1,3815.77,150,299790
-2.10588,0.997333,0.116933,3,7,0,2.90991,72.0543,0.327589,-0.183399,72.0543,0.327589,-0.183399,1261.51,1654.22,2034.35,2115.83,2443.97,3790.46,150,299790
-2.80177,0.956553,0.116933,2,3,0,2.99622,72.2456,0.325659,-0.22576,72.2456,0.325659,-0.22576,1256.95,1648.02,2026.54,2107.67,2434.45,3776.04,150,299790
-3.69394,0.894066,0.116933,4,27,0,5.82038,64.6118,0.283976,0.42945,64.6118,0.283976,0.42945,1285.19,1687.68,2079.21,2163.42,2503.66,3920.42,150,299790
-2.87635,0.954134,0.116933,4,31,0,5.77542,67.4265,0.276451,0.016099,67.4265,0.276451,0.016099,1271.91,1677.78,2075.11,2160.84,2507.99,3960.35,150,299790
-2.89344,0.99946,0.116933,2,7,0,3.63976,67.1545,0.270354,0.0111065,67.1545,0.270354,0.0111065,1269.73,1676.02,2074.32,2160.31,2508.83,3970.74,150,299790
-2.16623,0.974566,0.116933,5,31,0,5.09248,72.5877,0.365276,-0.223545,72.5877,0.365276,-0.223545,1276.03,1666.82,2042.36,2122.52,2444.27,3749.26,150,299790
-1.95147,0.988529,0.116933,5,31,0,3.11013,71.976,0.355121,0.18958,71.976,0.355121,0.18958,1277.47,1670.69,2049.37,2130.29,2455.41,3778.04,150,299790
-2.08992,0.995759,0.116933,2,7,0,2.16722,71.9074,0.359499,0.211893,71.9074,0.359499,0.211893,1279.48,1672.36,2050.35,2131.08,2455.29,3772.46,150,299790
-1.98368,0.993783,0.116933,5,31,0,3.15288,69.312,0.34152,-0.43658,69.312,0.34152,-0.43658,1277.94,1668.54,2044.24,2124.51,2447.02,3762.61,150,299790
-1.74188,0.971486,0.116933,5,39,0,3.92926,68.8611,0.320581,0.342425,68.8611,0.320581,0.342425,1277.05,1673.06,2056.13,2138.23,2468.89,3828.02,150,299790
-1.66559,0.902188,0.116933,4,31,0,3.34733,65.2703,0.291991,0.532683,65.2703,0.291991,0.532683,1274.29,1668.66,2050.65,2132.62,2463.26,3833.92,150,299790
-2.47149,0.900535,0.116933,3,11,0,3.16173,63.7907,0.253007,0.42827,63.7907,0.253007,0.42827,1268.31,1671.03,2065.47,2150.65,2496.04,3953.92,150,299790
-2.53363,0.999774,0.116933,3,7,0,2.76432,64.8562,0.246335,0.397422,64.8562,0.246335,0.397422,1254.8,1655.34,2048.52,2133.53,2478.63,3940.35,150,299790
-2.07576,0.988537,0.116933,4,15,0,2.87127,63.6396,0.295221,0.627612,63.6396,0.295221,0.627612,1281.05,1673.24,2051.73,2132.8,2459.38,3809.05,150,299790
-1.99505,0.979546,0.116933,2,3,0,2.23698,63.5982,0.294243,0.638063,63.5982,0.294243,0.638063,1279.37,1670.76,2048.41,2129.29,2455.11,3801.81,150,299790
-5.44986,0.398143,0.116933,2,3,0,5.84064,63.183,0.301291,0.561265,63.183,0.301291,0.561265,1298.24,1697.39,2082.99,2165.6,2498.46,3872.78,150,299790
-4.00754,0.679278,0.116933,2,3,0,7.56395,63.4322,0.31237,0.77621,63.4322,0.31237,0.77621,1273.24,1653.37,2016.88,2094.36,2405.31,3676.62,150,299790
-2.90448,0.998575,0.116933,5,31,0,4.48903,70.4005,0.282054,0.0684739,70.4005,0.282054,0.0684739,1248.82,1646.18,2034.66,2118.41,2457.33,3871.94,150,299790
-1.76623,0.985252,0.116933,4,23,0,3.40216,68.0845,0.282664,0.31252,68.0845,0.282664,0.31252,1260.41,1658.26,2046.26,2129.8,2467.67,3876.52,150,299790
-1.9929,0.9905,0.116933,5,47,0,2.25538,73.1619,0.348873,0.00213616,73.1619,0.348873,0.00213616,1267.5,1659.73,2038.18,2119.14,2444.64,3771.6,150,299790
-1.92177,0.982266,0.116933,5,43,0,2.93277,64.8191,0.280764,0.577347,64.8191,0.280764,0.577347,1265.18,1656.91,2036.71,2118.26,2447.47,3817.26,150,299790
-2.86888,0.716162,0.116933,1,1,0,2.90325,65.0127,0.278737,0.603637,65.0127,0.278737,0.603637,1258.56,1647.53,2024.47,2105.4,2432.06,3791.62,150,299790
-3.01321,0.995912,0.116933,4,23,0,3.42634,65.7759,0.311773,0.484658,65.7759,0.311773,0.484658,1288.17,1685.2,2068.77,2150.94,2481.88,3844.6,150,299790
-2.7964,0.992061,0.116933,5,31,0,4.55438,71.7481,0.377529,-0.386,71.7481,0.377529,-0.386,1279.5,1666.47,2036.75,2115.61,2431.64,3707.95,150,299790
-2.09175,0.957377,0.116933,5,31,0,4.11088,69.4068,0.346046,0.43901,69.4068,0.346046,0.43901,1279.43,1669.72,2044.8,2124.9,2446.58,3756.95,150,299790
-2.44947,0.997967,0.116933,5,31,0,2.77581,70.7618,0.365467,0.387991,70.7618,0.365467,0.387991,1282,1671.46,2044.86,2124.49,2443.84,3737.88,150,299790
-2.60754,0.985275,0.116933,5,31,0,3.59149,72.3348,0.369469,0.3351,72.3348,0.369469,0.3351,1274.07,1661.7,2033.43,2112.7,2430.6,3717.83,150,299790
-4.45948,0.886317,0.116933,5,31,0,5.67111,73.4886,0.407698,-0.403501,73.4886,0.407698,-0.403501,1276.97,1658.48,2021.68,2098.82,2407.2,3642.97,150,299790
-2.26593,0.999762,0.116933,4,31,0,5.60002,71.242,0.300325,-0.00112913,71.242,0.300325,-0.00112913,1254.74,1650.95,2036.85,2119.86,2455.13,3844.5,150,299790
-3.47883,0.923661,0.116933,2,3,0,3.8976,71.5786,0.293123,-0.0104026,71.5786,0.293123,-0.0104026,1246.93,1641.9,2027.18,2110.12,2445.4,3838.65,150,299790
-2.88807,0.992712,0.116933,3,15,0,4.23867,70.1983,0.339602,0.149324,70.1983,0.339602,0.149324,1286.07,1684.84,2070.05,2152.52,2484.31,3840.61,150,299790
-4.47706,0.948815,0.116933,3,15,0,5.1965,74.4455,0.337785,-0.00322498,74.4455,0.337785,-0.00322498,1250.57,1639.31,2015.15,2095.65,2419.6,3744.81,150,299790
-3.62563,1,0.116933,2,3,0,4.72269,74.099,0.339949,-0.0420044,74.099,0.339949,-0.0420044,1254.49,1644.05,2020.52,2101.12,2425.47,3751.36,150,299790
-2.18721,0.988593,0.116933,3,15,0,4.47326,73.0531,0.337922,-0.0194111,73.0531,0.337922,-0.0194111,1262.31,1654.66,2033.98,2115.22,2442.16,3779.54,150,299790
-2.40499,0.989997,0.116933,3,11,0,4.19423,73.3407,0.378049,-0.101074,73.3407,0.378049,-0.101074,1279.91,1671.17,2046.68,2126.77,2447.97,3746.53,150,299790
-1.99327,0.994968,0.116933,5,63,0,2.78228,64.6261,0.261521,0.436539,64.6261,0.261521,0.436539,1266.67,1667.08,2058.43,2142.83,2484.71,3921.98,150,299790
-1.97007,0.931416,0.116933,5,31,0,2.51031,63.5891,0.288104,0.605891,63.5891,0.288104,0.605891,1279.17,1672.85,2053.61,2135.27,2464.52,3829.63,150,299790
-1.76466,0.99893,0.116933,4,31,0,2.61381,68.1056,0.314481,0.469812,68.1056,0.314481,0.469812,1269.46,1660.75,2038.72,2119.68,2445.69,3787.09,150,299790
-2.00996,0.838106,0.116933,4,29,0,5.5957,66.659,0.306309,0.444405,66.659,0.306309,0.444405,1279.98,1676.61,2060.58,2142.92,2474.84,3844.91,150,299790
-2.55753,0.996447,0.116933,4,31,0,3.00663,63.4561,0.291607,0.700086,63.4561,0.291607,0.700086,1270.21,1656.4,2028.36,2107.95,2428.39,3751.98,150,299790
-3.35189,0.967375,0.116933,2,7,0,4.15857,61.9273,0.304481,0.716481,61.9273,0.304481,0.716481,1292.36,1682.45,2056.98,2136.99,2458.6,3779.98,150,299790
-2.64314,0.963083,0.116933,2,7,0,5.43441,62.619,0.296087,0.665377,62.619,0.296087,0.665377,1286.78,1678.92,2056.78,2137.65,2463.25,3807.17,150,299790
-2.92987,0.985911,0.116933,4,23,0,7.14044,71.1223,0.341907,-0.409978,71.1223,0.341907,-0.409978,1264.29,1651.38,2023.87,2103.47,2423.33,3728.31,150,299790
-2.84168,0.890546,0.116933,2,3,0,4.64043,70.5562,0.346739,-0.454477,70.5562,0.346739,-0.454477,1268.09,1654.39,2025.46,2104.68,2422.8,3718.16,150,299790
-2.146,0.986174,0.116933,1,3,0,3.05382,69.9347,0.350171,-0.428191,69.9347,0.350171,-0.428191,1277.91,1667.4,2041.53,2121.4,2442.08,3746.84,150,299790
-7.51837,0.654242,0.116933,3,13,0,9.39411,71.2197,0.272568,0.188186,71.2197,0.272568,0.188186,1231.58,1624.11,2008.38,2091.29,2427.13,3834.18,150,299790
-3.3468,0.974264,0.116933,3,7,0,9.01452,66.5187,0.265426,0.0830074,66.5187,0.265426,0.0830074,1271.05,1678.45,2078.2,2164.57,2514.76,3986.82,150,299790
-2.90926,0.968731,0.116933,3,15,0,4.89627,67.5041,0.303428,0.282299,67.5041,0.303428,0.282299,1282.33,1684.08,2074.38,2158.22,2496.59,3896.39,150,299790
-3.65518,1,0.116933,4,15,0,4.25333,72.0184,0.364734,-0.427224,72.0184,0.364734,-0.427224,1267.33,1651.45,2019.51,2097.97,2412.61,3687.38,150,299790
-4.14541,0.786138,0.116933,4,23,0,8.34857,66.2979,0.355603,-0.592425,66.2979,0.355603,-0.592425,1297.58,1686.86,2058.88,2138.1,2455.61,3742.43,150,299790
-1.55185,1,0.116933,4,15,0,5.42456,71.2816,0.31887,-0.0115618,71.2816,0.31887,-0.0115618,1266.34,1663.06,2048.01,2130.63,2463.73,3834.89,150,299790
-1.54248,0.998854,0.116933,5,47,0,1.75593,68.227,0.300363,0.380788,68.227,0.300363,0.380788,1266.79,1662.04,2045.64,2128.02,2460.39,3836.15,150,299790
-2.33378,0.894034,0.116933,2,3,0,2.58651,68.6367,0.295344,0.406079,68.6367,0.295344,0.406079,1257.56,1650.12,2031.3,2113.18,2443.7,3814.09,150,299790
-1.70721,1,0.116933,2,3,0,2.27178,68.243,0.295178,0.383678,68.243,0.295178,0.383678,1262.84,1657.66,2041.22,2123.63,2456.34,3836.17,150,299790
-2.20183,0.928432,0.116933,4,27,0,2.77319,68.6913,0.29304,-0.0194406,68.6913,0.29304,-0.0194406,1272.41,1675.46,2068.62,2153.26,2495.41,3917.22,150,299790
-3.58304,0.993264,0.116933,5,31,0,4.97722,71.3128,0.394719,0.406455,71.3128,0.394719,0.406455,1289.92,1677.05,2046.32,2124.84,2439.01,3701.98,150,299790
-4.11151,0.982621,0.116933,3,7,0,4.23951,72.0785,0.401246,0.464479,72.0785,0.401246,0.464479,1281.03,1663.05,2026.67,2103.89,2412.65,3651.09,150,299790
-4.59151,0.823741,0.116933,2,7,0,6.07659,72.3625,0.390664,0.474671,72.3625,0.390664,0.474671,1272.75,1653.48,2016.38,2093.52,2402.14,3643.18,150,299790
-3.97117,1,0.116933,3,7,0,4.6879,72.2571,0.394747,0.450558,72.2571,0.394747,0.450558,1277.79,1660.14,2024.53,2101.98,2411.79,3656.67,150,299790
-5.24475,0.962428,0.116933,3,7,0,5.42631,69.7835,0.402459,0.473217,69.7835,0.402459,0.473217,1301.35,1689.01,2057.85,2136.17,2449.26,3704.57,150,299790
-4.11821,0.9938,0.116933,3,7,0,5.3457,70.5068,0.39989,0.484179,70.5068,0.39989,0.484179,1292.52,1677.58,2044.01,2121.83,2432.93,3680.93,150,299790
-5.6622,0.648888,0.116933,2,3,0,6.7776,71.0616,0.394607,0.581917,71.0616,0.394607,0.581917,1274.62,1651.91,2010.34,2086.4,2390.37,3609.53,150,299790
-4.02294,0.957769,0.116933,4,31,0,8.64698,68.6205,0.292287,0.46601,68.6205,0.292287,0.46601,1250.22,1639.29,2016.79,2097.86,2425.06,3782.51,150,299790
-2.84903,1,0.116933,3,11,0,4.00138,67.727,0.296247,0.205518,67.727,0.296247,0.205518,1279.2,1682.45,2075.14,2159.61,2500.84,3916.7,150,299790
-2.56741,0.974557,0.116933,4,31,0,4.30368,71.9046,0.361228,0.0401955,71.9046,0.361228,0.0401955,1284.82,1680.41,2061.26,2142.62,2469.41,3796.8,150,299790
-2.98787,0.974323,0.116933,3,13,0,3.64036,73.2941,0.33084,0.0716042,73.2941,0.33084,0.0716042,1255.72,1647,2025.76,2106.94,2433.83,3774.03,150,299790
-3.65076,0.993514,0.116933,3,15,0,4.48824,71.7969,0.373283,0.0341651,71.7969,0.373283,0.0341651,1291.97,1687.91,2068.31,2149.48,2475.18,3793.67,150,299790
-2.25861,0.989343,0.116933,2,7,0,4.1163,73.159,0.370964,0.167933,73.159,0.370964,0.167933,1276.18,1666.81,2042.02,2122.09,2443.34,3744.45,150,299790
-1.73578,0.995044,0.116933,5,63,0,3.23008,64.6855,0.278332,-0.50848,64.6855,0.278332,-0.50848,1272.41,1669.35,2055.17,2138.13,2473.32,3870.98,150,299790
-2.8714,0.79949,0.116933,3,11,0,3.9706,64.9086,0.24383,-0.408884,64.9086,0.24383,-0.408884,1251.09,1650.59,2042.88,2127.71,2472.18,3932.92,150,299790
-2.10125,0.886268,0.116933,3,11,0,4.1806,64.0553,0.265167,-0.473756,64.0553,0.265167,-0.473756,1271.67,1671.85,2062.28,2146.41,2486.93,3915.53,150,299790
-2.61237,0.929059,0.116933,4,31,0,4.19372,68.1938,0.33792,-0.561033,68.1938,0.33792,-0.561033,1273.38,1659.17,2029.33,2108.33,2425.51,3718.75,150,299790
-2.03037,0.895921,0.116933,5,31,0,3.36392,65.7371,0.304692,0.597734,65.7371,0.304692,0.597734,1271.07,1659.92,2034.89,2115.15,2438.3,3769.93,150,299790
-1.60169,1,0.116933,5,35,0,2.47222,70.7541,0.316378,-0.203222,70.7541,0.316378,-0.203222,1265.21,1660.68,2044.24,2126.54,2458.37,3825.11,150,299790
-2.31578,0.986292,0.116933,3,15,0,5.02556,70.7638,0.294744,0.106963,70.7638,0.294744,0.106963,1253.95,1650.5,2037.07,2120.27,2456.49,3852.64,150,299790
-1.65457,0.980344,0.116933,3,15,0,2.86374,69.2498,0.3005,-0.171135,69.2498,0.3005,-0.171135,1269.51,1669.39,2058.58,2142.26,2480.21,3880.29,150,299790
-1.8483,0.990654,0.116933,4,27,0,2.24092,67.0919,0.272552,-0.334254,67.0919,0.272552,-0.334254,1260.42,1659.58,2049.57,2133.64,2473.98,3898.97,150,299790
-1.82186,0.997407,0.116933,4,15,0,1.88564,67.1039,0.273161,-0.326935,67.1039,0.273161,-0.326935,1261.29,1660.77,2051.08,2135.22,2475.81,3901.58,150,299790
-2.5321,0.991946,0.116933,4,25,0,4.40813,67.9155,0.259605,-0.0455532,67.9155,0.259605,-0.0455532,1253.87,1657,2053.15,2138.81,2486.39,3951.42,150,299790
-2.10915,0.993316,0.116933,4,31,0,3.38821,65.6516,0.258384,-0.359852,65.6516,0.258384,-0.359852,1260.63,1661.79,2054.8,2139.67,2483.73,3933.21,150,299790
-2.05535,0.978245,0.116933,4,15,0,2.29602,65.3785,0.25955,-0.379896,65.3785,0.25955,-0.379896,1262.65,1663.73,2056.41,2141.17,2484.72,3931.07,150,299790
-1.62731,0.952975,0.116933,4,31,0,2.58909,67.9071,0.304877,-0.367011,67.9071,0.304877,-0.367011,1273.85,1670.89,2055.97,2138.63,2472.03,3849.85,150,299790
-2.13057,0.966886,0.116933,4,21,0,4.98811,62.4585,0.261826,0.568959,62.4585,0.261826,0.568959,1274.29,1672.43,2060.08,2143.53,2481.14,3897.51,150,299790
-2.35067,0.958264,0.116933,2,7,0,2.5148,63.3092,0.26253,0.616897,63.3092,0.26253,0.616897,1260.46,1652.19,2032.92,2114.81,2445.88,3832.99,150,299790
-3.05606,0.837751,0.116933,2,3,0,3.25294,62.9083,0.264071,0.500744,62.9083,0.264071,0.500744,1279.36,1681.23,2073.13,2157.56,2499.25,3932.95,150,299790
-4.30749,0.887808,0.116933,2,7,0,4.61584,63.1569,0.256686,0.661834,63.1569,0.256686,0.661834,1251.05,1638.86,2015.61,2096.64,2424.25,3798.9,150,299790
-2.78715,0.820676,0.116933,2,3,0,5.15504,62.3475,0.260648,0.537494,62.3475,0.260648,0.537494,1278.1,1678.85,2069.53,2153.69,2494.31,3924.9,150,299790
-2.16206,0.98545,0.116933,5,31,0,3.48002,63.7705,0.270376,0.612411,63.7705,0.270376,0.612411,1262.91,1654.27,2034.06,2115.67,2445.35,3822.06,150,299790
-2.18059,0.978495,0.116933,3,11,0,2.43719,65.2528,0.26986,0.522597,65.2528,0.26986,0.522597,1258.82,1652.48,2035.65,2118.1,2451.55,3846.62,150,299790
-4.04163,0.86919,0.116933,4,31,0,5.67805,56.6183,0.252352,0.91312,56.6183,0.252352,0.91312,1273.68,1655.1,2021.33,2099.63,2414.84,3724.97,150,299790
-2.97271,0.502558,0.116933,4,15,0,4.92576,55.8824,0.229834,0.812262,55.8824,0.229834,0.812262,1278.88,1671.93,2053.34,2135.37,2467.21,3869.54,150,299790
-2.21223,0.483541,0.116933,5,39,0,6.61712,65.4922,0.277895,0.400764,65.4922,0.277895,0.400764,1274.53,1675.55,2066.4,2150.55,2490.85,3911.79,150,299790
-1.79708,0.999277,0.116933,4,31,0,2.69194,70.0034,0.298746,0.215824,70.0034,0.298746,0.215824,1259.79,1656.35,2042.28,2125.27,2460.41,3849.64,150,299790
-3.14187,0.998718,0.116933,4,31,0,3.52796,65.8199,0.247477,-0.14099,65.8199,0.247477,-0.14099,1261.11,1668.24,2069.29,2156.14,2509.05,4004.95,150,299790
-1.7768,0.996436,0.116933,4,31,0,3.40049,64.2394,0.28834,-0.580837,64.2394,0.28834,-0.580837,1276.04,1669.74,2050.81,2132.56,2462.28,3829.92,150,299790
-2.2202,0.872146,0.116933,2,5,0,2.56492,64.0896,0.289663,-0.654335,64.0896,0.289663,-0.654335,1269.02,1657.26,2031.99,2112.27,2435.73,3774.52,150,299790
-1.74947,0.999494,0.116933,5,63,0,2.86942,70.9005,0.314724,-0.209362,70.9005,0.314724,-0.209362,1262.63,1657.47,2040.53,2122.75,2454.24,3820.41,150,299790
-3.08523,0.936532,0.116933,5,31,0,3.87417,68.2734,0.36345,0.567935,68.2734,0.36345,0.567935,1286.06,1671.64,2039.91,2118.3,2432.35,3702.84,150,299790
-2.15501,0.907252,0.116933,5,31,0,4.66188,72.741,0.363462,-0.214657,72.741,0.363462,-0.214657,1274.17,1664.78,2040.3,2120.48,2442.34,3748.48,150,299790
-1.60565,0.995561,0.116933,4,23,0,6.73802,65.8576,0.282462,-0.460354,65.8576,0.282462,-0.460354,1269.15,1665.95,2051.79,2134.76,2469.97,3866.22,150,299790
-1.77722,0.918602,0.116933,4,23,0,5.09139,67.3612,0.293561,0.341289,67.3612,0.293561,0.341289,1273.01,1672.31,2060.65,2144.13,2481.31,3881,150,299790
-1.94792,0.960202,0.116933,3,11,0,2.52999,67.2809,0.293609,0.475427,67.2809,0.293609,0.475427,1262.45,1654.81,2035.32,2117.01,2446.66,3813.39,150,299790
