# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = together_model
# start_datetime = 2023-07-20 13:49:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpnw0av1uc/ms19231p.json
# random
#   seed = 84814
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/together/together-20230720144903.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
-58.4671,0.98106,0.237581,3,15,0,58.8932,0.262303,66.3606,0.00569138,66.3606,0.262303,0.00569138,3.26154e+07,1.3703e+06,57571.6,23.8155,23.7559,23.7814,23.7804,23.7815,23.772,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8518,23.7949,23.8214,23.8759,23.8012,23.7452,23.8184,23.8163,23.7999,23.8053,23.7949,23.7942,23.7632,23.7952,23.8315,23.8038,23.7986,23.8101,23.8001,23.821,23.7952,23.8212,23.7804,23.7747,23.8186,23.8241,23.7986,23.723,68.383,69.0036,69.9706,71.6791,71.9996,72.726,72.7629,75.4641,75.8699,78.9385,80.2022,81.1289,81.1477,82.3159,83.2882,84.5322,84.9523,85.0388,91.1189,96.2506,100.668,102.708,109.21,109.57,111.021,121.562,144.873,151.089,157.983,168.828,195.158,224.414,1263.73,1664.3,2052.97,2136.17,2469.81,3736.2,150,299790
-58.5079,0.992737,0.237581,3,7,0,58.8514,0.259156,67.3773,0.00440734,67.3773,0.259156,0.00440734,3.26067e+07,1.37012e+06,57571.6,23.8153,23.7558,23.7811,23.7801,23.7812,23.7715,23.7416,23.7735,23.7695,23.8765,23.8113,23.8749,23.8508,23.7937,23.8202,23.8745,23.7997,23.7435,23.8166,23.8143,23.7977,23.8031,23.7924,23.7916,23.7603,23.792,23.828,23.8001,23.7945,23.8056,23.7952,23.8156,23.7892,23.8144,23.7728,23.7657,23.8082,23.8116,23.7815,23.6994,69.3864,70.0025,70.9618,72.6554,72.9729,73.6922,73.7287,76.4006,76.8015,79.8304,81.0758,81.9886,82.0071,83.1569,84.1133,85.336,85.7486,85.8336,91.7937,96.8066,101.11,103.092,109.397,109.745,111.149,121.312,143.595,149.498,156.026,166.261,190.956,218.183,1253.26,1652.23,2040.65,2124,2459.2,3759.72,150,299790
-58.3013,0.990466,0.237581,3,7,0,58.8117,0.26115,66.606,0.00459664,66.606,0.26115,0.00459664,3.26098e+07,1.37018e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7418,23.7737,23.7698,23.8768,23.8117,23.8752,23.8512,23.7942,23.8207,23.8751,23.8003,23.7442,23.8173,23.8151,23.7986,23.8039,23.7933,23.7926,23.7614,23.7932,23.8293,23.8015,23.796,23.8072,23.797,23.8175,23.7913,23.8168,23.7753,23.7687,23.8115,23.8154,23.7863,23.7055,68.6097,69.2241,70.1808,71.8699,72.1865,72.9039,72.9403,75.6052,76.005,79.0261,80.2684,81.179,81.1974,82.3444,83.2985,84.5184,84.93,85.0148,90.962,95.9653,100.261,102.241,108.538,108.885,110.287,120.444,142.732,148.641,155.177,165.431,190.188,217.512,1261.82,1662.98,2053.21,2136.91,2473.29,3773.61,150,299790
-58.6364,0.867258,0.237581,2,7,0,60.3055,0.267089,66.7403,0.00566977,66.7403,0.267089,0.00566977,3.26209e+07,1.37041e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7746,23.7708,23.8779,23.8129,23.8766,23.8527,23.7958,23.8224,23.877,23.8024,23.7464,23.8198,23.8177,23.8014,23.807,23.7967,23.7962,23.7653,23.7974,23.8339,23.8064,23.8014,23.813,23.8033,23.8244,23.7989,23.8253,23.7847,23.7795,23.8239,23.8299,23.8053,23.7304,68.8087,69.4432,70.4315,72.177,72.5043,73.2461,73.2837,76.0409,76.4548,79.5843,80.8723,81.8167,81.8358,83.0259,84.0163,85.2831,85.7108,85.7988,91.9853,97.2017,101.689,103.76,110.358,110.722,112.194,122.878,146.468,152.752,159.717,170.671,197.241,226.734,1264.1,1663.95,2051.57,2134.51,2466.94,3728.06,150,299790
-58.6484,0.944202,0.237581,3,7,0,61.1428,0.25727,66.3424,0.00625189,66.3424,0.25727,0.00625189,3.26118e+07,1.37022e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7417,23.7737,23.7697,23.8767,23.8116,23.8752,23.8512,23.7941,23.8206,23.8751,23.8003,23.7442,23.8173,23.8151,23.7986,23.804,23.7935,23.7928,23.7616,23.7935,23.8297,23.802,23.7966,23.8079,23.7979,23.8186,23.7927,23.8186,23.7777,23.7719,23.8158,23.8215,23.7967,23.7227,68.3367,68.9493,69.9043,71.5933,71.9103,72.6292,72.6656,75.3416,75.744,78.79,80.0459,80.9676,80.9863,82.1487,83.1169,84.3563,84.7749,84.8611,90.9315,96.0687,100.501,102.55,109.092,109.455,110.917,121.565,145.231,151.566,158.602,169.691,196.702,226.831,1259.03,1658.48,2046.04,2128.97,2461.34,3712.76,150,299790
-58.9015,0.952654,0.237581,2,7,0,59.6922,0.268155,66.2403,0.00444423,66.2403,0.268155,0.00444423,3.26174e+07,1.37034e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7424,23.7744,23.7706,23.8777,23.8126,23.8763,23.8524,23.7955,23.8221,23.8766,23.802,23.746,23.8192,23.8171,23.8008,23.8063,23.7959,23.7953,23.7643,23.7963,23.8327,23.8051,23.7999,23.8114,23.8014,23.8223,23.7964,23.8223,23.7813,23.7753,23.8187,23.8233,23.7951,23.7149,68.2812,68.9065,69.8799,71.5972,71.9189,72.6478,72.6847,75.3898,75.7955,78.8577,80.1159,81.0376,81.0563,82.2169,83.1819,84.4153,84.8314,84.9171,90.9216,95.9642,100.288,102.279,108.604,108.953,110.36,120.539,142.808,148.698,155.208,165.408,189.988,217.049,1271.14,1674.15,2065.73,2149.67,2486.88,3791.66,150,299790
-58.6525,0.904321,0.237581,3,15,0,59.9983,0.27025,67.9571,0.00491506,67.9571,0.27025,0.00491506,3.26217e+07,1.37043e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7725,23.7427,23.7747,23.7709,23.8781,23.8131,23.8768,23.8529,23.7961,23.8227,23.8773,23.8027,23.7468,23.8202,23.8181,23.8019,23.8075,23.7972,23.7967,23.7658,23.7979,23.8344,23.807,23.8019,23.8136,23.8039,23.8249,23.7993,23.8256,23.785,23.7795,23.8235,23.829,23.8027,23.725,70.0743,70.7231,71.7332,73.5156,73.8496,74.6064,74.6447,77.4542,77.8756,81.058,82.3661,83.3246,83.344,84.5512,85.5552,86.8386,87.2716,87.3608,93.6141,98.8716,103.384,105.463,112.074,112.439,113.911,124.571,147.962,154.164,161.025,171.79,197.789,226.498,1256.29,1653.8,2039.5,2122.09,2453.53,3725.49,150,299790
-57.8457,0.972905,0.237581,2,3,0,58.6222,0.270024,67.7458,0.00320939,67.7458,0.270024,0.00320939,3.26147e+07,1.37028e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7705,23.8775,23.8125,23.8762,23.8522,23.7953,23.8219,23.8764,23.8017,23.7457,23.8189,23.8168,23.8004,23.8059,23.7954,23.7948,23.7637,23.7956,23.8319,23.8042,23.7988,23.8101,23.8001,23.8207,23.7945,23.8201,23.7786,23.7718,23.8143,23.8175,23.7858,23.7,69.8266,70.4633,71.4538,73.1991,73.5258,74.2655,74.303,77.0441,77.4546,80.5487,81.8176,82.7463,82.7651,83.9335,84.9041,86.1434,86.5613,86.6472,92.6602,97.6874,101.982,103.954,110.202,110.546,111.931,121.912,143.507,149.169,155.404,165.129,188.359,213.649,1260.1,1660.41,2050.2,2133.91,2470.94,3802.19,150,299790
-59.9019,0.690143,0.237581,2,7,0,61.6311,0.258868,68.1504,0.00298798,68.1504,0.258868,0.00298798,3.26007e+07,1.36999e+06,57571.6,23.8153,23.7557,23.781,23.7799,23.781,23.7713,23.7413,23.7731,23.7691,23.876,23.8108,23.8743,23.8502,23.793,23.8194,23.8737,23.7988,23.7426,23.8155,23.8132,23.7965,23.8017,23.7908,23.7899,23.7585,23.79,23.8258,23.7977,23.7919,23.8026,23.792,23.8119,23.785,23.8097,23.7673,23.7591,23.8002,23.8017,23.7668,23.6776,70.1569,70.7714,71.7275,73.4134,73.7291,74.4441,74.4803,77.1317,77.529,80.5254,81.7551,82.6554,82.6736,83.8065,84.748,85.9504,86.3559,86.4394,92.2788,97.1659,101.344,103.263,109.347,109.681,111.031,120.756,141.814,147.337,153.419,162.906,185.566,210.23,1247.71,1646.27,2035.48,2119.21,2456.88,3800.24,150,299790
-57.9535,1,0.237581,2,3,0,60.1283,0.266325,67.6197,0.0042547,67.6197,0.266325,0.0042547,3.26145e+07,1.37028e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.7721,23.7422,23.7742,23.7703,23.8774,23.8123,23.876,23.852,23.795,23.8216,23.8761,23.8014,23.7454,23.8186,23.8164,23.8,23.8055,23.795,23.7944,23.7633,23.7952,23.8315,23.8038,23.7985,23.8098,23.7998,23.8205,23.7944,23.8202,23.7789,23.7726,23.8156,23.8197,23.7906,23.7091,69.6865,70.3197,71.3054,73.0444,73.3702,74.1082,74.1457,76.8847,77.2954,80.3958,81.6695,82.6027,82.6215,83.7964,84.7733,86.0216,86.4428,86.5295,92.6059,97.7073,102.08,104.094,110.488,110.841,112.263,122.547,145.022,150.962,157.525,167.803,192.548,219.761,1257.06,1656.1,2044.12,2127.34,2461.86,3760.85,150,299790
-59.7504,0.978709,0.237581,3,15,0,60.8362,0.296129,69.8294,0.000297724,69.8294,0.296129,0.000297724,3.26336e+07,1.37068e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7764,23.7728,23.8802,23.8154,23.8794,23.8556,23.7991,23.8259,23.8808,23.8065,23.7508,23.8244,23.8226,23.8067,23.8126,23.8026,23.8023,23.7718,23.8042,23.841,23.8138,23.809,23.821,23.8115,23.8327,23.8072,23.8334,23.7924,23.7861,23.8286,23.8312,23.7956,23.7002,72.1237,72.8227,73.9071,75.8098,76.1648,76.9674,77.008,79.9663,80.4073,83.7144,85.0623,86.0459,86.0658,87.2995,88.3214,89.6224,90.06,90.15,96.3932,101.539,105.883,107.863,114.071,114.409,115.772,125.456,145.652,150.784,156.362,164.91,184.631,205.074,1263.97,1663.55,2052.85,2136.58,2474.76,3870.61,150,299790
-59.7963,0.730355,0.237581,2,7,0,61.7762,0.288376,70.1683,0.00150354,70.1683,0.288376,0.00150354,3.26293e+07,1.37059e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7827,23.7733,23.7437,23.7759,23.7722,23.8795,23.8146,23.8786,23.8548,23.7981,23.8249,23.8796,23.8052,23.7495,23.823,23.8212,23.8051,23.8109,23.8008,23.8005,23.7698,23.8021,23.8388,23.8115,23.8066,23.8184,23.8088,23.8299,23.8043,23.8305,23.7896,23.7833,23.8261,23.8294,23.7961,23.7054,72.4349,73.1265,74.2006,76.0879,76.4405,77.2379,77.2783,80.2233,80.663,83.9669,85.3166,86.3025,86.3224,87.5605,88.5871,89.8955,90.336,90.4266,96.7315,101.957,106.388,108.414,114.792,115.142,116.547,126.594,147.876,153.36,159.354,168.615,190.332,213.391,1254.1,1650.82,2037,2119.98,2454.58,3809.26,150,299790
-59.2511,0.999177,0.237581,3,15,0,62.9135,0.259447,65.809,0.00687079,65.809,0.259447,0.00687079,3.26167e+07,1.37033e+06,57571.6,23.8155,23.7559,23.7814,23.7803,23.7815,23.7719,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8518,23.7948,23.8214,23.8759,23.8012,23.7452,23.8184,23.8163,23.7999,23.8054,23.7949,23.7943,23.7633,23.7953,23.8317,23.8041,23.799,23.8105,23.8007,23.8217,23.7961,23.8225,23.7819,23.7769,23.8215,23.8282,23.8057,23.7347,67.8129,68.4286,69.3887,71.0872,71.4061,72.1292,72.1659,74.8592,75.2643,78.3327,79.5985,80.5277,80.5465,81.7188,82.6953,83.9458,84.3684,84.4553,90.5865,95.7823,100.27,102.346,108.982,109.35,110.834,121.657,145.786,152.261,159.458,170.814,198.532,229.528,1265.13,1665.57,2053.41,2136.3,2468.04,3704.61,150,299790
-59.8363,0.982806,0.237581,2,7,0,60.9053,0.270181,66.0357,0.00373218,66.0357,0.270181,0.00373218,3.26169e+07,1.37033e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8764,23.8525,23.7955,23.8221,23.8767,23.802,23.7461,23.8193,23.8172,23.8009,23.8064,23.796,23.7954,23.7644,23.7964,23.8327,23.8051,23.7998,23.8113,23.8013,23.822,23.7961,23.8219,23.7807,23.7743,23.8172,23.8212,23.7912,23.7079,68.0736,68.6974,69.6681,71.3793,71.6997,72.4253,72.4621,75.1526,75.5557,78.596,79.8437,80.7573,80.7758,81.9254,82.8808,84.1012,84.5127,84.5974,90.5262,95.4918,99.7399,101.693,107.888,108.229,109.604,119.529,141.105,146.783,153.045,162.832,186.301,211.978,1275.57,1680.28,2073.92,2158.37,2498.08,3827.75,150,299790
-60.1108,0.998485,0.237581,3,7,0,61.1236,0.270625,65.9547,0.00583588,65.9547,0.270625,0.00583588,3.26257e+07,1.37051e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7429,23.775,23.7712,23.8784,23.8134,23.8772,23.8533,23.7966,23.8232,23.8779,23.8034,23.7475,23.8209,23.819,23.8028,23.8084,23.7982,23.7978,23.767,23.7993,23.836,23.8086,23.8037,23.8156,23.8061,23.8274,23.8021,23.8288,23.7886,23.7839,23.8287,23.8354,23.812,23.7383,68.0269,68.6625,69.6523,71.4003,71.728,72.4707,72.5084,75.2685,75.6828,78.8148,80.1036,81.0486,81.0677,82.2584,83.2493,84.5166,84.9444,85.0325,91.2205,96.4373,100.925,102.995,109.593,109.957,111.429,122.112,145.701,151.986,158.953,169.91,196.494,226.012,1274.13,1676.38,2065.92,2149.21,2482.84,3744.43,150,299790
-58.8779,0.806034,0.237581,2,7,0,62.4011,0.263908,67.6415,0.00261787,67.6415,0.263908,0.00261787,3.26052e+07,1.37008e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7736,23.7696,23.8766,23.8115,23.875,23.8509,23.7938,23.8203,23.8747,23.7999,23.7437,23.8167,23.8145,23.7979,23.8031,23.7924,23.7916,23.7603,23.7919,23.8279,23.7999,23.7942,23.8051,23.7946,23.8147,23.788,23.8129,23.7708,23.7628,23.804,23.8057,23.7707,23.6806,69.6643,70.2832,71.2459,72.9422,73.2597,73.9785,74.0149,76.6783,77.077,80.0821,81.3142,82.2158,82.234,83.368,84.3099,85.5124,85.9177,86.0011,91.8306,96.6987,100.853,102.76,108.793,109.124,110.461,120.073,140.785,146.196,152.145,161.404,183.435,207.288,1256.9,1657.83,2049.22,2133.42,2473.06,3831.25,150,299790
-58.5391,0.934167,0.237581,3,7,0,59.5782,0.262076,67.165,0.00345524,67.165,0.262076,0.00345524,3.26063e+07,1.37011e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7736,23.7696,23.8766,23.8115,23.875,23.8509,23.7938,23.8203,23.8747,23.7999,23.7437,23.8168,23.8145,23.7979,23.8032,23.7925,23.7917,23.7604,23.7921,23.8282,23.8002,23.7946,23.8056,23.7952,23.8154,23.7889,23.814,23.7721,23.7646,23.8064,23.809,23.7764,23.6902,69.1738,69.789,70.7464,72.4348,72.7511,73.4674,73.5037,76.1605,76.5587,79.5629,80.7962,81.6994,81.7176,82.8544,83.7992,85.0062,85.4133,85.4971,91.3635,96.2787,100.485,102.419,108.553,108.891,110.253,120.082,141.44,147.059,153.254,162.932,186.124,211.472,1258.78,1659.85,2050.86,2134.88,2473.27,3807.05,150,299790
-58.2481,1,0.237581,2,3,0,58.5362,0.262929,67.2556,0.00369333,67.2556,0.262929,0.00369333,3.26083e+07,1.37015e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7418,23.7737,23.7698,23.8767,23.8117,23.8752,23.8512,23.7941,23.8206,23.875,23.8002,23.7441,23.8172,23.815,23.7984,23.8038,23.7931,23.7924,23.7611,23.7929,23.8289,23.801,23.7955,23.8066,23.7963,23.8166,23.7902,23.8155,23.7737,23.7665,23.8087,23.8117,23.78,23.6952,69.2772,69.8964,70.8602,72.5601,72.8785,73.5998,73.6363,76.3122,76.7133,79.7402,80.9832,81.8936,81.912,83.0579,84.0105,85.2276,85.6381,85.7226,91.6409,96.6032,100.852,102.807,109.009,109.35,110.728,120.678,142.34,148.047,154.345,164.191,187.821,213.702,1258.35,1658.91,2049.16,2132.97,2470.34,3794.24,150,299790
-58.0117,0.992424,0.237581,2,3,0,58.2741,0.263953,67.3359,0.0045458,67.3359,0.263953,0.0045458,3.26129e+07,1.37024e+06,57571.6,23.8154,23.7559,23.7814,23.7803,23.7815,23.7719,23.742,23.774,23.7701,23.8771,23.8121,23.8757,23.8517,23.7947,23.8212,23.8757,23.801,23.7449,23.8181,23.8159,23.7995,23.8049,23.7944,23.7937,23.7626,23.7945,23.8307,23.8029,23.7976,23.8089,23.7988,23.8194,23.7934,23.819,23.7778,23.7714,23.8144,23.8187,23.79,23.7094,69.3814,70.0083,70.9846,72.7076,73.0305,73.7621,73.7992,76.516,76.9235,80.0017,81.2671,82.1944,82.2131,83.381,84.3523,85.594,86.013,86.0993,92.1496,97.2362,101.601,103.612,110.006,110.359,111.782,122.085,144.67,150.652,157.268,167.64,192.668,220.264,1257.4,1656.71,2044.95,2128.2,2462.72,3756.12,150,299790
