# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = together_model
# start_datetime = 2023-07-19 14:14:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpmxkdfugn/lgpso5xh.json
# random
#   seed = 50886
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/together/together-20230719151418.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.21877
# Diagonal elements of inverse mass matrix:
# 0.000254902, 2.17016, 3.13808e-05
-10466,1,0.21877,2,3,0,10466.5,0.212861,68.7715,0.0143362,0.212861,68.7715,0.0143362,3.25915e+07,1.3698e+06,57571.6,23.8147,23.7549,23.78,23.7787,23.7795,23.7695,23.7392,23.7708,23.7666,23.8732,23.8078,23.8709,23.8466,23.789,23.8152,23.8692,23.794,23.7374,23.8101,23.8075,23.7904,23.7954,23.7842,23.7831,23.7514,23.7828,23.8184,23.7902,23.7844,23.7953,23.785,23.8054,23.7794,23.8056,23.7652,23.7611,23.8078,23.8184,23.8085,23.7592,70.6401,71.221,72.1332,73.7652,74.0741,74.7778,74.8136,77.4703,77.8746,80.9756,82.2742,83.2345,83.2539,84.4738,85.4969,86.8161,87.2641,87.3564,93.9823,99.7645,104.871,107.267,115.054,115.49,117.26,130.415,161.063,169.536,179.055,194.268,232.201,275.616,0.101343,0.125739,0.15014,0.155558,0.178356,0.305546,150,299790
-10464.6,0.990716,0.21877,4,15,0,10467,0.239995,65.9793,0.0113086,0.239995,65.9793,0.0113086,3.26114e+07,1.37021e+06,57571.6,23.8152,23.7556,23.7809,23.7798,23.7809,23.7712,23.7411,23.773,23.769,23.8759,23.8107,23.8742,23.8501,23.793,23.8194,23.8738,23.799,23.7428,23.8159,23.8136,23.7971,23.8024,23.7918,23.7911,23.7599,23.7918,23.8281,23.8004,23.7952,23.8068,23.797,23.8181,23.7928,23.8196,23.7797,23.7761,23.8227,23.8326,23.8191,23.7625,67.9193,68.5189,69.4569,71.1257,71.4403,72.1552,72.1916,74.8726,75.2782,78.3702,79.6555,80.6026,80.6218,81.8208,82.8232,84.1114,84.5478,84.6377,91.034,96.54,101.354,103.598,110.839,111.243,112.877,124.927,152.508,160.046,168.482,181.904,215.126,252.864,0.106551,0.132161,0.157723,0.163389,0.187183,0.318259,150,299790
-10463.5,0.976574,0.21877,1,3,0,10464.9,0.237749,65.7517,0.00975067,0.237749,65.7517,0.00975067,3.26027e+07,1.37003e+06,57571.6,23.8151,23.7554,23.7807,23.7795,23.7805,23.7707,23.7406,23.7724,23.7683,23.8752,23.8099,23.8733,23.8491,23.7919,23.8182,23.8725,23.7975,23.7412,23.8141,23.8117,23.795,23.8002,23.7894,23.7885,23.7571,23.7887,23.8247,23.7967,23.7912,23.8023,23.7921,23.8127,23.7867,23.8127,23.772,23.767,23.812,23.8198,23.8016,23.739,67.644,68.2282,69.1415,70.7647,71.0705,71.7651,71.8004,74.4016,74.7947,77.7876,79.0299,79.9445,79.9631,81.1203,82.0871,83.3286,83.7489,83.8355,89.9847,95.2616,99.8638,102.006,108.906,109.29,110.845,122.281,148.323,155.416,163.344,175.938,207.031,242.254,0.105937,0.131381,0.15676,0.162383,0.18598,0.315489,150,299790
-10463.7,0.950428,0.21877,2,3,0,10464,0.239257,65.7976,0.0102856,0.239257,65.7976,0.0102856,3.26065e+07,1.37011e+06,57571.6,23.8152,23.7555,23.7808,23.7796,23.7807,23.7709,23.7409,23.7727,23.7686,23.8755,23.8103,23.8737,23.8496,23.7924,23.8188,23.8731,23.7982,23.7419,23.8149,23.8126,23.796,23.8012,23.7905,23.7897,23.7584,23.7901,23.8263,23.7984,23.793,23.8043,23.7943,23.8151,23.7894,23.8157,23.7753,23.7709,23.8165,23.8252,23.8087,23.7484,67.7106,68.3014,69.2252,70.8674,71.1768,71.8798,71.9155,74.5492,74.9473,77.9794,79.2385,80.1658,80.1846,81.358,82.3385,83.5979,84.0244,84.1122,90.3546,95.7164,100.396,102.576,109.598,109.99,111.573,123.228,149.813,157.062,165.167,178.049,209.882,245.975,0.106301,0.131839,0.157317,0.162963,0.18666,0.316878,150,299790
-10462.9,0.942782,0.21877,3,7,0,10464.6,0.25634,67.2247,0.00784848,0.25634,67.2247,0.00784848,3.26169e+07,1.37033e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7719,23.742,23.7739,23.77,23.8771,23.812,23.8756,23.8516,23.7947,23.8212,23.8757,23.801,23.745,23.8182,23.8161,23.7997,23.8052,23.7947,23.7941,23.7631,23.7951,23.8315,23.804,23.7988,23.8105,23.8007,23.8218,23.7963,23.8228,23.7825,23.7779,23.8231,23.8307,23.8104,23.743,69.2649,69.8924,70.8716,72.6059,72.9317,73.671,73.7085,76.4657,76.8809,80.0298,81.3308,82.2866,82.3059,83.5126,84.5186,85.8077,86.2435,86.3333,92.6706,98.0592,102.726,104.888,111.815,112.199,113.753,125.102,150.568,157.433,165.077,177.164,206.779,240.041,0.110665,0.137219,0.16367,0.169524,0.194059,0.327455,150,299790
-10464.1,0.794773,0.21877,3,11,0,10466.8,0.276636,68.5815,0.000139349,0.276636,68.5815,0.000139349,3.26102e+07,1.37019e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7705,23.8775,23.8125,23.8762,23.8522,23.7952,23.8218,23.8763,23.8016,23.7455,23.8187,23.8165,23.8001,23.8055,23.7949,23.7942,23.763,23.7948,23.8309,23.803,23.7974,23.8084,23.798,23.8181,23.7914,23.8161,23.7737,23.7651,23.8054,23.8053,23.7647,23.6638,70.6864,71.3284,72.3252,74.0758,74.4028,75.1421,75.1795,77.9077,78.3147,81.3706,82.6174,83.5278,83.5461,84.6885,85.6352,86.8409,87.2466,87.33,93.1244,97.9075,101.95,103.793,109.576,109.892,111.162,120.192,139.031,143.818,149.018,156.986,175.342,194.325,0.115536,0.143156,0.170552,0.176593,0.201804,0.33374,150,299790
