# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = together_model
# start_datetime = 2023-07-20 13:49:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpnw0av1uc/ms19231p.json
# random
#   seed = 84814
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/together/together-20230720144903.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.222141
# Diagonal elements of inverse mass matrix:
# 0.000184952, 1.33829, 2.89327e-05
-57.9254,0.89376,0.222141,3,7,0,59.6088,0.27596,67.8829,0.00278074,67.8829,0.27596,0.00278074,3.26199e+07,1.37039e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7726,23.7428,23.7749,23.7711,23.8782,23.8133,23.877,23.8531,23.7962,23.8229,23.8775,23.8029,23.747,23.8203,23.8183,23.802,23.8076,23.7973,23.7967,23.7658,23.7979,23.8343,23.8067,23.8016,23.8131,23.8032,23.824,23.798,23.8239,23.7826,23.7761,23.8188,23.8222,23.7904,23.7036,70.0049,70.6536,71.6623,73.4383,73.7705,74.5226,74.5607,77.3448,77.7613,80.8983,82.1834,83.1234,83.1424,84.3244,85.3058,86.5583,86.9804,87.0672,93.1323,98.1906,102.503,104.482,110.738,111.081,112.466,122.423,143.849,149.443,155.591,165.159,187.915,212.548,1263.96,1664.83,2055.03,2138.83,2476.29,3817.03,150,299790
-58.1852,0.654852,0.222141,4,19,0,61.6139,0.262215,67.4079,0.00475084,67.4079,0.262215,0.00475084,3.26116e+07,1.37022e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7739,23.7699,23.877,23.8119,23.8755,23.8515,23.7944,23.821,23.8754,23.8007,23.7446,23.8177,23.8155,23.7991,23.8045,23.7939,23.7932,23.762,23.7939,23.8301,23.8023,23.7969,23.8082,23.7981,23.8187,23.7925,23.8182,23.7769,23.7705,23.8135,23.8178,23.7894,23.7095,69.4461,70.0711,71.0443,72.7627,73.0848,73.8147,73.8517,76.5632,76.97,80.0444,81.3087,82.2355,82.2542,83.4217,84.3929,85.6346,86.0537,86.14,92.1954,97.2912,101.668,103.685,110.103,110.457,111.886,122.244,144.993,151.028,157.707,168.187,193.51,221.482,1255.08,1653.77,2041.39,2124.49,2458.35,3745.29,150,299790
-58.4406,0.97038,0.222141,4,15,0,59.5125,0.262314,66.598,0.00414284,66.598,0.262314,0.00414284,3.26094e+07,1.37017e+06,57571.6,23.8154,23.7558,23.7813,23.7802,23.7813,23.7717,23.7418,23.7737,23.7698,23.8768,23.8117,23.8753,23.8512,23.7942,23.8207,23.8751,23.8003,23.7442,23.8173,23.8151,23.7986,23.8039,23.7933,23.7926,23.7614,23.7932,23.8293,23.8014,23.7959,23.8071,23.7968,23.8173,23.791,23.8163,23.7748,23.7679,23.8104,23.8139,23.7836,23.7008,68.6026,69.2169,70.1733,71.8609,72.1772,72.8936,72.9299,75.5893,75.9882,78.9996,80.2371,81.1438,81.1621,82.3038,83.2531,84.4664,84.8758,84.9601,90.8676,95.829,100.083,102.042,108.264,108.607,109.991,120,141.877,147.66,154.048,164.053,188.14,214.626,1263.4,1665.28,2056.48,2140.43,2478.12,3793.22,150,299790
-58.6908,0.966015,0.222141,3,7,0,58.9815,0.258448,66.9584,0.00603091,66.9584,0.258448,0.00603091,3.26123e+07,1.37023e+06,57571.6,23.8154,23.7558,23.7813,23.7802,23.7813,23.7717,23.7418,23.7738,23.7698,23.8768,23.8117,23.8753,23.8513,23.7943,23.8208,23.8752,23.8005,23.7444,23.8175,23.8153,23.7989,23.8043,23.7937,23.793,23.7619,23.7938,23.83,23.8023,23.7969,23.8083,23.7983,23.819,23.793,23.819,23.778,23.7722,23.816,23.8215,23.7963,23.7215,68.9763,69.5959,70.5617,72.2693,72.5898,73.3163,73.3531,76.0568,76.4631,79.5387,80.8062,81.7362,81.755,82.9278,83.9043,85.1541,85.5763,85.6632,91.7805,96.9529,101.412,103.473,110.049,110.412,111.882,122.569,146.283,152.623,159.66,170.744,197.713,227.755,1254.56,1652.59,2038.84,2121.51,2452.94,3704.99,150,299790
-58.87,0.999506,0.222141,4,15,0,59.1768,0.262043,65.9808,0.00601073,65.9808,0.262043,0.00601073,3.26164e+07,1.37032e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8773,23.8123,23.8759,23.8519,23.795,23.8215,23.876,23.8014,23.7453,23.8185,23.8164,23.8,23.8055,23.7951,23.7945,23.7634,23.7954,23.8318,23.8042,23.799,23.8105,23.8007,23.8216,23.7958,23.822,23.7813,23.7758,23.82,23.8259,23.8013,23.727,67.9948,68.6131,69.5765,71.2793,71.5988,72.323,72.3598,75.0539,75.4587,78.5213,79.783,80.7086,80.7273,81.8942,82.8657,84.1089,84.5288,84.6152,90.696,95.8336,100.26,102.305,108.828,109.188,110.645,121.236,144.708,150.978,157.935,168.889,195.523,225.17,1266.71,1667.97,2057.09,2140.34,2474.01,3734.09,150,299790
-58.2592,0.925545,0.222141,2,7,0,59.8194,0.260297,66.9497,0.00449716,66.9497,0.260297,0.00449716,3.26084e+07,1.37015e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7417,23.7736,23.7697,23.8766,23.8115,23.8751,23.851,23.794,23.8204,23.8748,23.8,23.7439,23.817,23.8148,23.7982,23.8035,23.7929,23.7921,23.7609,23.7926,23.8288,23.8009,23.7954,23.8065,23.7962,23.8166,23.7903,23.8157,23.7742,23.7673,23.81,23.8137,23.7841,23.7027,68.9559,69.571,70.5289,72.22,72.537,73.2552,73.2916,75.9595,76.3598,79.3841,80.6277,81.5392,81.5576,82.7057,83.6607,84.8816,85.2937,85.3785,91.3303,96.3366,100.634,102.615,108.913,109.26,110.663,120.817,143.09,148.993,155.521,165.759,190.467,217.722,1258.04,1658.24,2047.69,2131.24,2467.14,3768.01,150,299790
