# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = together_model
# start_datetime = 2023-07-20 13:49:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpnw0av1uc/ms19231p.json
# random
#   seed = 84814
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/together/together-20230720144903.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.208898
# Diagonal elements of inverse mass matrix:
# 0.000182124, 1.99726, 2.88866e-05
-58.7397,0.999338,0.208898,3,7,0,60.5094,0.25473,66.195,0.00586308,66.195,0.25473,0.00586308,3.26073e+07,1.37013e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7714,23.7414,23.7733,23.7693,23.8763,23.8112,23.8747,23.8506,23.7935,23.8199,23.8743,23.7995,23.7433,23.8163,23.8141,23.7975,23.8028,23.7921,23.7913,23.76,23.7918,23.8279,23.7999,23.7944,23.8056,23.7954,23.8158,23.7896,23.8152,23.7739,23.7675,23.8109,23.8157,23.7892,23.7131,68.1603,68.7639,69.7049,71.3687,71.681,72.3891,72.425,75.0604,75.4565,78.4554,79.6915,80.5986,80.6169,81.7608,82.7134,83.9327,84.3445,84.4293,90.3983,95.4463,99.7989,101.81,108.23,108.585,110.02,120.455,143.609,149.799,156.669,167.49,193.815,223.135,1258.73,1658.89,2047.66,2130.93,2464.98,3731.2,150,299790
-58.5407,0.888626,0.208898,4,19,0,60.527,0.278477,68.3325,0.00114006,68.3325,0.278477,0.00114006,3.26164e+07,1.37032e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7748,23.7709,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8772,23.8026,23.7466,23.8199,23.8178,23.8015,23.807,23.7966,23.796,23.765,23.7969,23.8333,23.8055,23.8002,23.8115,23.8014,23.8219,23.7956,23.8209,23.7791,23.7715,23.8129,23.8144,23.7777,23.6829,70.4601,71.1095,72.1183,73.8914,74.2227,74.9722,75.0102,77.7789,78.1924,81.3,82.5697,83.4974,83.5161,84.6811,85.6472,86.8784,87.293,87.3783,93.312,98.2291,102.398,104.304,110.301,110.629,111.951,121.386,141.324,146.449,152.045,160.677,180.854,202.174,1263.75,1665.6,2057.88,2142.33,2483.45,3878.44,150,299790
-58.2062,0.929594,0.208898,1,3,0,59.1782,0.280715,68.3948,0.00276771,68.3948,0.280715,0.00276771,3.26254e+07,1.37051e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7754,23.7716,23.8788,23.8139,23.8778,23.8539,23.7972,23.8239,23.8786,23.8041,23.7482,23.8217,23.8198,23.8036,23.8093,23.7991,23.7987,23.7679,23.8001,23.8367,23.8093,23.8043,23.8161,23.8064,23.8274,23.8017,23.8279,23.787,23.7809,23.8241,23.8281,23.7972,23.7113,70.568,71.2323,72.2647,74.0819,74.4217,75.1909,75.2299,78.0763,78.502,81.707,83.0194,83.9792,83.9986,85.2053,86.2069,87.485,87.9157,88.0043,94.1896,99.3443,103.737,105.751,112.117,112.467,113.876,123.999,145.758,151.433,157.669,167.37,190.423,215.353,1262.89,1662.59,2051.28,2134.71,2470.53,3803.25,150,299790
-58.6998,0.927607,0.208898,3,15,0,60.5538,0.264754,66.513,0.00373692,66.513,0.264754,0.00373692,3.26106e+07,1.3702e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7739,23.77,23.877,23.8119,23.8755,23.8515,23.7945,23.821,23.8755,23.8007,23.7446,23.8178,23.8156,23.7991,23.8045,23.7939,23.7932,23.762,23.7938,23.8299,23.8021,23.7967,23.8078,23.7976,23.8181,23.7918,23.8172,23.7756,23.7686,23.811,23.8143,23.7832,23.6989,68.5262,69.1428,70.1025,71.7949,72.1119,72.8299,72.8663,75.5298,75.929,78.9413,80.1782,81.084,81.1023,82.2425,83.1903,84.4012,84.8096,84.8936,90.7809,95.7162,99.9415,101.885,108.052,108.392,109.762,119.654,141.189,146.862,153.122,162.91,186.401,212.13,1266.69,1669.54,2061.83,2146.05,2484.99,3813.4,150,299790
-57.9186,0.999608,0.208898,3,15,0,59.7374,0.269803,67.409,0.00419584,67.409,0.269803,0.00419584,3.26183e+07,1.37036e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8778,23.8128,23.8765,23.8526,23.7957,23.8223,23.8768,23.8022,23.7462,23.8195,23.8175,23.8011,23.8067,23.7963,23.7957,23.7647,23.7968,23.8332,23.8056,23.8004,23.8119,23.802,23.8229,23.797,23.823,23.782,23.7759,23.8192,23.8237,23.7951,23.714,69.494,70.1326,71.1265,72.8792,73.2076,73.9512,73.9889,76.7477,77.1612,80.2818,81.5633,82.502,82.5209,83.7025,84.6848,85.9399,86.3632,86.4504,92.5553,97.6766,102.064,104.083,110.493,110.846,112.271,122.57,145.044,150.978,157.53,167.788,192.462,219.566,1261.83,1661.83,2050.54,2133.88,2468.81,3769.63,150,299790
-58.7304,0.944517,0.208898,3,7,0,58.8729,0.273556,67.0506,0.0026398,67.0506,0.273556,0.0026398,3.26166e+07,1.37032e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7819,23.7723,23.7425,23.7746,23.7707,23.8779,23.8129,23.8766,23.8526,23.7957,23.8223,23.8769,23.8022,23.7463,23.8195,23.8175,23.8011,23.8066,23.7962,23.7956,23.7646,23.7966,23.8329,23.8052,23.7999,23.8113,23.8013,23.8219,23.7958,23.8213,23.7799,23.773,23.8153,23.8182,23.7854,23.6974,69.1267,69.7615,70.7485,72.4862,72.8114,73.5473,73.5846,76.309,76.7167,79.7867,81.0443,81.9642,81.9828,83.1396,84.1,85.3256,85.7387,85.8237,91.7586,96.7078,100.927,102.862,108.98,109.316,110.67,120.403,141.331,146.79,152.789,162.12,184.294,208.266,1269.99,1673.32,2066.24,2150.66,2490.84,3846.65,150,299790
