# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb3_model
# start_datetime = 2023-07-27 10:33:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = Meu_Codigo_Normal_Model/CMB/data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmphxu43met/hsfotjd6.json
# random
#   seed = 22372
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/cmb/cmb3-20230727113305_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,h,Omega_b,Omega_c,wr,Omega_r,Omega_L,theta.1,theta.2,theta.3,theta.4,theta.5,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
2.53567,0.999135,0.0253127,6,83,0,1.07999,68.3799,0.0475927,0.299721,0.683799,0.0475927,0.252128,4.15e-05,8.87547e-05,0.70019,0.683799,0.0475927,0.252128,8.87547e-05,0.70019,0.0611743,0.548197,1091.83,0,0,3.17995,3.17995,0.0331187,301.645,1.74092,0.0222534,0.0746839,0.000217411,-2.65712e-05
1.29603,0.912955,0.0253127,4,31,0,-0.867721,68.3571,0.0473145,0.300175,0.683571,0.0473145,0.252861,4.15e-05,8.88138e-05,0.699736,0.683571,0.0473145,0.252861,8.88138e-05,0.699736,0.0614783,0.548332,1092.05,0,0,3.17803,3.17803,0.0331171,301.478,1.74119,0.0221086,-0.0918169,0.000487507,-0.000171366
2.22735,0.999574,0.0253127,2,7,0,-1.30351,68.3652,0.0476939,0.300044,0.683652,0.0476939,0.25235,4.15e-05,8.87929e-05,0.699868,0.683652,0.0476939,0.25235,8.87929e-05,0.699868,0.0610955,0.548161,1091.78,0,0,3.17858,3.17858,0.0331019,301.668,1.7411,0.0222912,0.0981232,0.000404658,1.11849e-05
2.89066,0.987478,0.0253127,2,3,0,-2.10512,68.3777,0.0475891,0.30022,0.683777,0.0475891,0.252631,4.15e-05,8.87604e-05,0.699691,0.683777,0.0475891,0.252631,8.87604e-05,0.699691,0.0611808,0.5482,1091.85,0,0,3.17784,3.17784,0.0331046,301.574,1.74121,0.0222503,0.0037383,0.00051429,-2.96953e-05
3.33739,0.993767,0.0253127,6,87,0,-2.5456,68.9309,0.0469625,0.293004,0.689309,0.0469625,0.246042,4.15e-05,8.73415e-05,0.706908,0.689309,0.0469625,0.246042,8.73415e-05,0.706908,0.0610479,0.54814,1091.66,0,0,3.20895,3.20895,0.0334345,301.521,1.737,0.022314,-0.0491165,-0.00370075,3.40442e-05
2.64165,0.993629,0.0253127,6,91,0,-2.2427,69.4666,0.0463363,0.285635,0.694666,0.0463363,0.239299,4.15e-05,8.59996e-05,0.714279,0.694666,0.0463363,0.239299,8.59996e-05,0.714279,0.0609524,0.548096,1091.47,0,0,3.24178,3.24178,0.033774,301.545,1.73256,0.02236,-0.0254941,-0.00813592,8.00419e-05
3.10317,0.999992,0.0253127,6,79,0,-1.98638,69.1415,0.0466792,0.28979,0.691415,0.0466792,0.243111,4.15e-05,8.68101e-05,0.710123,0.691415,0.0466792,0.243111,8.68101e-05,0.710123,0.0610454,0.548138,1091.6,0,0,3.22312,3.22312,0.0335783,301.556,1.73508,0.0223152,-0.0140297,-0.00562419,3.52304e-05
3.10487,0.940133,0.0253127,4,15,0,-2.46784,69.193,0.0468572,0.289842,0.69193,0.0468572,0.242985,4.15e-05,8.66811e-05,0.710071,0.69193,0.0468572,0.242985,8.66811e-05,0.710071,0.0608001,0.548027,1091.45,0,0,3.22291,3.22291,0.0335754,301.561,1.73512,0.0224337,-0.00856866,-0.0055836,0.000153667
2.26125,0.813729,0.0253127,2,7,0,-1.2257,69.217,0.0466705,0.290042,0.69217,0.0466705,0.243372,4.15e-05,8.66209e-05,0.709871,0.69217,0.0466705,0.243372,8.66209e-05,0.709871,0.0609529,0.548096,1091.57,0,0,3.22204,3.22204,0.0335839,301.404,1.73525,0.0223598,-0.165648,-0.00545165,7.98033e-05
2.87804,0.996709,0.0253127,6,67,0,-1.44109,69.4001,0.0466928,0.287594,0.694001,0.0466928,0.240901,4.15e-05,8.61644e-05,0.71232,0.694001,0.0466928,0.240901,8.61644e-05,0.71232,0.0606863,0.547974,1091.35,0,0,3.23297,3.23297,0.0336849,301.52,1.73377,0.022489,-0.0500968,-0.0069305,0.00020897
3.25207,0.96165,0.0253127,6,95,0,-0.897893,68.8332,0.0472753,0.294848,0.688332,0.0472753,0.247572,4.15e-05,8.75896e-05,0.705065,0.688332,0.0472753,0.247572,8.75896e-05,0.705065,0.0608716,0.548059,1091.58,0,0,3.20092,3.20092,0.0333484,301.543,1.73809,0.022399,-0.0270792,-0.00260563,0.00011905
2.65097,0.994969,0.0253127,6,75,0,-2.31524,69.3334,0.0468107,0.289019,0.693334,0.0468107,0.242208,4.15e-05,8.63302e-05,0.710895,0.693334,0.0468107,0.242208,8.63302e-05,0.710895,0.0606585,0.547962,1091.37,0,0,3.22661,3.22661,0.0336254,301.459,1.73464,0.0225025,-0.110667,-0.00606143,0.000222498
2.91296,0.997633,0.0253127,2,7,0,-2.29351,69.3189,0.0467537,0.288906,0.693189,0.0467537,0.242152,4.15e-05,8.63665e-05,0.711007,0.693189,0.0467537,0.242152,8.63665e-05,0.711007,0.0607342,0.547996,1091.41,0,0,3.2271,3.2271,0.0336294,301.469,1.73457,0.0224657,-0.10091,-0.0061336,0.000185663
0.678573,0.747537,0.0253127,4,23,0,0.229439,69.3943,0.0465967,0.288597,0.693943,0.0465967,0.242,4.15e-05,8.61787e-05,0.711317,0.693943,0.0465967,0.242,8.61787e-05,0.711317,0.0607891,0.548022,1091.46,0,0,3.22851,3.22851,0.0336598,301.329,1.73439,0.022439,-0.241092,-0.00630624,0.000158999
2.50614,0.998794,0.0253127,6,75,0,-0.0525162,68.6424,0.0472306,0.295851,0.686424,0.0472306,0.248621,4.15e-05,8.8077e-05,0.704061,0.686424,0.0472306,0.248621,8.8077e-05,0.704061,0.0611729,0.548196,1091.76,0,0,3.19652,3.19652,0.0332907,301.651,1.73866,0.0222541,0.0811618,-0.00203979,-2.59387e-05
2.07734,0.954038,0.0253127,6,79,0,-0.273781,68.5923,0.0477722,0.298554,0.685923,0.0477722,0.250781,4.15e-05,8.8206e-05,0.701358,0.685923,0.0477722,0.250781,8.8206e-05,0.701358,0.0607123,0.547986,1091.54,0,0,3.18496,3.18496,0.0331768,301.592,1.74026,0.0224763,0.0215752,-0.000435021,0.000196328
2.48679,0.998943,0.0253127,6,103,0,-1.54779,68.6832,0.0472127,0.295362,0.686832,0.0472127,0.248149,4.15e-05,8.79725e-05,0.70455,0.686832,0.0472127,0.248149,8.79725e-05,0.70455,0.0611354,0.548179,1091.73,0,0,3.19864,3.19864,0.0333123,301.655,1.73837,0.022272,0.0849799,-0.00232629,-7.98261e-06
3.10166,0.991767,0.0253127,2,3,0,-2.36797,68.694,0.0471328,0.295571,0.68694,0.0471328,0.248438,4.15e-05,8.7945e-05,0.704341,0.68694,0.0471328,0.248438,8.7945e-05,0.704341,0.0611996,0.548208,1091.79,0,0,3.19775,3.19775,0.0333125,301.57,1.7385,0.0222413,-0.000449407,-0.00219607,-3.87125e-05
2.84268,0.939807,0.0253127,2,3,0,-2.77235,68.6998,0.0470639,0.295645,0.686998,0.0470639,0.248582,4.15e-05,8.79301e-05,0.704267,0.686998,0.0470639,0.248582,8.79301e-05,0.704267,0.0612598,0.548235,1091.83,0,0,3.19744,3.19744,0.0333151,301.517,1.73855,0.0222125,-0.0533891,-0.0021487,-6.74659e-05
3.04943,0.99977,0.0253127,6,95,0,-1.88399,68.8159,0.0470089,0.294428,0.688159,0.0470089,0.247419,4.15e-05,8.76337e-05,0.705485,0.688159,0.0470089,0.247419,8.76337e-05,0.705485,0.0611571,0.548189,1091.75,0,0,3.20273,3.20273,0.0333721,301.5,1.73784,0.0222617,-0.0699044,-0.00286011,-1.83492e-05
3.06168,0.997393,0.0253127,4,31,0,-2.8353,68.8871,0.0470053,0.29386,0.688871,0.0470053,0.246855,4.15e-05,8.74526e-05,0.706052,0.688871,0.0470053,0.246855,8.74526e-05,0.706052,0.0610646,0.548147,1091.69,0,0,3.20521,3.20521,0.0334003,301.479,1.73751,0.022306,-0.0914482,-0.00318918,2.60023e-05
2.37114,0.961549,0.0253127,6,83,0,-2.09139,69.2814,0.0464463,0.288461,0.692814,0.0464463,0.242014,4.15e-05,8.64599e-05,0.711453,0.692814,0.0464463,0.242014,8.64599e-05,0.711453,0.06109,0.548159,1091.62,0,0,3.22907,3.22907,0.0336534,301.438,1.73429,0.0222938,-0.131828,-0.00641337,1.38201e-05
3.02102,1,0.0253127,1,3,0,-2.43602,69.274,0.0465235,0.288302,0.69274,0.0465235,0.241779,4.15e-05,8.64785e-05,0.711611,0.69274,0.0465235,0.241779,8.64785e-05,0.711611,0.0610228,0.548128,1091.57,0,0,3.22977,3.22977,0.0336525,301.511,1.73419,0.0223261,-0.0588424,-0.0065147,4.60859e-05
3.08423,0.966159,0.0253127,4,15,0,-2.09311,69.3142,0.0465469,0.287879,0.693142,0.0465469,0.241332,4.15e-05,8.63782e-05,0.712035,0.693142,0.0465469,0.241332,8.63782e-05,0.712035,0.0609457,0.548093,1091.51,0,0,3.23167,3.23167,0.0336704,301.529,1.73393,0.0223633,-0.0414516,-0.00676962,8.32562e-05
3.21595,0.989333,0.0253127,6,111,0,-1.79766,69.1771,0.0466858,0.289812,0.691771,0.0466858,0.243126,4.15e-05,8.67209e-05,0.710101,0.691771,0.0466858,0.243126,8.67209e-05,0.710101,0.0609911,0.548114,1091.57,0,0,3.22304,3.22304,0.0335832,301.504,1.7351,0.0223413,-0.065686,-0.00560303,6.1346e-05
1.98154,0.893582,0.0253127,6,75,0,-1.69223,68.6342,0.0470145,0.296351,0.686342,0.0470145,0.249336,4.15e-05,8.80982e-05,0.703561,0.686342,0.0470145,0.249336,8.80982e-05,0.703561,0.0613977,0.548297,1091.94,0,0,3.19439,3.19439,0.0332868,301.485,1.73896,0.0221469,-0.085191,-0.00173643,-0.00013313
2.29325,0.998222,0.0253127,6,107,0,0.223618,68.3333,0.0476994,0.301584,0.683333,0.0476994,0.253885,4.15e-05,8.88758e-05,0.698327,0.683333,0.0476994,0.253885,8.88758e-05,0.698327,0.0611336,0.548178,1091.86,0,0,3.1721,3.1721,0.0330534,301.495,1.74201,0.0222729,-0.0751259,0.00131135,-7.08665e-06
2.31668,0.926153,0.0253127,6,71,0,-0.664133,69.0047,0.0469839,0.291468,0.690047,0.0469839,0.244484,4.15e-05,8.71546e-05,0.708445,0.690047,0.0469839,0.244484,8.71546e-05,0.708445,0.0609274,0.548085,1091.54,0,0,3.21568,3.21568,0.03349,301.653,1.73607,0.0223721,0.0830479,-0.0046257,9.20937e-05
1.9721,0.989874,0.0253127,5,59,0,-1.69266,68.7752,0.0472024,0.294217,0.687752,0.0472024,0.247015,4.15e-05,8.77373e-05,0.705695,0.687752,0.0472024,0.247015,8.77373e-05,0.705695,0.0610212,0.548127,1091.64,0,0,3.20362,3.20362,0.0333608,301.685,1.7377,0.0223269,0.114892,-0.00300009,4.6877e-05
1.87345,0.946709,0.0253127,2,7,0,-0.352625,68.8354,0.0471351,0.295317,0.688354,0.0471351,0.248182,4.15e-05,8.75838e-05,0.704595,0.688354,0.0471351,0.248182,8.75838e-05,0.704595,0.0610062,0.548121,1091.69,0,0,3.1989,3.1989,0.033343,301.402,1.73838,0.0223341,-0.167947,-0.00231844,5.41197e-05
-0.0229428,0.842091,0.0253127,5,55,0,1.48542,68.8146,0.0470399,0.295657,0.688146,0.0470399,0.248617,4.15e-05,8.76369e-05,0.704255,0.688146,0.0470399,0.248617,8.76369e-05,0.704255,0.0611282,0.548176,1091.78,0,0,3.19743,3.19743,0.033335,301.336,1.73858,0.0222755,-0.234099,-0.00211571,-4.4967e-06
2.48884,0.999139,0.0253127,4,19,0,-0.109136,68.6476,0.0473264,0.296061,0.686476,0.0473264,0.248734,4.15e-05,8.80638e-05,0.703851,0.686476,0.0473264,0.248734,8.80638e-05,0.703851,0.0610718,0.54815,1091.7,0,0,3.19562,3.19562,0.0332804,301.659,1.73879,0.0223025,0.0892922,-0.00191361,2.25485e-05
1.64477,0.94191,0.0253127,2,7,0,-1.53545,68.6491,0.0469606,0.296114,0.686491,0.0469606,0.249153,4.15e-05,8.806e-05,0.703798,0.686491,0.0469606,0.249153,8.806e-05,0.703798,0.0614309,0.548311,1091.95,0,0,3.19541,3.19541,0.0332989,301.472,1.73882,0.0221311,-0.0982644,-0.00187542,-0.000148886
0.0753496,0.890065,0.0253127,2,3,0,0.0321273,68.6501,0.0468752,0.296231,0.686501,0.0468752,0.249355,4.15e-05,8.80574e-05,0.703681,0.686501,0.0468752,0.249355,8.80574e-05,0.703681,0.0615145,0.548348,1092.02,0,0,3.19491,3.19491,0.0333003,301.412,1.7389,0.0220915,-0.158426,-0.00180308,-0.000188497
2.56107,1,0.0253127,4,23,0,-0.150471,68.5866,0.0476948,0.298518,0.685866,0.0476948,0.250824,4.15e-05,8.82205e-05,0.701393,0.685866,0.0476948,0.250824,8.82205e-05,0.701393,0.0607949,0.548024,1091.59,0,0,3.18511,3.18511,0.033181,301.567,1.74024,0.0224362,-0.00263827,-0.000456091,0.000156211
2.86711,1,0.0253127,3,7,0,-2.4589,68.567,0.0475835,0.298659,0.68567,0.0475835,0.251076,4.15e-05,8.8271e-05,0.701252,0.68567,0.0475835,0.251076,8.8271e-05,0.701252,0.0609296,0.548086,1091.68,0,0,3.18451,3.18451,0.0331798,301.521,1.74033,0.022371,-0.0485663,-0.000374344,9.10384e-05
2.98353,0.991131,0.0253127,4,15,0,-2.77989,68.5576,0.0475933,0.298524,0.685576,0.0475933,0.250931,4.15e-05,8.82952e-05,0.701388,0.685576,0.0475933,0.250931,8.82952e-05,0.701388,0.0609327,0.548087,1091.68,0,0,3.18508,3.18508,0.0331816,301.56,1.74024,0.0223695,-0.0104909,-0.000457536,8.95234e-05
1.36838,0.770703,0.0253127,5,55,0,1.31879,68.5809,0.0469712,0.295756,0.685809,0.0469712,0.248784,4.15e-05,8.82352e-05,0.704156,0.685809,0.0469712,0.248784,8.82352e-05,0.704156,0.0615131,0.548348,1091.97,0,0,3.19692,3.19692,0.0332972,301.63,1.73859,0.0220922,0.0596145,-0.00210698,-0.000187845
1.07633,0.985937,0.0253127,2,3,0,-0.92794,68.5796,0.0469659,0.29561,0.685796,0.0469659,0.248644,4.15e-05,8.82385e-05,0.704301,0.685796,0.0469659,0.248644,8.82385e-05,0.704301,0.0615202,0.548351,1091.97,0,0,3.19754,3.19754,0.0333014,301.65,1.7385,0.0220888,0.080345,-0.00219511,-0.000191198
2.4908,0.974174,0.0253127,4,15,0,0.249596,68.6425,0.0474752,0.297934,0.686425,0.0474752,0.250458,4.15e-05,8.80769e-05,0.701978,0.686425,0.0474752,0.250458,8.80769e-05,0.701978,0.0609331,0.548087,1091.68,0,0,3.18762,3.18762,0.0332185,301.465,1.73991,0.0223693,-0.105241,-0.00079031,8.93371e-05
0.614634,0.996632,0.0253127,6,119,0,0.858414,70.0479,0.0456059,0.278104,0.700479,0.0456059,0.232498,4.15e-05,8.45782e-05,0.721811,0.700479,0.0456059,0.232498,8.45782e-05,0.721811,0.0609162,0.54808,1091.33,0,0,3.27654,3.27654,0.0341406,301.505,1.7279,0.0223775,-0.0650042,-0.0127956,9.74779e-05
1.29394,0.99173,0.0253127,3,7,0,-0.366395,70.059,0.045814,0.279102,0.70059,0.045814,0.233288,4.15e-05,8.45514e-05,0.720814,0.70059,0.045814,0.233288,8.45514e-05,0.720814,0.0606909,0.547977,1091.22,0,0,3.2719,3.2719,0.0340998,301.438,1.72855,0.0224867,-0.1321,-0.0121523,0.000206697
1.92372,0.999179,0.0253127,5,39,0,-1.06735,69.8566,0.0460539,0.281262,0.698566,0.0460539,0.235208,4.15e-05,8.50418e-05,0.718653,0.698566,0.0460539,0.235208,8.50418e-05,0.718653,0.0607169,0.547988,1091.26,0,0,3.26183,3.26183,0.0339864,301.513,1.72989,0.0224741,-0.0566079,-0.0108148,0.000194075
0.857374,0.972573,0.0253127,3,11,0,-0.600248,69.8767,0.0464286,0.282525,0.698767,0.0464286,0.236097,4.15e-05,8.4993e-05,0.71739,0.698767,0.0464286,0.236097,8.4993e-05,0.71739,0.0603169,0.547802,1091.05,0,0,3.25604,3.25604,0.03393,301.478,1.73069,0.0226699,-0.0919432,-0.0100115,0.000389926
1.16447,0.917512,0.0253127,3,11,0,-0.095084,69.7666,0.0460318,0.281502,0.697666,0.0460318,0.23547,4.15e-05,8.52615e-05,0.718413,0.697666,0.0460318,0.23547,8.52615e-05,0.718413,0.0608584,0.548053,1091.34,0,0,3.26069,3.26069,0.0339653,301.595,1.73002,0.0224054,0.0249648,-0.0106814,0.000125438
0.834041,0.993312,0.0253127,4,31,0,0.105196,69.7427,0.0463902,0.284438,0.697427,0.0463902,0.238047,4.15e-05,8.53199e-05,0.715477,0.697427,0.0463902,0.238047,8.53199e-05,0.715477,0.0605317,0.547903,1091.23,0,0,3.2473,3.2473,0.0338525,301.357,1.73187,0.0225644,-0.213381,-0.00882935,0.000284424
2.03258,0.833795,0.0253127,4,23,0,1.29531,69.7461,0.0461361,0.282355,0.697461,0.0461361,0.236219,4.15e-05,8.53116e-05,0.71756,0.697461,0.0461361,0.236219,8.53116e-05,0.71756,0.0607809,0.548018,1091.31,0,0,3.25678,3.25678,0.0339302,301.545,1.73056,0.022443,-0.0252859,-0.0101441,0.000162993
2.86048,0.973969,0.0253127,5,59,0,-1.0204,69.15,0.0469688,0.290475,0.6915,0.0469688,0.243507,4.15e-05,8.67888e-05,0.709438,0.6915,0.0469688,0.243507,8.67888e-05,0.709438,0.0607476,0.548003,1091.42,0,0,3.2201,3.2201,0.0335437,301.584,1.7355,0.0224592,0.0136352,-0.00520405,0.000179162
3.0023,0.97715,0.0253127,6,91,0,-2.12196,68.9163,0.0470778,0.292914,0.689163,0.0470778,0.245837,4.15e-05,8.73785e-05,0.706998,0.689163,0.0470778,0.245837,8.73785e-05,0.706998,0.0609538,0.548097,1091.59,0,0,3.20933,3.20933,0.0334284,301.612,1.73694,0.0223594,0.0420161,-0.00376086,7.93612e-05
0.390559,0.764897,0.0253127,6,71,0,0.409898,68.8581,0.046765,0.294039,0.688581,0.046765,0.247274,4.15e-05,8.75262e-05,0.705873,0.688581,0.046765,0.247274,8.75262e-05,0.705873,0.0613421,0.548272,1091.88,0,0,3.20444,3.20444,0.0334035,301.377,1.73762,0.0221733,-0.193132,-0.00308294,-0.000106678
1.16738,0.998513,0.0253127,4,19,0,0.178678,68.7874,0.0475835,0.295494,0.687874,0.0475835,0.247911,4.15e-05,8.77063e-05,0.704418,0.687874,0.0475835,0.247911,8.77063e-05,0.704418,0.0606327,0.54795,1091.42,0,0,3.19811,3.19811,0.0333057,301.665,1.73847,0.0225151,0.0946317,-0.00222921,0.000235079
1.20169,0.996377,0.0253127,3,7,0,-0.63183,68.7728,0.0475774,0.295578,0.687728,0.0475774,0.248001,4.15e-05,8.77435e-05,0.704334,0.687728,0.0475774,0.248001,8.77435e-05,0.704334,0.0606582,0.547961,1091.44,0,0,3.19774,3.19774,0.0333012,301.67,1.73852,0.0225027,0.100456,-0.00218159,0.000222655
1.4862,0.998427,0.0253127,2,7,0,-0.974291,68.75,0.0470579,0.295906,0.6875,0.0470579,0.248848,4.15e-05,8.78016e-05,0.704006,0.6875,0.0470579,0.248848,8.78016e-05,0.704006,0.0611976,0.548207,1091.82,0,0,3.19634,3.19634,0.0333163,301.402,1.73872,0.0222422,-0.167944,-0.00197991,-3.77623e-05
2.92544,0.991596,0.0253127,3,11,0,0.557302,68.7765,0.0473285,0.295987,0.687765,0.0473285,0.248658,4.15e-05,8.7734e-05,0.703925,0.687765,0.0473285,0.248658,8.7734e-05,0.703925,0.0608958,0.54807,1091.62,0,0,3.19599,3.19599,0.0333037,301.484,1.73877,0.0223873,-0.0864521,-0.00192963,0.000107343
1.6968,0.962087,0.0253127,6,99,0,-0.705385,68.1855,0.0481316,0.303576,0.681855,0.0481316,0.255444,4.15e-05,8.92614e-05,0.696335,0.681855,0.0481316,0.255444,8.92614e-05,0.696335,0.0609158,0.54808,1091.74,0,0,3.16373,3.16373,0.0329513,301.632,1.74315,0.0223777,0.0622276,0.00244557,9.76805e-05
1.73524,0.876492,0.0253127,3,11,0,-0.361638,68.1393,0.0478195,0.302662,0.681393,0.0478195,0.254842,4.15e-05,8.93825e-05,0.697249,0.681393,0.0478195,0.254842,8.93825e-05,0.697249,0.061281,0.548244,1091.94,0,0,3.16752,3.16752,0.0329853,301.682,1.7426,0.0222024,0.111595,0.00190249,-7.75585e-05
1.64293,0.933992,0.0253127,3,15,0,-0.64496,68.1427,0.0477127,0.302318,0.681427,0.0477127,0.254605,4.15e-05,8.93737e-05,0.697593,0.681427,0.0477127,0.254605,8.93737e-05,0.697593,0.0613805,0.548289,1091.99,0,0,3.16896,3.16896,0.033001,301.675,1.7424,0.022155,0.105024,0.0017022,-0.000124954
1.83658,1,0.0253127,3,7,0,-1.63637,68.1417,0.0476607,0.302401,0.681417,0.0476607,0.25474,4.15e-05,8.93763e-05,0.69751,0.681417,0.0476607,0.25474,8.93763e-05,0.69751,0.0614327,0.548312,1092.03,0,0,3.16861,3.16861,0.0330013,301.64,1.74245,0.0221303,0.069695,0.00175177,-0.000149733
2.1018,0.99739,0.0253127,3,15,0,-1.27432,68.1773,0.0480276,0.303893,0.681773,0.0480276,0.255866,4.15e-05,8.92828e-05,0.696017,0.681773,0.0480276,0.255866,8.92828e-05,0.696017,0.0610273,0.54813,1091.82,0,0,3.16242,3.16242,0.0329466,301.549,1.74333,0.022324,-0.0209292,0.00263166,4.39652e-05
1.08415,0.917807,0.0253127,3,15,0,-0.643732,68.1384,0.0476526,0.301991,0.681384,0.0476526,0.254338,4.15e-05,8.93849e-05,0.69792,0.681384,0.0476526,0.254338,8.93849e-05,0.69792,0.0614452,0.548318,1092.02,0,0,3.17032,3.17032,0.0330125,301.7,1.74221,0.0221243,0.129653,0.0015093,-0.000155653
1.75468,0.994907,0.0253127,6,95,0,0.430388,69.1722,0.0464318,0.288344,0.691722,0.0464318,0.241912,4.15e-05,8.6733e-05,0.71157,0.691722,0.0464318,0.241912,8.6733e-05,0.71157,0.0612512,0.548231,1091.69,0,0,3.22955,3.22955,0.0336395,301.608,1.73419,0.0222167,0.0375542,-0.00651017,-6.33336e-05
