# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb3_model
# start_datetime = 2023-07-27 10:33:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = Meu_Codigo_Normal_Model/CMB/data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmphxu43met/hsfotjd6.json
# random
#   seed = 22372
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/cmb/cmb3-20230727113305_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,h,Omega_b,Omega_c,wr,Omega_r,Omega_L,theta.1,theta.2,theta.3,theta.4,theta.5,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
# Adaptation terminated
# Step size = 0.0272212
# Diagonal elements of inverse mass matrix:
# 6.04859e-05, 2.46337e-05, 5.36695e-05
-0.215736,0.754912,0.0272212,4,15,0,2.11005,68.836,0.04674,0.29425,0.68836,0.04674,0.24751,4.15e-05,8.75824e-05,0.705663,0.68836,0.04674,0.24751,8.75824e-05,0.705663,0.0613969,0.548296,1091.92,0,0,3.20352,3.20352,0.0333951,301.366,1.73774,0.0221473,-0.204174,-0.00295935,-0.000132746
1.91625,0.997285,0.0272212,2,7,0,0.411354,68.8469,0.0473946,0.294346,0.688469,0.0473946,0.246952,4.15e-05,8.75546e-05,0.705566,0.688469,0.0473946,0.246952,8.75546e-05,0.705566,0.0607365,0.547997,1091.47,0,0,3.20308,3.20308,0.0333585,301.655,1.73779,0.0224645,0.0853699,-0.00290891,0.000184548
0.893963,0.990648,0.0272212,6,79,0,0.704742,70.0235,0.0456875,0.279165,0.700235,0.0456875,0.233478,4.15e-05,8.46371e-05,0.72075,0.700235,0.0456875,0.233478,8.46371e-05,0.72075,0.0608657,0.548057,1091.33,0,0,3.2716,3.2716,0.0340992,301.415,1.72858,0.0224019,-0.155123,-0.0121173,0.000121884
1.10703,0.983949,0.0272212,4,27,0,-0.580935,69.9539,0.0461796,0.280643,0.699539,0.0461796,0.234463,4.15e-05,8.48056e-05,0.719272,0.699539,0.0461796,0.234463,8.48056e-05,0.719272,0.0604628,0.547871,1091.09,0,0,3.26472,3.26472,0.0340142,301.533,1.72951,0.0225982,-0.0365236,-0.0111916,0.00031819
1.40982,0.963571,0.0272212,3,11,0,-0.330721,69.9152,0.0458218,0.280488,0.699152,0.0458218,0.234666,4.15e-05,8.48994e-05,0.719427,0.699152,0.0458218,0.234666,8.48994e-05,0.719427,0.0608731,0.54806,1091.35,0,0,3.26543,3.26543,0.034033,301.432,1.72941,0.0223983,-0.137703,-0.0112934,0.000118328
3.02872,0.992184,0.0272212,6,91,0,-0.409749,69.1308,0.0468493,0.290231,0.691308,0.0468493,0.243382,4.15e-05,8.6837e-05,0.709682,0.691308,0.0468493,0.243382,8.6837e-05,0.709682,0.0608911,0.548068,1091.51,0,0,3.22117,3.22117,0.0335542,301.589,1.73534,0.0223896,0.019089,-0.0053569,0.000109624
3.16472,0.996191,0.0272212,4,15,0,-2.04996,69.1426,0.0466709,0.289979,0.691426,0.0466709,0.243308,4.15e-05,8.68073e-05,0.709935,0.691426,0.0466709,0.243308,8.68073e-05,0.709935,0.0610522,0.548142,1091.61,0,0,3.22229,3.22229,0.0335734,301.522,1.73519,0.022312,-0.0480642,-0.00550747,3.19579e-05
1.90924,0.991205,0.0272212,6,127,0,-0.837603,69.7037,0.04643,0.284453,0.697037,0.04643,0.238023,4.15e-05,8.54154e-05,0.715461,0.697037,0.04643,0.238023,8.54154e-05,0.715461,0.0605438,0.547908,1091.22,0,0,3.24721,3.24721,0.0338433,301.43,1.73187,0.0225585,-0.139863,-0.00882867,0.000278509
0.935868,0.778252,0.0272212,3,9,0,-0.291039,69.6814,0.0466145,0.28433,0.696814,0.0466145,0.237716,4.15e-05,8.54701e-05,0.715584,0.696814,0.0466145,0.237716,8.54701e-05,0.715584,0.0603906,0.547837,1091.11,0,0,3.24775,3.24775,0.0338329,301.574,1.73179,0.0226336,0.00370862,-0.00891447,0.000353644
1.20028,1,0.0272212,3,9,0,-0.737831,69.6301,0.0463174,0.283483,0.696301,0.0463174,0.237165,4.15e-05,8.55962e-05,0.716432,0.696301,0.0463174,0.237165,8.55962e-05,0.716432,0.0607535,0.548005,1091.3,0,0,3.25158,3.25158,0.0338666,301.629,1.73124,0.0224563,0.0590634,-0.00945701,0.000176266
2.85054,0.999061,0.0272212,6,75,0,-1.30732,69.3452,0.0467927,0.288454,0.693452,0.0467927,0.241661,4.15e-05,8.63009e-05,0.71146,0.693452,0.0467927,0.241661,8.63009e-05,0.71146,0.0606606,0.547963,1091.35,0,0,3.22912,3.22912,0.0336449,301.519,1.73429,0.0225015,-0.051358,-0.00640903,0.000221485
2.83986,0.915411,0.0272212,7,131,0,-1.42734,68.4527,0.04739,0.298835,0.684527,0.04739,0.251445,4.15e-05,8.8566e-05,0.701077,0.684527,0.04739,0.251445,8.8566e-05,0.701077,0.0612738,0.548241,1091.89,0,0,3.18372,3.18372,0.0331664,301.569,1.74041,0.0222059,-0.000884733,-0.000291673,-7.41498e-05
1.67764,0.67955,0.0272212,2,3,0,-0.973867,68.455,0.0476283,0.298688,0.68455,0.0476283,0.25106,4.15e-05,8.856e-05,0.701223,0.68455,0.0476283,0.25106,8.856e-05,0.701223,0.0610375,0.548135,1091.72,0,0,3.18434,3.18434,0.0331582,301.702,1.74032,0.022319,0.13219,-0.000382773,3.90435e-05
3.22125,0.998669,0.0272212,6,111,0,0.00485312,68.94,0.046907,0.292424,0.6894,0.046907,0.245517,4.15e-05,8.73183e-05,0.707489,0.6894,0.046907,0.245517,8.73183e-05,0.707489,0.0610905,0.548159,1091.67,0,0,3.21148,3.21148,0.0334558,301.567,1.73665,0.0222936,-0.00326145,-0.00405278,1.35961e-05
2.37764,0.909403,0.0272212,6,107,0,-0.399559,69.4977,0.0466651,0.286422,0.694977,0.0466651,0.239757,4.15e-05,8.59225e-05,0.713492,0.694977,0.0466651,0.239757,8.59225e-05,0.713492,0.0605839,0.547927,1091.26,0,0,3.23825,3.23825,0.0337373,301.543,1.73306,0.0225389,-0.0266366,-0.00764058,0.000258905
1.54882,0.877527,0.0272212,7,145,0,1.5412,68.5228,0.0478604,0.299191,0.685228,0.0478604,0.251331,4.15e-05,8.83848e-05,0.70072,0.685228,0.0478604,0.251331,8.83848e-05,0.70072,0.0607206,0.54799,1091.54,0,0,3.18223,3.18223,0.0331428,301.642,1.74063,0.0224723,0.0724132,-7.08982e-05,0.000192257
1.47074,0.895657,0.0272212,6,107,0,0.243505,68.989,0.0465706,0.291676,0.68989,0.0465706,0.245106,4.15e-05,8.71944e-05,0.708237,0.68989,0.0465706,0.245106,8.71944e-05,0.708237,0.0613592,0.548279,1091.84,0,0,3.21477,3.21477,0.033504,301.442,1.73621,0.0221652,-0.128094,-0.00449448,-0.000114827
2.59228,0.971154,0.0272212,3,7,0,-0.756723,69.0003,0.0466547,0.291076,0.690003,0.0466547,0.244422,4.15e-05,8.71657e-05,0.708836,0.690003,0.0466547,0.244422,8.71657e-05,0.708836,0.0612599,0.548235,1091.75,0,0,3.2174,3.2174,0.0335187,301.556,1.73584,0.0222125,-0.01363,-0.004862,-6.74848e-05
3.18658,0.996771,0.0272212,6,79,0,-0.88955,68.7177,0.04721,0.295437,0.687177,0.04721,0.248227,4.15e-05,8.78841e-05,0.704475,0.687177,0.04721,0.248227,8.78841e-05,0.704475,0.0610914,0.548159,1091.72,0,0,3.19834,3.19834,0.0333161,301.592,1.73843,0.0222932,0.0222096,-0.0022733,1.31503e-05
3.12594,0.899754,0.0272212,3,15,0,-1.57681,68.7755,0.0473249,0.295819,0.687755,0.0473249,0.248495,4.15e-05,8.77366e-05,0.704093,0.687755,0.0473249,0.248495,8.77366e-05,0.704093,0.0609006,0.548073,1091.62,0,0,3.19671,3.19671,0.0333085,301.508,1.73867,0.022385,-0.0621604,-0.00203095,0.000105006
2.5854,0.904313,0.0272212,4,15,0,-1.11081,68.702,0.0474956,0.296315,0.68702,0.0474956,0.248819,4.15e-05,8.79244e-05,0.703597,0.68702,0.0474956,0.248819,8.79244e-05,0.703597,0.0608329,0.548042,1091.57,0,0,3.19455,3.19455,0.0332731,301.625,1.73895,0.0224178,0.0550727,-0.00175102,0.000137754
2.17889,0.994799,0.0272212,7,143,0,-1.63927,69.5774,0.0464776,0.284862,0.695774,0.0464776,0.238384,4.15e-05,8.57258e-05,0.715053,0.695774,0.0464776,0.238384,8.57258e-05,0.715053,0.0606638,0.547964,1091.28,0,0,3.24531,3.24531,0.0338075,301.573,1.7321,0.0224999,0.00322825,-0.00860011,0.000219904
2.40741,0.999248,0.0272212,2,7,0,-1.67468,69.6041,0.0463826,0.285209,0.696041,0.0463826,0.238826,4.15e-05,8.566e-05,0.714705,0.696041,0.0463826,0.238826,8.566e-05,0.714705,0.0607229,0.547991,1091.34,0,0,3.24375,3.24375,0.0338069,301.434,1.73233,0.0224711,-0.135962,-0.0083739,0.000191134
1.79567,0.983576,0.0272212,5,47,0,0.376285,69.7175,0.0459512,0.282319,0.697175,0.0459512,0.236367,4.15e-05,8.53817e-05,0.717596,0.697175,0.0459512,0.236367,8.53817e-05,0.717596,0.0610049,0.54812,1091.46,0,0,3.25694,3.25694,0.033937,301.499,1.73053,0.0223347,-0.0712279,-0.0101705,5.47079e-05
1.79567,0.379907,0.0272212,2,3,0,1.73803,69.7175,0.0459512,0.282319,0.697175,0.0459512,0.236367,4.15e-05,8.53817e-05,0.717596,0.697175,0.0459512,0.236367,8.53817e-05,0.717596,0.0610049,0.54812,1091.46,0,0,3.25694,3.25694,0.033937,301.499,1.73053,0.0223347,-0.0712279,-0.0101705,5.47079e-05
0.173507,0.746503,0.0272212,5,35,0,1.40673,70.045,0.0455975,0.27891,0.70045,0.0455975,0.233312,4.15e-05,8.45851e-05,0.721005,0.70045,0.0455975,0.233312,8.45851e-05,0.721005,0.0609286,0.548085,1091.37,0,0,3.27279,3.27279,0.0341159,301.378,1.72842,0.0223715,-0.191677,-0.0122755,9.15198e-05
-0.686143,0.999225,0.0272212,3,9,0,1.11226,70.0055,0.0457478,0.27817,0.700055,0.0457478,0.232422,4.15e-05,8.46806e-05,0.721746,0.700055,0.0457478,0.232422,8.46806e-05,0.721746,0.0608285,0.54804,1091.26,0,0,3.27622,3.27622,0.0341233,301.628,1.72794,0.0224199,0.0577586,-0.0127649,0.000139918
-0.476294,0.998804,0.0272212,3,15,0,1.08149,70.0463,0.0454382,0.278176,0.700463,0.0454382,0.232738,4.15e-05,8.45819e-05,0.72174,0.700463,0.0454382,0.232738,8.45819e-05,0.72174,0.0610892,0.548158,1091.45,0,0,3.27621,3.27621,0.0341478,301.411,1.72795,0.0222942,-0.159131,-0.0127468,1.41956e-05
0.244755,0.998104,0.0272212,3,15,0,0.537811,70.0893,0.0456092,0.278567,0.700893,0.0456092,0.232958,4.15e-05,8.44783e-05,0.721349,0.700893,0.0456092,0.232958,8.44783e-05,0.721349,0.0608582,0.548053,1091.32,0,0,3.27441,3.27441,0.0341331,301.374,1.72821,0.0224055,-0.19572,-0.0124874,0.00012552
0.0153424,0.980305,0.0272212,2,3,0,0.117488,70.0888,0.0459513,0.278337,0.700888,0.0459513,0.232386,4.15e-05,8.44794e-05,0.721578,0.700888,0.0459513,0.232386,8.44794e-05,0.721578,0.0605136,0.547894,1091.07,0,0,3.27546,3.27546,0.0341203,301.585,1.72806,0.0225733,0.0148285,-0.0126416,0.000293275
0.664091,0.99713,0.0272212,2,7,0,0.0380321,70.0942,0.0458706,0.278265,0.700942,0.0458706,0.232394,4.15e-05,8.44664e-05,0.721651,0.700942,0.0458706,0.232394,8.44664e-05,0.721651,0.0605875,0.547929,1091.12,0,0,3.27581,3.27581,0.0341281,301.547,1.72801,0.0225371,-0.0226027,-0.0126858,0.000257127
-0.94672,0.945765,0.0272212,3,15,0,2.0525,69.9783,0.0455187,0.277972,0.699783,0.0455187,0.232453,4.15e-05,8.47464e-05,0.721943,0.699783,0.0455187,0.232453,8.47464e-05,0.721943,0.0610973,0.548162,1091.42,0,0,3.27713,3.27713,0.034138,301.582,1.7278,0.0222903,0.0121929,-0.0128951,1.0316e-05
0.946978,0.980884,0.0272212,4,15,0,5.96778,70.1216,0.045663,0.277871,0.701216,0.045663,0.232208,4.15e-05,8.44004e-05,0.722045,0.701216,0.045663,0.232208,8.44004e-05,0.722045,0.0607609,0.548009,1091.24,0,0,3.27766,3.27766,0.0341569,301.464,1.72777,0.0224527,-0.10553,-0.0129312,0.000172703
0.733979,0.969855,0.0272212,4,19,0,-0.544006,70.1288,0.0459975,0.278736,0.701288,0.0459975,0.232738,4.15e-05,8.43831e-05,0.72118,0.701288,0.0459975,0.232738,8.43831e-05,0.72118,0.0604147,0.547848,1091.04,0,0,3.27362,3.27362,0.0341121,301.488,1.72832,0.0226218,-0.081573,-0.0123759,0.000341804
1.08297,0.992625,0.0272212,4,29,0,-0.54724,69.9971,0.0458377,0.279087,0.699971,0.0458377,0.23325,4.15e-05,8.47008e-05,0.720828,0.699971,0.0458377,0.23325,8.47008e-05,0.720828,0.0607487,0.548003,1091.24,0,0,3.27194,3.27194,0.0340886,301.541,1.72852,0.0224586,-0.0287903,-0.0121759,0.000178634
1.62029,0.993108,0.0272212,6,79,0,2.07413,68.8479,0.0466791,0.292384,0.688479,0.0466791,0.245705,4.15e-05,8.75522e-05,0.707528,0.688479,0.0466791,0.245705,8.75522e-05,0.707528,0.0614416,0.548316,1091.88,0,0,3.21162,3.21162,0.0334541,301.596,1.73661,0.0221261,0.0257202,-0.00409372,-0.000153944
0.514886,0.984652,0.0272212,3,7,0,0.405583,68.8048,0.046628,0.292399,0.688048,0.046628,0.245771,4.15e-05,8.7662e-05,0.707513,0.688048,0.046628,0.245771,8.7662e-05,0.707513,0.0615513,0.548365,1091.94,0,0,3.21154,3.21154,0.0334492,301.632,1.73661,0.0220741,0.0618285,-0.00409348,-0.000205877
3.00669,0.982216,0.0272212,3,15,0,0.0405573,68.8884,0.0470393,0.293061,0.688884,0.0470393,0.246021,4.15e-05,8.74493e-05,0.706852,0.688884,0.0470393,0.246021,8.74493e-05,0.706852,0.0610293,0.548131,1091.63,0,0,3.20868,3.20868,0.0334217,301.612,1.73702,0.022323,0.0419747,-0.00367707,4.29975e-05
1.687,0.956569,0.0272212,6,105,0,-0.418274,68.1757,0.047796,0.303564,0.681757,0.047796,0.255768,4.15e-05,8.92873e-05,0.696347,0.681757,0.047796,0.255768,8.92873e-05,0.696347,0.0612543,0.548233,1091.97,0,0,3.16379,3.16379,0.0329676,301.488,1.74314,0.0222152,-0.0821799,0.00244154,-6.48131e-05
-1.14835,0.763503,0.0272212,2,3,0,1.38605,68.1859,0.0475995,0.303555,0.681859,0.0475995,0.255956,4.15e-05,8.92605e-05,0.696355,0.681859,0.0475995,0.255956,8.92605e-05,0.696355,0.0614322,0.548312,1092.09,0,0,3.16384,3.16384,0.0329799,301.38,1.74314,0.0221305,-0.189908,0.0024421,-0.000149493
2.20074,0.889762,0.0272212,2,3,0,2.55344,68.1694,0.048025,0.303536,0.681694,0.048025,0.255511,4.15e-05,8.93036e-05,0.696375,0.681694,0.048025,0.255511,8.93036e-05,0.696375,0.0610406,0.548136,1091.81,0,0,3.1639,3.1639,0.0329553,301.61,1.74312,0.0223175,0.0404427,0.00242021,3.75382e-05
2.00597,0.923152,0.0272212,3,15,0,-1.16714,68.2319,0.0478263,0.303027,0.682319,0.0478263,0.2552,4.15e-05,8.914e-05,0.696884,0.682319,0.0478263,0.2552,8.914e-05,0.696884,0.061148,0.548185,1091.89,0,0,3.16604,3.16604,0.0329901,301.497,1.74284,0.022266,-0.0731914,0.00213777,-1.40172e-05
1.99115,0.998884,0.0272212,3,11,0,-1.63335,68.1835,0.0476295,0.302564,0.681835,0.0476295,0.254934,4.15e-05,8.92666e-05,0.697347,0.681835,0.0476295,0.254934,8.92666e-05,0.697347,0.061406,0.5483,1092.03,0,0,3.16795,3.16795,0.0330053,301.54,1.74256,0.0221429,-0.0301885,0.00185783,-0.00013707
2.31242,0.969954,0.0272212,4,19,0,-1.5156,68.2038,0.0476428,0.302106,0.682038,0.0476428,0.254463,4.15e-05,8.92136e-05,0.697805,0.682038,0.0476428,0.254463,8.92136e-05,0.697805,0.0613654,0.548282,1091.99,0,0,3.16987,3.16987,0.0330206,301.582,1.74229,0.0221622,0.0122746,0.00159174,-0.000117752
2.09786,0.980366,0.0272212,4,27,0,-1.86462,68.1885,0.0480377,0.303298,0.681885,0.0480377,0.25526,4.15e-05,8.92536e-05,0.696613,0.681885,0.0480377,0.25526,8.92536e-05,0.696613,0.0610024,0.548119,1091.79,0,0,3.16489,3.16489,0.0329644,301.623,1.74298,0.0223359,0.0526901,0.00228421,5.59478e-05
1.2421,0.863522,0.0272212,2,3,0,-1.21319,68.1917,0.0477391,0.303399,0.681917,0.0477391,0.25566,4.15e-05,8.92454e-05,0.696512,0.681917,0.0477391,0.25566,8.92454e-05,0.696512,0.0612878,0.548248,1091.99,0,0,3.16448,3.16448,0.0329778,301.461,1.74305,0.0221992,-0.109287,0.00234939,-8.08173e-05
2.53628,0.96816,0.0272212,5,35,0,-0.541055,68.2414,0.0476728,0.301726,0.682414,0.0476728,0.254053,4.15e-05,8.91153e-05,0.698185,0.682414,0.0476728,0.254053,8.91153e-05,0.698185,0.0612846,0.548246,1091.94,0,0,3.17147,3.17147,0.0330358,301.596,1.74208,0.0222007,0.0261417,0.00137537,-7.93029e-05
2.33925,0.878861,0.0272212,2,3,0,-1.50695,68.2376,0.047609,0.301438,0.682376,0.047609,0.253829,4.15e-05,8.91253e-05,0.698473,0.682376,0.047609,0.253829,8.91253e-05,0.698473,0.0613523,0.548276,1091.97,0,0,3.17267,3.17267,0.0330465,301.613,1.74191,0.0221685,0.0427016,0.00120501,-0.000111525
2.52987,0.930925,0.0272212,2,7,0,-1.90873,68.256,0.0476392,0.301442,0.68256,0.0476392,0.253803,4.15e-05,8.90771e-05,0.698469,0.68256,0.0476392,0.253803,8.90771e-05,0.698469,0.0612975,0.548252,1091.94,0,0,3.17266,3.17266,0.0330479,301.6,1.74191,0.0221945,0.0295056,0.00121099,-8.54556e-05
0.617586,0.618634,0.0272212,2,3,0,0.11138,68.2648,0.0473571,0.301296,0.682648,0.0473571,0.253939,4.15e-05,8.90543e-05,0.698615,0.682648,0.0473571,0.253939,8.90543e-05,0.698615,0.0615626,0.54837,1092.12,0,0,3.17329,3.17329,0.0330683,301.472,1.74183,0.0220688,-0.0975159,0.00113104,-0.000211224
1.09003,1,0.0272212,4,31,0,-0.237054,68.3833,0.0479349,0.300472,0.683833,0.0479349,0.252537,4.15e-05,8.87458e-05,0.69944,0.683833,0.0479349,0.252537,8.87458e-05,0.69944,0.0608372,0.548044,1091.63,0,0,3.17678,3.17678,0.0330801,301.696,1.74136,0.0224157,0.125789,0.000659244,0.000135694
2.56295,0.983094,0.0272212,6,111,0,2.27351,68.7169,0.0473171,0.295392,0.687169,0.0473171,0.248074,4.15e-05,8.78863e-05,0.704521,0.687169,0.0473171,0.248074,8.78863e-05,0.704521,0.0609873,0.548112,1091.64,0,0,3.19853,3.19853,0.0333114,301.652,1.7384,0.0223432,0.0823447,-0.00230265,6.31944e-05
2.50119,0.992658,0.0272212,6,79,0,-1.26104,68.2707,0.0479018,0.302284,0.682707,0.0479018,0.254382,4.15e-05,8.90388e-05,0.697627,0.682707,0.0479018,0.254382,8.90388e-05,0.697627,0.061022,0.548128,1091.79,0,0,3.16915,3.16915,0.033013,301.583,1.74241,0.0223265,0.0129251,0.00170735,4.64882e-05
2.80329,0.883902,0.0272212,7,135,0,-1.06738,69.2481,0.0465827,0.289142,0.692481,0.0465827,0.24256,4.15e-05,8.65431e-05,0.710771,0.692481,0.0465827,0.24256,8.65431e-05,0.710771,0.0609985,0.548117,1091.58,0,0,3.22603,3.22603,0.0336203,301.451,1.7347,0.0223378,-0.118875,-0.00599994,5.7804e-05
0.83308,0.430045,0.0272212,2,3,0,2.48763,69.2823,0.0464499,0.289041,0.692823,0.0464499,0.242591,4.15e-05,8.64576e-05,0.710872,0.692823,0.0464499,0.242591,8.64576e-05,0.710872,0.0610851,0.548156,1091.64,0,0,3.2265,3.2265,0.0336363,301.351,1.73465,0.0222962,-0.218911,-0.00605296,1.61541e-05
3.00767,0.844775,0.0272212,2,3,0,0.554084,69.3085,0.0467196,0.288877,0.693085,0.0467196,0.242157,4.15e-05,8.63924e-05,0.711037,0.693085,0.0467196,0.242157,8.63924e-05,0.711037,0.0607818,0.548018,1091.44,0,0,3.22723,3.22723,0.0336305,301.472,1.73455,0.0224425,-0.0984005,-0.00615351,0.00016253
2.91764,0.973291,0.0272212,3,15,0,-2.69543,69.2974,0.0467366,0.288399,0.692974,0.0467366,0.241662,4.15e-05,8.64199e-05,0.711515,0.692974,0.0467366,0.241662,8.64199e-05,0.711515,0.0607797,0.548017,1091.41,0,0,3.22934,3.22934,0.0336417,301.568,1.73425,0.0224436,-0.00186131,-0.006453,0.000163568
3.06045,0.989433,0.0272212,4,31,0,-2.46588,69.2211,0.0467068,0.289015,0.692211,0.0467068,0.242308,4.15e-05,8.66105e-05,0.710898,0.692211,0.0467068,0.242308,8.66105e-05,0.710898,0.0609112,0.548077,1091.5,0,0,3.22658,3.22658,0.0336127,301.571,1.73461,0.0223799,0.000811569,-0.00608685,9.9891e-05
1.17487,0.854267,0.0272212,4,15,0,-0.513878,69.3205,0.0471064,0.289427,0.693205,0.0471064,0.24232,4.15e-05,8.63624e-05,0.710487,0.693205,0.0471064,0.24232,8.63624e-05,0.710487,0.0603854,0.547835,1091.19,0,0,3.22479,3.22479,0.0335948,301.563,1.73488,0.0226362,-0.00663061,-0.00581649,0.000356199
3.10197,0.998115,0.0272212,6,103,0,-0.593779,68.827,0.0469993,0.294244,0.68827,0.0469993,0.247245,4.15e-05,8.76054e-05,0.705668,0.68827,0.0469993,0.247245,8.76054e-05,0.705668,0.0611516,0.548186,1091.75,0,0,3.20353,3.20353,0.0333797,301.506,1.73773,0.0222643,-0.0636573,-0.00296899,-1.5747e-05
0.0478006,0.685579,0.0272212,5,59,0,1.14318,68.9983,0.0473849,0.292554,0.689983,0.0473849,0.245169,4.15e-05,8.71709e-05,0.707359,0.689983,0.0473849,0.245169,8.71709e-05,0.707359,0.0605431,0.547908,1091.32,0,0,3.21092,3.21092,0.0334355,301.697,1.73673,0.0225589,0.127466,-0.00396792,0.000278851
3.10336,0.889022,0.0272212,2,3,0,1.03174,69.0008,0.0471596,0.292913,0.690008,0.0471596,0.245754,4.15e-05,8.71646e-05,0.706999,0.690008,0.0471596,0.245754,8.71646e-05,0.706999,0.0607599,0.548008,1091.48,0,0,3.20937,3.20937,0.0334379,301.53,1.73696,0.0224532,-0.0403539,-0.00374397,0.000173165
1.99279,0.970512,0.0272212,6,79,0,-0.426117,68.3283,0.0473559,0.30002,0.683283,0.0473559,0.252664,4.15e-05,8.88888e-05,0.699891,0.683283,0.0473559,0.252664,8.88888e-05,0.699891,0.0614769,0.548332,1092.03,0,0,3.17867,3.17867,0.0331144,301.563,1.74109,0.0221093,-0.0070188,0.000387884,-0.000170686
2.33827,1,0.0272212,2,3,0,-1.94661,68.3372,0.0476216,0.300162,0.683372,0.0476216,0.25254,4.15e-05,8.88655e-05,0.69975,0.683372,0.0476216,0.25254,8.88655e-05,0.69975,0.061204,0.54821,1091.85,0,0,3.17807,3.17807,0.0330979,301.657,1.74117,0.0222392,0.0871345,0.000469782,-4.0808e-05
2.38663,0.997231,0.0272212,3,15,0,-0.939342,68.3742,0.04769,0.301135,0.683742,0.04769,0.253445,4.15e-05,8.87694e-05,0.698776,0.683742,0.04769,0.253445,8.87694e-05,0.698776,0.061087,0.548157,1091.82,0,0,3.174,3.174,0.0330732,301.495,1.74175,0.0222952,-0.0747746,0.00105472,1.52471e-05
2.31339,0.997164,0.0272212,6,119,0,2.73568,69.2705,0.0463622,0.287569,0.692705,0.0463622,0.241207,4.15e-05,8.64872e-05,0.712344,0.692705,0.0463622,0.241207,8.64872e-05,0.712344,0.0611889,0.548203,1091.65,0,0,3.23304,3.23304,0.0336825,301.548,1.73373,0.0222464,-0.0224954,-0.00696949,-3.35808e-05
3.14057,0.987647,0.0272212,3,15,0,-0.822619,69.3075,0.0467135,0.28855,0.693075,0.0467135,0.241836,4.15e-05,8.63948e-05,0.711364,0.693075,0.0467135,0.241836,8.63948e-05,0.711364,0.0607891,0.548022,1091.43,0,0,3.22868,3.22868,0.0336403,301.519,1.73434,0.022439,-0.0506792,-0.00635666,0.000158997
2.60582,0.871499,0.0272212,2,3,0,-2.1546,69.3059,0.0467885,0.288358,0.693059,0.0467885,0.241569,4.15e-05,8.63987e-05,0.711556,0.693059,0.0467885,0.241569,8.63987e-05,0.711556,0.0607171,0.547989,1091.37,0,0,3.22953,3.22953,0.0336415,301.588,1.73422,0.022474,0.0177802,-0.00647741,0.000193993
1.93666,0.99674,0.0272212,4,15,0,-0.644144,69.2364,0.0463203,0.288135,0.692364,0.0463203,0.241815,4.15e-05,8.65723e-05,0.711778,0.692364,0.0463203,0.241815,8.65723e-05,0.711778,0.0612767,0.548243,1091.72,0,0,3.2305,3.2305,0.0336625,301.49,1.73408,0.0222045,-0.0795296,-0.00662359,-7.55108e-05
3.00225,0.790049,0.0272212,5,47,0,0.331891,69.1951,0.0468373,0.290413,0.691951,0.0468373,0.243576,4.15e-05,8.66756e-05,0.7095,0.691951,0.0468373,0.243576,8.66756e-05,0.7095,0.0608169,0.548034,1091.49,0,0,3.22039,3.22039,0.0335602,301.463,1.73547,0.0224255,-0.10732,-0.00523016,0.000145531
3.26139,0.999972,0.0272212,5,47,0,-2.7842,69.2212,0.0467651,0.289602,0.692212,0.0467651,0.242836,4.15e-05,8.66103e-05,0.710312,0.692212,0.0467651,0.242836,8.66103e-05,0.710312,0.0608534,0.548051,1091.49,0,0,3.22398,3.22398,0.0335923,301.511,1.73498,0.0224079,-0.0588224,-0.00572466,0.000127868
3.27501,0.918794,0.0272212,6,95,0,-2.63761,68.8146,0.0470537,0.294378,0.688146,0.0470537,0.247324,4.15e-05,8.76368e-05,0.705534,0.688146,0.0470537,0.247324,8.76368e-05,0.705534,0.0611144,0.54817,1091.72,0,0,3.20294,3.20294,0.0333708,301.531,1.73781,0.0222821,-0.0389197,-0.00289122,2.08279e-06
2.83723,0.994331,0.0272212,6,127,0,-2.1993,69.3156,0.0464359,0.287684,0.693156,0.0464359,0.241248,4.15e-05,8.63746e-05,0.71223,0.693156,0.0464359,0.241248,8.63746e-05,0.71223,0.0610545,0.548143,1091.58,0,0,3.23254,3.23254,0.0336826,301.501,1.73381,0.0223109,-0.069032,-0.00688894,3.08638e-05
