# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cmb3_model
# start_datetime = 2023-07-27 10:33:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = Meu_Codigo_Normal_Model/CMB/data/cmb.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmphxu43met/hsfotjd6.json
# random
#   seed = 22372
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/cmb/cmb3-20230727113305_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Omb,Om,h,Omega_b,Omega_c,wr,Omega_r,Omega_L,theta.1,theta.2,theta.3,theta.4,theta.5,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
# Adaptation terminated
# Step size = 0.027846
# Diagonal elements of inverse mass matrix:
# 8.40621e-05, 2.47914e-05, 7.11391e-05
2.22248,0.844576,0.027846,5,59,0,-1.64077,68.6788,0.047474,0.296217,0.686788,0.047474,0.248743,4.15e-05,8.79837e-05,0.703695,0.686788,0.047474,0.248743,8.79837e-05,0.703695,0.0608853,0.548066,1091.59,0,0,3.19496,3.19496,0.0332732,301.663,1.73889,0.0223924,0.0925662,-0.00181474,0.000112439
2.10552,0.718106,0.027846,5,55,0,1.32562,69.0327,0.0471773,0.291948,0.690327,0.0471773,0.24477,4.15e-05,8.70841e-05,0.707965,0.690327,0.0471773,0.24477,8.70841e-05,0.707965,0.0606998,0.547981,1091.41,0,0,3.21359,3.21359,0.0334701,301.636,1.73637,0.0224824,0.0659418,-0.00432828,0.000202369
3.10962,0.774473,0.027846,2,3,0,-0.70836,69.0354,0.0471139,0.292326,0.690354,0.0471139,0.245213,4.15e-05,8.70772e-05,0.707586,0.690354,0.0471139,0.245213,8.70772e-05,0.707586,0.0607583,0.548008,1091.47,0,0,3.21194,3.21194,0.0334631,301.544,1.73661,0.022454,-0.0256573,-0.00409454,0.00017395
2.97997,0.96991,0.027846,2,3,0,-2.70333,69.0437,0.0470933,0.292591,0.690437,0.0470933,0.245498,4.15e-05,8.70562e-05,0.707322,0.690437,0.0470933,0.245498,8.70562e-05,0.707322,0.0607674,0.548012,1091.49,0,0,3.21079,3.21079,0.0334579,301.483,1.73677,0.0224495,-0.0872782,-0.00393026,0.000169534
1.96323,0.99655,0.027846,6,103,0,-1.48921,68.385,0.0479332,0.301651,0.68385,0.0479332,0.253717,4.15e-05,8.87413e-05,0.698261,0.68385,0.0479332,0.253717,8.87413e-05,0.698261,0.0608365,0.548043,1091.67,0,0,3.17184,3.17184,0.0330477,301.522,1.74206,0.022416,-0.047599,0.0013583,0.00013602
0.597523,0.940258,0.027846,5,47,0,0.113931,68.0503,0.0477325,0.303041,0.680503,0.0477325,0.255308,4.15e-05,8.96166e-05,0.69687,0.680503,0.0477325,0.255308,8.96166e-05,0.69687,0.0614878,0.548337,1092.06,0,0,3.16591,3.16591,0.0329647,301.717,1.74281,0.0221041,0.14674,0.00210712,-0.00017585
1.99066,1,0.027846,3,15,0,-0.353061,68.0546,0.0478333,0.30414,0.680546,0.0478333,0.256307,4.15e-05,8.96052e-05,0.69577,0.680546,0.0478333,0.256307,8.96052e-05,0.69577,0.0613835,0.54829,1092.04,0,0,3.16135,3.16135,0.0329299,301.601,1.74345,0.0221536,0.0308289,0.00275241,-0.000126356
2.73986,0.946993,0.027846,6,127,0,-0.565488,68.4233,0.0474472,0.299564,0.684233,0.0474472,0.252117,4.15e-05,8.8642e-05,0.700347,0.684233,0.0474472,0.252117,8.8642e-05,0.700347,0.0612576,0.548234,1091.9,0,0,3.18063,3.18063,0.0331381,301.534,1.74084,0.0222136,-0.0363285,0.000136087,-6.64092e-05
2.3671,0.764556,0.027846,2,3,0,-1.16468,68.4158,0.0474321,0.299839,0.684158,0.0474321,0.252407,4.15e-05,8.86614e-05,0.700072,0.684158,0.0474321,0.252407,8.86614e-05,0.700072,0.0612825,0.548245,1091.92,0,0,3.17947,3.17947,0.0331299,301.498,1.741,0.0222017,-0.0724861,0.00029856,-7.83104e-05
2.4902,0.996803,0.027846,6,97,0,-0.534552,69.6722,0.0462884,0.283768,0.696722,0.0462884,0.237479,4.15e-05,8.54926e-05,0.716147,0.696722,0.0462884,0.237479,8.54926e-05,0.716147,0.0607264,0.547993,1091.31,0,0,3.25031,3.25031,0.0338667,301.51,1.73143,0.0224694,-0.0602863,-0.0092666,0.000189432
1.71027,0.838166,0.027846,2,7,0,-1.04187,69.6901,0.0461738,0.284015,0.696901,0.0461738,0.237841,4.15e-05,8.54487e-05,0.7159,0.696901,0.0461738,0.237841,8.54487e-05,0.7159,0.0608173,0.548035,1091.39,0,0,3.2492,3.2492,0.0338687,301.388,1.7316,0.0224253,-0.181568,-0.00910433,0.000145313
1.72821,0.995114,0.027846,3,7,0,-0.795695,69.7235,0.0465023,0.284081,0.697235,0.0465023,0.237579,4.15e-05,8.5367e-05,0.715834,0.697235,0.0465023,0.237579,8.5367e-05,0.715834,0.0604459,0.547863,1091.15,0,0,3.2489,3.2489,0.0338537,301.495,1.73164,0.0226065,-0.0747013,-0.00906077,0.000326468
-1.13416,0.823263,0.027846,4,31,0,2.13238,69.7006,0.0459431,0.281273,0.697006,0.0459431,0.23533,4.15e-05,8.54231e-05,0.718641,0.697006,0.0459431,0.23533,8.54231e-05,0.718641,0.0610356,0.548134,1091.43,0,0,3.26172,3.26172,0.0339662,301.682,1.72986,0.02232,0.111561,-0.0108406,3.99533e-05
1.51804,1,0.027846,5,39,0,1.58853,69.5822,0.046412,0.285944,0.695822,0.046412,0.239532,4.15e-05,8.57141e-05,0.713971,0.695822,0.046412,0.239532,8.57141e-05,0.713971,0.0607228,0.547991,1091.37,0,0,3.24044,3.24044,0.0337797,301.368,1.73278,0.0224712,-0.201729,-0.00791766,0.000191214
2.54844,0.910812,0.027846,2,3,0,-1.17462,69.578,0.0465067,0.285591,0.69578,0.0465067,0.239084,4.15e-05,8.57243e-05,0.714324,0.69578,0.0465067,0.239084,8.57243e-05,0.714324,0.0606341,0.54795,1091.29,0,0,3.24202,3.24202,0.0337842,301.475,1.73256,0.0225144,-0.0946152,-0.00814175,0.000234372
2.46475,0.87443,0.027846,6,111,0,-0.686064,69.1489,0.046923,0.290061,0.691489,0.046923,0.243138,4.15e-05,8.67916e-05,0.709852,0.691489,0.046923,0.243138,8.67916e-05,0.709852,0.0607942,0.548024,1091.44,0,0,3.22192,3.22192,0.0335581,301.625,1.73524,0.0224365,0.054822,-0.00545914,0.000156529
