# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-21 15:10:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp04urymr_/mtihphj_.json
# random
#   seed = 83402
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/cc/cc-20230721161048.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
-8.59257,0.723675,0.404119,2,3,0,9.29032,0.348614,71.0312,71.0312,0.348614,0.380906,1,0,0.392931,1,1.02954,1.03875,1.0532,1.07906,1.08395,1.09507,1.09564,1.13745,1.14378,1.19195,1.2119,1.22656,1.22685,1.24535,1.26076,1.28048,1.28714,1.28851,1.38461,1.46491,1.53319,1.56441,1.66252,1.66788,1.68945,1.84275,2.16131,2.24184,2.32913,2.46244,2.76771,3.0808,0.0690092,0.0883495,0.117033,0.163942,0.172264,0.190621,0.191534,0.254255,0.263023,0.324703,0.348,0.364405,0.364731,0.384633,0.400595,0.420271,0.426736,0.428056,0.512689,0.573787,0.620499,0.640516,0.698809,0.701812,0.713727,0.791382,0.923191,0.951811,0.981132,1.02289,1.10715,1.18078,73.1296,73.7834,74.8104,76.6469,76.9942,77.7844,77.8246,80.7944,81.2439,84.6655,86.0825,87.1237,87.1448,88.4588,89.5533,90.954,91.427,91.5243,98.3503,104.055,108.904,111.122,118.091,118.471,120.003,130.893,153.52,159.241,165.441,174.91,196.593,218.833
-7.71799,1,0.404119,1,1,0,8.41608,0.341136,70.3622,70.3622,0.341136,0.383797,1,0,0.382748,1,1.02878,1.03775,1.05185,1.07706,1.08183,1.09268,1.09324,1.13405,1.14024,1.18732,1.20683,1.22117,1.22146,1.23957,1.25466,1.27398,1.2805,1.28184,1.37609,1.45497,1.52209,1.5528,1.64937,1.65464,1.67588,1.82696,2.14124,2.22074,2.30693,2.4386,2.74019,3.04961,0.0690343,0.088391,0.117107,0.164089,0.172427,0.190823,0.191738,0.254622,0.263416,0.325312,0.348704,0.365179,0.365506,0.385499,0.401536,0.421311,0.427809,0.429136,0.514252,0.575748,0.62279,0.642955,0.701699,0.704725,0.716736,0.795042,0.928041,0.956931,0.986533,1.02869,1.1138,1.18816,72.3875,73.0186,74.0103,75.7844,76.12,76.8837,76.9225,79.7945,80.2295,83.5422,84.9152,85.9244,85.9449,87.219,88.2807,89.6399,90.0989,90.1934,96.825,102.375,107.097,109.258,116.053,116.424,117.919,128.549,150.662,156.256,162.321,171.585,192.806,214.578
-8.59742,0.81906,0.404119,1,1,0,8.60222,0.35055,70.9189,70.9189,0.35055,0.380155,1,0,0.39558,1,1.02974,1.03901,1.05356,1.07958,1.0845,1.09569,1.09626,1.13833,1.1447,1.19315,1.21321,1.22795,1.22825,1.24685,1.26234,1.28216,1.28886,1.29023,1.38681,1.46748,1.53605,1.5674,1.66591,1.67129,1.69294,1.84682,2.16648,2.24727,2.33485,2.46858,2.77479,3.08882,0.0690027,0.0883388,0.117014,0.163904,0.172221,0.190569,0.191482,0.254161,0.262921,0.324545,0.347818,0.364204,0.36453,0.384409,0.400351,0.420002,0.426459,0.427777,0.512287,0.573282,0.61991,0.639889,0.698067,0.701064,0.712954,0.790443,0.921949,0.950501,0.97975,1.0214,1.10546,1.17889,73.0281,73.6851,74.7172,76.5626,76.9116,77.7055,77.7459,80.7292,81.1808,84.6169,86.0396,87.0849,87.1061,88.4251,89.5238,90.9297,91.4044,91.5021,98.3509,104.072,108.935,111.159,118.145,118.526,120.062,130.974,153.644,159.374,165.585,175.069,196.785,219.056
-9.03899,0.952154,0.404119,2,3,0,9.76728,0.272803,69.7757,69.7757,0.272803,0.409425,1,0,0.293493,1,1.0221,1.029,1.03986,1.05934,1.06304,1.07146,1.07189,1.1037,1.10853,1.14558,1.16103,1.17243,1.17266,1.1871,1.19917,1.21467,1.21992,1.221,1.29753,1.36248,1.41833,1.44404,1.52545,1.52992,1.54794,1.67698,1.94908,2.01846,2.09387,2.20936,2.47497,2.74857,0.0692557,0.0887579,0.117761,0.165406,0.173887,0.192628,0.193561,0.257934,0.266974,0.330882,0.355161,0.372303,0.372644,0.393495,0.410258,0.430973,0.437791,0.439184,0.529001,0.594448,0.644809,0.666471,0.729815,0.733088,0.746084,0.831135,0.976669,1.00843,1.04102,1.08752,1.1816,1.26403,71.3177,71.7993,72.557,73.9165,74.1743,74.7617,74.7916,77.0111,77.3488,79.9336,81.012,81.8074,81.8235,82.8308,83.673,84.7546,85.1208,85.1963,90.5361,95.0683,98.9652,100.759,106.439,106.751,108.008,117.012,135.999,140.84,146.101,154.16,172.693,191.783
-9.60487,0.989977,0.404119,3,7,0,10.3742,0.267678,75.5062,75.5062,0.267678,0.411292,1,0,0.28707,1,1.02162,1.02837,1.03899,1.05806,1.06167,1.06991,1.07033,1.10147,1.10621,1.1425,1.15765,1.16882,1.16905,1.1832,1.19504,1.21025,1.2154,1.21646,1.2916,1.35545,1.41039,1.4357,1.51588,1.52029,1.53804,1.6653,1.93398,2.00254,2.07707,2.19125,2.45396,2.72467,0.0692717,0.0887845,0.117809,0.165503,0.173994,0.19276,0.193695,0.258179,0.267238,0.331299,0.355646,0.37284,0.373182,0.394099,0.410919,0.431707,0.438551,0.439949,0.53014,0.595907,0.646541,0.668326,0.732055,0.735349,0.748428,0.834051,0.980666,1.01268,1.04553,1.09241,1.18728,1.27042,77.1384,77.6482,78.4504,79.8899,80.1629,80.785,80.8167,83.168,83.5258,86.2659,87.4096,88.2533,88.2704,89.3392,90.233,91.3812,91.77,91.8501,97.5237,102.345,106.493,108.404,114.458,114.791,116.132,125.74,146.027,151.204,156.832,165.453,185.289,205.729
-7.71543,1,0.404119,4,15,0,9.58659,0.353517,69.4811,69.4811,0.353517,0.379001,1,0,0.399652,1,1.03004,1.0394,1.0541,1.08038,1.08535,1.09665,1.09722,1.13968,1.14611,1.19499,1.21522,1.23009,1.23039,1.24914,1.26476,1.28474,1.29149,1.29288,1.39018,1.47142,1.54044,1.57199,1.6711,1.67651,1.69829,1.85304,2.17437,2.25557,2.34358,2.47796,2.7856,3.10107,0.0689927,0.0883222,0.116985,0.163845,0.172156,0.190489,0.191401,0.254015,0.262765,0.324303,0.34754,0.363898,0.364223,0.384067,0.399979,0.419591,0.426035,0.427351,0.511671,0.572511,0.61901,0.638931,0.696934,0.699921,0.711774,0.789011,0.920056,0.948504,0.977645,1.01914,1.10287,1.17602,71.5686,72.2188,73.24,75.0658,75.411,76.1963,76.2362,79.1865,79.6329,83.0293,84.4351,85.4679,85.4888,86.7918,87.877,89.2654,89.7341,89.8306,96.5911,102.236,107.031,109.223,116.11,116.486,117.999,128.751,151.078,156.72,162.834,172.171,193.547,215.466
-8.07002,0.969259,0.404119,3,9,0,8.80321,0.275353,70.9267,70.9267,0.275353,0.408493,1,0,0.296702,1,1.02234,1.02932,1.04029,1.05999,1.06372,1.07223,1.07266,1.1048,1.10969,1.14711,1.16272,1.17423,1.17447,1.18904,1.20123,1.21688,1.22217,1.22326,1.30048,1.36598,1.42228,1.44818,1.53019,1.53469,1.55284,1.68277,1.95656,2.02635,2.10218,2.21832,2.48536,2.76038,0.0692477,0.0887446,0.117737,0.165358,0.173834,0.192561,0.193494,0.257811,0.266843,0.330674,0.35492,0.372036,0.372377,0.393194,0.409929,0.430608,0.437414,0.438804,0.528436,0.593725,0.643951,0.665552,0.728708,0.73197,0.744926,0.829696,0.9747,1.00634,1.0388,1.08511,1.17881,1.26089,72.5113,73.0061,73.7846,75.1814,75.4462,76.0497,76.0804,78.3601,78.7069,81.361,82.4681,83.2845,83.301,84.3349,85.1991,86.309,86.6847,86.7621,92.2387,96.8845,100.877,102.715,108.531,108.851,110.138,119.353,138.772,143.722,149.101,157.338,176.279,195.785
-7.41339,0.993357,0.404119,2,7,0,9.58998,0.347613,68.9073,68.9073,0.347613,0.381294,1,0,0.391563,1,1.02944,1.03861,1.05302,1.07879,1.08367,1.09475,1.09532,1.13699,1.1433,1.19133,1.21122,1.22583,1.22613,1.24458,1.25994,1.27961,1.28625,1.28762,1.38347,1.46358,1.53171,1.56286,1.66076,1.66611,1.68763,1.84064,2.15863,2.23903,2.32617,2.45926,2.76404,3.07664,0.0690126,0.0883551,0.117043,0.163962,0.172286,0.190648,0.191562,0.254305,0.263075,0.324784,0.348094,0.364508,0.364834,0.384749,0.40072,0.42041,0.42688,0.428201,0.512898,0.574049,0.620805,0.640841,0.699194,0.7022,0.714127,0.791869,0.923835,0.952492,0.98185,1.02366,1.10804,1.18176,70.936,71.5681,72.561,74.3367,74.6725,75.4365,75.4754,78.3472,78.782,82.0912,83.4618,84.469,84.4894,85.7605,86.8193,88.1745,88.6321,88.7263,95.3311,100.852,105.546,107.692,114.439,114.807,116.29,126.834,148.745,154.285,160.29,169.461,190.462,212.003
-9.20089,0.801877,0.404119,2,7,0,9.9056,0.281976,68.9543,68.9543,0.281976,0.406064,1,0,0.305082,1,1.02297,1.03014,1.04142,1.06166,1.0655,1.07424,1.07468,1.10769,1.11271,1.15111,1.16711,1.17891,1.17915,1.19409,1.20658,1.2226,1.22803,1.22914,1.30814,1.37505,1.43249,1.45891,1.54247,1.54706,1.56554,1.69773,1.97586,2.04669,2.12363,2.24142,2.51215,2.79083,0.0692268,0.0887099,0.117675,0.165233,0.173695,0.192389,0.19332,0.257493,0.266501,0.330135,0.354292,0.371343,0.371682,0.392414,0.409077,0.429661,0.436435,0.437818,0.526973,0.591855,0.641737,0.663182,0.725853,0.72909,0.741941,0.825993,0.969646,1.00098,1.03311,1.07895,1.17166,1.25286,70.5381,71.0327,71.8107,73.2062,73.4708,74.0735,74.1041,76.3802,76.7263,79.3739,80.4776,81.2912,81.3077,82.3378,83.1986,84.3037,84.6777,84.7548,90.2016,94.8154,98.7764,100.598,106.36,106.676,107.951,117.066,136.244,141.128,146.433,154.556,173.224,192.44
-9.18952,0.987831,0.404119,2,7,0,10.6982,0.302043,67.7499,67.7499,0.302043,0.398628,1,0,0.330855,1,1.0249,1.03267,1.0449,1.0668,1.07095,1.0804,1.08088,1.11653,1.12194,1.16329,1.1805,1.19317,1.19343,1.20945,1.22283,1.24,1.2458,1.247,1.33129,1.40238,1.46322,1.49115,1.5793,1.58413,1.60358,1.74244,2.03333,2.10722,2.18742,2.3101,2.59169,2.88118,0.0691627,0.0886036,0.117485,0.16485,0.17327,0.191863,0.192789,0.256525,0.265459,0.328499,0.352393,0.369245,0.369581,0.390057,0.406503,0.426806,0.433484,0.434848,0.522588,0.586273,0.635144,0.656131,0.717394,0.720555,0.733104,0.815078,0.954848,0.985284,1.01649,1.06098,1.15089,1.22956,69.437,69.9635,70.7915,72.2756,72.5567,73.197,73.2296,75.6445,76.0113,78.8129,79.9786,80.8371,80.8545,81.9404,82.8469,84.0096,84.4029,84.4839,90.1946,95.0112,99.1332,101.025,106.997,107.324,108.642,118.05,137.758,142.764,148.198,156.509,175.587,195.199
-7.55608,1,0.404119,2,3,0,8.93246,0.35167,69.2004,69.2004,0.35167,0.379719,1,0,0.397117,1,1.02985,1.03916,1.05376,1.07988,1.08482,1.09605,1.09663,1.13884,1.14523,1.19384,1.21397,1.22876,1.22906,1.24771,1.26325,1.28314,1.28985,1.29123,1.38808,1.46897,1.53771,1.56914,1.66787,1.67326,1.69496,1.84917,2.16946,2.25041,2.33815,2.47213,2.77888,3.09345,0.0689989,0.0883325,0.117003,0.163882,0.172197,0.190539,0.191451,0.254106,0.262862,0.324454,0.347713,0.364089,0.364414,0.38428,0.40021,0.419847,0.426299,0.427616,0.512054,0.572991,0.61957,0.639527,0.697638,0.700631,0.712507,0.789901,0.921232,0.949745,0.978953,1.02055,1.10448,1.1778,71.2663,71.9099,72.9207,74.7281,75.0699,75.8474,75.8869,78.8082,79.2504,82.6145,84.0072,85.0305,85.0512,86.3423,87.4177,88.7936,89.2582,89.3538,96.0557,101.653,106.41,108.585,115.417,115.79,117.292,127.963,150.128,155.729,161.801,171.072,192.299,214.068
-8.29187,0.959557,0.404119,3,11,0,8.57991,0.26614,71.4837,71.4837,0.26614,0.411851,1,0,0.28515,1,1.02147,1.02818,1.03873,1.05767,1.06127,1.06945,1.06987,1.10081,1.10552,1.14158,1.15663,1.16774,1.16797,1.18204,1.1938,1.20892,1.21404,1.2151,1.28982,1.35333,1.40801,1.43319,1.513,1.51739,1.53507,1.66178,1.92943,1.99774,2.072,2.18579,2.44762,2.71746,0.0692765,0.0887925,0.117823,0.165531,0.174026,0.1928,0.193735,0.258253,0.267317,0.331424,0.355792,0.373001,0.373344,0.394281,0.411117,0.431928,0.438779,0.440179,0.530483,0.596347,0.647063,0.668886,0.732731,0.736031,0.749135,0.834932,0.981877,1.01397,1.0469,1.09389,1.189,1.27237,73.0186,73.4981,74.2525,75.6064,75.8631,76.4483,76.478,78.6898,79.0264,81.6043,82.6804,83.4744,83.4905,84.4963,85.3374,86.4182,86.7841,86.8595,92.201,96.7413,100.65,102.45,108.155,108.469,109.732,118.79,137.923,142.806,148.114,156.248,174.965,194.254
-7.89107,0.990102,0.404119,2,3,0,8.68681,0.32393,71.6081,71.6081,0.32393,0.390382,1,0,0.359632,1,1.02706,1.03549,1.04876,1.0725,1.077,1.08723,1.08775,1.12629,1.13213,1.1767,1.1952,1.20882,1.20909,1.22629,1.24064,1.25901,1.26522,1.2665,1.35643,1.43194,1.49635,1.52586,1.6188,1.62388,1.64435,1.79017,2.09438,2.17146,2.25507,2.38286,2.67582,2.97664,0.0690914,0.0884854,0.117275,0.164426,0.1728,0.191283,0.192203,0.255462,0.264317,0.326714,0.350325,0.366965,0.367295,0.387499,0.403714,0.423717,0.430294,0.431637,0.517886,0.580323,0.628149,0.648665,0.708482,0.711566,0.723806,0.803669,0.939528,0.96907,0.999348,1.04249,1.12961,1.20578,73.5456,74.1498,75.0995,76.8,77.122,77.8548,77.892,80.6515,81.07,84.2613,85.5863,86.561,86.5808,87.8124,88.8396,90.1556,90.6003,90.6919,97.1314,102.538,107.151,109.264,115.919,116.283,117.749,128.19,149.974,155.494,161.481,170.632,191.611,213.152
-7.59368,0.884094,0.404119,3,9,0,10.0437,0.313839,68.9484,68.9484,0.313839,0.394202,1,0,0.346278,1,1.02606,1.03419,1.04697,1.06986,1.0742,1.08407,1.08457,1.12177,1.12742,1.1705,1.18841,1.20159,1.20186,1.21852,1.23242,1.25024,1.25627,1.25751,1.34485,1.41835,1.48113,1.50992,1.60067,1.60564,1.62565,1.76829,2.06644,2.14206,2.22412,2.34958,2.63736,2.93301,0.0691244,0.0885402,0.117372,0.164622,0.173018,0.191552,0.192474,0.255953,0.264845,0.327537,0.351278,0.368015,0.368348,0.388676,0.404997,0.425138,0.431761,0.433113,0.520043,0.583048,0.631349,0.652079,0.712551,0.71567,0.728049,0.808867,0.94649,0.976434,1.00713,1.05087,1.13925,1.21655,70.745,71.3055,72.1867,73.7652,74.0642,74.7448,74.7794,77.3444,77.7337,80.7044,81.939,82.8477,82.8661,84.0149,84.9734,86.2022,86.6175,86.7031,92.7255,97.7927,102.121,104.106,110.364,110.706,112.086,121.921,142.478,147.692,153.35,162,181.842,202.226
-7.50828,0.985024,0.404119,2,3,0,7.81253,0.345076,69.6175,69.6175,0.345076,0.382276,1,0,0.388103,1,1.02918,1.03828,1.05256,1.07811,1.08295,1.09394,1.0945,1.13584,1.1421,1.18976,1.2095,1.22401,1.2243,1.24262,1.25787,1.2774,1.284,1.28536,1.38058,1.46021,1.52794,1.55892,1.65631,1.66162,1.68304,1.83529,2.15183,2.23188,2.31865,2.45119,2.75472,3.06608,0.0690211,0.0883692,0.117068,0.164012,0.172341,0.190717,0.191631,0.254429,0.263209,0.324991,0.348333,0.364771,0.365097,0.385042,0.40104,0.420762,0.427243,0.428567,0.513427,0.574713,0.621581,0.641667,0.700172,0.703186,0.715146,0.793107,0.925475,0.954222,0.983675,1.02562,1.11028,1.18425,71.6491,72.2821,73.2766,75.0555,75.3919,76.1575,76.1964,79.0744,79.5102,82.8278,84.2022,85.2123,85.2328,86.5078,87.57,88.9296,89.3887,89.4832,96.1126,101.656,106.372,108.528,115.308,115.678,117.169,127.768,149.805,155.378,161.419,170.646,191.777,213.453
