# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = cc_model
# start_datetime = 2023-07-21 15:10:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/cc.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp04urymr_/mtihphj_.json
# random
#   seed = 83402
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/cc/cc-20230721161048.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
-7.39192,0.962344,0.555145,2,3,0,7.5562,0.327285,70.4985,70.4985,0.327285,0.389106,1,0,0.364105,1,1.02739,1.03593,1.04936,1.07339,1.07794,1.08829,1.08882,1.1278,1.13371,1.17877,1.19747,1.21122,1.2115,1.22888,1.24337,1.26193,1.2682,1.26949,1.36027,1.43644,1.50139,1.53113,1.62479,1.62991,1.65054,1.79739,2.10359,2.18115,2.26527,2.39383,2.68849,2.99101,0.0690803,0.0884671,0.117242,0.164361,0.172728,0.191194,0.192112,0.255298,0.264142,0.32644,0.350009,0.366616,0.366946,0.387108,0.403288,0.423247,0.429808,0.431147,0.517173,0.579424,0.627094,0.647541,0.707145,0.710217,0.722411,0.801963,0.937252,0.966663,0.996805,1.03975,1.12646,1.20228,72.4295,73.0316,73.978,75.6722,75.9929,76.7229,76.76,79.5081,79.9247,83.1012,84.4196,85.3893,85.4089,86.634,87.6556,88.9642,89.4064,89.4974,95.8971,101.267,105.846,107.943,114.545,114.906,116.36,126.713,148.3,153.768,159.698,168.761,189.535,210.861
-7.27357,0.828018,0.555145,2,3,0,8.39093,0.311168,70.7383,70.7383,0.311168,0.395208,1,0,0.342768,1,1.02579,1.03384,1.0465,1.06917,1.07346,1.08324,1.08373,1.12058,1.12617,1.16887,1.18662,1.19968,1.19995,1.21646,1.23025,1.24792,1.2539,1.25513,1.34179,1.41474,1.47709,1.50568,1.59585,1.60079,1.62067,1.76247,2.05898,2.13422,2.21586,2.3407,2.62709,2.92135,0.0691331,0.0885546,0.117398,0.164674,0.173075,0.191622,0.192545,0.256082,0.264984,0.327755,0.35153,0.368293,0.368627,0.388989,0.405338,0.425515,0.43215,0.433505,0.520617,0.583774,0.632203,0.652991,0.713639,0.716768,0.729185,0.81026,0.948361,0.978415,1.00922,1.05313,1.14185,1.21945,72.5629,73.1322,74.0273,75.631,75.9347,76.6262,76.6614,79.268,79.6636,82.6837,83.9392,84.8634,84.8821,86.0506,87.0257,88.2758,88.6984,88.7855,94.9156,100.076,104.487,106.509,112.888,113.237,114.643,124.674,145.649,150.971,156.746,165.577,185.836,206.651
-7.54762,0.643703,0.555145,2,3,0,9.54676,0.337059,70.2879,70.2879,0.337059,0.385366,1,0,0.377231,1,1.02837,1.03721,1.05111,1.07598,1.08068,1.09139,1.09193,1.13221,1.13831,1.1848,1.20407,1.21824,1.21853,1.23642,1.25134,1.27043,1.27688,1.27821,1.37144,1.44953,1.51601,1.54644,1.64216,1.64739,1.66845,1.8183,2.13022,2.20916,2.29475,2.4255,2.72507,3.03248,0.0690479,0.0884135,0.117147,0.16417,0.172516,0.190932,0.191848,0.254821,0.26363,0.325644,0.349087,0.365601,0.365929,0.385972,0.402051,0.421879,0.428396,0.429727,0.515108,0.576824,0.624049,0.644295,0.703289,0.706329,0.718392,0.79706,0.930721,0.959762,0.989519,1.03191,1.11747,1.19226,72.2821,72.9037,73.8804,75.6281,75.9588,76.7113,76.7496,79.5805,80.0094,83.2769,84.6316,85.6277,85.6478,86.9055,87.9538,89.296,89.7494,89.8427,96.3959,101.884,106.557,108.696,115.424,115.792,117.272,127.804,149.729,155.277,161.293,170.484,191.54,213.147
-7.38308,0.969626,0.555145,2,7,0,7.95144,0.331652,68.667,68.667,0.331652,0.387438,1,0,0.369953,1,1.02783,1.0365,1.05014,1.07454,1.07916,1.08967,1.09021,1.12977,1.13576,1.18146,1.20042,1.21436,1.21464,1.23225,1.24693,1.26573,1.27208,1.27339,1.36527,1.4423,1.50793,1.53799,1.63257,1.63774,1.65856,1.80676,2.11553,2.19371,2.27849,2.40803,2.7049,3.00961,0.0690659,0.0884432,0.1172,0.164276,0.172633,0.191077,0.191994,0.255085,0.263913,0.326084,0.349597,0.366162,0.366491,0.3866,0.402735,0.422635,0.429176,0.430512,0.516248,0.578258,0.625729,0.646085,0.705414,0.708472,0.720607,0.79976,0.934314,0.963559,0.993527,1.03622,1.12242,1.19777,70.5778,71.1736,72.1098,73.7855,74.1027,74.8245,74.8612,77.5776,77.9893,81.1271,82.4289,83.3862,83.4056,84.6147,85.6227,86.9138,87.35,87.4398,93.7488,99.0381,103.545,105.609,112.104,112.459,113.888,124.065,145.267,150.635,156.457,165.352,185.737,206.661
-7.39001,0.996973,0.555145,2,3,0,7.45733,0.346263,68.6605,68.6605,0.346263,0.381817,1,0,0.389721,1,1.0293,1.03843,1.05278,1.07843,1.08328,1.09432,1.09488,1.13638,1.14266,1.19049,1.2103,1.22486,1.22516,1.24353,1.25884,1.27844,1.28505,1.28641,1.38193,1.46179,1.52971,1.56076,1.65839,1.66372,1.68519,1.8378,2.15502,2.23523,2.32218,2.45497,2.75908,3.07103,0.0690171,0.0883626,0.117056,0.163988,0.172315,0.190685,0.191598,0.254371,0.263146,0.324894,0.348221,0.364648,0.364974,0.384905,0.40089,0.420597,0.427073,0.428395,0.513179,0.574402,0.621217,0.64128,0.699714,0.702724,0.714668,0.792527,0.924706,0.953411,0.982819,1.0247,1.10923,1.18308,70.6725,71.2994,72.2842,74.0456,74.3787,75.1367,75.1752,78.0245,78.4559,81.7397,83.1,84.0997,84.1199,85.3816,86.4328,87.7781,88.2324,88.3259,94.8842,100.367,105.03,107.163,113.866,114.232,115.706,126.184,147.965,153.472,159.442,168.56,189.44,210.858
-7.34802,0.949031,0.555145,2,7,0,7.75801,0.330595,70.154,70.154,0.330595,0.387842,1,0,0.368535,1,1.02772,1.03636,1.04995,1.07426,1.07886,1.08934,1.08987,1.12929,1.13526,1.18081,1.1997,1.2136,1.21388,1.23143,1.24607,1.26481,1.27114,1.27245,1.36406,1.44088,1.50635,1.53633,1.63069,1.63585,1.65662,1.80449,2.11264,2.19067,2.2753,2.4046,2.70094,3.00512,0.0690694,0.088449,0.11721,0.164296,0.172656,0.191105,0.192023,0.255137,0.263968,0.326171,0.349696,0.366272,0.366601,0.386723,0.402868,0.422783,0.429329,0.430665,0.516472,0.57854,0.626058,0.646436,0.705832,0.708893,0.721042,0.800292,0.935023,0.964307,0.994317,1.03707,1.12339,1.19885,72.0988,72.7052,73.6581,75.3638,75.6866,76.4214,76.4588,79.2242,79.6433,82.8383,84.1639,85.1388,85.1585,86.3899,87.4165,88.7315,89.1758,89.2672,95.6942,101.084,105.677,107.78,114.399,114.761,116.219,126.592,148.21,153.685,159.621,168.692,189.481,210.821
-7.23879,1,0.555145,1,3,0,7.33143,0.325376,69.6869,69.6869,0.325376,0.389833,1,0,0.361558,1,1.0272,1.03568,1.04901,1.07289,1.0774,1.08769,1.08821,1.12694,1.13281,1.17759,1.19618,1.20985,1.21013,1.22741,1.24181,1.26027,1.26651,1.26779,1.35809,1.43388,1.49852,1.52813,1.62138,1.62648,1.64702,1.79328,2.09835,2.17564,2.25947,2.38759,2.68129,2.98284,0.0690866,0.0884776,0.117261,0.164398,0.172769,0.191245,0.192164,0.255391,0.264242,0.326596,0.350189,0.366814,0.367145,0.38733,0.40353,0.423515,0.430084,0.431426,0.517579,0.579935,0.627694,0.64818,0.707905,0.710984,0.723204,0.802932,0.938545,0.968031,0.99825,1.0413,1.12825,1.20427,71.5824,72.1735,73.1026,74.7661,75.0809,75.7977,75.8342,78.533,78.9422,82.0626,83.358,84.3109,84.3302,85.5341,86.5381,87.8244,88.259,88.3485,94.6408,99.9226,104.427,106.491,112.989,113.345,114.776,124.968,146.228,151.614,157.456,166.384,186.851,207.865
-7.66611,0.934675,0.555145,2,7,0,9.19132,0.362665,68.4148,68.4148,0.362665,0.375425,1,0,0.412289,1,1.03098,1.04063,1.05578,1.08285,1.08796,1.0996,1.10019,1.14387,1.15047,1.20068,1.22144,1.23669,1.23699,1.25622,1.27223,1.2927,1.2996,1.30103,1.40055,1.4835,1.55391,1.58607,1.68702,1.69253,1.7147,1.87212,2.19856,2.28099,2.3703,2.50665,2.8187,3.13856,0.0689617,0.0882709,0.116894,0.163663,0.171955,0.190241,0.19115,0.253566,0.262283,0.323559,0.346681,0.362955,0.363278,0.383013,0.398833,0.418328,0.424732,0.426039,0.509782,0.570149,0.616257,0.636003,0.693475,0.696434,0.708174,0.784647,0.914301,0.942433,0.971248,1.01227,1.09503,1.16731,70.5346,71.1946,72.2309,74.0828,74.4327,75.2287,75.2692,78.2573,78.7091,82.1441,83.5646,84.6076,84.6287,85.9441,87.0391,88.4395,88.9121,89.0093,95.8182,101.494,106.31,108.51,115.417,115.794,117.311,128.08,150.414,156.053,162.164,171.492,192.84,214.724
-7.56941,0.982666,0.555145,3,7,0,7.81121,0.330162,68.2609,68.2609,0.330162,0.388008,1,0,0.367955,1,1.02768,1.03631,1.04987,1.07415,1.07874,1.0892,1.08973,1.12909,1.13506,1.18054,1.19941,1.21329,1.21357,1.2311,1.24571,1.26443,1.27076,1.27206,1.36356,1.4403,1.5057,1.53565,1.62992,1.63507,1.65583,1.80357,2.11146,2.18943,2.27399,2.40319,2.69931,3.00327,0.0690708,0.0884514,0.117214,0.164305,0.172666,0.191117,0.192035,0.255158,0.263991,0.326206,0.349737,0.366317,0.366646,0.386773,0.402923,0.422844,0.429391,0.430728,0.516563,0.578655,0.626194,0.646581,0.706003,0.709066,0.721221,0.80051,0.935313,0.964614,0.994642,1.03742,1.12379,1.1993,70.1502,70.7393,71.6651,73.3223,73.6359,74.3498,74.3861,77.073,77.4802,80.5846,81.8727,82.82,82.8392,84.0358,85.0335,86.3113,86.7431,86.8319,93.078,98.3162,102.781,104.825,111.26,111.612,113.028,123.113,144.13,149.452,155.224,164.044,184.257,205.006
-8.24336,0.681944,0.555145,2,3,0,9.83362,0.323331,67.5853,67.5853,0.323331,0.39061,1,0,0.358835,1,1.027,1.03542,1.04865,1.07235,1.07683,1.08705,1.08756,1.12602,1.13185,1.17633,1.1948,1.20839,1.20866,1.22583,1.24015,1.25849,1.26469,1.26597,1.35574,1.43113,1.49545,1.52491,1.61773,1.6228,1.64325,1.78887,2.09273,2.16972,2.25324,2.3809,2.67355,2.97406,0.0690933,0.0884887,0.117281,0.164438,0.172813,0.191299,0.192219,0.255491,0.264349,0.326763,0.350382,0.367027,0.367358,0.387568,0.40379,0.423802,0.430381,0.431724,0.518014,0.580484,0.628338,0.648866,0.708722,0.711808,0.724056,0.803975,0.939937,0.969503,0.999805,1.04298,1.13017,1.20642,69.4098,69.9789,70.8733,72.4748,72.778,73.4682,73.5033,76.1024,76.4966,79.5027,80.7508,81.6691,81.6877,82.848,83.8156,85.0555,85.4745,85.5608,91.6282,96.7234,101.07,103.062,109.334,109.678,111.059,120.901,141.437,146.641,152.286,160.914,180.693,201.003
-7.58517,0.74953,0.555145,2,7,0,10.3844,0.295656,70.1529,70.1529,0.295656,0.401008,1,0,0.322588,1,1.02428,1.03186,1.04378,1.06515,1.0692,1.07843,1.0789,1.1137,1.11899,1.1594,1.17623,1.18862,1.18887,1.20455,1.21765,1.23445,1.24014,1.24131,1.32393,1.3937,1.45348,1.48093,1.56764,1.57239,1.59154,1.7283,2.0152,2.08812,2.1673,2.28845,2.56663,2.85272,0.0691832,0.0886376,0.117546,0.164972,0.173406,0.192031,0.192958,0.256834,0.265792,0.32902,0.352998,0.369913,0.370249,0.390806,0.407321,0.427712,0.434421,0.435791,0.523976,0.588037,0.637224,0.658354,0.720056,0.723241,0.735884,0.818504,0.959477,0.990189,1.02168,1.06659,1.15736,1.23681,71.8564,72.3881,73.2244,74.7237,75.0078,75.6549,75.6878,78.1294,78.5003,81.3354,82.5157,83.3852,83.4028,84.503,85.4218,86.6005,86.9993,87.0814,92.8773,97.7723,101.966,103.891,109.974,110.308,111.651,121.246,141.372,146.488,152.043,160.541,180.057,200.127
-8.10002,0.893112,0.555145,3,9,0,8.64638,0.365953,69.2497,69.2497,0.365953,0.374133,1,0,0.416861,1,1.03132,1.04108,1.05639,1.08374,1.08891,1.10066,1.10126,1.14537,1.15204,1.20272,1.22368,1.23906,1.23937,1.25877,1.27491,1.29555,1.30252,1.30395,1.40427,1.48783,1.55873,1.5911,1.69271,1.69825,1.72056,1.87893,2.20719,2.29005,2.37984,2.51689,2.8305,3.15193,0.0689505,0.0882524,0.116861,0.163598,0.171883,0.190152,0.19106,0.253405,0.26211,0.323292,0.346373,0.362616,0.362939,0.382635,0.398423,0.417875,0.424265,0.425569,0.509107,0.569306,0.615275,0.63496,0.692244,0.695193,0.706893,0.783097,0.912261,0.940283,0.968983,1.00984,1.09226,1.16424,71.419,72.0943,73.1545,75.0486,75.4066,76.2205,76.2619,79.3167,79.7786,83.2883,84.7393,85.8045,85.826,87.1692,88.2871,89.7166,90.199,90.2983,97.2451,103.032,107.942,110.183,117.22,117.604,119.148,130.115,152.847,158.585,164.803,174.294,196.011,218.27
-9.30708,0.888493,0.555145,2,3,0,9.50888,0.306494,67.4185,67.4185,0.306494,0.396963,1,0,0.33665,1,1.02534,1.03324,1.04567,1.06795,1.07217,1.08178,1.08227,1.1185,1.124,1.16601,1.18348,1.19634,1.1966,1.21287,1.22645,1.24386,1.24975,1.25096,1.33641,1.40841,1.46999,1.49825,1.58739,1.59227,1.61193,1.75223,2.04588,2.12043,2.20134,2.32507,2.60901,2.90084,0.0691483,0.0885797,0.117443,0.164764,0.173175,0.191746,0.19267,0.256309,0.265228,0.328136,0.351972,0.368781,0.369115,0.389536,0.405934,0.426176,0.432833,0.434192,0.521625,0.585051,0.633705,0.654595,0.715556,0.718701,0.731185,0.812717,0.951666,0.981914,1.01292,1.05713,1.14645,1.2246,69.1266,69.6596,70.4978,71.9997,72.2842,72.932,72.965,75.4077,75.7785,78.6106,79.7884,80.6557,80.6732,81.77,82.6853,83.8592,84.2561,84.3379,90.0988,94.9531,99.1047,101.01,107.019,107.348,108.674,118.133,137.93,142.956,148.411,156.753,175.896,195.57
-8.69755,1,0.555145,2,3,0,9.63139,0.323214,67.1323,67.1323,0.323214,0.390654,1,0,0.35868,1,1.02698,1.0354,1.04863,1.07232,1.0768,1.08701,1.08753,1.12597,1.1318,1.17626,1.19472,1.2083,1.20858,1.22574,1.24005,1.25839,1.26459,1.26586,1.35561,1.43098,1.49527,1.52473,1.61752,1.62259,1.64303,1.78862,2.09241,2.16939,2.25289,2.38052,2.67311,2.97356,0.0690937,0.0884893,0.117282,0.16444,0.172816,0.191302,0.192222,0.255496,0.264355,0.326772,0.350393,0.367039,0.36737,0.387582,0.403805,0.423818,0.430398,0.431741,0.518038,0.580515,0.628374,0.648905,0.708769,0.711855,0.724104,0.804034,0.940017,0.969587,0.999893,1.04307,1.13028,1.20654,68.9438,69.5088,70.3969,71.987,72.2881,72.9733,73.0082,75.5889,75.9802,78.965,80.2043,81.1161,81.1346,82.2867,83.2475,84.4787,84.8947,84.9804,91.0051,96.0646,100.381,102.359,108.588,108.928,110.3,120.074,140.468,145.636,151.242,159.809,179.452,199.622
-8.53593,0.996009,0.555145,2,7,0,9.31056,0.306739,73.1577,73.1577,0.306739,0.396871,1,0,0.336969,1,1.02536,1.03327,1.04572,1.06801,1.07224,1.08186,1.08235,1.11861,1.12412,1.16616,1.18364,1.19652,1.19678,1.21306,1.22665,1.24407,1.24997,1.25118,1.33669,1.40875,1.47037,1.49864,1.58783,1.59271,1.61239,1.75277,2.04657,2.12115,2.2021,2.32589,2.60996,2.90192,0.0691475,0.0885784,0.117441,0.164759,0.17317,0.191739,0.192664,0.256297,0.265215,0.328116,0.351949,0.368755,0.36909,0.389507,0.405903,0.426141,0.432797,0.434156,0.521572,0.584984,0.633627,0.65451,0.715455,0.718599,0.73108,0.812588,0.951492,0.981729,1.01273,1.05692,1.14621,1.22432,75.013,75.5919,76.5022,78.1335,78.4425,79.1461,79.1819,81.8349,82.2377,85.3135,86.5926,87.5345,87.5536,88.7446,89.7387,91.0135,91.4446,91.5333,97.7893,103.061,107.569,109.637,116.162,116.519,117.959,128.228,149.722,155.179,161.1,170.157,190.939,212.297
