lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32
# Adaptation terminated
# Step size = 0.516917
# Diagonal elements of inverse mass matrix:
# 0.00127486, 4.29564
-7.60607,0.959981,0.516917,2,7,0,7.89981,0.285332,72.1962,72.1962,0.285332,0.404829,1,0,0.309351,1,1.02329,1.03056,1.042,1.06252,1.0664,1.07526,1.07571,1.10916,1.11425,1.15314,1.16935,1.18129,1.18153,1.19666,1.20929,1.22551,1.231,1.23213,1.31201,1.37963,1.43765,1.46433,1.54867,1.5533,1.57194,1.70527,1.98557,2.05692,2.13442,2.25304,2.52562,2.80614,0.0692161,0.0886923,0.117644,0.165169,0.173624,0.192302,0.193231,0.257332,0.266327,0.329861,0.353975,0.370992,0.37133,0.392019,0.408645,0.429182,0.43594,0.43732,0.526235,0.590913,0.640623,0.661989,0.724419,0.727643,0.740442,0.824137,0.967119,0.998293,1.03027,1.07587,1.1681,1.24885,73.8776,74.4026,75.2284,76.7095,76.9903,77.6299,77.6624,80.0772,80.4443,83.2522,84.4222,85.2847,85.3022,86.3939,87.3061,88.477,88.8732,88.9548,94.7223,99.6041,103.793,105.719,111.808,112.142,113.488,123.114,143.351,148.502,154.097,162.661,182.34,202.593
-7.45068,0.925915,0.516917,2,3,0,8.15422,0.291444,71.2529,71.2529,0.291444,0.402571,1,0,0.317168,1,1.02388,1.03133,1.04305,1.06407,1.06806,1.07713,1.0776,1.11185,1.11705,1.15684,1.17342,1.18563,1.18587,1.20133,1.21424,1.2308,1.23641,1.23756,1.31907,1.38797,1.44703,1.47417,1.55992,1.56462,1.58356,1.71893,2.00316,2.07544,2.15394,2.27407,2.54998,2.83381,0.0691967,0.08866,0.117586,0.165053,0.173495,0.192142,0.19307,0.257037,0.26601,0.329363,0.353396,0.370353,0.37069,0.391301,0.407861,0.428311,0.43504,0.436414,0.524895,0.589206,0.638605,0.659831,0.721827,0.725028,0.737734,0.820788,0.962571,0.993469,1.02516,1.07034,1.1617,1.24168,72.9542,73.4853,74.3206,75.8185,76.1023,76.7489,76.7818,79.2223,79.5931,82.4284,83.6093,84.4794,84.4971,85.5982,86.518,87.6983,88.0976,88.1798,93.9875,98.8969,103.105,105.039,111.149,111.484,112.834,122.479,142.731,147.882,153.475,162.034,181.693,201.917
-7.3657,0.991655,0.516917,3,15,0,7.78907,0.341953,68.6152,68.6152,0.341953,0.383482,1,0,0.383856,1,1.02887,1.03786,1.05199,1.07728,1.08206,1.09294,1.0935,1.13442,1.14062,1.18782,1.20738,1.22176,1.22205,1.2402,1.25533,1.27469,1.28123,1.28257,1.37702,1.45605,1.5233,1.55407,1.65081,1.65609,1.67737,1.82869,2.14344,2.22306,2.30937,2.44121,2.74321,3.05304,0.0690316,0.0883865,0.117099,0.164073,0.172409,0.190801,0.191715,0.254582,0.263373,0.325245,0.348627,0.365094,0.365421,0.385404,0.401433,0.421197,0.427692,0.429018,0.514081,0.575533,0.622539,0.642687,0.701381,0.704405,0.716405,0.794639,0.927507,0.956368,0.985938,1.02805,1.11306,1.18735,70.5958,71.213,72.1828,73.9177,74.2458,74.9926,75.0306,77.8387,78.264,81.5026,82.8448,83.8313,83.8513,85.0967,86.1344,87.4629,87.9115,88.0039,94.4847,99.9073,104.522,106.633,113.27,113.633,115.093,125.476,147.072,152.535,158.458,167.504,188.226,209.485
-7.84438,0.913302,0.516917,4,15,0,8.77567,0.316792,68.3885,68.3885,0.316792,0.393087,1,0,0.35017,1,1.02635,1.03457,1.04749,1.07063,1.07502,1.08499,1.0855,1.12309,1.1288,1.17232,1.1904,1.2037,1.20397,1.22079,1.23482,1.25281,1.25889,1.26014,1.34824,1.42233,1.48559,1.51459,1.60599,1.61099,1.63114,1.77472,2.07465,2.15071,2.23322,2.35937,2.64867,2.94584,0.0691148,0.0885242,0.117344,0.164565,0.172954,0.191473,0.192395,0.255809,0.264691,0.327296,0.350999,0.367707,0.36804,0.388331,0.404621,0.424721,0.431331,0.43268,0.51941,0.582247,0.630408,0.651075,0.711353,0.714462,0.7268,0.807335,0.944435,0.97426,1.00483,1.0484,1.1364,1.21336,70.1905,70.7526,71.6362,73.219,73.5187,74.201,74.2358,76.8066,77.1966,80.1729,81.4094,82.3195,82.3379,83.4882,84.4478,85.6777,86.0934,86.179,92.2045,97.271,101.597,103.581,109.831,110.174,111.551,121.37,141.882,147.084,152.727,161.354,181.139,201.462
-7.37487,0.940406,0.516917,2,7,0,8.43241,0.342451,69.3038,69.3038,0.342451,0.38329,1,0,0.384533,1,1.02892,1.03793,1.05209,1.07741,1.0822,1.0931,1.09366,1.13465,1.14086,1.18813,1.20772,1.22212,1.22241,1.24059,1.25573,1.27512,1.28167,1.28302,1.37759,1.45672,1.52404,1.55484,1.65168,1.65698,1.67828,1.82974,2.14478,2.22447,2.31085,2.44281,2.74505,3.05512,0.0690299,0.0883837,0.117094,0.164064,0.172398,0.190787,0.191702,0.254557,0.263347,0.325204,0.34858,0.365042,0.36537,0.385346,0.40137,0.421128,0.42762,0.428946,0.513976,0.575402,0.622386,0.642524,0.701188,0.70421,0.716204,0.794394,0.927181,0.956024,0.985575,1.02766,1.11262,1.18685,71.3078,71.9323,72.9135,74.6687,75.0007,75.7562,75.7946,78.6355,79.0658,82.3419,83.6996,84.6975,84.7177,85.9774,87.027,88.3707,88.8245,88.9179,95.4723,100.956,105.622,107.756,114.468,114.835,116.311,126.808,148.641,154.164,160.151,169.296,190.242,211.731
-7.29138,0.99772,0.516917,2,7,0,7.81218,0.307198,70.3082,70.3082,0.307198,0.396699,1,0,0.33757,1,1.02541,1.03333,1.0458,1.06813,1.07237,1.082,1.08249,1.11881,1.12433,1.16644,1.18395,1.19685,1.19711,1.21341,1.22702,1.24447,1.25037,1.25159,1.33722,1.40937,1.47106,1.49937,1.58866,1.59355,1.61325,1.75377,2.04786,2.12251,2.20353,2.32743,2.61175,2.90394,0.069146,0.088576,0.117436,0.16475,0.17316,0.191727,0.192651,0.256275,0.265191,0.328078,0.351906,0.368707,0.369042,0.389453,0.405844,0.426076,0.43273,0.434089,0.521472,0.584858,0.633478,0.654352,0.715266,0.718408,0.730882,0.812345,0.951165,0.981383,1.01236,1.05652,1.14575,1.22382,72.0944,72.6517,73.5281,75.0986,75.396,76.0734,76.1079,78.6618,79.0495,82.0102,83.2415,84.1481,84.1664,85.3128,86.2696,87.4966,87.9115,87.9969,94.0176,99.0901,103.428,105.418,111.696,112.04,113.425,123.305,143.981,149.23,154.926,163.638,183.627,204.171
-7.33209,0.995606,0.516917,2,7,0,7.85418,0.340951,68.9928,68.9928,0.340951,0.383868,1,0,0.382498,1,1.02876,1.03773,1.05181,1.07701,1.08178,1.09263,1.09318,1.13397,1.14015,1.1872,1.2067,1.22104,1.22133,1.23943,1.25451,1.27382,1.28034,1.28168,1.37588,1.45472,1.52181,1.55251,1.64904,1.65431,1.67555,1.82657,2.14074,2.22022,2.30638,2.43801,2.73951,3.04884,0.0690349,0.088392,0.117109,0.164093,0.172431,0.190828,0.191743,0.254631,0.263425,0.325327,0.348721,0.365198,0.365525,0.38552,0.40156,0.421336,0.427836,0.429163,0.51429,0.575796,0.622847,0.643015,0.70177,0.704798,0.71681,0.795133,0.928161,0.957059,0.986667,1.02884,1.11396,1.18835,70.9773,71.5958,72.5675,74.306,74.6349,75.3833,75.4213,78.2357,78.662,81.9084,83.2539,84.2429,84.263,85.5116,86.5521,87.8841,88.334,88.4266,94.926,100.365,104.994,107.112,113.772,114.136,115.601,126.02,147.696,153.179,159.124,168.205,189.006,210.348
-7.62448,0.956394,0.516917,2,7,0,9.01146,0.303629,72.0609,72.0609,0.303629,0.398036,1,0,0.332917,1,1.02506,1.03288,1.04517,1.06721,1.07138,1.08089,1.08138,1.11723,1.12267,1.16426,1.18156,1.1943,1.19456,1.21067,1.22412,1.24137,1.24721,1.24841,1.33311,1.40453,1.46564,1.49368,1.58218,1.58703,1.60656,1.74593,2.03781,2.11193,2.19239,2.31545,2.59788,2.8882,0.0691576,0.0885951,0.11747,0.164819,0.173236,0.191822,0.192746,0.256448,0.265377,0.32837,0.352243,0.36908,0.369415,0.389871,0.4063,0.426581,0.433252,0.434614,0.522244,0.585837,0.634631,0.655583,0.716737,0.719893,0.732418,0.814234,0.95371,0.984078,1.01522,1.0596,1.1493,1.22778,73.8665,74.43,75.3161,76.9041,77.205,77.8901,77.9249,80.5086,80.9009,83.8976,85.1443,86.0623,86.0809,87.2421,88.2114,89.4545,89.8749,89.9615,96.0654,101.212,105.615,107.636,114.014,114.363,115.77,125.813,146.847,152.188,157.986,166.853,187.205,208.126
-7.80999,0.959308,0.516917,1,1,0,7.82737,0.30767,72.2354,72.2354,0.30767,0.396522,1,0,0.338186,1,1.02545,1.03339,1.04588,1.06826,1.07249,1.08215,1.08264,1.11902,1.12455,1.16673,1.18427,1.19718,1.19744,1.21377,1.2274,1.24488,1.25079,1.25201,1.33776,1.41001,1.47178,1.50012,1.58952,1.59441,1.61413,1.75481,2.04918,2.1239,2.205,2.32901,2.61357,2.90601,0.0691445,0.0885734,0.117432,0.164741,0.17315,0.191715,0.192639,0.256252,0.265166,0.32804,0.351861,0.368658,0.368992,0.389398,0.405784,0.426009,0.432661,0.434019,0.521371,0.584729,0.633327,0.65419,0.715072,0.718213,0.73068,0.812097,0.950831,0.981029,1.01199,1.05612,1.14529,1.22329,74.0739,74.6476,75.5496,77.1659,77.4721,78.1693,78.2047,80.8331,81.2322,84.279,85.546,86.479,86.4978,87.6775,88.6621,89.9245,90.3514,90.4393,96.6338,101.852,106.315,108.362,114.819,115.173,116.598,126.759,148.024,153.421,159.279,168.237,188.792,209.917
-9.52349,0.63954,0.516917,2,7,0,13.5087,0.331888,66.0878,66.0878,0.331888,0.387348,1,0,0.37027,1,1.02785,1.03653,1.05018,1.0746,1.07923,1.08975,1.09028,1.12987,1.13587,1.1816,1.20057,1.21453,1.21481,1.23243,1.24712,1.26593,1.27229,1.2736,1.36554,1.44261,1.50829,1.53835,1.63299,1.63816,1.65899,1.80726,2.11617,2.19438,2.2792,2.4088,2.70578,3.01061,0.0690651,0.0884419,0.117197,0.164271,0.172628,0.191071,0.191988,0.255074,0.263901,0.326065,0.349575,0.366138,0.366467,0.386572,0.402705,0.422602,0.429142,0.430477,0.516198,0.578196,0.625655,0.646007,0.705321,0.708378,0.72051,0.799642,0.934157,0.963392,0.993351,1.03603,1.1222,1.19752,67.9284,68.5023,69.4041,71.0183,71.3237,72.019,72.0543,74.6708,75.0673,78.0896,79.3433,80.2654,80.284,81.4486,82.4194,83.6628,84.0829,84.1694,90.2453,95.3391,99.6794,101.667,107.921,108.263,109.639,119.438,139.853,145.022,150.627,159.192,178.819,198.965
-8.26167,1,0.516917,2,3,0,9.27968,0.340676,66.8845,66.8845,0.340676,0.383975,1,0,0.382124,1,1.02874,1.03769,1.05176,1.07694,1.0817,1.09254,1.09309,1.13384,1.14002,1.18703,1.20652,1.22084,1.22113,1.23922,1.25428,1.27358,1.28009,1.28143,1.37557,1.45435,1.5214,1.55208,1.64855,1.65382,1.67505,1.82598,2.14,2.21944,2.30556,2.43712,2.73849,3.04768,0.0690358,0.0883936,0.117111,0.164099,0.172437,0.190835,0.19175,0.254644,0.26344,0.325349,0.348747,0.365226,0.365554,0.385552,0.401594,0.421375,0.427875,0.429203,0.514348,0.575869,0.622932,0.643106,0.701878,0.704906,0.716922,0.795269,0.928342,0.95725,0.986868,1.02905,1.11421,1.18862,68.8065,69.4056,70.3467,72.0305,72.349,73.0739,73.1107,75.8367,76.2496,79.3941,80.6974,81.6554,81.6748,82.8843,83.8922,85.1826,85.6184,85.7081,92.0042,97.2736,101.758,103.81,110.263,110.615,112.035,122.13,143.133,148.446,154.206,163.006,183.162,203.843
-8.45112,0.9906,0.516917,2,3,0,8.5594,0.342011,66.6316,66.6316,0.342011,0.38346,1,0,0.383936,1,1.02887,1.03787,1.05201,1.07729,1.08208,1.09296,1.09352,1.13445,1.14065,1.18786,1.20742,1.2218,1.22209,1.24025,1.25537,1.27474,1.28128,1.28262,1.37709,1.45613,1.52339,1.55416,1.65091,1.6562,1.67748,1.82881,2.1436,2.22322,2.30954,2.4414,2.74342,3.05328,0.0690314,0.0883862,0.117098,0.164072,0.172408,0.190799,0.191714,0.254579,0.26337,0.32524,0.348621,0.365088,0.365415,0.385397,0.401426,0.421189,0.427683,0.429009,0.514068,0.575517,0.622521,0.642668,0.701359,0.704382,0.716381,0.794611,0.927468,0.956327,0.985895,1.02801,1.11301,1.18729,68.5554,69.1549,70.0968,71.7819,72.1006,72.8259,72.8628,75.5903,76.0033,79.1489,80.4525,81.4107,81.4301,82.6397,83.6476,84.9379,85.3736,85.4633,91.7578,97.0244,101.506,103.556,110.003,110.355,111.773,121.857,142.831,148.137,153.889,162.675,182.799,203.445
-8.23126,0.986103,0.516917,2,7,0,9.01066,0.336095,71.3753,71.3753,0.336095,0.385736,1,0,0.375931,1,1.02827,1.03709,1.05094,1.07572,1.08041,1.09108,1.09162,1.13177,1.13785,1.1842,1.20342,1.21755,1.21783,1.23568,1.25055,1.26959,1.27603,1.27735,1.37034,1.44824,1.51458,1.54494,1.64046,1.64568,1.66669,1.81624,2.12761,2.20641,2.29186,2.4224,2.72149,3.02842,0.0690511,0.0884188,0.117156,0.164188,0.172537,0.190958,0.191874,0.254868,0.26368,0.325722,0.349178,0.365701,0.36603,0.386083,0.402173,0.422014,0.428535,0.429866,0.515311,0.577079,0.624347,0.644613,0.703666,0.706709,0.718785,0.797539,0.931358,0.960435,0.99023,1.03267,1.11835,1.19323,73.3933,74.0224,75.0109,76.7798,77.1145,77.8762,77.9149,80.7805,81.2147,84.5226,85.8943,86.9029,86.9233,88.1968,89.2583,90.6176,91.0767,91.1712,97.8086,103.368,108.103,110.27,117.088,117.461,118.961,129.635,151.859,157.483,163.582,172.899,194.247,216.154
-8.09394,1,0.516917,2,3,0,8.30133,0.28788,69.7948,69.7948,0.28788,0.403889,1,0,0.312604,1,1.02353,1.03088,1.04244,1.06316,1.06709,1.07604,1.0765,1.11028,1.11541,1.15468,1.17104,1.1831,1.18334,1.1986,1.21135,1.22771,1.23325,1.23439,1.31496,1.38311,1.44157,1.46843,1.55337,1.55803,1.5768,1.71098,1.99292,2.06466,2.14258,2.26183,2.5358,2.81771,0.069208,0.0886788,0.11762,0.165121,0.17357,0.192235,0.193164,0.257209,0.266195,0.329654,0.353734,0.370725,0.371063,0.39172,0.408318,0.428819,0.435564,0.436942,0.525675,0.5902,0.63978,0.661087,0.723335,0.726549,0.73931,0.822735,0.965214,0.996272,1.02813,1.07355,1.16541,1.24584,71.4374,71.9502,72.7568,74.2034,74.4776,75.1021,75.1339,77.4917,77.8501,80.5908,81.7326,82.5741,82.5912,83.6563,84.546,85.6881,86.0745,86.1541,91.7771,96.5339,100.614,102.489,108.417,108.742,110.052,119.417,139.096,144.103,149.541,157.864,176.986,196.661
-8.22043,1,0.516917,3,9,0,8.9179,0.373727,68.8287,68.8287,0.373727,0.371064,1,0,0.427735,1,1.03213,1.04213,1.05783,1.08586,1.09115,1.10319,1.1038,1.14895,1.15577,1.20757,1.22897,1.24467,1.24499,1.26478,1.28125,1.3023,1.30941,1.31087,1.41304,1.49804,1.57009,1.60297,1.70611,1.71173,1.73437,1.89495,2.22746,2.31136,2.40223,2.54093,2.85821,3.1833,0.0689238,0.0882085,0.116783,0.163443,0.171711,0.18994,0.190847,0.253022,0.2617,0.322661,0.345646,0.361817,0.362139,0.381743,0.397454,0.416808,0.423165,0.424462,0.50752,0.567326,0.612972,0.632513,0.68936,0.692285,0.703893,0.779471,0.907499,0.935264,0.963698,1.00417,1.0858,1.15707,71.0404,71.7287,72.8089,74.738,75.1024,75.9309,75.973,79.0804,79.5499,83.1155,84.5883,85.6691,85.691,87.0534,88.1869,89.6358,90.1246,90.2252,97.2579,103.108,108.067,110.33,117.429,117.816,119.374,130.427,153.313,159.088,165.343,174.889,196.726,219.102
-8.53909,0.925712,0.516917,2,3,0,9.5618,0.390958,67.8559,67.8559,0.390958,0.364189,1,0,0.452162,1,1.03395,1.0445,1.06106,1.09059,1.09616,1.10883,1.10947,1.15691,1.16406,1.21834,1.24072,1.25713,1.25746,1.27812,1.2953,1.31725,1.32465,1.32617,1.4324,1.52052,1.59506,1.62904,1.73551,1.74131,1.76465,1.93005,2.2718,2.35792,2.45118,2.59345,2.9187,3.25178,0.0688642,0.08811,0.116609,0.163096,0.171328,0.189469,0.190371,0.252174,0.260791,0.321265,0.344039,0.360054,0.360372,0.379777,0.395321,0.41446,0.420744,0.422026,0.504042,0.563001,0.607953,0.627184,0.683093,0.685969,0.697379,0.77162,0.89723,0.92445,0.952319,0.99198,1.07194,1.14172,70.1594,70.8756,71.999,74.0029,74.3811,75.2406,75.2843,78.503,78.9886,82.6715,84.19,85.3034,85.3259,86.7282,87.894,89.3831,89.8851,89.9884,97.197,103.176,108.234,110.54,117.765,118.158,119.742,130.965,154.155,159.999,166.327,175.981,198.051,220.653
-9.05619,0.977237,0.516917,2,7,0,9.94992,0.41601,65.7328,65.7328,0.41601,0.354008,1,0,0.488468,1,1.03663,1.04801,1.06583,1.09757,1.10355,1.11713,1.11782,1.16857,1.17622,1.23404,1.25783,1.27524,1.27559,1.2975,1.3157,1.33891,1.34673,1.34834,1.46031,1.55281,1.63086,1.66639,1.77753,1.78358,1.80791,1.98007,2.33481,2.42407,2.52068,2.66798,3.0045,3.34885,0.0687759,0.0879647,0.116352,0.162588,0.170766,0.188779,0.189674,0.250937,0.259467,0.319243,0.341718,0.35751,0.357823,0.376945,0.392253,0.411089,0.41727,0.418532,0.499087,0.556869,0.600859,0.619664,0.674285,0.677093,0.688231,0.760645,0.882966,0.909448,0.936552,0.975113,1.05281,1.12058,68.1408,68.8884,70.0599,72.146,72.5392,73.4321,73.4775,76.8136,77.3159,81.1171,82.6803,83.8251,83.8482,85.2884,86.4843,88.0101,88.5242,88.6299,95.9899,102.071,107.201,109.537,116.842,117.24,118.839,130.155,153.474,159.341,165.691,175.374,197.494,220.129
-8.66289,0.980213,0.516917,3,11,0,9.67679,0.256567,74.3612,74.3612,0.256567,0.415316,1,0,0.273275,1,1.02058,1.02701,1.03713,1.05529,1.05874,1.06659,1.06699,1.09669,1.10121,1.13586,1.15034,1.16102,1.16124,1.17478,1.18611,1.20068,1.20561,1.20663,1.27873,1.34016,1.39312,1.41754,1.49502,1.49928,1.51646,1.63977,1.90088,1.96762,2.04022,2.15151,2.40781,2.67216,0.0693062,0.0888418,0.117911,0.16571,0.174225,0.193046,0.193983,0.258709,0.267809,0.332202,0.356698,0.374004,0.374349,0.395411,0.412354,0.433304,0.440202,0.441612,0.532624,0.599098,0.650334,0.672395,0.736977,0.740316,0.75358,0.840481,0.989521,1.0221,1.05554,1.10327,1.19993,1.28469,75.8916,76.3696,77.122,78.4726,78.7288,79.3128,79.3425,81.5508,81.8871,84.4639,85.5405,86.335,86.3511,87.3583,88.2008,89.2838,89.6507,89.7263,95.0882,99.6556,103.594,105.41,111.171,111.488,112.766,121.935,141.352,146.315,151.713,159.989,179.048,198.705
-7.23363,0.965921,0.516917,2,7,0,10.9833,0.318121,70.132,70.132,0.318121,0.392585,1,0,0.351925,1,1.02648,1.03474,1.04772,1.07098,1.07538,1.08541,1.08592,1.12369,1.12942,1.17313,1.19129,1.20465,1.20492,1.22181,1.2359,1.25396,1.26007,1.26132,1.34977,1.42412,1.4876,1.51669,1.60838,1.6134,1.6336,1.7776,2.07833,2.15458,2.2373,2.36376,2.65374,2.9516,0.0691104,0.088517,0.117331,0.164539,0.172926,0.191438,0.192359,0.255744,0.264621,0.327188,0.350874,0.367569,0.367901,0.388176,0.404452,0.424534,0.431137,0.432486,0.519126,0.581888,0.629986,0.650624,0.710817,0.71392,0.72624,0.806648,0.943515,0.973287,1.0038,1.04729,1.13512,1.21194,71.9891,72.5683,73.479,75.11,75.4188,76.1219,76.1576,78.8064,79.2082,82.274,83.5475,84.4848,84.5038,85.6883,86.6765,87.9429,88.371,88.4591,94.662,99.8764,104.328,106.369,112.799,113.151,114.568,124.667,145.758,151.105,156.906,165.775,186.112,207.001
-7.63451,0.935918,0.516917,2,7,0,8.31034,0.351499,67.5882,67.5882,0.351499,0.379786,1,0,0.396882,1,1.02984,1.03913,1.05373,1.07983,1.08477,1.096,1.09657,1.13876,1.14515,1.19374,1.21386,1.22863,1.22893,1.24758,1.26311,1.28299,1.2897,1.29108,1.38789,1.46874,1.53746,1.56887,1.66757,1.67296,1.69466,1.84881,2.16901,2.24993,2.33764,2.47158,2.77825,3.09275,0.0689995,0.0883335,0.117005,0.163885,0.172201,0.190543,0.191456,0.254114,0.262871,0.324468,0.347729,0.364106,0.364432,0.3843,0.400232,0.419871,0.426323,0.427641,0.512089,0.573035,0.619622,0.639582,0.697704,0.700697,0.712575,0.789984,0.921342,0.94986,0.979075,1.02068,1.10463,1.17797,69.6048,70.2331,71.2198,72.9841,73.3177,74.0766,74.1152,76.967,77.3986,80.6826,82.0423,83.0412,83.0614,84.3218,85.3716,86.715,87.1685,87.2618,93.8048,99.2696,103.914,106.037,112.708,113.072,114.539,124.958,146.599,152.069,157.997,167.05,187.777,209.033
-7.57614,0.997963,0.516917,3,7,0,7.87242,0.359453,68.1815,68.1815,0.359453,0.376684,1,0,0.407838,1,1.03065,1.0402,1.05519,1.08198,1.08704,1.09856,1.09915,1.14239,1.14894,1.19868,1.21926,1.23437,1.23467,1.25374,1.26961,1.2899,1.29676,1.29817,1.39691,1.47927,1.54919,1.58113,1.68144,1.68692,1.70895,1.86544,2.19009,2.27209,2.36095,2.49661,2.80712,3.12545,0.0689726,0.088289,0.116926,0.163727,0.172026,0.190328,0.191238,0.253724,0.262453,0.323821,0.346983,0.363286,0.36361,0.383382,0.399235,0.418771,0.425188,0.426499,0.510443,0.570975,0.61722,0.637027,0.694683,0.697652,0.709432,0.786171,0.916308,0.94455,0.973478,1.01467,1.09776,1.17034,70.2715,70.9224,71.9444,73.771,74.1162,74.9015,74.9414,77.8902,78.3363,81.7278,83.1308,84.1612,84.182,85.4816,86.5636,87.9477,88.4148,88.5109,95.2436,100.859,105.626,107.804,114.643,115.017,116.519,127.188,149.324,154.915,160.973,170.223,191.394,213.098
-8.96051,0.861922,0.516917,2,3,0,8.9826,0.340588,66.1999,66.1999,0.340588,0.384009,1,0,0.382005,1,1.02873,1.03768,1.05175,1.07691,1.08168,1.09251,1.09306,1.13381,1.13998,1.18698,1.20646,1.22078,1.22107,1.23915,1.25421,1.2735,1.28001,1.28136,1.37547,1.45423,1.52127,1.55194,1.6484,1.65367,1.67489,1.82579,2.13976,2.21919,2.3053,2.43684,2.73816,3.04732,0.0690361,0.088394,0.117112,0.1641,0.172439,0.190837,0.191752,0.254648,0.263444,0.325356,0.348755,0.365235,0.365563,0.385562,0.401605,0.421387,0.427888,0.429215,0.514367,0.575892,0.622959,0.643135,0.701912,0.70494,0.716958,0.795312,0.928399,0.95731,0.986932,1.02912,1.11429,1.18871,68.1016,68.6943,69.6255,71.2916,71.6068,72.324,72.3605,75.0577,75.4663,78.5777,79.8674,80.8154,80.8345,82.0314,83.0287,84.3055,84.7368,84.8255,91.0558,96.2701,100.708,102.738,109.124,109.473,110.877,120.867,141.652,146.91,152.61,161.319,181.266,201.732
-8.01969,0.832053,0.516917,1,3,0,10.6136,0.376449,68.1014,68.1014,0.376449,0.369985,1,0,0.431565,1,1.03242,1.04251,1.05834,1.0866,1.09194,1.10408,1.10469,1.1502,1.15707,1.20927,1.23082,1.24664,1.24696,1.26689,1.28347,1.30467,1.31182,1.31329,1.41611,1.50161,1.57405,1.60711,1.71078,1.71643,1.73918,1.90053,2.23452,2.31877,2.41003,2.5493,2.86785,3.19422,0.0689144,0.088193,0.116755,0.163388,0.171651,0.189866,0.190772,0.252888,0.261557,0.32244,0.345392,0.361538,0.361859,0.381431,0.397116,0.416436,0.42278,0.424076,0.506966,0.566637,0.612172,0.631663,0.688358,0.691276,0.702851,0.778214,0.90585,0.933527,0.96187,1.00221,1.08357,1.1546,70.3091,70.9961,72.0741,73.999,74.3625,75.189,75.231,78.3302,78.7983,82.3529,83.8208,84.8978,84.9196,86.277,87.4063,88.8496,89.3364,89.4366,96.4391,102.262,107.195,109.446,116.506,116.891,118.441,129.429,152.174,157.912,164.126,173.611,195.304,217.531
-8.45653,0.919439,0.516917,1,1,0,8.45978,0.38384,68.3717,68.3717,0.38384,0.367042,1,0,0.442017,1,1.03319,1.04352,1.05972,1.08863,1.09409,1.10649,1.10712,1.15361,1.16063,1.21389,1.23586,1.25198,1.25231,1.27261,1.2895,1.31108,1.31836,1.31985,1.42442,1.51126,1.58478,1.61831,1.72341,1.72914,1.75219,1.91562,2.25359,2.33879,2.43107,2.57188,2.89386,3.22367,0.0688889,0.0881508,0.116681,0.16324,0.171486,0.189664,0.190568,0.252524,0.261167,0.321841,0.344702,0.360781,0.3611,0.380587,0.3962,0.415427,0.421741,0.423029,0.505471,0.564777,0.610012,0.62937,0.685661,0.688557,0.700047,0.774833,0.901425,0.928866,0.956965,0.996956,1.07759,1.14798,70.6413,71.3472,72.4547,74.4313,74.8045,75.6527,75.6958,78.8744,79.3542,82.9955,84.4979,85.6,85.6223,87.0107,88.1654,89.6407,90.1382,90.2406,97.3901,103.328,108.354,110.647,117.833,118.224,119.8,130.974,154.082,159.907,166.217,175.844,197.858,220.408
-8.20783,1,0.516917,2,3,0,8.45742,0.343426,66.8558,66.8558,0.343426,0.382914,1,0,0.385858,1,1.02901,1.03806,1.05226,1.07767,1.08248,1.09342,1.09397,1.13509,1.14132,1.18873,1.20838,1.22282,1.22311,1.24134,1.25653,1.27597,1.28253,1.28389,1.3787,1.45802,1.52549,1.55636,1.6534,1.6587,1.68005,1.83181,2.1474,2.22722,2.31375,2.44592,2.74864,3.0592,0.0690266,0.0883783,0.117084,0.164044,0.172377,0.190761,0.191675,0.25451,0.263295,0.325125,0.348488,0.364941,0.365268,0.385233,0.401248,0.420992,0.42748,0.428805,0.513772,0.575145,0.622086,0.642205,0.70081,0.703829,0.71581,0.793915,0.926546,0.955354,0.984868,1.0269,1.11175,1.18589,68.7956,69.4002,70.3498,72.0487,72.37,73.1012,73.1383,75.8875,76.3038,79.4738,80.7873,81.7527,81.7722,82.9909,84.0062,85.306,85.7449,85.8352,92.1743,97.4768,101.988,104.052,110.54,110.894,112.321,122.467,143.566,148.903,154.688,163.524,183.763,204.525
