# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-25 10:45:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpkqw66c8c/_e_nzfz2.json
# random
#   seed = 18528
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/bao/bao-20230725114542.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.376139
# Diagonal elements of inverse mass matrix:
# 0.000771363, 0.0129583
1.14872,0.792852,0.376139,3,11,0,0.471761,74.2756,0.316634,74.2756,0.316634,0.393147,1,0,0.349962,1,1.15236,1.23116,1.32937,1.35383,1.46697,2.34608,0.299775,0.400586,0.502262,0.524625,0.616909,1.04428,1266.26,1671.02,2064.59,2148.98,2488.39,3859.36,150,299790
0.708026,0.993743,0.376139,2,7,0,-0.622791,73.4977,0.290412,73.4977,0.290412,0.402953,1,0,0.315845,1,1.1381,1.21016,1.30059,1.32321,1.42831,2.25839,0.30155,0.403867,0.507553,0.530422,0.625025,1.06685,1255.37,1661.77,2059.55,2145.17,2490.61,3899.05,150,299790
0.598649,0.990381,0.376139,3,11,0,0.055101,78.2265,0.382595,78.2265,0.382595,0.367539,1,0,0.440251,1,1.18893,1.28425,1.40102,1.4298,1.56171,2.55387,0.295295,0.392467,0.489433,0.51063,0.597654,0.99393,1268.75,1662.18,2039.3,2119.52,2440.15,3712.45,150,299790
-1.58457,0.706983,0.376139,3,7,0,3.19049,80.3491,0.437685,80.3491,0.437685,0.345013,1,0,0.52064,1,1.22001,1.32849,1.45966,1.49175,1.63791,2.71554,0.291566,0.385876,0.479271,0.499602,0.582788,0.957601,1273.62,1659.4,2025.58,2103.08,2411.6,3623.04,150,299790
0.470305,0.966818,0.376139,3,7,0,2.08029,77.101,0.335861,77.101,0.335861,0.385826,1,0,0.375614,1,1.16292,1.24661,1.35039,1.37614,1.49496,2.40843,0.29847,0.398197,0.498451,0.520458,0.611127,1.02872,1254.4,1651.74,2036.36,2118.63,2448.8,3774.57,150,299790
0.121173,0.995686,0.376139,3,11,0,0.270127,74.2447,0.287767,74.2447,0.287767,0.40393,1,0,0.312459,1,1.13667,1.20805,1.29769,1.32012,1.42438,2.24937,0.301729,0.404199,0.508092,0.531013,0.625859,1.06922,1247.24,1651.54,2047.54,2132.81,2476.96,3881.58,150,299790
