# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-25 13:30:46 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpk2mlqffo/go02ozrp.json
# random
#   seed = 89813
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/bao/bao-20230725143046.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.480373
# Diagonal elements of inverse mass matrix:
# 0.00045913, 0.0100099
0.182971,0.935046,0.480373,3,11,0,1.062,72.4181,0.29433,72.4181,0.29433,0.4015,1,0,0.32088,1,1.14022,1.21329,1.3049,1.3278,1.43412,2.2717,0.301285,0.403375,0.506756,0.529547,0.623796,1.06337,1267.33,1676.82,2077.22,2163.35,2510.68,3924.7,150,299790
0.67714,0.84409,0.480373,2,3,0,0.845261,73.03,0.291118,73.03,0.291118,0.402691,1,0,0.316751,1,1.13848,1.21072,1.30137,1.32404,1.42936,2.26079,0.301502,0.403778,0.507409,0.530264,0.624803,1.06622,1259.82,1667.53,2066.51,2152.38,2498.8,3910.82,150,299790
1.31749,0.982045,0.480373,2,7,0,-0.218846,75.2898,0.324326,75.2898,0.324326,0.390232,1,0,0.360159,1,1.15657,1.23734,1.33779,1.36277,1.4782,2.37121,0.299253,0.399628,0.500731,0.52295,0.614579,1.03796,1262.49,1664.57,2054.82,2138.42,2474.33,3827.84,150,299790
1.00935,0.908403,0.480373,2,7,0,-0.198828,76.8734,0.343176,76.8734,0.343176,0.38301,1,0,0.385518,1,1.16697,1.2525,1.35836,1.3846,1.50554,2.43176,0.297973,0.397293,0.497016,0.518891,0.608964,1.023,1260.24,1658.08,2042.55,2124.71,2454.21,3774.54,150,299790
1.09455,0.976921,0.480373,2,3,0,-0.770232,75.5744,0.3503,75.5744,0.3503,0.380252,1,0,0.395239,1,1.17091,1.25824,1.3661,1.39282,1.51579,2.45426,0.297489,0.396415,0.495626,0.517376,0.606877,1.01753,1274.69,1675.77,2062.77,2145.39,2476.54,3800.93,150,299790
0.985501,0.995835,0.480373,2,7,0,-0.837505,75.2382,0.312407,75.2382,0.312407,0.394742,1,0,0.344394,1,1.15004,1.22777,1.32474,1.3489,1.46077,2.33215,0.300061,0.401113,0.503108,0.525551,0.6182,1.04781,1255.6,1657.77,2049.22,2133.21,2471.15,3838.11,150,299790
