# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-21 15:11:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp01ars5w5/z3ukat6_.json
# random
#   seed = 35118
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/bao/bao-20230721161121.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.361715
# Diagonal elements of inverse mass matrix:
# 0.000888858, 0.0157604
1.33031,0.933356,0.361715,2,7,0,0.61293,75.5957,0.34055,75.5957,0.34055,0.384023,1,0,0.381954,1,1.16551,1.25039,1.3555,1.38157,1.50175,2.42341,0.298151,0.397617,0.49753,0.519453,0.609738,1.02504,1269.26,1670.43,2058.36,2141.28,2473.93,3807.86,150,299790
1.32329,0.999387,0.361715,3,9,0,-1.30211,75.7196,0.33071,75.7196,0.33071,0.387799,1,0,0.368689,1,1.16008,1.24247,1.34476,1.37018,1.48749,2.39188,0.29882,0.398836,0.499466,0.521567,0.612662,1.03281,1262.69,1663.62,2052.19,2135.35,2469.3,3812.28,150,299790
0.636983,0.824756,0.361715,2,7,0,0.659292,75.6268,0.362159,75.6268,0.362159,0.375624,1,0,0.411587,1,1.17751,1.26779,1.37896,1.40645,1.53275,2.49129,0.296683,0.394959,0.493332,0.514875,0.603446,1.00865,1280.34,1681.01,2066.66,2148.88,2478.05,3790.53,150,299790
0.762193,0.993741,0.361715,3,11,0,-0.236115,75.9886,0.319536,75.9886,0.319536,0.392049,1,0,0.353799,1,1.15394,1.23349,1.33255,1.3572,1.47121,2.35559,0.299578,0.400224,0.501683,0.523992,0.616027,1.04188,1253.88,1654.12,2043.04,2126.4,2461.55,3814.05,150,299790
-2.36161,0.543524,0.361715,1,3,0,2.45952,77.1342,0.307869,77.1342,0.307869,0.396447,1,0,0.338446,1,1.14757,1.22413,1.31977,1.34361,1.4541,2.31712,0.300369,0.40168,0.504019,0.526549,0.619593,1.05164,1237.43,1634.64,2021.71,2104.81,2439.35,3794.65,150,299790
0.303722,1,0.361715,2,3,0,1.71365,76.2137,0.316465,76.2137,0.316465,0.393211,1,0,0.349738,1,1.15226,1.23102,1.32919,1.35363,1.46672,2.34552,0.299786,0.400607,0.502296,0.524662,0.616961,1.04442,1250.18,1649.83,2038.45,2121.78,2456.94,3810.79,150,299790
-0.182986,0.972583,0.361715,2,3,0,0.568344,73.531,0.328781,73.531,0.328781,0.388535,1,0,0.366106,1,1.15902,1.24092,1.34266,1.36794,1.48469,2.38566,0.29895,0.399075,0.499847,0.521984,0.61324,1.03435,1279.95,1686.73,2081.14,2165.57,2504.7,3869.28,150,299790
-0.0310312,0.999749,0.361715,2,7,0,0.354225,76.5687,0.318416,76.5687,0.318416,0.392473,1,0,0.352317,1,1.15333,1.23259,1.33132,1.3559,1.46958,2.35193,0.299654,0.400364,0.501907,0.524236,0.616367,1.0428,1248.51,1647.25,2034.81,2117.89,2451.97,3800.61,150,299790
0.938846,0.997303,0.361715,2,7,0,0.0951008,74.3047,0.326577,74.3047,0.326577,0.389375,1,0,0.36316,1,1.15781,1.23915,1.34025,1.36538,1.48148,2.37852,0.2991,0.399349,0.500284,0.522461,0.613901,1.03613,1272.06,1676.75,2069.34,2153.41,2491.14,3851.05,150,299790
1.02845,0.934468,0.361715,2,7,0,-0.324493,73.8587,0.308749,73.8587,0.308749,0.396117,1,0,0.339597,1,1.14805,1.22483,1.32073,1.34464,1.4554,2.32004,0.300309,0.40157,0.503842,0.526355,0.619322,1.0509,1264.76,1670.57,2065.93,2150.8,2492.43,3876.04,150,299790
1.16851,0.862903,0.361715,3,11,0,-0.174532,75.511,0.320878,75.511,0.320878,0.391541,1,0,0.355577,1,1.15468,1.23457,1.33402,1.35876,1.47317,2.35998,0.299487,0.400057,0.501416,0.523699,0.615621,1.04077,1258.6,1660.09,2050.1,2133.68,2469.66,3824.91,150,299790
0.700324,0.96722,0.361715,2,3,0,-0.626226,74.0506,0.326275,74.0506,0.326275,0.38949,1,0,0.362757,1,1.15764,1.2389,1.33992,1.36503,1.48104,2.37754,0.299121,0.399386,0.500344,0.522527,0.613992,1.03638,1274.03,1679.41,2072.69,2156.9,2495.26,3857.79,150,299790
1.17549,0.905045,0.361715,2,7,0,0.531926,75.5485,0.347153,75.5485,0.347153,0.381472,1,0,0.390935,1,1.16917,1.2557,1.36268,1.38919,1.51126,2.44435,0.297703,0.396803,0.496239,0.518044,0.607797,1.01993,1273.24,1674.44,2061.82,2144.56,2476.26,3803.98,150,299790
0.0614549,0.634899,0.361715,2,3,0,1.05098,77.2318,0.332212,77.2318,0.332212,0.387224,1,0,0.370705,1,1.16091,1.24368,1.34641,1.37192,1.48967,2.39672,0.298718,0.398649,0.499169,0.521243,0.612213,1.03161,1251.3,1648.33,2032.98,2115.29,2445.76,3774.17,150,299790
-1.92237,1,0.361715,3,7,0,2.35915,80.6695,0.423114,80.6695,0.423114,0.351079,1,0,0.498934,1,1.21176,1.31682,1.44427,1.47551,1.61802,2.67372,0.29255,0.3876,0.481909,0.50246,0.586617,0.966773,1265.96,1651.73,2018.8,2096.58,2406.52,3626.6,150,299790
-1.40116,1,0.361715,2,3,0,2.04798,80.1401,0.438382,80.1401,0.438382,0.344721,1,0,0.521686,1,1.2204,1.32905,1.46039,1.49252,1.63886,2.71752,0.291519,0.385794,0.479145,0.499466,0.582606,0.95717,1275.5,1661.73,2028.31,2105.88,2414.7,3627.18,150,299790
0.461984,0.91419,0.361715,3,11,0,2.83383,73.4584,0.316606,73.4584,0.316606,0.393158,1,0,0.349924,1,1.15234,1.23114,1.32934,1.35379,1.46693,2.34598,0.299777,0.400589,0.502268,0.524631,0.616918,1.0443,1273.16,1680.14,2075.87,2160.72,2501.99,3880.49,150,299790
-1.34677,0.774722,0.361715,2,7,0,1.76561,76.0196,0.297876,76.0196,0.297876,0.400182,1,0,0.325455,1,1.14214,1.21612,1.3088,1.33195,1.43937,2.28368,0.301045,0.40293,0.506036,0.528759,0.622688,1.06026,1239.78,1639.67,2030.33,2114.32,2452.88,3829.32,150,299790
1.01325,1,0.361715,2,3,0,1.21643,74.5425,0.305072,74.5425,0.305072,0.397496,1,0,0.334796,1,1.14605,1.22189,1.3167,1.34035,1.44999,2.30781,0.300558,0.402029,0.504582,0.527165,0.620455,1.05403,1256.63,1660.55,2054.43,2139.03,2479.71,3861.22,150,299790
0.847416,0.980144,0.361715,2,7,0,0.0419034,73.377,0.299828,73.377,0.299828,0.399455,1,0,0.327981,1,1.1432,1.21769,1.31094,1.33423,1.44225,2.29025,0.300913,0.402686,0.505641,0.528325,0.62208,1.05856,1262.92,1669.89,2067.27,2152.68,2496.88,3895.25,150,299790
0.894447,0.94723,0.361715,3,7,0,-0.216856,75.0562,0.308183,75.0562,0.308183,0.39633,1,0,0.338857,1,1.14774,1.22438,1.32011,1.34398,1.45457,2.31816,0.300347,0.40164,0.503956,0.526479,0.619496,1.05138,1254.41,1657.01,2049.29,2133.51,2472.54,3845.85,150,299790
1.10704,0.996123,0.361715,2,7,0,-0.50174,74.1277,0.307103,74.1277,0.307103,0.396735,1,0,0.337446,1,1.14715,1.22351,1.31893,1.34272,1.45298,2.31457,0.300421,0.401775,0.504173,0.526717,0.619828,1.05229,1261.43,1666.49,2061.28,2146.05,2487.34,3870.33,150,299790
1.27613,0.987958,0.361715,3,9,0,-0.256956,76.5884,0.353379,76.5884,0.353379,0.379055,1,0,0.399462,1,1.17262,1.26071,1.36945,1.39636,1.5202,2.46393,0.29728,0.396036,0.495029,0.516724,0.605981,1.0152,1267.95,1666.33,2050.49,2132.48,2460.97,3773.69,150,299790
0.617039,0.824011,0.361715,2,3,0,-0.290807,76.9447,0.335155,76.9447,0.335155,0.386097,1,0,0.374664,1,1.16253,1.24604,1.34962,1.37533,1.49394,2.40617,0.298518,0.398285,0.498589,0.52061,0.611337,1.02927,1255.26,1653,2038.08,2120.45,2451.06,3778.88,150,299790
-0.441798,0.925351,0.361715,2,7,0,0.825208,76.1788,0.3909,76.1788,0.3909,0.364212,1,0,0.452079,1,1.19359,1.29093,1.40994,1.43923,1.57337,2.57888,0.294732,0.391461,0.487868,0.508929,0.595344,0.988154,1289.14,1687.44,2068.61,2149.63,2473.21,3754.96,150,299790
0.511933,0.971676,0.361715,4,15,0,4.10355,72.8739,0.298766,72.8739,0.298766,0.399851,1,0,0.326606,1,1.14262,1.21684,1.30977,1.33298,1.44068,2.28667,0.300985,0.402819,0.505856,0.528561,0.622411,1.05948,1266.49,1674.82,2073.63,2159.37,2504.9,3909.28,150,299790
0.201816,0.972235,0.361715,3,11,0,0.880828,77.6016,0.402756,77.6016,0.402756,0.359422,1,0,0.469142,1,1.20027,1.30047,1.42262,1.45264,1.58991,2.61418,0.293928,0.390033,0.485655,0.506524,0.592089,0.9801,1282.42,1676.61,2053.02,2132.93,2451.82,3711.9,150,299790
-1.78079,0.923344,0.361715,2,3,0,2.10442,80.5503,0.417339,80.5503,0.417339,0.353461,1,0,0.490419,1,1.20849,1.31218,1.43815,1.46904,1.61008,2.65696,0.29294,0.388287,0.482964,0.503604,0.588154,0.970492,1264.73,1651.07,2019.04,2097.05,2408.04,3633.5,150,299790
-1.18346,0.996738,0.361715,3,7,0,2.01961,80.0702,0.405719,80.0702,0.405719,0.358217,1,0,0.473439,1,1.20193,1.30285,1.42578,1.45598,1.59402,2.62293,0.293727,0.389677,0.485105,0.505927,0.591284,0.978122,1263.96,1651.98,2022.3,2100.9,2414.47,3652.83,150,299790
