# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-21 15:11:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp01ars5w5/z3ukat6_.json
# random
#   seed = 35118
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/bao/bao-20230721161121.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.353286
# Diagonal elements of inverse mass matrix:
# 0.000730367, 0.0147705
-0.5266,0.913471,0.353286,1,1,0,1.03136,78.8887,0.366006,78.8887,0.366006,0.374112,1,0,0.416935,1,1.17965,1.27089,1.38313,1.41086,1.53823,2.50319,0.296422,0.394488,0.492593,0.514069,0.602344,1.00582,1255.82,1648.14,2025.44,2105.85,2427.65,3709.54,150,299790
1.3666,0.980382,0.353286,3,15,0,2.65298,75.5338,0.333712,75.5338,0.333712,0.38665,1,0,0.372721,1,1.16174,1.24488,1.34804,1.37366,1.49185,2.40154,0.298616,0.398464,0.498874,0.52092,0.611766,1.03042,1265.94,1667.34,2056.09,2139.26,2473.13,3814.62,150,299790
1.29228,0.997447,0.353286,3,11,0,-1.27417,74.9795,0.32005,74.9795,0.32005,0.391855,1,0,0.35448,1,1.15423,1.2339,1.33311,1.3578,1.47196,2.35727,0.299543,0.40016,0.501581,0.52388,0.615871,1.04145,1262.48,1665.38,2056.82,2140.72,2478,3838.88,150,299790
0.644405,0.860729,0.353286,1,3,0,-0.445993,75.6867,0.312811,75.6867,0.312811,0.394589,1,0,0.344925,1,1.15026,1.22809,1.32518,1.34938,1.46136,2.33349,0.300034,0.401063,0.503027,0.525462,0.618076,1.04747,1252.18,1653.18,2043.45,2127.18,2464.07,3826.58,150,299790
1.20118,0.930737,0.353286,1,3,0,-0.0882453,74.7322,0.327878,74.7322,0.327878,0.38888,1,0,0.364897,1,1.15852,1.24019,1.34167,1.36689,1.48338,2.38273,0.299012,0.399187,0.500026,0.52218,0.613511,1.03508,1269.23,1672.78,2064.14,2147.93,2484.5,3839.19,150,299790
1.3543,0.998635,0.353286,3,11,0,-0.764761,76.0477,0.3423,76.0477,0.3423,0.383348,1,0,0.384328,1,1.16648,1.25179,1.3574,1.38359,1.50427,2.42898,0.298032,0.397401,0.497187,0.519078,0.609222,1.02368,1266.5,1666.47,2053.08,2135.7,2467.1,3795.36,150,299790
-0.321241,0.726265,0.353286,2,3,0,0.815734,76.2755,0.310407,76.2755,0.310407,0.395494,1,0,0.341769,1,1.14895,1.22616,1.32255,1.34657,1.45784,2.32554,0.300197,0.401363,0.503509,0.52599,0.618812,1.04949,1245.9,1645.34,2034.33,2117.81,2453.8,3813.77,150,299790
1.27709,0.972698,0.353286,2,3,0,0.79432,76.2512,0.338955,76.2512,0.338955,0.384637,1,0,0.379794,1,1.16463,1.2491,1.35376,1.37972,1.49944,2.41833,0.29826,0.397815,0.497843,0.519794,0.61021,1.02628,1262.99,1662.48,2048.91,2131.53,2463.02,3792.9,150,299790
0.842645,0.953748,0.353286,3,13,0,-0.58831,73.8163,0.316597,73.8163,0.316597,0.393161,1,0,0.349913,1,1.15234,1.23113,1.32933,1.35378,1.46691,2.34596,0.299777,0.40059,0.50227,0.524633,0.61692,1.04431,1270.11,1676.11,2070.89,2155.54,2496,3871.21,150,299790
1.07601,0.977,0.353286,3,11,0,-0.338929,77.0236,0.350331,77.0236,0.350331,0.38024,1,0,0.395282,1,1.17093,1.25826,1.36614,1.39285,1.51583,2.45436,0.297487,0.396411,0.49562,0.517369,0.606868,1.01751,1262.83,1660.17,2043.56,2125.41,2453.47,3765.48,150,299790
0.84697,0.885251,0.353286,2,7,0,-0.0429834,76.5188,0.373207,76.5188,0.373207,0.37127,1,0,0.427006,1,1.18368,1.27669,1.3909,1.41909,1.54845,2.52531,0.295933,0.393609,0.491216,0.51257,0.600296,1.0006,1278.3,1676.35,2058.61,2140,2465.57,3760.24,150,299790
1.05962,0.838526,0.353286,2,3,0,0.686774,77.2449,0.369961,77.2449,0.369961,0.372554,1,0,0.422456,1,1.18186,1.27407,1.3874,1.41538,1.54385,2.51536,0.296153,0.394005,0.491836,0.513244,0.601217,1.00294,1270.83,1667.13,2047.95,2129.07,2453.63,3745.24,150,299790
0.625548,0.992377,0.353286,3,7,0,-0.474724,77.9206,0.390974,77.9206,0.390974,0.364182,1,0,0.452185,1,1.19364,1.29099,1.41002,1.43932,1.57347,2.57911,0.294726,0.391452,0.487854,0.508914,0.595324,0.988103,1274.89,1668.77,2045.71,2125.82,2445.81,3713.29,150,299790
0.909737,0.95159,0.353286,2,7,0,-0.149549,77.5665,0.362449,77.5665,0.362449,0.37551,1,0,0.411989,1,1.17767,1.26802,1.37928,1.40678,1.53317,2.49219,0.296664,0.394923,0.493277,0.514814,0.603362,1.00843,1264.6,1660.29,2041.12,2122.31,2447.36,3743.28,150,299790
-2.8089,0.748983,0.353286,3,11,0,4.57837,78.0292,0.459194,78.0292,0.459194,0.33591,1,0,0.553261,1,1.23221,1.34566,1.48219,1.51551,1.66693,2.77613,0.290119,0.383357,0.475443,0.49546,0.577267,0.944583,1299.31,1689.46,2058.56,2136.54,2446.59,3659.9,150,299790
-2.88128,0.998202,0.353286,3,7,0,4.03134,81.2918,0.43987,81.2918,0.43987,0.344097,1,0,0.523922,1,1.22124,1.33024,1.46196,1.49417,1.64088,2.72175,0.291419,0.385618,0.478878,0.499177,0.58222,0.956251,1267.07,1650.51,2014.35,2091.34,2397.79,3600.68,150,299790
-5.00899,0.764741,0.353286,2,3,0,6.35795,82.1462,0.422998,82.1462,0.422998,0.351127,1,0,0.498763,1,1.21169,1.31672,1.44415,1.47538,1.61786,2.67338,0.292557,0.387614,0.48193,0.502483,0.586647,0.966847,1254.64,1636.99,2000.8,2077.89,2385.1,3594.4,150,299790
-0.942226,0.928235,0.353286,3,11,0,7.47501,72.4612,0.31302,72.4612,0.31302,0.394511,1,0,0.3452,1,1.15038,1.22826,1.32541,1.34962,1.46167,2.33418,0.30002,0.401036,0.502985,0.525417,0.618012,1.04729,1279.49,1689.19,2087.92,2173.46,2517.62,3909.46,150,299790
-0.408318,0.998534,0.353286,2,7,0,1.12261,75.6914,0.300771,75.6914,0.300771,0.399103,1,0,0.329203,1,1.14371,1.21844,1.31198,1.33533,1.44364,2.29341,0.300849,0.402568,0.50545,0.528117,0.621787,1.05774,1244.36,1645.17,2036.44,2120.53,2459.34,3835.38,150,299790
1.12299,0.998295,0.353286,1,3,0,0.140596,74.9927,0.312729,74.9927,0.312729,0.39462,1,0,0.344818,1,1.15022,1.22803,1.32509,1.34928,1.46124,2.33322,0.300039,0.401073,0.503044,0.52548,0.618101,1.04754,1257.83,1660.65,2052.71,2136.82,2475.26,3844.05,150,299790
0.892527,0.858548,0.353286,2,3,0,0.103078,73.9355,0.318311,73.9355,0.318311,0.392513,1,0,0.352178,1,1.15327,1.23251,1.33121,1.35578,1.46942,2.35158,0.299661,0.400377,0.501928,0.524259,0.616399,1.04289,1270.17,1675.85,2070.17,2154.7,2494.6,3866.83,150,299790
0.676079,0.989411,0.353286,2,7,0,0.0597431,73.0414,0.290671,73.0414,0.290671,0.402857,1,0,0.316177,1,1.13824,1.21036,1.30088,1.32352,1.42869,2.25927,0.301532,0.403834,0.5075,0.530364,0.624944,1.06662,1259.41,1667.07,2066.06,2151.93,2498.39,3910.84,150,299790
1.27102,0.975058,0.353286,3,7,0,-0.10645,75.4861,0.34199,75.4861,0.34199,0.383468,1,0,0.383907,1,1.16631,1.25154,1.35706,1.38323,1.50382,2.42799,0.298054,0.39744,0.497248,0.519145,0.609313,1.02392,1270.96,1672.4,2060.46,2143.39,2476.05,3809.49,150,299790
