# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-21 15:11:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp01ars5w5/z3ukat6_.json
# random
#   seed = 35118
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/bao/bao-20230721161121.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.343731
# Diagonal elements of inverse mass matrix:
# 0.000650636, 0.0140945
0.922183,0.879752,0.343731,3,7,0,0.750907,73.7722,0.297898,73.7722,0.297898,0.400174,1,0,0.325483,1,1.14215,1.21614,1.30882,1.33197,1.4394,2.28375,0.301044,0.402928,0.506032,0.528754,0.622681,1.06024,1258.27,1664.12,2060.6,2145.85,2489.44,3886.38,150,299790
1.14746,0.918586,0.343731,3,7,0,-0.1967,76.7035,0.344046,76.7035,0.344046,0.382674,1,0,0.386701,1,1.16745,1.2532,1.3593,1.3856,1.50679,2.43452,0.297914,0.397186,0.496846,0.518706,0.608708,1.02232,1262.09,1660.35,2045.15,2127.37,2457.09,3778,150,299790
1.36075,0.875021,0.343731,2,3,0,0.0632791,75.7116,0.334135,75.7116,0.334135,0.386488,1,0,0.373289,1,1.16197,1.24522,1.3485,1.37414,1.49246,2.4029,0.298587,0.398411,0.49879,0.520829,0.61164,1.03008,1264.72,1665.65,2053.9,2136.96,2470.38,3809.87,150,299790
1.06788,0.913418,0.343731,3,7,0,-0.594299,76.1672,0.361499,76.1672,0.361499,0.375882,1,0,0.410672,1,1.17714,1.26726,1.37825,1.40569,1.53181,2.48925,0.296728,0.395039,0.493459,0.515013,0.603635,1.00913,1275.52,1674.81,2059.17,2141.12,2469.25,3777.75,150,299790
1.11757,0.844297,0.343731,2,3,0,0.494291,76.5523,0.364925,76.5523,0.364925,0.374537,1,0,0.41543,1,1.17905,1.27001,1.38196,1.40962,1.53669,2.49985,0.296495,0.39462,0.4928,0.514295,0.602653,1.00661,1274.05,1672.25,2055.3,2136.94,2463.72,3765.76,150,299790
1.06996,0.996295,0.343731,4,15,0,-0.842503,76.5707,0.367004,76.5707,0.367004,0.37372,1,0,0.418326,1,1.18021,1.27169,1.38421,1.412,1.53965,2.50626,0.296354,0.394366,0.492402,0.513861,0.602059,1.00509,1274.91,1673.01,2055.79,2137.36,2463.78,3763.72,150,299790
0.445864,0.952721,0.343731,2,3,0,-0.363611,77.9246,0.356977,77.9246,0.356977,0.377652,1,0,0.404417,1,1.17462,1.26361,1.37335,1.4005,1.52535,2.47518,0.297035,0.395594,0.494332,0.515964,0.604939,1.0125,1259.01,1653.94,2034.46,2115.64,2440.79,3738.93,150,299790
