# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-25 10:45:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model3/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpkqw66c8c/_e_nzfz2.json
# random
#   seed = 18528
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output3/bao/bao-20230725114542.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,lambda,yy0.1,yy0.2,yp0.1,yp0.2,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.412593
# Diagonal elements of inverse mass matrix:
# 0.000752608, 0.013263
1.07881,0.988855,0.412593,3,11,0,0.251476,77.2544,0.361233,77.2544,0.361233,0.375987,1,0,0.410303,1,1.17699,1.26704,1.37796,1.40539,1.53143,2.48842,0.296746,0.395072,0.493511,0.515069,0.603712,1.00933,1266.51,1663.02,2044.74,2126.13,2452.01,3751.65,150,299790
1.05651,0.975152,0.412593,2,7,0,0.111552,74.0264,0.313963,74.0264,0.313963,0.394155,1,0,0.346441,1,1.15089,1.22902,1.32645,1.35072,1.46305,2.33729,0.299956,0.400919,0.502796,0.52521,0.617724,1.0465,1266.68,1672.09,2066.56,2151.17,2491.58,3867.78,150,299790
0.65443,0.824936,0.412593,2,7,0,1.19168,77.9049,0.363533,77.9049,0.363533,0.375084,1,0,0.413495,1,1.17828,1.26889,1.38045,1.40802,1.53471,2.49555,0.29659,0.39479,0.493068,0.514587,0.603051,1.00763,1262.42,1657.24,2037.13,2118.12,2442.3,3734.43,150,299790
1.1384,0.943418,0.412593,2,7,0,-0.158734,75.5091,0.347657,75.5091,0.347657,0.381277,1,0,0.391623,1,1.16945,1.25611,1.36323,1.38977,1.51199,2.44593,0.297669,0.39674,0.496141,0.517937,0.607649,1.01955,1273.83,1675.13,2062.56,2145.3,2477.01,3804.58,150,299790
0.31843,0.899398,0.412593,2,7,0,-0.217177,77.2786,0.337174,77.2786,0.337174,0.385322,1,0,0.377387,1,1.16365,1.24767,1.35182,1.37766,1.49687,2.41264,0.298381,0.398035,0.498192,0.520176,0.610737,1.02768,1253.7,1650.58,2034.64,2116.77,2446.37,3769.3,150,299790
1.16364,0.909891,0.412593,2,7,0,0.742551,75.386,0.344358,75.386,0.344358,0.382554,1,0,0.387126,1,1.16762,1.25345,1.35964,1.38596,1.50724,2.43551,0.297893,0.397147,0.496784,0.518639,0.608617,1.02208,1273.08,1674.75,2062.83,2145.74,2478.24,3810.17,150,299790
