# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = _3together_model
# start_datetime = 2023-07-22 20:58:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Meu_Codigo_Normal_Model/AllTogetherNow/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpev8vau9s/j19j124t.json
# random
#   seed = 18309
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/together/3together-20230722215822.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,M,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
-36.7082,0.98005,0.100248,3,15,0,40.0827,69.0086,0.276261,-19.3912,69.0086,0.276261,-19.3912,71.1214,71.7658,72.7661,74.5229,74.851,75.5928,75.6303,78.3673,78.7756,81.8405,83.0908,84.0036,84.022,85.1673,86.1163,87.3248,87.7315,87.8151,93.6209,98.4109,102.457,104.301,110.085,110.401,111.671,120.691,139.476,144.24,149.412,157.327,175.519,194.266,61.4914,85.5663,117.068,146.613,177.363,214.002,253.88,291.843,330.702,374.37,412.632,468.24,503.391,566.4,609.099,670.518,735.421,797.445,874.979,945.37,1035.21,1119.64,1228.46,1317.94,1439.15,1566.14,1715.82,1865.18,2028.17,2250.73,2454.79,2715.73,3019.97,3427.14,3837.63,4554.31,5320.81,6388.04,8834.51,12329.3,14.5529,15.2704,15.951,16.4397,16.8532,17.2609,17.632,17.9346,18.206,18.4753,18.6867,18.9612,19.1184,19.3745,19.5323,19.7409,19.9415,20.1173,20.3188,20.4868,20.684,20.8542,21.0556,21.2083,21.3994,21.583,21.7812,21.9624,22.1444,22.3705,22.5589,22.7783,23.0088,23.2835,23.5292,23.901,24.2387,24.6357,25.3398,26.0635,1257.34,1658.6,2051.44,2136.19,2479.44,3915.57,150,299790
-36.4637,0.9843,0.100248,5,31,0,37.0923,68.5349,0.281819,-19.4022,68.5349,0.281819,-19.4022,70.6748,71.3272,72.3397,74.1174,74.4493,75.1996,75.2376,78.0051,78.4178,81.5147,82.7776,83.6994,83.718,84.8744,85.8325,87.0524,87.4628,87.5472,93.4045,98.2338,102.311,104.17,109.995,110.313,111.592,120.672,139.567,144.357,149.557,157.512,175.791,194.621,61.9128,86.1508,117.864,147.607,178.559,215.438,255.576,293.782,332.887,376.83,415.33,471.279,506.644,570.031,612.982,674.76,740.036,802.411,880.376,951.152,1041.48,1126.35,1235.72,1325.66,1447.46,1575.05,1725.42,1875.44,2039.12,2262.6,2467.46,2729.37,3034.67,3443.17,3854.87,4573.45,5341.71,6410.96,8860.74,12358.1,14.5567,15.2741,15.9547,16.4433,16.8567,17.2644,17.6354,17.9379,18.2092,18.4785,18.6897,18.9642,19.1213,19.3773,19.535,19.7435,19.944,20.1198,20.3211,20.489,20.686,20.8561,21.0574,21.2099,21.4008,21.5842,21.7822,21.9633,22.145,22.3708,22.559,22.7781,23.0083,23.2826,23.5278,23.899,24.2362,24.6324,25.3351,26.0575,1265.78,1668.73,2062.74,2147.69,2491.5,3926.63,150,299790
-36.9613,0.967663,0.100248,5,63,0,38.6643,70.7489,0.289033,-19.3301,70.7489,0.289033,-19.3301,73.0136,73.7037,74.7745,76.6536,77.0043,77.797,77.8372,80.7597,81.1954,84.4631,85.795,86.7669,86.7865,88.0056,89.0154,90.3008,90.7333,90.8222,96.9899,102.071,106.359,108.313,114.434,114.768,116.111,125.646,145.468,150.491,155.941,164.278,183.429,203.148,59.9707,83.446,114.159,142.962,172.934,208.642,247.503,284.49,322.344,364.877,402.139,456.284,490.505,551.836,593.39,653.152,716.291,776.617,852.011,920.444,1007.77,1089.81,1195.52,1282.42,1400.11,1523.36,1668.59,1813.46,1971.49,2187.2,2384.88,2637.57,2932.02,3325.88,3722.7,4415.02,5154.84,6184.04,8540.42,11901.9,14.5596,15.277,15.9575,16.446,16.8593,17.267,17.6378,17.9403,18.2115,18.4807,18.6918,18.9661,19.1232,19.379,19.5366,19.745,19.9454,20.121,20.3222,20.4899,20.6867,20.8567,21.0577,21.2101,21.4007,21.584,21.7817,21.9625,22.1439,22.3694,22.5573,22.776,23.0058,23.2795,23.5242,23.8946,24.231,24.6263,25.3273,26.048,1251.27,1648.33,2035.98,2119.48,2457.15,3862.58,150,299790
-36.5601,0.99256,0.100248,5,31,0,37.3785,70.3955,0.298177,-19.3367,70.3955,0.298177,-19.3367,72.719,73.4266,74.5242,76.4492,76.8083,77.62,77.661,80.6514,81.0969,84.4369,85.7975,86.79,86.81,88.0546,89.0853,90.397,90.8381,90.9288,97.2171,102.393,106.757,108.745,114.97,115.309,116.674,126.361,146.479,151.573,157.099,165.55,184.954,204.923,60.266,83.8537,114.711,143.647,173.755,209.622,248.65,285.793,323.802,366.506,403.912,458.261,492.607,554.154,595.849,655.807,719.143,779.649,855.255,923.87,1011.41,1093.64,1199.58,1286.65,1404.54,1527.98,1673.39,1818.41,1976.56,2192.37,2390.09,2642.75,2937.07,3330.59,3726.9,4417.98,5156.05,6182.22,8529.68,11875.4,14.5636,15.2809,15.9613,16.4498,16.863,17.2704,17.6412,17.9435,18.2147,18.4837,18.6947,18.9688,19.1258,19.3814,19.539,19.7471,19.9473,20.1228,20.3237,20.4913,20.6879,20.8576,21.0584,21.2106,21.4009,21.5839,21.7813,21.9617,22.1428,22.3678,22.5553,22.7736,23.0028,23.2759,23.52,23.8894,24.2249,24.619,25.3179,26.0365,1260.7,1659.17,2047.44,2130.97,2468.47,3868.18,150,299790
-36.9982,0.994801,0.100248,4,31,0,39.8708,70.7875,0.289684,-19.3297,70.7875,0.289684,-19.3297,73.0585,73.7504,74.8242,76.7083,77.0598,77.8547,77.8949,80.825,81.2617,84.5376,85.8728,86.847,86.8667,88.0887,89.1009,90.3894,90.8229,90.912,97.094,102.187,106.484,108.442,114.576,114.911,116.257,125.811,145.673,150.705,156.166,164.519,183.705,203.46,59.9376,83.3997,114.095,142.882,172.837,208.524,247.361,284.326,322.157,364.664,401.902,456.013,490.212,551.503,593.03,652.751,715.848,776.132,851.473,919.857,1007.12,1089.09,1194.73,1281.57,1399.16,1522.32,1667.43,1812.18,1970.07,2185.59,2383.1,2635.56,2929.73,3323.22,3719.64,4411.24,5150.27,6178.32,8531.92,11889.2,14.5588,15.2761,15.9566,16.4452,16.8585,17.2661,17.6369,17.9394,18.2106,18.4797,18.6909,18.9652,19.1222,19.378,19.5357,19.744,19.9444,20.12,20.3211,20.4889,20.6857,20.8556,21.0566,21.209,21.3996,21.5828,21.7805,21.9613,22.1427,22.3681,22.556,22.7746,23.0044,23.2781,23.5228,23.8931,24.2294,24.6246,25.3255,26.046,1251.39,1648.38,2035.9,2119.36,2456.87,3861.27,150,299790
-38.4314,0.882615,0.100248,3,11,0,39.4704,71.1524,0.286023,-19.3232,71.1524,0.286023,-19.3232,73.4066,74.0937,75.1599,77.0313,77.3805,78.1702,78.2102,81.1218,81.556,84.8127,86.1404,87.1093,87.1289,88.3443,89.3512,90.633,91.0642,91.1529,97.305,102.375,106.655,108.605,114.716,115.049,116.39,125.912,145.715,150.734,156.18,164.513,183.655,203.369,59.6325,82.9765,113.519,142.162,171.969,207.482,246.13,282.918,320.568,362.875,399.939,453.799,487.842,548.855,590.195,649.652,712.473,772.497,847.518,915.615,1002.52,1084.16,1189.38,1275.88,1393.02,1515.72,1660.3,1804.54,1961.89,2176.7,2373.57,2625.26,2918.57,3310.97,3706.36,4396.31,5133.75,6159.83,8509.75,11863.1,14.5542,15.2715,15.9521,16.4407,16.854,17.2617,17.6326,17.9351,18.2064,18.4756,18.6867,18.9611,19.1182,19.3741,19.5317,19.7402,19.9406,20.1163,20.3175,20.4853,20.6822,20.8522,21.0534,21.2058,21.3966,21.5799,21.7777,21.9586,22.1401,22.3658,22.5538,22.7726,23.0026,23.2765,23.5215,23.8922,24.2289,24.6246,25.3264,26.0478,1245.63,1641.43,2028.1,2111.42,2448.47,3853.03,150,299790
-38.9669,0.997957,0.100248,3,11,0,39.315,71.16,0.283711,-19.3156,71.16,0.283711,-19.3156,73.3965,74.0783,75.1364,76.9938,77.3405,78.1244,78.164,81.0549,81.4859,84.7202,86.0389,87.0014,87.0208,88.2282,89.2285,90.5021,90.9305,91.0186,97.1323,102.172,106.426,108.365,114.443,114.774,116.108,125.579,145.281,150.276,155.696,163.989,183.043,202.669,59.6276,82.9704,113.512,142.155,171.963,207.476,246.128,282.919,320.574,362.887,399.958,453.829,487.88,548.909,590.263,649.739,712.583,772.632,847.686,915.817,1002.77,1084.46,1189.74,1276.3,1393.52,1516.32,1661.03,1805.4,1962.9,2177.93,2375.03,2627.01,2920.71,3313.65,3709.65,4400.73,5139.48,6167.56,8522.56,11884,14.5616,15.279,15.9596,16.4482,16.8615,17.2692,17.6402,17.9427,18.214,18.4832,18.6944,18.9688,19.1259,19.3819,19.5396,19.7481,19.9485,20.1242,20.3255,20.4934,20.6904,20.8604,21.0616,21.2141,21.4049,21.5883,21.7862,21.9672,22.1488,22.3746,22.5627,22.7817,23.0118,23.2859,23.531,23.902,24.239,24.6349,25.3372,26.0592,1243.91,1639.57,2026.29,2109.64,2446.93,3853.77,150,299790
-37.6238,0.979547,0.100248,5,31,0,39.5181,69.7767,0.30782,-19.3539,69.7767,0.30782,-19.3539,72.153,72.8762,73.9977,75.9633,76.3299,77.1581,77.2,80.2496,80.7037,84.1063,85.4915,86.5016,86.522,87.7884,88.8368,90.1707,90.6193,90.7115,97.1008,102.354,106.781,108.796,115.105,115.449,116.832,126.64,146.986,152.134,157.718,166.255,185.846,205.999,60.7943,84.5856,115.707,144.887,175.246,211.408,250.753,288.194,326.504,369.54,407.233,461.992,496.593,558.589,600.583,660.961,724.733,785.645,861.747,930.8,1018.89,1101.61,1208.16,1295.72,1414.25,1538.33,1684.46,1830.16,1989.01,2205.71,2404.18,2657.73,2952.97,3347.56,3744.78,4437.08,5176.04,6202.81,8549.7,11891.5,14.5654,15.2825,15.9628,16.4512,16.8643,17.2717,17.6423,17.9445,18.2155,18.4844,18.6953,18.9692,19.1261,19.3815,19.5389,19.7469,19.9469,20.1222,20.323,20.4903,20.6867,20.8562,21.0567,21.2086,21.3987,21.5813,21.7784,21.9585,22.1392,22.3638,22.5509,22.7686,22.9973,23.2697,23.5132,23.8815,24.216,24.609,25.3058,26.0222,1272.66,1673.23,2062.79,2146.51,2484.39,3880.7,150,299790
-36.4356,0.967169,0.100248,4,15,0,37.9725,69.6415,0.299055,-19.3627,69.6415,0.299055,-19.3627,71.9468,72.6488,73.7377,75.6473,76.0035,76.8086,76.8494,79.8155,80.2574,83.57,84.9193,85.9036,85.9235,87.1578,88.1798,89.4805,89.918,90.008,96.2431,101.375,105.701,107.672,113.843,114.18,115.533,125.135,145.074,150.122,155.599,163.975,183.203,202.992,60.9179,84.7605,115.951,145.199,175.632,211.885,251.332,288.875,327.293,370.454,408.261,463.192,497.906,560.11,602.25,662.847,726.857,788.006,864.415,933.757,1022.23,1105.32,1212.38,1300.37,1419.49,1544.23,1691.16,1837.7,1997.49,2215.55,2415.32,2670.59,2967.94,3365.5,3765.86,4463.96,5209.51,6246,8616.9,11995.7,14.5611,15.2783,15.9587,16.4472,16.8604,17.2678,17.6386,17.9409,18.212,18.481,18.692,18.9661,19.1231,19.3787,19.5362,19.7444,19.9446,20.12,20.321,20.4885,20.6851,20.8548,21.0555,21.2077,21.398,21.5809,21.7783,21.9587,22.1398,22.3647,22.5522,22.7704,22.9996,23.2726,23.5167,23.8859,24.2213,24.6154,25.3141,26.0325,1268.01,1668.63,2058.94,2142.9,2482.09,3888.38,150,299790
-36.5543,0.973162,0.100248,5,31,0,37.3804,69.4946,0.296843,-19.3624,69.4946,0.296843,-19.3624,71.7783,72.4738,73.5527,75.4452,75.7982,76.5962,76.6365,79.5768,80.0149,83.2994,84.6375,85.6137,85.6334,86.8575,87.8712,89.1615,89.5954,89.6847,95.8707,100.963,105.257,107.213,113.34,113.674,115.017,124.552,144.356,149.37,154.811,163.132,182.237,201.901,61.0481,84.9425,116.202,145.514,176.015,212.349,251.887,289.516,328.024,371.287,409.184,464.248,499.046,561.405,603.651,664.401,728.576,789.884,866.495,936.023,1024.73,1108.06,1215.41,1303.65,1423.13,1548.23,1695.61,1842.6,2002.89,2221.65,2422.07,2678.2,2976.57,3375.53,3777.34,4478.07,5226.51,6267.18,8648.1,12041.9,14.566,15.2832,15.9637,16.4521,16.8654,17.2729,17.6437,17.946,18.2171,18.4862,18.6972,18.9714,19.1283,19.384,19.5415,19.7498,19.95,20.1254,20.3265,20.4941,20.6907,20.8604,21.0612,21.2134,21.4038,21.5868,21.7843,21.9648,22.1459,22.371,22.5586,22.7768,23.0062,23.2793,23.5236,23.8931,24.2287,24.623,25.3222,26.0411,1267.82,1668.76,2059.56,2143.65,2483.44,3893.41,150,299790
-36.3429,0.999868,0.100248,4,19,0,37.0156,69.6012,0.293929,-19.3679,69.6012,0.293929,-19.3679,71.8663,72.5563,73.6267,75.5047,75.855,76.647,76.6871,79.6059,80.0409,83.3026,84.6316,85.6013,85.6209,86.8369,87.8441,89.126,89.5572,89.6459,95.7939,100.856,105.127,107.072,113.165,113.498,114.834,124.32,144.031,149.023,154.44,162.725,181.749,201.334,60.9565,84.816,116.03,145.302,175.761,212.046,251.532,289.113,327.573,370.784,408.637,463.638,498.398,560.691,602.894,663.584,727.7,788.953,865.501,934.974,1023.62,1106.89,1214.18,1302.37,1421.78,1546.84,1694.16,1841.11,2001.38,2220.11,2420.54,2676.69,2975.12,3374.21,3776.22,4477.38,5226.43,6268.13,8652.05,12051.2,14.5572,15.2745,15.955,16.4435,16.8567,17.2643,17.6351,17.9375,18.2087,18.4777,18.6888,18.963,19.12,19.3757,19.5333,19.7416,19.9419,20.1174,20.3185,20.4861,20.6828,20.8526,21.0535,21.2058,21.3963,21.5794,21.7769,21.9575,22.1388,22.364,22.5517,22.7701,22.9996,23.273,23.5174,23.8872,24.2232,24.6178,25.3177,26.0373,1264.84,1665.35,2055.97,2140.05,2479.91,3891.75,150,299790
