# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = _3together_model
# start_datetime = 2023-07-22 20:58:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Meu_Codigo_Normal_Model/AllTogetherNow/Data/3together.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpev8vau9s/j19j124t.json
# random
#   seed = 18309
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/together/3together-20230722215822.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,M,theta.1,theta.2,theta.3,H_theo.1,H_theo.2,H_theo.3,H_theo.4,H_theo.5,H_theo.6,H_theo.7,H_theo.8,H_theo.9,H_theo.10,H_theo.11,H_theo.12,H_theo.13,H_theo.14,H_theo.15,H_theo.16,H_theo.17,H_theo.18,H_theo.19,H_theo.20,H_theo.21,H_theo.22,H_theo.23,H_theo.24,H_theo.25,H_theo.26,H_theo.27,H_theo.28,H_theo.29,H_theo.30,H_theo.31,H_theo.32,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,dL.16,dL.17,dL.18,dL.19,dL.20,dL.21,dL.22,dL.23,dL.24,dL.25,dL.26,dL.27,dL.28,dL.29,dL.30,dL.31,dL.32,dL.33,dL.34,dL.35,dL.36,dL.37,dL.38,dL.39,dL.40,mbtheo.1,mbtheo.2,mbtheo.3,mbtheo.4,mbtheo.5,mbtheo.6,mbtheo.7,mbtheo.8,mbtheo.9,mbtheo.10,mbtheo.11,mbtheo.12,mbtheo.13,mbtheo.14,mbtheo.15,mbtheo.16,mbtheo.17,mbtheo.18,mbtheo.19,mbtheo.20,mbtheo.21,mbtheo.22,mbtheo.23,mbtheo.24,mbtheo.25,mbtheo.26,mbtheo.27,mbtheo.28,mbtheo.29,mbtheo.30,mbtheo.31,mbtheo.32,mbtheo.33,mbtheo.34,mbtheo.35,mbtheo.36,mbtheo.37,mbtheo.38,mbtheo.39,mbtheo.40,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.100248
# Diagonal elements of inverse mass matrix:
# 0.776545, 0.00107872, 0.000917758
-36.6897,0.95353,0.100248,2,3,0,39.586,68.5079,0.27923,-19.4061,68.5079,0.27923,-19.4061,70.6276,71.2739,72.2772,74.0389,74.3678,75.1115,75.1491,77.8926,78.3018,81.3728,82.6254,83.5397,83.5581,84.7053,85.6557,86.866,87.2732,87.357,93.1695,97.9633,102.012,103.857,109.643,109.958,111.228,120.248,139.025,143.786,148.954,156.862,175.036,193.76,61.9388,86.1879,117.916,147.674,178.643,215.543,255.704,293.934,333.065,377.038,415.565,471.556,506.949,570.388,613.376,675.208,740.546,802.981,881.026,951.876,1042.3,1127.27,1236.78,1326.83,1448.79,1576.56,1727.15,1877.41,2041.35,2265.21,2470.43,2732.84,3038.73,3448.09,3860.7,4580.99,5351.19,6423.35,8880.39,12389.1,14.5537,15.2711,15.9518,16.4404,16.8538,17.2616,17.6326,17.9352,18.2066,18.4758,18.6871,18.9616,19.1187,19.3748,19.5325,19.7411,19.9417,20.1174,20.3189,20.4868,20.6839,20.854,21.0554,21.208,21.3989,21.5825,21.7806,21.9617,22.1435,22.3694,22.5578,22.777,23.0074,23.2818,23.5272,23.8987,24.2362,24.6327,25.3361,26.0591,1264.1,1666.98,2061.15,2146.15,2490.31,3928.46,150,299790
-36.1717,0.996092,0.100248,5,31,0,36.9567,69.2422,0.281675,-19.3788,69.2422,0.281675,-19.3788,71.4031,72.0619,73.0844,74.8796,75.2147,75.9724,76.0108,78.8055,79.2223,82.3498,83.6252,84.5561,84.5749,85.7427,86.7103,87.9423,88.3568,88.442,94.3573,99.2346,103.353,105.23,111.113,111.434,112.725,121.896,140.98,145.818,151.07,159.104,177.567,196.585,61.2804,85.2709,116.66,146.099,176.736,213.238,252.966,290.783,329.489,372.984,411.091,466.47,501.475,564.215,606.729,667.877,732.489,794.229,871.4,941.455,1030.86,1114.87,1223.13,1312.15,1432.71,1559.01,1707.85,1856.35,2018.37,2239.58,2442.36,2701.62,3003.83,3408.19,3815.73,4527.05,5287.55,6346.02,8771.11,12233.3,14.5578,15.2752,15.9558,16.4444,16.8578,17.2655,17.6365,17.939,18.2104,18.4796,18.6908,18.9653,19.1224,19.3784,19.5361,19.7446,19.9452,20.1209,20.3222,20.4901,20.6872,20.8573,21.0585,21.2111,21.4019,21.5854,21.7834,21.9645,22.1462,22.372,22.5602,22.7793,23.0095,23.2838,23.529,23.9002,24.2374,24.6337,25.3364,26.0589,1259.28,1660.19,2052.22,2136.74,2478.82,3906.87,150,299790
-37.0202,0.981317,0.100248,5,31,0,37.5276,68.3623,0.276875,-19.4092,68.3623,0.276875,-19.4092,70.4599,71.0996,72.0927,73.8367,74.1623,74.8986,74.9359,77.6527,78.058,81.1,82.341,83.2469,83.2651,84.4018,85.3437,86.5431,86.9466,87.0296,92.7911,97.5442,101.559,103.389,109.128,109.441,110.701,119.65,138.286,143.012,148.142,155.994,174.039,192.633,62.0723,86.3745,118.173,147.997,179.037,216.02,256.274,294.594,333.817,377.895,416.516,472.645,508.125,571.723,614.821,676.813,742.322,804.924,883.179,954.224,1044.9,1130.11,1239.94,1330.25,1452.58,1580.74,1731.79,1882.53,2047,2271.6,2477.52,2740.84,3047.83,3458.69,3872.88,4595.99,5369.35,6446.07,8914.15,12439.5,14.5553,15.2728,15.9534,16.4421,16.8555,17.2633,17.6344,17.9369,18.2084,18.4777,18.689,18.9635,19.1207,19.3768,19.5346,19.7432,19.9438,20.1196,20.3211,20.4891,20.6862,20.8564,21.0578,21.2105,21.4015,21.5851,21.7833,21.9645,22.1464,22.3725,22.5609,22.7802,23.0108,23.2854,23.531,23.9027,24.2404,24.6373,25.3412,26.0649,1263.65,1666.81,2061.46,2146.6,2491.37,3933.53,150,299790
-36.7743,0.912041,0.100248,5,47,0,39.602,70.5094,0.296852,-19.3321,70.5094,0.296852,-19.3321,72.8265,73.5322,74.627,76.5471,76.9053,77.7149,77.7559,80.7391,81.1836,84.5163,85.8739,86.8644,86.8843,88.1264,89.155,90.4641,90.9044,90.9949,97.2715,102.438,106.795,108.78,114.996,115.335,116.698,126.372,146.465,151.553,157.074,165.516,184.901,204.853,60.1694,83.7199,114.529,143.42,173.481,209.293,248.262,285.349,323.302,365.943,403.295,457.566,491.863,553.324,594.962,654.837,718.089,778.514,854.022,922.55,1009.98,1092.11,1197.92,1284.89,1402.64,1525.95,1671.2,1816.07,1974.06,2189.67,2387.2,2639.64,2933.72,3326.93,3722.96,4413.6,5151.26,6176.94,8523.58,11868.5,14.5648,15.2821,15.9625,16.451,16.8642,17.2717,17.6425,17.9448,18.216,18.485,18.696,18.9702,19.1271,19.3828,19.5404,19.7486,19.9488,20.1242,20.3253,20.4929,20.6895,20.8592,21.06,21.2122,21.4026,21.5856,21.7831,21.9636,22.1447,22.3698,22.5574,22.7756,23.005,23.2781,23.5224,23.8919,24.2275,24.6218,25.321,26.0399,1258.8,1656.88,2044.9,2128.39,2465.76,3865.68,150,299790
-35.9166,0.999243,0.100248,5,31,0,36.9671,69.2265,0.285791,-19.3804,69.2265,0.285791,-19.3804,71.418,72.0859,73.1225,74.9418,75.2814,76.0491,76.088,78.9188,79.3408,82.5072,83.7981,84.7401,84.7591,85.9409,86.9198,88.1662,88.5855,88.6717,94.6535,99.5834,103.744,105.641,111.583,111.907,113.211,122.47,141.727,146.608,151.904,160.007,178.623,197.794,61.2916,85.2851,116.677,146.117,176.755,213.255,252.98,290.791,329.491,372.975,411.071,466.432,501.423,564.135,606.628,667.741,732.313,794.01,871.122,941.118,1030.44,1114.36,1222.51,1311.43,1431.84,1557.96,1706.58,1854.85,2016.6,2237.4,2439.78,2698.5,3000.02,3403.39,3809.85,4519.12,5277.22,6332.06,8747.89,12195.4,14.5566,15.274,15.9545,16.4431,16.8565,17.2641,17.635,17.9375,18.2088,18.478,18.6892,18.9635,19.1206,19.3765,19.5342,19.7426,19.9431,20.1187,20.32,20.4878,20.6847,20.8547,21.0559,21.2083,21.3991,21.5824,21.7802,21.9611,22.1427,22.3683,22.5564,22.7752,23.0052,23.2792,23.5241,23.8949,24.2316,24.6273,25.3291,26.0506,1262.43,1663.61,2055.55,2140,2481.67,3905.6,150,299790
-37.7491,0.94804,0.100248,4,19,0,37.9592,69.1936,0.272619,-19.3899,69.1936,0.272619,-19.3899,71.2846,71.9224,72.9128,74.6525,74.9774,75.7121,75.7493,78.4611,78.8657,81.9034,83.143,84.0481,84.0663,85.2021,86.1433,87.342,87.7454,87.8283,93.5889,98.3435,102.361,104.193,109.938,110.251,111.513,120.477,139.152,143.89,149.034,156.907,175.006,193.661,61.3293,85.342,116.763,146.235,176.908,213.457,253.24,291.114,329.882,373.452,411.628,467.115,502.192,565.07,607.682,668.98,733.759,795.668,873.062,943.331,1033.03,1117.32,1225.97,1315.33,1436.38,1563.21,1712.71,1861.91,2024.74,2247.12,2451.03,2711.82,3015.92,3422.99,3833.43,4550.2,5317,6384.89,8833.78,12333.4,14.5485,15.2659,15.9466,16.4354,16.8489,17.2567,17.6278,17.9304,18.2019,18.4713,18.6826,18.9572,19.1145,19.3706,19.5285,19.7372,19.9379,20.1138,20.3153,20.4834,20.6807,20.851,21.0525,21.2053,21.3965,21.5802,21.7785,21.9599,22.142,22.3682,22.5569,22.7764,23.0072,23.2821,23.5281,23.9003,24.2384,24.6359,25.3408,26.0655,1252.91,1653.41,2045.82,2130.53,2473.71,3911.83,150,299790
