# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-20 13:48:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpqnwu57i0/u2xb1q4t.json
# random
#   seed = 37728
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/bao/bao-20230720144840.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.154977
# Diagonal elements of inverse mass matrix:
# 0.00440503, 0.0399804, 5.64075e-05
0.230127,0.895278,0.154977,1,3,0,3.43098,77.5978,0.414867,-0.00949388,77.5978,0.414867,-0.00949388,1272.56,1663.83,2043.45,2125.23,2457.57,4026.5,150,299790
1.39051,0.95254,0.154977,4,19,0,1.01172,72.4259,0.347956,0.000507125,72.4259,0.347956,0.000507125,1272.74,1666.32,2045.78,2126.91,2452.79,3770.73,150,299790
0.826161,0.887469,0.154977,3,7,0,-0.364372,71.1557,0.347768,0.00133274,71.1557,0.347768,0.00133274,1282.83,1678.88,2060.15,2141.56,2468.14,3771.68,150,299790
0.499678,0.760489,0.154977,3,11,0,1.79785,73.9539,0.343137,-0.000741183,73.9539,0.343137,-0.000741183,1258.51,1649.47,2027.62,2108.65,2435.05,3784.9,150,299790
0.80619,0.981012,0.154977,4,27,0,0.586727,75.399,0.405932,-0.0049042,75.399,0.405932,-0.0049042,1281.75,1673.56,2051.18,2132.07,2458.42,3875.44,150,299790
1.25908,0.979105,0.154977,4,27,0,0.269538,70.5464,0.29973,0.000605218,70.5464,0.29973,0.000605218,1259.71,1657.05,2043.63,2126.7,2461.88,3835.8,150,299790
-0.211393,0.827812,0.154977,2,3,0,0.373134,71.2234,0.295899,0.00154183,71.2234,0.295899,0.00154183,1250.09,1644.22,2027.26,2109.48,2440.76,3777.88,150,299790
-0.136582,0.799382,0.154977,2,3,0,3.97249,70.0901,0.28779,0.00335676,70.0901,0.28779,0.00335676,1252.17,1646.74,2029.44,2111.42,2440.87,3732.86,150,299790
1.42233,1,0.154977,2,3,0,0.326771,69.4039,0.293224,0.0011785,69.4039,0.293224,0.0011785,1264.71,1664.24,2053.02,2136.55,2473.43,3843.14,150,299790
1.18413,0.99665,0.154977,4,15,0,-1.04936,67.9475,0.285497,0.0041306,67.9475,0.285497,0.0041306,1268.88,1668.43,2055.52,2138.37,2470.87,3759.04,150,299790
0.916453,0.992129,0.154977,3,7,0,-0.621481,68.8978,0.306407,0.00523741,68.8978,0.306407,0.00523741,1273.46,1669.97,2051.76,2133.15,2458.55,3692.78,150,299790
1.28141,0.987358,0.154977,2,7,0,0.303712,68.6198,0.283081,0.00252123,68.6198,0.283081,0.00252123,1262.89,1662.41,2050.92,2134.32,2470.11,3807.51,150,299790
1.02092,0.958643,0.154977,2,7,0,2.06112,68.2546,0.293647,0.00514374,68.2546,0.293647,0.00514374,1270.7,1668.55,2052.61,2134.61,2462.84,3712.28,150,299790
-1.39927,0.974414,0.154977,3,7,0,1.92548,70.7301,0.278065,-0.0044561,70.7301,0.278065,-0.0044561,1248.88,1651.27,2048.9,2135.35,2488.75,4119.81,150,299790
-0.220229,0.986061,0.154977,2,3,0,1.66655,70.4724,0.281465,-0.00315751,70.4724,0.281465,-0.00315751,1252.05,1653.61,2048.96,2134.67,2483.9,4042.71,150,299790
-1.54896,0.989814,0.154977,4,23,0,2.72796,77.8795,0.468775,-0.00265231,77.8795,0.468775,-0.00265231,1282.93,1664.63,2027.58,2104.66,2413.08,3679.34,150,299790
-2.03391,0.979727,0.154977,4,15,0,2.16431,78.5115,0.468648,-0.00264889,78.5115,0.468648,-0.00264889,1277.78,1657.96,2019.47,2096.25,2403.45,3664.68,150,299790
-1.04255,0.984722,0.154977,2,3,0,2.2322,77.9893,0.458382,-0.00335253,77.9893,0.458382,-0.00335253,1279.18,1661.63,2026.25,2103.82,2414.72,3707.78,150,299790
0.0668314,0.992461,0.154977,4,23,0,4.11213,70.5301,0.282649,-0.00253323,70.5301,0.282649,-0.00253323,1251.65,1652.29,2046.09,2131.35,2478.24,4003.94,150,299790
0.0656633,0.994419,0.154977,3,11,0,0.357586,69.9248,0.330174,0.00688487,69.9248,0.330174,0.00688487,1277.26,1669.8,2045.04,2124.65,2441.52,3612.07,150,299790
0.328829,0.99225,0.154977,4,19,0,0.807042,75.8053,0.365538,-0.00765649,75.8053,0.365538,-0.00765649,1262.84,1657.33,2042.33,2125.51,2464.14,4050.11,150,299790
0.714521,0.922157,0.154977,4,29,0,1.59264,69.438,0.296777,0.00473135,69.438,0.296777,0.00473135,1262.64,1657.8,2039.35,2120.83,2447.16,3696.57,150,299790
-0.986062,0.885025,0.154977,3,11,0,3.24982,68.5875,0.276579,-0.00310691,68.5875,0.276579,-0.00310691,1265.18,1671.81,2072.57,2159.5,2513.9,4098.75,150,299790
-0.192473,0.944415,0.154977,4,19,0,3.6315,76.9344,0.447986,-0.0068692,76.9344,0.447986,-0.0068692,1287.88,1676.95,2050.61,2130.55,2452.94,3876.08,150,299790
-0.0346326,0.866433,0.154977,2,3,0,1.51702,78.3533,0.436441,-0.00612725,78.3533,0.436441,-0.00612725,1271.23,1656.35,2026.43,2105.61,2424.86,3823.01,150,299790
0.200196,1,0.154977,3,7,0,0.330026,76.4239,0.400124,-0.0088886,76.4239,0.400124,-0.0088886,1275.24,1669.11,2051.86,2134.38,2469.84,4047.96,150,299790
0.262761,0.978859,0.154977,3,7,0,0.546741,77.1304,0.434798,-0.00787803,77.1304,0.434798,-0.00787803,1282.44,1672.52,2048.6,2129.26,2455.52,3930.73,150,299790
1.12215,0.965322,0.154977,4,23,0,0.770884,72.4053,0.354929,-0.0020361,72.4053,0.354929,-0.0020361,1279.63,1676.35,2060.16,2142.46,2474.39,3872.55,150,299790
-1.00275,0.992641,0.154977,4,31,0,1.60016,62.4031,0.240801,0.0105212,62.4031,0.240801,0.0105212,1277.42,1681.71,2071.86,2154.93,2485.64,3655.89,150,299790
-1.03866,0.657413,0.154977,3,11,0,5.38672,60.9318,0.208944,0.0108988,60.9318,0.208944,0.0108988,1259.22,1663.18,2055.31,2139.05,2473.12,3650.55,150,299790
1.07625,0.980782,0.154977,4,31,0,2.38937,70.9392,0.298562,-0.00117526,70.9392,0.298562,-0.00117526,1257.59,1656.05,2045.23,2129.12,2468.82,3909.63,150,299790
1.40981,0.999724,0.154977,4,31,0,-0.575071,72.0711,0.330998,-0.00260094,72.0711,0.330998,-0.00260094,1269.84,1667.89,2055.18,2138.53,2475.81,3925.63,150,299790
0.29619,0.968078,0.154977,3,7,0,0.27094,73.999,0.329998,-0.00550021,73.999,0.329998,-0.00550021,1256.23,1652.69,2040.77,2124.69,2466.27,4026.3,150,299790
