# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-19 14:13:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpnxt5f_9e/a1eegjcz.json
# random
#   seed = 46926
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/bao/bao-20230719151303.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.418289
# Diagonal elements of inverse mass matrix:
# 0.0104081, 146.97, 21.9112
-10406.3,0.743717,0.418289,2,4,1,10407.7,0.292807,65.8075,1.74243,0.292807,65.8075,1.74243,0.115439,0.142449,0.169325,0.175277,0.200261,0.337393,150,299790
-10407.4,0.650032,0.418289,1,3,1,10409.7,0.191745,62.9841,2.71647,0.191745,62.9841,2.71647,0.0903095,0.111015,0.131574,0.136123,0.155215,0.260011,150,299790
-10407.2,0.936996,0.418289,3,7,0,10410.8,0.468278,69.5562,2.40698,0.468278,69.5562,2.40698,0.14603,0.179577,0.212888,0.220259,0.251195,0.421055,150,299790
-10406.4,0.5,0.418289,1,2,1,10411.3,0.348517,65.9596,4.67628,0.348517,65.9596,4.67628,0.119246,0.145829,0.172176,0.178004,0.20246,0.336865,150,299790
-10407.2,0.942624,0.418289,2,7,0,10408.5,0.19682,74.6597,3.60763,0.19682,74.6597,3.60763,0.0939147,0.115141,0.136195,0.140853,0.160398,0.267737,150,299790
-10406.6,0.996221,0.418289,3,7,0,10407.8,0.326345,76.6768,5.50676,0.326345,76.6768,5.50676,0.118375,0.14457,0.170527,0.176269,0.200363,0.332828,150,299790
-10406.9,0.853467,0.418289,2,7,1,10406.9,0.297564,78.51,6.81193,0.297564,78.51,6.81193,0.111706,0.136196,0.160459,0.165826,0.188349,0.312242,150,299790
-10406.3,0.8,0.418289,2,5,1,10407,0.360037,72.5954,3.53436,0.360037,72.5954,3.53436,0.126592,0.155185,0.183543,0.189817,0.216141,0.360736,150,299790
-10407.8,0.96666,0.418289,3,7,0,10408.7,0.230126,67.8996,13.6778,0.230126,67.8996,13.6778,0.0884655,0.107333,0.126025,0.13016,0.147521,0.243192,150,299790
-10409.6,0.980433,0.418289,3,7,0,10410,0.450722,68.2959,21.4293,0.450722,68.2959,21.4293,0.118466,0.14335,0.168006,0.173462,0.196374,0.322781,150,299790
-10409.6,0.951486,0.418289,2,7,0,10414.4,0.503733,63.8397,16.0689,0.503733,63.8397,16.0689,0.127214,0.154179,0.180893,0.186804,0.21162,0.348442,150,299790
-10409.4,0.996785,0.418289,2,3,0,10410.1,0.509046,70.3892,15.6701,0.509046,70.3892,15.6701,0.131452,0.159338,0.186965,0.193078,0.21874,0.360224,150,299790
-10408.4,0.998747,0.418289,3,7,0,10410.7,0.474439,66.2012,12.7662,0.474439,66.2012,12.7662,0.12762,0.154891,0.181905,0.187881,0.21297,0.351214,150,299790
-10407.7,0.99519,0.418289,3,7,0,10409.3,0.257068,68.966,14.764,0.257068,68.966,14.764,0.0931752,0.112993,0.132625,0.136969,0.155205,0.255721,150,299790
-10408.7,0.906318,0.418289,3,7,0,10410.6,0.209561,88.0382,6.57305,0.209561,88.0382,6.57305,0.0966245,0.117851,0.138883,0.143535,0.163057,0.270431,150,299790
-10408.4,0.857143,0.418289,2,7,1,10409.1,0.24602,88.7135,6.15199,0.24602,88.7135,6.15199,0.105566,0.128821,0.151863,0.15696,0.178348,0.295966,150,299790
-10408.7,0.742569,0.418289,2,4,1,10409.9,0.21995,90.0242,3.47183,0.21995,90.0242,3.47183,0.104415,0.128055,0.151504,0.156692,0.178461,0.298008,150,299790
-10408.9,0.852801,0.418289,2,7,1,10410,0.141208,83.6135,2.91696,0.141208,83.6135,2.91696,0.0828099,0.10174,0.120531,0.12469,0.142138,0.23792,150,299790
-10407,0.75,0.418289,2,4,1,10409.1,0.196813,71.8155,1.45198,0.196813,71.8155,1.45198,0.0973032,0.12032,0.143259,0.148342,0.169685,0.286824,150,299790
-10407.2,0.662841,0.418289,1,3,1,10408.1,0.212691,78.6532,2.07841,0.212691,78.6532,2.07841,0.102052,0.125762,0.149332,0.15455,0.176452,0.296646,150,299790
-10407.2,0,0.418289,0,1,1,10408.5,0.212691,78.6532,2.07841,0.212691,78.6532,2.07841,0.102052,0.125762,0.149332,0.15455,0.176452,0.296646,150,299790
-10407.2,0.425762,0.418289,1,2,1,10413.2,0.212691,78.6532,2.07841,0.212691,78.6532,2.07841,0.102052,0.125762,0.149332,0.15455,0.176452,0.296646,150,299790
-10406.6,0.5,0.418289,1,2,1,10407.8,0.256153,78.2979,0.168506,0.256153,78.2979,0.168506,0.115887,0.144537,0.173616,0.180123,0.207666,0.362151,150,299790
-10406.6,0,0.418289,0,1,1,10407.8,0.256153,78.2979,0.168506,0.256153,78.2979,0.168506,0.115887,0.144537,0.173616,0.180123,0.207666,0.362151,150,299790
-10406.6,0,0.418289,0,1,1,10407.8,0.256153,78.2979,0.168506,0.256153,78.2979,0.168506,0.115887,0.144537,0.173616,0.180123,0.207666,0.362151,150,299790
-10407.1,0.472215,0.418289,1,2,1,10408.9,0.186618,71.9545,1.09617,0.186618,71.9545,1.09617,0.0955834,0.118496,0.141388,0.146466,0.1678,0.284955,150,299790
-10407.8,0.951856,0.418289,2,7,0,10409.8,0.516684,69.9956,0.611812,0.516684,69.9956,0.611812,0.159707,0.198286,0.236923,0.245504,0.281591,0.480449,150,299790
-10407.8,0,0.418289,0,1,1,10411.5,0.516684,69.9956,0.611812,0.516684,69.9956,0.611812,0.159707,0.198286,0.236923,0.245504,0.281591,0.480449,150,299790
-10407.8,0,0.418289,0,1,1,10410.3,0.516684,69.9956,0.611812,0.516684,69.9956,0.611812,0.159707,0.198286,0.236923,0.245504,0.281591,0.480449,150,299790
