# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-19 14:18:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmprxp6705z/2zmdpp1c.json
# random
#   seed = 8536
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/bao/bao-20230719151849.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
-10406.5,0.713213,0.122922,2,4,1,10410.2,0.315803,78.0324,2.79658,0.315803,78.0324,2.79658,0.122402,0.150379,0.178148,0.184293,0.210079,0.35165,150,299790
-10406.7,0.936561,0.122922,4,16,1,10407.8,0.2923,80.3787,2.47611,0.2923,80.3787,2.47611,0.119399,0.146862,0.174136,0.180172,0.205503,0.344556,150,299790
-10406.8,0.87498,0.122922,3,8,1,10407.7,0.276589,79.5132,4.03968,0.276589,79.5132,4.03968,0.112442,0.137697,0.162737,0.168276,0.19152,0.319213,150,299790
-10406.8,0.999999,0.122922,4,15,0,10406.8,0.280007,79.6628,4.11799,0.280007,79.6628,4.11799,0.113044,0.13841,0.16356,0.169123,0.192468,0.320722,150,299790
-10406.4,0.799909,0.122922,2,5,1,10409.1,0.280964,75.9917,2.02062,0.280964,75.9917,2.02062,0.116534,0.143612,0.170532,0.176492,0.201507,0.3388,150,299790
-10406.3,0.916632,0.122922,3,12,1,10406.9,0.345664,75.0758,3.65315,0.345664,75.0758,3.65315,0.12482,0.152972,0.180891,0.187067,0.212983,0.355342,150,299790
-10406.8,0.833021,0.122922,2,6,1,10409.8,0.332239,79.0519,6.08781,0.332239,79.0519,6.08781,0.119414,0.145719,0.171783,0.177548,0.201741,0.334785,150,299790
-10406.9,0.96258,0.122922,4,27,1,10407.5,0.389531,77.4336,6.45207,0.389531,77.4336,6.45207,0.128097,0.156233,0.184109,0.190275,0.216151,0.358476,150,299790
-10406.7,0.916667,0.122922,3,12,1,10407.3,0.400171,74.2232,4.78665,0.400171,74.2232,4.78665,0.131498,0.160769,0.189779,0.196196,0.223122,0.371123,150,299790
-10407.1,0.940251,0.122922,4,17,1,10407.8,0.435196,75.3171,6.14479,0.435196,75.3171,6.14479,0.135046,0.164765,0.194209,0.200722,0.228053,0.378369,150,299790
-10406.4,0.88885,0.122922,3,9,1,10408.5,0.341682,78.9039,1.70297,0.341682,78.9039,1.70297,0.130732,0.161323,0.191761,0.198502,0.226799,0.382128,150,299790
-10406.4,0.875,0.122922,3,8,1,10407.4,0.284009,77.6769,0.943317,0.284009,77.6769,0.943317,0.120786,0.149828,0.178868,0.185312,0.212393,0.361228,150,299790
-10407.2,0.943409,0.122922,4,18,1,10407.4,0.207251,79.5642,0.826403,0.207251,79.5642,0.826403,0.104,0.129204,0.154455,0.160063,0.183642,0.313289,150,299790
-10408,0.887984,0.122922,3,9,1,10408.3,0.154824,78.8227,1.44619,0.154824,78.8227,1.44619,0.0882899,0.109201,0.130045,0.134664,0.154059,0.2605,150,299790
-10407.2,0.951774,0.122922,4,21,1,10410.3,0.23551,59.2325,1.37364,0.23551,59.2325,1.37364,0.101616,0.125693,0.149695,0.155014,0.17735,0.299963,150,299790
-10408.1,0.873636,0.122922,3,8,1,10408.9,0.23967,53.6581,3.85484,0.23967,53.6581,3.85484,0.0949794,0.116368,0.137578,0.14227,0.161958,0.270106,150,299790
-10408.3,0.999728,0.122922,5,31,0,10410,0.392652,81.3739,14.9242,0.392652,81.3739,14.9242,0.120237,0.145794,0.171111,0.176713,0.20023,0.329863,150,299790
-10407.5,0.958333,0.122922,4,24,1,10408.7,0.418518,76.234,10.9005,0.418518,76.234,10.9005,0.126139,0.153255,0.180116,0.186058,0.211,0.34838,150,299790
-10407.4,0.999972,0.122922,5,31,0,10408.6,0.233044,65.3962,9.85018,0.233044,65.3962,9.85018,0.0911529,0.110837,0.130336,0.13465,0.152755,0.252443,150,299790
-10406.7,0.996751,0.122922,3,15,0,10409.6,0.291837,69.4206,8.52004,0.291837,69.4206,8.52004,0.105113,0.127941,0.150555,0.155557,0.176552,0.292106,150,299790
-10406.6,0.874372,0.122922,3,8,1,10411.6,0.277548,68.2719,6.65593,0.277548,68.2719,6.65593,0.104298,0.12719,0.14987,0.154887,0.17594,0.29174,150,299790
-10407,0.951474,0.122922,4,21,1,10407.4,0.330744,59.7019,5.15464,0.330744,59.7019,5.15464,0.112424,0.137377,0.162105,0.167575,0.190528,0.3167,150,299790
-10406.9,0.998597,0.122922,5,31,0,10408.3,0.219175,72.773,3.91239,0.219175,72.773,3.91239,0.0979841,0.120037,0.141906,0.146744,0.167044,0.278552,150,299790
-10406.8,0.888831,0.122922,3,9,1,10408,0.2474,78.2849,2.02397,0.2474,78.2849,2.02397,0.110128,0.135731,0.161186,0.166822,0.190476,0.320294,150,299790
-10406.7,0.947349,0.122922,4,19,1,10407.5,0.227304,69.2361,2.42589,0.227304,69.2361,2.42589,0.1014,0.12477,0.147984,0.153122,0.174683,0.293029,150,299790
-10406.1,0.952368,0.122922,4,21,1,10406.8,0.347057,70.6567,1.90881,0.347057,70.6567,1.90881,0.127529,0.157207,0.186717,0.193251,0.220674,0.371208,150,299790
-10406.2,0.927824,0.122922,3,14,1,10407.8,0.318037,65.4842,1.90795,0.318037,65.4842,1.90795,0.119732,0.147612,0.175335,0.181473,0.207238,0.348655,150,299790
-10406.3,0.947368,0.122922,4,19,1,10406.4,0.3,69.3884,3.63179,0.3,69.3884,3.63179,0.113971,0.139696,0.165208,0.170852,0.194535,0.324618,150,299790
-10406.2,0.66637,0.122922,1,3,1,10408.8,0.304845,69.2056,2.07787,0.304845,69.2056,2.07787,0.118416,0.145883,0.173184,0.179227,0.204593,0.343821,150,299790
-10406.2,0.909074,0.122922,3,11,1,10406.3,0.314136,70.9617,2.92611,0.314136,70.9617,2.92611,0.118867,0.145977,0.17288,0.178833,0.203814,0.340972,150,299790
-10406.5,0.95609,0.122922,4,23,1,10406.7,0.376593,65.3289,3.90989,0.376593,65.3289,3.90989,0.125244,0.153393,0.181302,0.187476,0.213383,0.355711,150,299790
-10406.8,0.87446,0.122922,3,8,1,10408.1,0.43119,63.6129,1.10249,0.43119,63.6129,1.10249,0.141006,0.174551,0.208016,0.215436,0.2466,0.417828,150,299790
-10406.7,0.857122,0.122922,2,7,1,10406.9,0.420412,64.0768,0.843274,0.420412,64.0768,0.843274,0.140291,0.174,0.207705,0.215185,0.246621,0.419523,150,299790
-10406.2,0.999998,0.122922,4,15,0,10406.8,0.381708,69.9079,1.30088,0.381708,69.9079,1.30088,0.135266,0.167272,0.199171,0.20624,0.235926,0.398946,150,299790
-10406.3,0.856959,0.122922,2,7,1,10408.4,0.397236,68.3316,1.52866,0.397236,68.3316,1.52866,0.136478,0.168532,0.200443,0.207511,0.237186,0.400112,150,299790
-10406.7,0.79994,0.122922,2,5,1,10408.7,0.375324,62.6596,3.74646,0.375324,62.6596,3.74646,0.124066,0.152007,0.179713,0.185842,0.21156,0.352844,150,299790
-10407.4,0.999849,0.122922,5,31,0,10407.7,0.235383,74.1843,10.6084,0.235383,74.1843,10.6084,0.0939098,0.11413,0.13416,0.138591,0.157191,0.25962,150,299790
-10407.6,0.956482,0.122922,4,23,1,10407.8,0.249269,71.7201,13.3478,0.249269,71.7201,13.3478,0.0936415,0.11363,0.133431,0.137812,0.156203,0.257547,150,299790
-10406.7,0.999965,0.122922,5,31,0,10407.8,0.336567,63.3549,6.07747,0.336567,63.3549,6.07747,0.113653,0.13869,0.163498,0.168985,0.192012,0.318643,150,299790
-10406.2,0.999897,0.122922,5,31,0,10406.9,0.384682,68.8682,0.948588,0.384682,68.8682,0.948588,0.136367,0.169039,0.201684,0.208925,0.239355,0.40662,150,299790
-10406.4,0.799852,0.122922,2,5,1,10407.6,0.384664,65.3912,1.50702,0.384664,65.3912,1.50702,0.132875,0.164112,0.195213,0.202102,0.231027,0.38983,150,299790
-10406.9,0.832881,0.122922,2,6,1,10407.9,0.403661,60.9994,2.83682,0.403661,60.9994,2.83682,0.129986,0.159642,0.189073,0.195585,0.222912,0.372968,150,299790
-10407,0.959814,0.122922,4,25,1,10408,0.298786,57.1749,0.956466,0.298786,57.1749,0.956466,0.114603,0.142131,0.169649,0.175755,0.201414,0.342426,150,299790
-10406.9,0.899975,0.122922,3,10,1,10409.6,0.241153,61.9121,1.59566,0.241153,61.9121,1.59566,0.103451,0.127786,0.152018,0.157385,0.179921,0.303603,150,299790
-10406.8,0.749967,0.122922,2,4,1,10409,0.218589,65.4136,0.399696,0.218589,65.4136,0.399696,0.102356,0.127648,0.153197,0.158894,0.18292,0.315915,150,299790
-10406.8,0,0.122922,0,1,1,10408.8,0.218589,65.4136,0.399696,0.218589,65.4136,0.399696,0.102356,0.127648,0.153197,0.158894,0.18292,0.315915,150,299790
-10407.1,0.999204,0.122922,5,31,0,10407.8,0.414484,82.5668,0.304036,0.414484,82.5668,0.304036,0.14972,0.186419,0.223404,0.231645,0.26639,0.459109,150,299790
-10407.1,0.746599,0.122922,2,4,1,10407.3,0.418799,82.3711,1.10168,0.418799,82.3711,1.10168,0.148379,0.183691,0.218923,0.226734,0.259544,0.439812,150,299790
-10407.6,0.749911,0.122922,2,4,1,10409.9,0.403146,84.0838,5.59352,0.403146,84.0838,5.59352,0.134628,0.164384,0.193868,0.20039,0.227757,0.378235,150,299790
-10408.6,0.916118,0.122922,3,12,1,10409.5,0.465584,84.9387,7.68752,0.465584,84.9387,7.68752,0.141334,0.172136,0.202649,0.209398,0.237724,0.393604,150,299790
-10408.9,0.96397,0.122922,4,28,1,10410.2,0.384135,91.6817,6.88474,0.384135,91.6817,6.88474,0.132041,0.160964,0.189617,0.195955,0.222553,0.368876,150,299790
-10409.8,0.947752,0.122922,4,20,1,10411.8,0.332989,96.5156,5.87854,0.332989,96.5156,5.87854,0.126112,0.153936,0.181505,0.187603,0.213193,0.353909,150,299790
-10406.8,0.963863,0.122922,4,28,1,10410.8,0.332696,63.9394,7.18317,0.332696,63.9394,7.18317,0.111675,0.136098,0.160293,0.165645,0.188106,0.311677,150,299790
-10407.3,0.953698,0.122922,4,22,1,10407.3,0.350794,58.3257,6.52124,0.350794,58.3257,6.52124,0.112984,0.137795,0.162376,0.167813,0.19063,0.316134,150,299790
-10407.1,0.964823,0.122922,4,30,1,10409.3,0.411288,65.0353,7.35678,0.411288,65.0353,7.35678,0.12456,0.151764,0.178712,0.184674,0.20969,0.347339,150,299790
-10407.5,0.999363,0.122922,4,15,0,10407.7,0.430236,61.9837,7.4883,0.430236,61.9837,7.4883,0.125683,0.153109,0.180278,0.186288,0.211509,0.35029,150,299790
-10407.2,0.888827,0.122922,3,9,1,10408.8,0.431754,63.8208,5.35771,0.431754,63.8208,5.35771,0.130383,0.159251,0.187856,0.194183,0.220735,0.366715,150,299790
-10407.9,0.916426,0.122922,3,12,1,10409.6,0.443677,74.8055,12.3735,0.443677,74.8055,12.3735,0.127662,0.154974,0.182029,0.188015,0.213141,0.35158,150,299790
-10407.2,0.874501,0.122922,3,8,1,10414.1,0.420626,76.5667,7.66509,0.420626,76.5667,7.66509,0.130829,0.159351,0.187606,0.193856,0.220085,0.364423,150,299790
-10407.8,0.948866,0.122922,4,20,1,10408.5,0.493031,73.3707,4.98089,0.493031,73.3707,4.98089,0.145195,0.177435,0.209384,0.216451,0.246104,0.409123,150,299790
-10407.3,0.888885,0.122922,3,9,1,10408.2,0.477115,70.8266,2.42308,0.477115,70.8266,2.42308,0.148032,0.182024,0.215775,0.223244,0.254588,0.426693,150,299790
-10406.4,0.952368,0.122922,4,21,1,10407.7,0.295247,77.5279,2.17689,0.295247,77.5279,2.17689,0.119671,0.14737,0.174896,0.180989,0.206561,0.346921,150,299790
-10408.1,0.997664,0.122922,4,15,0,10408.3,0.351357,86.9139,8.87655,0.351357,86.9139,8.87655,0.121749,0.148139,0.174281,0.180064,0.204334,0.337941,150,299790
-10409.1,0.947998,0.122922,4,20,1,10410.3,0.510072,84.2474,6.35223,0.510072,84.2474,6.35223,0.150088,0.183056,0.215717,0.222941,0.253258,0.42002,150,299790
-10406.6,0.95211,0.122922,4,21,1,10410.3,0.365679,75.596,5.3488,0.365679,75.596,5.3488,0.125197,0.15293,0.180413,0.186492,0.212001,0.352244,150,299790
-10406.7,0.899788,0.122922,3,10,1,10407.9,0.345255,76.1886,7.08885,0.345255,76.1886,7.08885,0.119088,0.145146,0.170961,0.176671,0.200634,0.332471,150,299790
-10406.4,0.967367,0.122922,4,31,1,10407.1,0.339358,69.6364,5.22314,0.339358,69.6364,5.22314,0.118303,0.144543,0.170547,0.176299,0.200435,0.333119,150,299790
-10406.5,0.998756,0.122922,5,31,0,10407.8,0.310688,72.6904,6.61295,0.310688,72.6904,6.61295,0.11224,0.136877,0.161287,0.166686,0.189344,0.313975,150,299790
-10406.2,0.944431,0.122922,4,18,1,10406.6,0.323546,69.8523,2.52383,0.323546,69.8523,2.52383,0.121142,0.148967,0.176597,0.182712,0.208372,0.349242,150,299790
-10408.9,0.994131,0.122922,4,23,0,10409.8,0.405404,49.439,4.43725,0.405404,49.439,4.43725,0.12006,0.146877,0.173458,0.179338,0.204011,0.339602,150,299790
-10411.6,0.924937,0.122922,3,14,1,10412.8,0.449692,41.4789,6.59049,0.449692,41.4789,6.59049,0.117346,0.14309,0.168593,0.174235,0.197908,0.328136,150,299790
-10411,0.799731,0.122922,2,5,1,10415.8,0.433157,41.7627,2.5511,0.433157,41.7627,2.5511,0.123036,0.151237,0.179235,0.185431,0.21143,0.354187,150,299790
-10410.8,1,0.122922,4,15,0,10411.2,0.419268,41.9729,2.86808,0.419268,41.9729,2.86808,0.120432,0.147888,0.175134,0.181163,0.206461,0.345381,150,299790
-10408,0.999266,0.122922,4,15,0,10411.8,0.414214,53.7863,3.14462,0.414214,53.7863,3.14462,0.126794,0.155576,0.184129,0.190447,0.216956,0.362542,150,299790
-10407.6,0.75,0.122922,2,4,1,10411.5,0.362697,53.7147,1.35191,0.362697,53.7147,1.35191,0.123184,0.152298,0.181308,0.187737,0.21473,0.362951,150,299790
-10407.5,0.5,0.122922,1,2,1,10409,0.376078,54.4173,0.667076,0.376078,54.4173,0.667076,0.127759,0.15873,0.189776,0.196673,0.225682,0.385443,150,299790
-10408.2,0.748775,0.122922,2,4,1,10409.4,0.391149,51.2281,1.63982,0.391149,51.2281,1.63982,0.125569,0.154972,0.184231,0.190711,0.217914,0.367253,150,299790
-10408.2,0,0.122922,0,1,1,10411.6,0.391149,51.2281,1.63982,0.391149,51.2281,1.63982,0.125569,0.154972,0.184231,0.190711,0.217914,0.367253,150,299790
-10406.6,0.941174,0.122922,4,17,1,10408.7,0.42873,68.4059,1.46469,0.42873,68.4059,1.46469,0.142035,0.175433,0.208687,0.216053,0.246981,0.416803,150,299790
-10406.3,0.999834,0.122922,3,15,0,10406.7,0.399083,69.6478,-0.0208986,0.399083,69.6478,-0.0208986,0.139457,0.172465,0.204801,0.211852,0.240844,0.349851,150,299790
-10406.3,0.234566,0.122922,1,2,1,10407,0.399083,69.6478,-0.0208986,0.399083,69.6478,-0.0208986,0.139457,0.172465,0.204801,0.211852,0.240844,0.349851,150,299790
-10406.5,0.929993,0.122922,4,31,0,10407.9,0.411546,75.358,0.501033,0.411546,75.358,0.501033,0.145533,0.180998,0.21662,0.224542,0.257889,0.441948,150,299790
-10406.6,0.5,0.122922,1,2,1,10407.3,0.41839,76.4411,0.226459,0.41839,76.4411,0.226459,0.147485,0.183645,0.220122,0.228255,0.262572,0.453504,150,299790
-10406.6,0,0.122922,0,1,1,10409.6,0.41839,76.4411,0.226459,0.41839,76.4411,0.226459,0.147485,0.183645,0.220122,0.228255,0.262572,0.453504,150,299790
-10406.7,0.733463,0.122922,2,4,1,10407.8,0.432051,73.261,2.55743,0.432051,73.261,2.55743,0.141676,0.174147,0.206383,0.213516,0.243452,0.407818,150,299790
-10406.4,0.928064,0.122922,3,14,1,10407.3,0.382452,74.4918,2.55619,0.382452,74.4918,2.55619,0.133837,0.164533,0.19501,0.201754,0.230056,0.385446,150,299790
-10406.6,0.799983,0.122922,2,5,1,10407.6,0.386763,75.9753,4.36731,0.386763,75.9753,4.36731,0.130889,0.160151,0.189158,0.195574,0.222498,0.370451,150,299790
-10406.8,0.999423,0.122922,5,31,0,10407.5,0.313608,59.9271,3.82591,0.313608,59.9271,3.82591,0.111912,0.137104,0.162086,0.167612,0.190802,0.318188,150,299790
-10407.4,0.856434,0.122922,2,7,1,10414.5,0.295363,56.2479,4.51656,0.295363,56.2479,4.51656,0.10563,0.129225,0.152614,0.157788,0.179498,0.298798,150,299790
-10406.3,0.916241,0.122922,3,12,1,10409,0.320708,64.5749,2.55317,0.320708,64.5749,2.55317,0.118157,0.145282,0.172216,0.178177,0.20319,0.340509,150,299790
-10406.1,0.5,0.122922,1,2,1,10410.7,0.322861,66.173,0.718279,0.322861,66.173,0.718279,0.124265,0.154389,0.18458,0.191287,0.219492,0.37474,150,299790
-10406,0.998603,0.122922,4,31,0,10406.3,0.318921,69.9802,0.691323,0.318921,69.9802,0.691323,0.125332,0.155756,0.18626,0.193037,0.221544,0.378492,150,299790
-10406,0.5,0.122922,1,2,1,10406.2,0.318837,70.0603,0.232581,0.318837,70.0603,0.232581,0.125899,0.156946,0.188357,0.195372,0.224999,0.390098,150,299790
-10406.4,0.996309,0.122922,4,15,0,10406.5,0.380411,63.9216,0.73892,0.380411,63.9216,0.73892,0.13366,0.16596,0.198304,0.205487,0.235687,0.401898,150,299790
-10406.7,0.83293,0.122922,2,6,1,10407,0.390022,61.2218,1.4622,0.390022,61.2218,1.4622,0.131718,0.162721,0.193594,0.200433,0.229149,0.386814,150,299790
-10406.3,0.8,0.122922,2,5,1,10411,0.368377,67.1431,2.778,0.368377,67.1431,2.778,0.127356,0.156455,0.185336,0.191727,0.218545,0.365793,150,299790
-10406.2,0.888769,0.122922,3,9,1,10408,0.273522,69.0757,0.617483,0.273522,69.0757,0.617483,0.11582,0.144083,0.17247,0.178782,0.205343,0.351697,150,299790
-10406.1,0.998303,0.122922,5,31,0,10406.8,0.373111,69.7705,0.0149319,0.373111,69.7705,0.0149319,0.135194,0.167664,0.200007,0.207163,0.237146,0.399895,150,299790
-10406.1,0,0.122922,0,1,1,10407.2,0.373111,69.7705,0.0149319,0.373111,69.7705,0.0149319,0.135194,0.167664,0.200007,0.207163,0.237146,0.399895,150,299790
-10406.2,0.733539,0.122922,2,4,1,10406.9,0.389074,67.8549,0.592563,0.389074,67.8549,0.592563,0.137604,0.171048,0.204603,0.21206,0.243439,0.416397,150,299790
-10406.2,0,0.122922,0,1,1,10407,0.389074,67.8549,0.592563,0.389074,67.8549,0.592563,0.137604,0.171048,0.204603,0.21206,0.243439,0.416397,150,299790
-10406.7,0.998994,0.122922,4,31,0,10407.2,0.444676,71.5457,0.0376426,0.444676,71.5457,0.0376426,0.148854,0.184744,0.220609,0.228563,0.261979,0.446124,150,299790
-10406.6,0.997404,0.122922,5,31,0,10407.3,0.257718,78.157,0.756977,0.257718,78.157,0.756977,0.115681,0.143749,0.171884,0.178133,0.204415,0.349018,150,299790
-10407.1,0.998826,0.122922,5,31,0,10407.9,0.251733,61.2674,5.14128,0.251733,61.2674,5.14128,0.0986271,0.120532,0.142241,0.147043,0.167193,0.277953,150,299790
-10407,0.899855,0.122922,3,10,1,10407.8,0.215577,64.7842,2.55792,0.215577,64.7842,2.55792,0.0968098,0.119066,0.141169,0.146061,0.166588,0.279263,150,299790
-10407.2,0.857111,0.122922,2,7,1,10407.6,0.219748,63.1155,4.41425,0.219748,63.1155,4.41425,0.0938409,0.114839,0.135655,0.140259,0.159581,0.265745,150,299790
-10407.1,0.954544,0.122922,4,22,1,10407.9,0.27938,58.942,5.1095,0.27938,58.942,5.1095,0.102986,0.125861,0.148532,0.153547,0.174589,0.290255,150,299790
-10409.1,0.997336,0.122922,4,15,0,10409.5,0.283447,51.6549,13.3251,0.283447,51.6549,13.3251,0.0919685,0.111599,0.131046,0.135349,0.153411,0.252942,150,299790
-10407.4,0.955626,0.122922,4,23,1,10411,0.261697,63.9495,10.9023,0.261697,63.9495,10.9023,0.0951631,0.11563,0.135904,0.14039,0.159216,0.262905,150,299790
-10407.5,0.922092,0.122922,3,13,1,10408.3,0.228533,61.9503,8.18421,0.228533,61.9503,8.18421,0.0905854,0.110296,0.129822,0.134142,0.15227,0.252032,150,299790
-10409.6,0.936307,0.122922,4,16,1,10410.5,0.17915,67.3553,19.8948,0.17915,67.3553,19.8948,0.0746424,0.0903632,0.10594,0.109387,0.12386,0.203695,150,299790
-10412.9,0.96344,0.122922,4,31,1,10414.1,0.0828494,86.8459,19.8709,0.0828494,86.8459,19.8709,0.0538704,0.0652184,0.0764626,0.0789509,0.0893986,0.147026,150,299790
-10413,0.959874,0.122922,4,25,1,10416.7,0.256675,85.2741,31.8964,0.256675,85.2741,31.8964,0.0898746,0.108545,0.12705,0.131146,0.14835,0.243345,150,299790
-10414.1,0.96536,0.122922,4,29,1,10415.4,0.361907,82.8426,36.5708,0.361907,82.8426,36.5708,0.104374,0.125979,0.147395,0.152135,0.172047,0.282033,150,299790
-10415.7,0.998425,0.122922,4,15,0,10416,0.342695,88.77,38.6681,0.342695,88.77,38.6681,0.102598,0.123807,0.144831,0.149485,0.169034,0.277025,150,299790
-10413.3,0.999758,0.122922,5,31,0,10417.5,0.439137,75.2984,34.4063,0.439137,75.2984,34.4063,0.113221,0.136691,0.159955,0.165105,0.186734,0.306191,150,299790
