# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-19 14:13:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpnxt5f_9e/a1eegjcz.json
# random
#   seed = 46926
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/bao/bao-20230719151303.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,H0,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
-10406.6,0.746635,0.284948,2,4,1,10409.5,0.339382,70.9269,8.21449,0.339382,70.9269,8.21449,0.114438,0.139324,0.163976,0.169429,0.192315,0.318274,150,299790
-10406.9,0.904649,0.284948,3,11,1,10407.2,0.415633,67.0757,5.94604,0.415633,67.0757,5.94604,0.128475,0.156792,0.184848,0.191054,0.217096,0.360311,150,299790
-10409.2,0.880993,0.284948,3,11,1,10410.2,0.204223,90.9034,4.23758,0.204223,90.9034,4.23758,0.0994848,0.121792,0.143909,0.148801,0.169331,0.282117,150,299790
-10408.6,1,0.284948,3,7,0,10409.4,0.187831,86.6498,3.91593,0.187831,86.6498,3.91593,0.0947342,0.116061,0.137211,0.141889,0.161522,0.269358,150,299790
-10408.8,0.75,0.284948,2,4,1,10410.3,0.164414,84.3952,6.05086,0.164414,84.3952,6.05086,0.0851456,0.103925,0.122534,0.12665,0.143923,0.238901,150,299790
-10408.9,0.495903,0.284948,1,2,1,10410.7,0.158205,85.5319,3.03095,0.158205,85.5319,3.03095,0.0880097,0.108085,0.12801,0.132418,0.150918,0.25248,150,299790
-10408.2,0.5,0.284948,1,2,1,10409.9,0.185962,84.8272,0.985536,0.185962,84.8272,0.985536,0.0997359,0.123755,0.147778,0.153109,0.175513,0.298591,150,299790
-10407.4,0.75,0.284948,2,4,1,10410.9,0.384896,85.1335,3.02961,0.384896,85.1335,3.02961,0.137592,0.168891,0.199947,0.206819,0.235652,0.393991,150,299790
-10406.9,0.875,0.284948,3,8,1,10408.2,0.242339,74.446,5.78274,0.242339,74.446,5.78274,0.100716,0.122965,0.145012,0.149889,0.170354,0.282873,150,299790
-10406.8,0.496283,0.284948,1,2,1,10410.8,0.216802,69.6249,2.34293,0.216802,69.6249,2.34293,0.0993283,0.122264,0.145052,0.150096,0.171263,0.287438,150,299790
-10407.2,0.665324,0.284948,1,3,1,10408.9,0.206447,65.0381,4.17012,0.206447,65.0381,4.17012,0.0919936,0.112637,0.133104,0.137632,0.156631,0.261004,150,299790
-10407.3,0.75,0.284948,2,4,1,10411.1,0.178341,68.2775,0.231204,0.178341,68.2775,0.231204,0.0933686,0.116596,0.140211,0.145497,0.167867,0.292848,150,299790
-10406.4,0.994556,0.284948,4,15,0,10408.2,0.34157,79.0648,0.188623,0.34157,79.0648,0.188623,0.134315,0.167373,0.200812,0.20828,0.239835,0.41608,150,299790
-10406.4,0,0.284948,0,1,1,10408,0.34157,79.0648,0.188623,0.34157,79.0648,0.188623,0.134315,0.167373,0.200812,0.20828,0.239835,0.41608,150,299790
-10406.2,0.446886,0.284948,1,2,1,10408.3,0.338782,74.8988,2.58342,0.338782,74.8988,2.58342,0.126033,0.154943,0.183646,0.189998,0.216654,0.362995,150,299790
-10406.2,0,0.284948,0,1,1,10408.6,0.338782,74.8988,2.58342,0.338782,74.8988,2.58342,0.126033,0.154943,0.183646,0.189998,0.216654,0.362995,150,299790
-10406.2,0.908941,0.284948,3,11,1,10406.4,0.309434,70.4209,3.17219,0.309434,70.4209,3.17219,0.117183,0.143804,0.170216,0.17606,0.200581,0.335237,150,299790
-10406.3,0.872534,0.284948,3,8,1,10406.8,0.346148,74.3984,3.96104,0.346148,74.3984,3.96104,0.123956,0.151806,0.179419,0.185527,0.211159,0.351975,150,299790
-10407.6,0.876446,0.284948,3,9,1,10408.1,0.193796,79.8081,2.82431,0.193796,79.8081,2.82431,0.0962006,0.118213,0.140065,0.144901,0.165193,0.276583,150,299790
-10407.3,0.799672,0.284948,2,5,1,10408.3,0.198274,74.0931,5.50642,0.198274,74.0931,5.50642,0.0912522,0.111462,0.131489,0.13592,0.154509,0.256705,150,299790
-10407,0.909091,0.284948,3,11,1,10407.8,0.28199,64.7715,8.89224,0.28199,64.7715,8.89224,0.101106,0.123026,0.14474,0.149543,0.169703,0.280676,150,299790
-10408,0.797126,0.284948,2,5,1,10410.2,0.251169,69.6961,15.9037,0.251169,69.6961,15.9037,0.0915962,0.111028,0.130279,0.134539,0.152422,0.251012,150,299790
-10408.2,0.815195,0.284948,2,6,1,10411.1,0.280381,53.4281,7.64411,0.280381,53.4281,7.64411,0.0973421,0.118579,0.139618,0.144272,0.163804,0.271272,150,299790
-10407,0.854186,0.284948,2,7,1,10410.6,0.384897,62.272,6.30288,0.384897,62.272,6.30288,0.120717,0.14726,0.173558,0.179375,0.203786,0.338045,150,299790
-10407.1,0.85592,0.284948,2,7,1,10407.2,0.382938,60.2404,5.56057,0.382938,60.2404,5.56057,0.120607,0.147274,0.173698,0.179543,0.204071,0.338928,150,299790
-10406.9,0.666667,0.284948,1,3,1,10407.7,0.390369,61.4022,3.72237,0.390369,61.4022,3.72237,0.125947,0.154316,0.182446,0.18867,0.214782,0.358231,150,299790
-10407.1,0.665687,0.284948,1,3,1,10408.9,0.418409,63.9476,6.07709,0.418409,63.9476,6.07709,0.127131,0.155125,0.182859,0.188994,0.214739,0.356323,150,299790
-10407,0.917764,0.284948,3,13,1,10408.1,0.408392,77.0876,5.92598,0.408392,77.0876,5.92598,0.13195,0.161038,0.189859,0.196234,0.222985,0.370101,150,299790
-10406.7,0.75,0.284948,2,4,1,10408.8,0.420072,66.7663,2.54731,0.420072,66.7663,2.54731,0.136472,0.167761,0.198825,0.205699,0.234547,0.392936,150,299790
-10406.6,0.874414,0.284948,3,8,1,10407.6,0.287107,71.8904,6.82499,0.287107,71.8904,6.82499,0.107266,0.130782,0.154081,0.159234,0.180861,0.299827,150,299790
-10407.3,0.871593,0.284948,3,8,1,10407.7,0.331536,78.2811,11.2142,0.331536,78.2811,11.2142,0.112576,0.136756,0.160709,0.166008,0.188251,0.310769,150,299790
-10407.7,0.921982,0.284948,3,14,1,10408.1,0.395409,82.9072,8.69222,0.395409,82.9072,8.69222,0.127939,0.155689,0.183179,0.18926,0.214781,0.355268,150,299790
-10407.2,0.999957,0.284948,4,15,0,10407.7,0.371791,80.9076,7.88213,0.371791,80.9076,7.88213,0.124357,0.151442,0.178273,0.184208,0.209117,0.346193,150,299790
-10407.4,0.883913,0.284948,3,9,1,10408.8,0.330686,82.6312,8.82124,0.330686,82.6312,8.82124,0.116643,0.141935,0.166989,0.172531,0.195792,0.323834,150,299790
-10406.8,0.990548,0.284948,4,15,0,10410.6,0.384834,71.8561,7.94744,0.384834,71.8561,7.94744,0.122699,0.149413,0.175875,0.181729,0.206296,0.341494,150,299790
-10408.1,0.869748,0.284948,3,8,1,10408.3,0.360087,79.1425,15.6648,0.360087,79.1425,15.6648,0.113688,0.137814,0.161714,0.167003,0.189205,0.311604,150,299790
-10408.6,0.857081,0.284948,2,7,1,10409.5,0.376954,74.0225,19.5872,0.376954,74.0225,19.5872,0.1116,0.135109,0.158402,0.163557,0.185199,0.30458,150,299790
-10408.7,0.999786,0.284948,2,3,0,10408.7,0.376301,74.1217,20.0574,0.376301,74.1217,20.0574,0.11124,0.134656,0.157857,0.162991,0.184549,0.303468,150,299790
-10409.3,0.911043,0.284948,3,14,1,10411.3,0.285187,82.1091,20.5531,0.285187,82.1091,20.5531,0.098946,0.119761,0.140385,0.14495,0.164114,0.269833,150,299790
-10407.7,1,0.284948,3,7,0,10409.4,0.315282,77.9586,14.5143,0.315282,77.9586,14.5143,0.106764,0.129482,0.151988,0.156968,0.177873,0.293096,150,299790
-10407.1,0.8519,0.284948,2,7,1,10409.8,0.290663,66.7148,10.9977,0.290663,66.7148,10.9977,0.101345,0.123133,0.144715,0.14949,0.169531,0.279913,150,299790
-10407.5,0.891766,0.284948,3,10,1,10408.7,0.371566,66.3338,13.5159,0.371566,66.3338,13.5159,0.112193,0.136124,0.159831,0.165076,0.187094,0.308433,150,299790
-10407.6,0.912812,0.284948,3,14,1,10409.7,0.31984,64.0692,13.9501,0.31984,64.0692,13.9501,0.102753,0.124648,0.146339,0.151138,0.171284,0.282315,150,299790
-10408.6,0.994005,0.284948,3,7,0,10408.8,0.407798,65.1039,18.1871,0.407798,65.1039,18.1871,0.11335,0.137283,0.160994,0.166242,0.188272,0.309768,150,299790
-10409.3,0.855109,0.284948,2,7,1,10411.6,0.392968,63.2241,21.6736,0.392968,63.2241,21.6736,0.108247,0.130978,0.153501,0.158486,0.179416,0.294893,150,299790
-10408.9,0.99887,0.284948,4,15,0,10410.5,0.227495,60.7177,17.4561,0.227495,60.7177,17.4561,0.0832703,0.100881,0.118329,0.12219,0.1384,0.227786,150,299790
-10409.1,0.9,0.284948,3,10,1,10409.6,0.231406,61.4677,19.1675,0.231406,61.4677,19.1675,0.0833749,0.100954,0.118372,0.122227,0.13841,0.22767,150,299790
-10410.2,0.986925,0.284948,3,7,0,10410.8,0.227336,53.1151,18.6501,0.227336,53.1151,18.6501,0.0798722,0.096728,0.113429,0.117124,0.132641,0.218217,150,299790
-10407.8,0.929859,0.284948,3,15,1,10411.5,0.406953,71.173,14.8665,0.406953,71.173,14.8665,0.118393,0.143559,0.168491,0.174007,0.197165,0.324821,150,299790
-10408.1,0.909471,0.284948,3,12,1,10409.1,0.332449,55.1553,10.6042,0.332449,55.1553,10.6042,0.103728,0.126055,0.148173,0.153066,0.173603,0.286711,150,299790
-10407.1,0.857143,0.284948,2,7,1,10408.3,0.32816,61.1985,8.76638,0.32816,61.1985,8.76638,0.107738,0.131105,0.154252,0.159373,0.180863,0.299159,150,299790
-10408.9,0.839529,0.284948,2,7,1,10411.8,0.191862,55.8532,10.7598,0.191862,55.8532,10.7598,0.0786941,0.0956311,0.112409,0.116121,0.131701,0.217502,150,299790
-10409.5,0.737794,0.284948,2,4,1,10412.8,0.084174,64.6987,0.990895,0.084174,64.6987,0.990895,0.0624136,0.0774939,0.0925871,0.0959371,0.110017,0.187343,150,299790
-10409.8,0.903209,0.284948,4,15,0,10410.8,0.5799,79.4097,2.98345,0.5799,79.4097,2.98345,0.166166,0.203906,0.241344,0.249627,0.284384,0.475296,150,299790
-10409.6,0.5,0.284948,1,2,1,10410.2,0.580596,78.2271,1.53994,0.580596,78.2271,1.53994,0.17066,0.210569,0.250272,0.259064,0.295974,0.498684,150,299790
-10406.6,0.888631,0.284948,3,9,1,10410.4,0.359007,79.4829,2.64907,0.359007,79.4829,2.64907,0.131552,0.161682,0.191594,0.198213,0.225989,0.378489,150,299790
-10407.1,0.648727,0.284948,4,15,0,10407.9,0.267308,63.1886,8.84456,0.267308,63.1886,8.84456,0.0978443,0.119063,0.140082,0.144732,0.164247,0.271668,150,299790
-10407.1,0.991468,0.284948,3,7,0,10408,0.304425,60.1916,7.35495,0.304425,60.1916,7.35495,0.104941,0.127871,0.150588,0.155613,0.1767,0.292725,150,299790
-10407.8,0.992739,0.284948,3,7,0,10408.1,0.231171,57.7038,6.25985,0.231171,57.7038,6.25985,0.0915989,0.111763,0.131742,0.136162,0.154708,0.256696,150,299790
-10407.2,0.923003,0.284948,3,13,1,10408.5,0.357072,58.72,6.70254,0.357072,58.72,6.70254,0.113932,0.13892,0.163676,0.169152,0.192132,0.318541,150,299790
-10407.1,0.987963,0.284948,3,7,0,10408.4,0.388181,59.7698,4.15627,0.388181,59.7698,4.15627,0.123819,0.151565,0.17907,0.185155,0.210686,0.350971,150,299790
-10406.6,0.830046,0.284948,2,6,1,10408.2,0.315223,64.4414,5.70691,0.315223,64.4414,5.70691,0.110995,0.135519,0.159819,0.165194,0.18775,0.31177,150,299790
-10406.4,0.904698,0.284948,3,11,1,10407.1,0.301943,71.0543,5.34077,0.301943,71.0543,5.34077,0.111916,0.13672,0.1613,0.166737,0.189553,0.314979,150,299790
-10406.4,0.915396,0.284948,3,12,1,10406.6,0.36359,72.4804,4.99963,0.36359,72.4804,4.99963,0.124147,0.151734,0.179073,0.185121,0.210497,0.349986,150,299790
-10406.8,0.74324,0.284948,2,4,1,10407.7,0.33441,83.0924,1.49698,0.33441,83.0924,1.49698,0.131659,0.162656,0.193524,0.200362,0.229074,0.386692,150,299790
-10406.8,0,0.284948,0,1,1,10409.1,0.33441,83.0924,1.49698,0.33441,83.0924,1.49698,0.131659,0.162656,0.193524,0.200362,0.229074,0.386692,150,299790
-10407,0.887053,0.284948,3,9,1,10407.5,0.407693,81.2782,1.96901,0.407693,81.2782,1.96901,0.143058,0.176264,0.209272,0.216579,0.247249,0.415618,150,299790
-10406.4,0.888889,0.284948,3,9,1,10407.2,0.365281,71.7126,4.52282,0.365281,71.7126,4.52282,0.125019,0.152928,0.180591,0.18671,0.212388,0.353499,150,299790
-10406.8,0.797809,0.284948,2,5,1,10408.3,0.325315,66.9396,9.35747,0.325315,66.9396,9.35747,0.109064,0.132656,0.156027,0.161197,0.182896,0.302359,150,299790
-10406.8,0.829079,0.284948,2,6,1,10407.7,0.239213,67.9807,5.62356,0.239213,67.9807,5.62356,0.0979983,0.119675,0.141156,0.145907,0.165846,0.275466,150,299790
-10407.1,0.871857,0.284948,3,8,1,10408.1,0.299917,77.2478,9.75529,0.299917,77.2478,9.75529,0.108117,0.131469,0.1546,0.159717,0.181195,0.299451,150,299790
-10406.9,0.79602,0.284948,2,5,1,10409.5,0.259916,74.9348,7.32529,0.259916,74.9348,7.32529,0.102459,0.124856,0.147044,0.151952,0.172549,0.28587,150,299790
-10406.8,0.999996,0.284948,4,15,0,10406.9,0.267507,75.0689,6.9597,0.267507,75.0689,6.9597,0.10447,0.127356,0.15003,0.155045,0.176093,0.291875,150,299790
-10407.6,0.663416,0.284948,1,3,1,10410.6,0.226684,77.5843,10.1708,0.226684,77.5843,10.1708,0.0935758,0.113758,0.13375,0.138173,0.156737,0.258958,150,299790
-10407.1,0.899524,0.284948,3,10,1,10408.2,0.361506,78.3798,9.01963,0.361506,78.3798,9.01963,0.120139,0.146162,0.171941,0.177643,0.201577,0.333333,150,299790
-10406.9,0.999836,0.284948,3,7,0,10407.3,0.364846,72.1119,10.0002,0.364846,72.1119,10.0002,0.117025,0.14227,0.167277,0.172809,0.196028,0.323887,150,299790
-10408.4,0.865564,0.284948,3,8,1,10409,0.277912,57.9601,14.9964,0.277912,57.9601,14.9964,0.0925896,0.112271,0.131769,0.136083,0.154194,0.254026,150,299790
-10408,0.997828,0.284948,3,7,0,10408.8,0.259612,59.1249,12.2765,0.259612,59.1249,12.2765,0.09181,0.111467,0.13094,0.135248,0.153332,0.252964,150,299790
-10406.3,0.996998,0.284948,3,7,0,10408.5,0.281468,69.4469,2.58362,0.281468,69.4469,2.58362,0.112637,0.138495,0.16417,0.169853,0.193697,0.324593,150,299790
-10406.5,0.666032,0.284948,1,3,1,10407.6,0.270906,66.235,4.33232,0.270906,66.235,4.33232,0.105718,0.129384,0.152846,0.158036,0.179813,0.299471,150,299790
-10406.3,0.8,0.284948,2,5,1,10406.8,0.311393,66.3921,2.59199,0.311393,66.3921,2.59199,0.117147,0.144024,0.17071,0.176616,0.201399,0.337452,150,299790
-10406.3,0.999362,0.284948,4,15,0,10406.9,0.326467,73.1219,4.12189,0.326467,73.1219,4.12189,0.119504,0.146308,0.172881,0.17876,0.203426,0.338948,150,299790
-10408.1,0.882217,0.284948,3,10,1,10408.3,0.230778,86.5954,4.0612,0.230778,86.5954,4.0612,0.104833,0.128382,0.151732,0.156898,0.178572,0.297642,150,299790
-10407.5,0.745117,0.284948,2,4,1,10414.1,0.318236,85.1916,6.28368,0.318236,85.1916,6.28368,0.118776,0.144906,0.170795,0.176522,0.200553,0.332719,150,299790
-10407.3,0.855379,0.284948,2,7,1,10408.4,0.294651,82.6642,7.27467,0.294651,82.6642,7.27467,0.111978,0.136459,0.160711,0.166076,0.18859,0.312455,150,299790
-10408.9,0.980544,0.284948,3,7,0,10409.3,0.174039,85.8879,6.95362,0.174039,85.8879,6.95362,0.0869945,0.106062,0.124953,0.129132,0.146668,0.243129,150,299790
-10406.6,1,0.284948,3,7,0,10409.1,0.380076,71.2116,6.02475,0.380076,71.2116,6.02475,0.12456,0.152003,0.179194,0.185209,0.210448,0.349249,150,299790
-10407.8,0.824583,0.284948,2,6,1,10410.1,0.20023,67.5381,10.9671,0.20023,67.5381,10.9671,0.08422,0.102332,0.120275,0.124244,0.140905,0.232668,150,299790
-10406.7,0.8,0.284948,2,5,1,10409.3,0.284453,65.8725,6.7655,0.284453,65.8725,6.7655,0.104502,0.127421,0.150128,0.155151,0.176229,0.292173,150,299790
-10406.6,0.796677,0.284948,2,5,1,10407.6,0.309399,61.4917,3.20335,0.309399,61.4917,3.20335,0.11315,0.138843,0.164333,0.169973,0.193638,0.323595,150,299790
-10407.6,0.877986,0.284948,3,9,1,10408.1,0.403084,55.7943,2.86075,0.403084,55.7943,2.86075,0.126929,0.155876,0.184603,0.190959,0.217632,0.364097,150,299790
-10407.8,0.5,0.284948,1,2,1,10410.9,0.361602,54.5017,6.00741,0.361602,54.5017,6.00741,0.113535,0.138555,0.163346,0.168829,0.19184,0.318384,150,299790
-10407,0.5,0.284948,1,2,1,10410.3,0.339759,57.674,2.76661,0.339759,57.674,2.76661,0.117688,0.144593,0.171299,0.177208,0.202006,0.338159,150,299790
-10407.5,0.992028,0.284948,2,3,0,10407.5,0.327202,54.5745,2.51059,0.327202,54.5745,2.51059,0.11447,0.140768,0.166883,0.172662,0.196915,0.330057,150,299790
-10407.5,0.666667,0.284948,1,3,1,10407.8,0.328444,54.8998,3.84924,0.328444,54.8998,3.84924,0.111986,0.137184,0.162171,0.167698,0.190892,0.318307,150,299790
-10406.8,0.996728,0.284948,3,15,0,10408.7,0.267511,67.8774,7.42542,0.267511,67.8774,7.42542,0.101265,0.123387,0.145303,0.150151,0.170496,0.282432,150,299790
-10408.6,0.977744,0.284948,3,7,0,10409.2,0.50141,61.5405,7.50482,0.50141,61.5405,7.50482,0.135488,0.165041,0.194316,0.200792,0.227968,0.377517,150,299790
-10407,1,0.284948,3,7,0,10408.7,0.401473,62.3044,5.09721,0.401473,62.3044,5.09721,0.125408,0.153243,0.180827,0.186928,0.212532,0.353279,150,299790
-10406.4,0.92454,0.284948,3,14,1,10407.6,0.309784,69.3993,5.99385,0.309784,69.3993,5.99385,0.11167,0.13629,0.160684,0.16608,0.188723,0.313237,150,299790
-10406.3,0.749422,0.284948,2,4,1,10407.8,0.299188,67.9517,3.45525,0.299188,67.9517,3.45525,0.113575,0.139272,0.164761,0.170401,0.194063,0.32402,150,299790
-10406.5,0.66541,0.284948,1,3,1,10407.7,0.281291,71.0764,5.13888,0.281291,71.0764,5.13888,0.108316,0.132368,0.156205,0.161478,0.183603,0.305222,150,299790
-10406.4,0.799248,0.284948,2,5,1,10406.9,0.261921,70.9565,2.29374,0.261921,70.9565,2.29374,0.109894,0.135278,0.160498,0.166081,0.189509,0.318098,150,299790
-10406.3,0.5,0.284948,1,2,1,10409.5,0.316311,70.8592,4.68737,0.316311,70.8592,4.68737,0.115622,0.1414,0.166951,0.172603,0.196319,0.326656,150,299790
-10407.3,0.829886,0.284948,2,6,1,10407.9,0.222894,69.2662,9.27837,0.222894,69.2662,9.27837,0.0909496,0.110638,0.130141,0.134456,0.152564,0.252251,150,299790
-10406.6,0.864256,0.284948,3,8,1,10410.3,0.39531,77.3866,2.76967,0.39531,77.3866,2.76967,0.136808,0.16806,0.199078,0.205942,0.234743,0.392888,150,299790
-10406.3,0.5,0.284948,1,2,1,10407.7,0.378356,77.1923,0.39036,0.378356,77.1923,0.39036,0.140569,0.175016,0.209704,0.217429,0.249978,0.430084,150,299790
-10406.7,0.80955,0.284948,2,6,1,10407.4,0.399064,80.3131,0.673325,0.399064,80.3131,0.673325,0.145234,0.1804,0.215638,0.223465,0.256385,0.437671,150,299790
-10406.5,0.8,0.284948,2,5,1,10407.5,0.427244,68.8104,0.951056,0.427244,68.8104,0.951056,0.143669,0.178039,0.21237,0.219984,0.25198,0.427865,150,299790
-10406.5,0.832599,0.284948,2,6,1,10407.6,0.369648,62.4748,0.981359,0.369648,62.4748,0.981359,0.130319,0.161518,0.192685,0.199598,0.228646,0.388289,150,299790
-10406.5,0,0.284948,0,1,1,10408.1,0.369648,62.4748,0.981359,0.369648,62.4748,0.981359,0.130319,0.161518,0.192685,0.199598,0.228646,0.388289,150,299790
-10407.1,0.74833,0.284948,2,4,1,10408,0.428643,66.3078,7.07255,0.428643,66.3078,7.07255,0.128244,0.156297,0.184087,0.190234,0.216031,0.357962,150,299790
-10407.6,0.747097,0.284948,2,4,1,10410.2,0.470925,60.6735,0.470521,0.470925,60.6735,0.470521,0.147389,0.183247,0.219248,0.227253,0.260949,0.447001,150,299790
-10407.6,0,0.284948,0,1,1,10409.8,0.470925,60.6735,0.470521,0.470925,60.6735,0.470521,0.147389,0.183247,0.219248,0.227253,0.260949,0.447001,150,299790
-10408,0.733178,0.284948,2,4,1,10408.5,0.481314,61.3096,4.93933,0.481314,61.3096,4.93933,0.137151,0.167619,0.197812,0.204491,0.232515,0.386572,150,299790
