# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-25 13:31:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpihu4ha8p/qgklovjt.json
# random
#   seed = 33781
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/bao/bao-20230725143122.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.194425
# Diagonal elements of inverse mass matrix:
# 0.00335834, 0.0354063, 5.15444e-05
-2.74491,0.848523,0.194425,2,3,0,2.96126,69.5442,0.282978,0.00739281,69.5442,0.282978,0.00739281,1248.74,1639.55,2015.93,2096.1,2416,3595.54,150,299790
-4.10534,0.960215,0.194425,3,15,0,5.04858,71.7288,0.315188,0.0076766,71.7288,0.315188,0.0076766,1251.25,1637.46,2007.05,2085.5,2397.59,3540.04,150,299790
1.09874,0.964844,0.194425,2,7,0,5.43152,70.2447,0.315655,0.00378167,70.2447,0.315655,0.00378167,1269.05,1663.92,2044.53,2125.76,2451.14,3710.62,150,299790
0.615299,0.997167,0.194425,4,23,0,-0.374751,66.4418,0.257424,0.00183324,66.4418,0.257424,0.00183324,1263.64,1668.63,2065.24,2150.75,2496.48,3902.5,150,299790
-0.823447,0.834835,0.194425,2,3,0,1.55186,66.2449,0.241924,-0.000551534,66.2449,0.241924,-0.000551534,1254.92,1662.35,2064.95,2152.32,2508.09,4039.25,150,299790
-1.46267,0.831731,0.194425,3,11,0,2.41944,68.7306,0.309452,0.0107816,68.7306,0.309452,0.0107816,1270.52,1661.02,2033.01,2111.65,2423.09,3518.92,150,299790
-0.799879,0.979213,0.194425,3,9,0,2.35576,69.7966,0.269194,-0.00286971,69.7966,0.269194,-0.00286971,1248.41,1650.79,2047.85,2134.03,2485.54,4056.06,150,299790
-0.0962465,1,0.194425,4,15,0,2.70077,64.7234,0.251577,0.0095111,64.7234,0.251577,0.0095111,1265.56,1665.12,2050.66,2132.78,2460.05,3634.07,150,299790
1.38551,1,0.194425,3,15,0,1.63856,68.8593,0.292686,0.00247219,68.8593,0.292686,0.00247219,1267.7,1667.11,2054.8,2137.94,2472.38,3801.93,150,299790
1.28129,0.980733,0.194425,2,5,0,-0.568467,68.7808,0.285378,0.000952961,68.7808,0.285378,0.000952961,1265,1666.2,2057.42,2141.59,2481.48,3872.83,150,299790
1.23239,0.787438,0.194425,3,15,0,0.249786,70.837,0.327256,-0.000671815,70.837,0.327256,-0.000671815,1276.18,1675.17,2062.21,2145.28,2480.36,3872.14,150,299790
1.48453,0.970304,0.194425,3,15,0,-0.443842,70.1486,0.311672,0.00185621,70.1486,0.311672,0.00185621,1269.63,1666.98,2051.69,2134.08,2465.35,3789.05,150,299790
1.44272,0.986482,0.194425,3,15,0,-1.34621,70.7144,0.311001,-0.00100235,70.7144,0.311001,-0.00100235,1267.56,1666.87,2055.73,2139.4,2477.64,3899.96,150,299790
1.57111,0.974746,0.194425,3,7,0,-1.02117,71.3833,0.319674,-0.000783472,71.3833,0.319674,-0.000783472,1266.88,1664.32,2050.51,2133.49,2468.51,3866.78,150,299790
0.737824,0.65849,0.194425,3,11,0,1.86724,67.6739,0.279681,0.00107361,67.6739,0.279681,0.00107361,1270.78,1674.72,2068.99,2153.86,2496.69,3899.84,150,299790
-0.0344095,0.997628,0.194425,4,15,0,0.106545,64.1184,0.250226,0.00653127,64.1184,0.250226,0.00653127,1273.89,1679.07,2072.53,2156.76,2494.35,3761.33,150,299790
1.23847,0.83566,0.194425,4,19,0,1.86796,70.4474,0.305393,0.00210429,70.4474,0.305393,0.00210429,1262.58,1658.56,2042.22,2124.42,2454.93,3772.42,150,299790
1.57224,0.999355,0.194425,3,11,0,-0.963088,71.2013,0.325535,0.000118627,71.2013,0.325535,0.000118627,1270.99,1667.97,2052.59,2135.06,2467.26,3828.85,150,299790
0.0137216,0.944165,0.194425,3,15,0,3.47117,76.9933,0.399998,-0.00960008,76.9933,0.399998,-0.00960008,1271.33,1664.59,2047.26,2129.86,2466.06,4072.55,150,299790
0.210757,0.951724,0.194425,2,7,0,0.658106,77.989,0.406017,-0.00849298,77.989,0.406017,-0.00849298,1264.62,1654,2031.69,2113.02,2443.2,3978.06,150,299790
0.416387,0.957997,0.194425,2,3,0,0.295152,76.9994,0.41982,-0.00844211,76.9994,0.41982,-0.00844211,1278.26,1669.7,2048.44,2129.86,2459.97,3980.71,150,299790
1.16368,0.998281,0.194425,3,15,0,-0.220753,74.014,0.380772,-0.00263459,74.014,0.380772,-0.00263459,1279.48,1672.6,2051.59,2132.71,2459.45,3836.96,150,299790
1.3785,0.976796,0.194425,4,19,0,-0.738832,72.6965,0.328773,-0.00183739,72.6965,0.328773,-0.00183739,1262.24,1657.62,2041.91,2124.54,2458.48,3874.59,150,299790
1.44989,0.967924,0.194425,2,7,0,0.298417,72.6518,0.346606,-2.53768e-05,72.6518,0.346606,-2.53768e-05,1270.66,1664.25,2044.19,2125.49,2452.44,3786.79,150,299790
1.16856,0.992125,0.194425,4,23,0,0.01263,68.0369,0.285711,0.0043292,68.0369,0.285711,0.0043292,1267.97,1667.02,2053.46,2136.15,2467.84,3748.73,150,299790
1.38109,0.989074,0.194425,3,15,0,-0.703679,70.2917,0.309918,0.00234324,70.2917,0.309918,0.00234324,1266.64,1662.93,2046.38,2128.46,2458.21,3765.87,150,299790
-0.0272354,0.583856,0.194425,4,17,0,2.3384,76.7886,0.442381,-0.00674496,76.7886,0.442381,-0.00674496,1286.87,1676.34,2050.64,2130.74,2453.88,3880.68,150,299790
0.375606,0.999841,0.194425,3,7,0,0.2206,76.9323,0.384526,-0.00790641,76.9323,0.384526,-0.00790641,1263,1654.72,2035.8,2117.98,2452,4005.9,150,299790
0.221363,0.986458,0.194425,3,7,0,0.0756443,77.3989,0.431133,-0.00460085,77.3989,0.431133,-0.00460085,1275.22,1661.15,2031.37,2110.45,2428.66,3789.92,150,299790
0.00511368,0.993644,0.194425,3,15,0,0.469376,78.0375,0.437287,-0.00544078,78.0375,0.437287,-0.00544078,1273.34,1658.46,2028.06,2107.05,2425.2,3801.96,150,299790
1.08703,0.99169,0.194425,4,31,0,1.24608,74.3803,0.387222,-0.00324176,74.3803,0.387222,-0.00324176,1280.1,1672.9,2051.58,2132.65,2459.36,3847.78,150,299790
0.870339,0.980328,0.194425,3,15,0,-0.194437,73.1065,0.322969,-0.00340127,73.1065,0.322969,-0.00340127,1257.13,1653.23,2039.88,2123.27,2461.57,3944.74,150,299790
0.508665,0.974104,0.194425,4,31,0,-0.0411531,67.9539,0.302137,0.00403572,67.9539,0.302137,0.00403572,1280.69,1681.21,2068.05,2150.71,2481.99,3762.84,150,299790
0.250728,0.999143,0.194425,4,15,0,-0.0121016,67.3852,0.254705,0.00305862,67.3852,0.254705,0.00305862,1251.1,1651.43,2042.68,2126.88,2466.56,3817.88,150,299790
