# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-20 13:48:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model2/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpqnwu57i0/u2xb1q4t.json
# random
#   seed = 37728
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output2/bao/bao-20230720144840.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c
# Adaptation terminated
# Step size = 0.175576
# Diagonal elements of inverse mass matrix:
# 0.0043326, 0.0393143, 5.33141e-05
1.36398,0.991415,0.175576,3,11,0,-1.2456,74.3977,0.361626,-0.0029371,74.3977,0.361626,-0.0029371,1267.13,1659.65,2039.58,2121.1,2450.2,3855.28,150,299790
1.30451,0.957259,0.175576,4,23,0,-0.806863,68.8545,0.298738,0.002488,68.8545,0.298738,0.002488,1271.93,1671.63,2059.12,2142.15,2475.97,3800.5,150,299790
0.973955,0.943265,0.175576,4,21,0,0.153024,69.2002,0.306762,0.000802054,69.2002,0.306762,0.000802054,1276.21,1677.38,2066.97,2150.59,2487.63,3861.04,150,299790
1.01541,0.808145,0.175576,3,15,0,1.43136,67.9076,0.280592,0.00138109,67.9076,0.280592,0.00138109,1268.93,1671.84,2064.77,2149.3,2490.51,3878.63,150,299790
-0.371186,0.964942,0.175576,2,3,0,0.482425,68.3542,0.258282,-0.00138819,68.3542,0.258282,-0.00138819,1250.73,1654.49,2052.63,2138.95,2490.37,4017.77,150,299790
0.550834,0.951,0.175576,3,15,0,1.72402,66.7787,0.25178,0.00196402,66.7787,0.25178,0.00196402,1255.53,1658.85,2054.22,2139.5,2484.45,3886.66,150,299790
-0.448634,0.873865,0.175576,2,3,0,0.815572,66.2881,0.251433,-0.000168178,66.2881,0.251433,-0.000168178,1262.45,1670.11,2071.66,2158.62,2511.97,4012.44,150,299790
-0.62566,0.786017,0.175576,4,19,0,2.98408,69.5326,0.265602,0.000127129,69.5326,0.265602,0.000127129,1244.28,1643.17,2034.53,2119.06,2461.76,3898.52,150,299790
1.26962,0.814843,0.175576,3,15,0,4.09527,71.7216,0.340291,-0.00147541,71.7216,0.340291,-0.00147541,1276.92,1674.68,2060.16,2142.88,2476.61,3876.13,150,299790
1.55364,1,0.175576,2,3,0,-1.31504,72.3122,0.334072,-0.000639321,72.3122,0.334072,-0.000639321,1267.24,1662.29,2044.98,2127.05,2457.86,3827.79,150,299790
1.55364,0.371174,0.175576,2,3,0,3.13165,72.3122,0.334072,-0.000639321,72.3122,0.334072,-0.000639321,1267.24,1662.29,2044.98,2127.05,2457.86,3827.79,150,299790
-0.270826,0.969788,0.175576,4,31,0,2.19041,62.0426,0.218782,0.00779222,62.0426,0.218782,0.00779222,1262.55,1668.72,2064.8,2149.74,2490.37,3749.12,150,299790
-0.546836,0.897278,0.175576,4,15,0,1.17082,63.0081,0.227739,0.00989377,63.0081,0.227739,0.00989377,1259.51,1661.05,2050.09,2133.12,2464.47,3648.51,150,299790
-0.276855,0.755777,0.175576,3,11,0,2.70308,65.5794,0.266319,0.0101633,65.5794,0.266319,0.0101633,1269.01,1666.55,2048.55,2129.71,2452.4,3598.56,150,299790
0.966042,0.681178,0.175576,2,7,0,3.29851,67.665,0.26663,0.00291797,67.665,0.26663,0.00291797,1258.51,1659.18,2049.85,2133.82,2472.24,3817.14,150,299790
0.649804,0.77267,0.175576,3,11,0,0.759665,68.5868,0.311163,0.00453686,68.5868,0.311163,0.00453686,1280.27,1678.73,2062.56,2144.43,2472.03,3726.68,150,299790
1.41106,0.999247,0.175576,4,27,0,-0.316503,73.5635,0.363946,-0.00289998,73.5635,0.363946,-0.00289998,1275.33,1670,2051.82,2133.72,2464.26,3873.22,150,299790
-0.0240141,0.696339,0.175576,3,11,0,2.50868,78.071,0.454146,-0.00845257,78.071,0.454146,-0.00845257,1282.55,1670.33,2043.37,2123.29,2446.33,3908.53,150,299790
