lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 0.975651
# Diagonal elements of inverse mass matrix:
# 0.000926307
-51.0638,0.993249,0.975651,2,3,0,51.0663,0.281554,3.26155e+07,1.3703e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7725,23.7428,23.7748,23.771,23.8782,23.8132,23.8769,23.853,23.7961,23.8227,23.8773,23.8027,23.7467,23.82,23.8179,23.8016,23.8071,23.7967,23.7961,23.765,23.7969,23.8332,23.8054,23.8,23.8112,23.801,23.8214,23.7949,23.8199,23.7779,23.7697,23.8104,23.8107,23.7708,23.6703
-52.4937,0.747574,0.975651,1,3,0,52.7306,0.269407,3.26011e+07,1.37e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7736,23.7696,23.8765,23.8114,23.8749,23.8509,23.7937,23.8202,23.8746,23.7997,23.7435,23.8165,23.8142,23.7975,23.8028,23.7919,23.791,23.7596,23.7911,23.827,23.7988,23.7929,23.8035,23.7927,23.8125,23.7852,23.8093,23.7664,23.7568,23.7962,23.7949,23.752,23.6485
-52.4937,0.815307,0.975651,1,1,0,53.3973,0.269407,3.26011e+07,1.37e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7736,23.7696,23.8765,23.8114,23.8749,23.8509,23.7937,23.8202,23.8746,23.7997,23.7435,23.8165,23.8142,23.7975,23.8028,23.7919,23.791,23.7596,23.7911,23.827,23.7988,23.7929,23.8035,23.7927,23.8125,23.7852,23.8093,23.7664,23.7568,23.7962,23.7949,23.752,23.6485
-51.2497,0.998443,0.975651,2,7,0,52.2133,0.290726,3.26262e+07,1.37052e+06,57571.6,23.8158,23.7565,23.7821,23.7813,23.7826,23.7732,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8546,23.7979,23.8246,23.8794,23.805,23.7492,23.8226,23.8208,23.8046,23.8104,23.8002,23.7998,23.769,23.8013,23.8379,23.8104,23.8054,23.817,23.8072,23.8281,23.8021,23.8278,23.7864,23.7792,23.8209,23.8224,23.7846,23.6863
-51.0594,1,0.975651,2,7,0,51.2072,0.281674,3.26156e+07,1.3703e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7725,23.7428,23.7748,23.771,23.8782,23.8132,23.8769,23.853,23.7961,23.8228,23.8773,23.8027,23.7468,23.82,23.818,23.8016,23.8071,23.7967,23.7961,23.765,23.797,23.8333,23.8055,23.8001,23.8113,23.8011,23.8215,23.795,23.82,23.778,23.7698,23.8105,23.8109,23.771,23.6705
-52.7662,0.784897,0.975651,2,3,0,53.1897,0.268098,3.25996e+07,1.36997e+06,57571.6,23.8153,23.7558,23.7811,23.78,23.7811,23.7715,23.7415,23.7734,23.7694,23.8764,23.8112,23.8747,23.8506,23.7935,23.8199,23.8743,23.7994,23.7431,23.8161,23.8138,23.7971,23.8023,23.7914,23.7905,23.759,23.7905,23.8263,23.798,23.7921,23.8026,23.7918,23.8115,23.7842,23.8082,23.7652,23.7554,23.7947,23.7932,23.75,23.6461
-51.0087,1,0.975651,2,3,0,52.5504,0.284881,3.26194e+07,1.37038e+06,57571.6,23.8157,23.7563,23.7819,23.7809,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8234,23.8781,23.8035,23.7476,23.821,23.819,23.8027,23.8083,23.7979,23.7974,23.7665,23.7985,23.8349,23.8073,23.802,23.8133,23.8033,23.8238,23.7975,23.8228,23.781,23.7731,23.8142,23.815,23.7758,23.6761
-51.0093,0.974793,0.975651,2,3,0,51.1792,0.284999,3.26195e+07,1.37038e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8235,23.8781,23.8035,23.7476,23.821,23.819,23.8027,23.8083,23.798,23.7975,23.7665,23.7986,23.835,23.8073,23.8021,23.8134,23.8034,23.8239,23.7976,23.8229,23.7811,23.7733,23.8143,23.8151,23.776,23.6763
-51.0366,0.991955,0.975651,1,3,0,51.0558,0.282391,3.26164e+07,1.37032e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8783,23.8133,23.8771,23.8531,23.7963,23.8229,23.8775,23.8029,23.7469,23.8203,23.8182,23.8019,23.8074,23.797,23.7964,23.7654,23.7973,23.8336,23.8059,23.8005,23.8118,23.8016,23.822,23.7956,23.8207,23.7786,23.7705,23.8113,23.8118,23.772,23.6717
-51.0685,0.989388,0.975651,2,3,0,51.1326,0.281432,3.26153e+07,1.3703e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7725,23.7427,23.7748,23.771,23.8781,23.8132,23.8769,23.853,23.7961,23.8227,23.8773,23.8027,23.7467,23.82,23.8179,23.8015,23.8071,23.7966,23.796,23.7649,23.7969,23.8331,23.8054,23.8,23.8112,23.8009,23.8213,23.7948,23.8198,23.7777,23.7695,23.8102,23.8105,23.7706,23.6701
-51.4748,0.932461,0.975651,1,3,0,51.4956,0.275999,3.26089e+07,1.37016e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7721,23.7422,23.7742,23.7704,23.8774,23.8124,23.876,23.852,23.795,23.8216,23.8761,23.8013,23.7453,23.8184,23.8162,23.7997,23.8051,23.7945,23.7938,23.7625,23.7943,23.8304,23.8024,23.7968,23.8077,23.7973,23.8173,23.7905,23.8151,23.7726,23.7638,23.8039,23.8035,23.7622,23.6604
-52.3028,0.838157,0.975651,1,1,0,52.3044,0.270398,3.26023e+07,1.37002e+06,57571.6,23.8154,23.7558,23.7812,23.7802,23.7813,23.7717,23.7417,23.7737,23.7697,23.8767,23.8116,23.8751,23.851,23.7939,23.8204,23.8748,23.7999,23.7438,23.8168,23.8145,23.7979,23.8031,23.7923,23.7915,23.76,23.7916,23.8275,23.7993,23.7935,23.8041,23.7934,23.8132,23.786,23.8102,23.7673,23.7579,23.7974,23.7962,23.7536,23.6503
-51.0309,0.947702,0.975651,1,3,0,52.7184,0.286431,3.26212e+07,1.37042e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8139,23.8777,23.8538,23.7971,23.8237,23.8784,23.8039,23.748,23.8214,23.8194,23.8032,23.8088,23.7985,23.7981,23.7671,23.7992,23.8357,23.8081,23.8029,23.8143,23.8043,23.825,23.7988,23.8242,23.7824,23.7748,23.816,23.8169,23.7782,23.6788
-51.818,0.905574,0.975651,2,3,0,51.8494,0.273322,3.26058e+07,1.3701e+06,57571.6,23.8155,23.7559,23.7814,23.7803,23.7815,23.7719,23.742,23.774,23.7701,23.8771,23.812,23.8756,23.8515,23.7945,23.821,23.8754,23.8007,23.7445,23.8176,23.8154,23.7988,23.8042,23.7935,23.7927,23.7613,23.793,23.829,23.8009,23.7952,23.806,23.7954,23.8153,23.7884,23.8128,23.7701,23.761,23.8008,23.8,23.7581,23.6556
-52.8141,0.811491,0.975651,1,1,0,52.8338,0.267879,3.25993e+07,1.36996e+06,57571.6,23.8153,23.7558,23.7811,23.78,23.7811,23.7715,23.7415,23.7734,23.7694,23.8763,23.8112,23.8747,23.8506,23.7935,23.8199,23.8742,23.7993,23.7431,23.8161,23.8137,23.797,23.8022,23.7913,23.7904,23.7589,23.7904,23.8262,23.7979,23.792,23.8025,23.7917,23.8113,23.784,23.808,23.7649,23.7552,23.7944,23.7929,23.7496,23.6457
-51.6721,1,0.975651,1,1,0,52.5758,0.274371,3.2607e+07,1.37012e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8772,23.8121,23.8757,23.8517,23.7947,23.8212,23.8757,23.8009,23.7448,23.8179,23.8157,23.7992,23.8045,23.7939,23.7931,23.7618,23.7935,23.8295,23.8015,23.7958,23.8067,23.7961,23.8161,23.7892,23.8137,23.7711,23.7621,23.802,23.8014,23.7597,23.6575
-51.84,0.964882,0.975651,1,1,0,51.9427,0.273173,3.26056e+07,1.37009e+06,57571.6,23.8154,23.7559,23.7814,23.7803,23.7815,23.7719,23.742,23.774,23.77,23.877,23.812,23.8755,23.8515,23.7945,23.821,23.8754,23.8006,23.7445,23.8176,23.8154,23.7988,23.8041,23.7934,23.7926,23.7613,23.7929,23.8289,23.8008,23.7951,23.8059,23.7953,23.8152,23.7883,23.8126,23.77,23.7608,23.8006,23.7998,23.7579,23.6553
-51.0903,1,0.975651,2,3,0,51.6739,0.288135,3.26232e+07,1.37046e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7434,23.7755,23.7718,23.879,23.8141,23.878,23.8541,23.7974,23.8241,23.8788,23.8043,23.7485,23.8219,23.82,23.8038,23.8095,23.7992,23.7988,23.7679,23.8,23.8366,23.809,23.8039,23.8154,23.8055,23.8262,23.8001,23.8256,23.784,23.7765,23.8179,23.8191,23.7807,23.6818
-51.5743,0.920081,0.975651,1,3,0,51.5885,0.294045,3.263e+07,1.37061e+06,57571.6,23.8159,23.7566,23.7823,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.815,23.8789,23.8552,23.7985,23.8253,23.8801,23.8058,23.75,23.8236,23.8218,23.8057,23.8116,23.8015,23.8012,23.7705,23.8028,23.8396,23.8122,23.8073,23.8191,23.8094,23.8305,23.8047,23.8307,23.7895,23.7826,23.8247,23.8266,23.7896,23.692
-51.5743,0.789841,0.975651,1,1,0,52.3283,0.294045,3.263e+07,1.37061e+06,57571.6,23.8159,23.7566,23.7823,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.815,23.8789,23.8552,23.7985,23.8253,23.8801,23.8058,23.75,23.8236,23.8218,23.8057,23.8116,23.8015,23.8012,23.7705,23.8028,23.8396,23.8122,23.8073,23.8191,23.8094,23.8305,23.8047,23.8307,23.7895,23.7826,23.8247,23.8266,23.7896,23.692
-51.0407,0.961691,0.975651,1,3,0,51.8315,0.282247,3.26163e+07,1.37032e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8782,23.8133,23.877,23.8531,23.7962,23.8229,23.8775,23.8029,23.7469,23.8202,23.8182,23.8018,23.8074,23.7969,23.7963,23.7653,23.7973,23.8336,23.8058,23.8005,23.8117,23.8015,23.8219,23.7955,23.8205,23.7785,23.7704,23.8112,23.8116,23.7718,23.6715
-51.0627,0.983231,0.975651,1,3,0,51.1678,0.287466,3.26224e+07,1.37044e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8779,23.854,23.7973,23.824,23.8787,23.8042,23.7483,23.8217,23.8198,23.8036,23.8092,23.7989,23.7985,23.7676,23.7997,23.8362,23.8087,23.8035,23.815,23.805,23.8257,23.7996,23.825,23.7834,23.7758,23.8172,23.8183,23.7797,23.6806
-51.2535,0.977996,0.975651,2,7,0,51.255,0.278326,3.26117e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7955,23.8221,23.8766,23.8019,23.7459,23.8191,23.8169,23.8005,23.806,23.7954,23.7947,23.7636,23.7954,23.8315,23.8037,23.7982,23.8092,23.7988,23.819,23.7924,23.8171,23.7748,23.7663,23.8066,23.8065,23.7658,23.6645
-51.1098,1,0.975651,1,1,0,51.224,0.28052,3.26143e+07,1.37027e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.7819,23.7725,23.7427,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.8771,23.8024,23.7465,23.8197,23.8176,23.8012,23.8067,23.7963,23.7956,23.7645,23.7964,23.8327,23.8049,23.7994,23.8106,23.8003,23.8206,23.7941,23.819,23.7769,23.7686,23.8092,23.8094,23.7692,23.6684
-51.1204,0.997677,0.975651,1,1,0,51.1403,0.28032,3.2614e+07,1.37027e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7724,23.7426,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.877,23.8024,23.7464,23.8197,23.8176,23.8012,23.8067,23.7962,23.7955,23.7644,23.7963,23.8326,23.8048,23.7993,23.8105,23.8002,23.8205,23.7939,23.8189,23.7767,23.7684,23.8089,23.8091,23.7689,23.6681
-51.1239,0.99921,0.975651,1,1,0,51.148,0.280254,3.26139e+07,1.37027e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7724,23.7426,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.877,23.8024,23.7464,23.8196,23.8175,23.8012,23.8066,23.7962,23.7955,23.7644,23.7963,23.8325,23.8047,23.7993,23.8104,23.8001,23.8204,23.7939,23.8188,23.7766,23.7683,23.8089,23.809,23.7688,23.668
-51.0452,1,0.975651,1,1,0,51.1064,0.282096,3.26161e+07,1.37031e+06,57571.6,23.8157,23.7562,23.7817,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8782,23.8133,23.877,23.8531,23.7962,23.8228,23.8774,23.8028,23.7469,23.8202,23.8181,23.8018,23.8073,23.7969,23.7963,23.7652,23.7972,23.8335,23.8057,23.8004,23.8116,23.8014,23.8218,23.7953,23.8204,23.7784,23.7702,23.811,23.8114,23.7716,23.6712
-51.0116,0.956528,0.975651,2,3,0,51.3555,0.285293,3.26198e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7728,23.7431,23.7752,23.7715,23.8786,23.8137,23.8775,23.8536,23.7968,23.8235,23.8782,23.8036,23.7477,23.8211,23.8191,23.8028,23.8084,23.7981,23.7976,23.7666,23.7987,23.8351,23.8075,23.8022,23.8136,23.8036,23.8241,23.7979,23.8232,23.7813,23.7736,23.8147,23.8155,23.7764,23.6769
-51.2078,0.975133,0.975651,2,3,0,51.2193,0.278928,3.26124e+07,1.37023e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7746,23.7707,23.8778,23.8128,23.8765,23.8525,23.7956,23.8222,23.8767,23.8021,23.746,23.8193,23.8171,23.8007,23.8062,23.7956,23.795,23.7638,23.7957,23.8319,23.804,23.7985,23.8096,23.7992,23.8195,23.7928,23.8177,23.7754,23.7669,23.8073,23.8073,23.7668,23.6656
-51.6112,0.838815,0.975651,1,3,0,52.4313,0.294353,3.26304e+07,1.37061e+06,57571.6,23.8159,23.7566,23.7823,23.7815,23.7828,23.7735,23.7439,23.7762,23.7725,23.8798,23.815,23.879,23.8552,23.7986,23.8254,23.8802,23.8058,23.7501,23.8237,23.8219,23.8059,23.8117,23.8016,23.8013,23.7706,23.803,23.8397,23.8124,23.8075,23.8193,23.8097,23.8307,23.805,23.8309,23.7897,23.7829,23.825,23.827,23.79,23.6926
-51.5674,0.811787,0.975651,2,7,0,53.1364,0.275198,3.2608e+07,1.37014e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7422,23.7742,23.7703,23.8773,23.8123,23.8759,23.8519,23.7949,23.8214,23.8759,23.8011,23.745,23.8182,23.816,23.7995,23.8048,23.7942,23.7934,23.7622,23.7939,23.8299,23.802,23.7963,23.8072,23.7967,23.8167,23.7899,23.8144,23.7719,23.763,23.803,23.8025,23.761,23.659
-51.1904,1,0.975651,1,1,0,51.4853,0.279177,3.26127e+07,1.37024e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7819,23.7724,23.7425,23.7746,23.7707,23.8778,23.8128,23.8765,23.8526,23.7957,23.8222,23.8768,23.8021,23.7461,23.8193,23.8172,23.8008,23.8063,23.7957,23.7951,23.7639,23.7958,23.832,23.8041,23.7987,23.8097,23.7994,23.8197,23.793,23.8179,23.7756,23.7672,23.8076,23.8076,23.7671,23.6661
-51.1869,1,0.975651,2,7,0,51.1902,0.289856,3.26252e+07,1.3705e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7826,23.7732,23.7435,23.7757,23.772,23.8792,23.8144,23.8783,23.8544,23.7977,23.8245,23.8792,23.8047,23.7489,23.8224,23.8205,23.8044,23.8101,23.7999,23.7995,23.7687,23.8009,23.8374,23.81,23.8049,23.8165,23.8066,23.8274,23.8015,23.8271,23.7856,23.7783,23.8199,23.8213,23.7833,23.6848
-51.1953,0.940867,0.975651,1,3,0,51.6799,0.279105,3.26126e+07,1.37024e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7819,23.7724,23.7425,23.7746,23.7707,23.8778,23.8128,23.8765,23.8526,23.7956,23.8222,23.8768,23.8021,23.7461,23.8193,23.8172,23.8008,23.8062,23.7957,23.795,23.7639,23.7958,23.8319,23.8041,23.7986,23.8097,23.7994,23.8196,23.793,23.8178,23.7756,23.7671,23.8075,23.8075,23.767,23.6659
-51.1528,1,0.975651,1,1,0,51.208,0.279755,3.26134e+07,1.37026e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7746,23.7708,23.8779,23.8129,23.8766,23.8527,23.7958,23.8224,23.8769,23.8023,23.7462,23.8195,23.8174,23.801,23.8065,23.796,23.7953,23.7642,23.7961,23.8323,23.8045,23.799,23.8101,23.7998,23.8201,23.7935,23.8184,23.7762,23.7678,23.8083,23.8084,23.768,23.6671
-51.2584,0.927959,0.975651,1,3,0,51.7266,0.290838,3.26263e+07,1.37053e+06,57571.6,23.8159,23.7565,23.7821,23.7813,23.7826,23.7733,23.7436,23.7758,23.7721,23.8794,23.8145,23.8784,23.8546,23.7979,23.8247,23.8794,23.805,23.7492,23.8227,23.8208,23.8047,23.8104,23.8002,23.7999,23.7691,23.8013,23.8379,23.8105,23.8055,23.8171,23.8073,23.8282,23.8022,23.8279,23.7865,23.7793,23.821,23.8225,23.7848,23.6865
-51.3689,0.974384,0.975651,1,1,0,51.4034,0.292112,3.26278e+07,1.37056e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7734,23.7437,23.7759,23.7723,23.8795,23.8147,23.8786,23.8548,23.7982,23.8249,23.8797,23.8053,23.7495,23.823,23.8212,23.8051,23.8109,23.8007,23.8004,23.7696,23.8019,23.8386,23.8112,23.8062,23.8179,23.8082,23.8291,23.8032,23.829,23.7877,23.7806,23.8225,23.8242,23.7867,23.6887
-51.3689,0.897792,0.975651,1,3,0,52.3128,0.292112,3.26278e+07,1.37056e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7734,23.7437,23.7759,23.7723,23.8795,23.8147,23.8786,23.8548,23.7982,23.8249,23.8797,23.8053,23.7495,23.823,23.8212,23.8051,23.8109,23.8007,23.8004,23.7696,23.8019,23.8386,23.8112,23.8062,23.8179,23.8082,23.8291,23.8032,23.829,23.7877,23.7806,23.8225,23.8242,23.7867,23.6887
-51.0243,0.997718,0.975651,1,3,0,51.3309,0.286134,3.26208e+07,1.37041e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8138,23.8777,23.8538,23.797,23.8237,23.8784,23.8038,23.7479,23.8213,23.8194,23.8031,23.8087,23.7984,23.7979,23.767,23.7991,23.8355,23.8079,23.8027,23.8141,23.8041,23.8247,23.7985,23.8239,23.7821,23.7744,23.8156,23.8166,23.7777,23.6783
-51.0088,0.94006,0.975651,2,3,0,51.4439,0.284116,3.26185e+07,1.37036e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8785,23.8136,23.8773,23.8534,23.7966,23.8233,23.8779,23.8033,23.7474,23.8207,23.8187,23.8024,23.808,23.7977,23.7971,23.7661,23.7981,23.8345,23.8068,23.8015,23.8129,23.8028,23.8233,23.7969,23.8222,23.7803,23.7723,23.8133,23.814,23.7747,23.6748
-51.0234,0.943699,0.975651,2,3,0,51.4023,0.286088,3.26208e+07,1.37041e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8787,23.8138,23.8777,23.8538,23.797,23.8237,23.8783,23.8038,23.7479,23.8213,23.8193,23.8031,23.8087,23.7984,23.7979,23.767,23.7991,23.8355,23.8079,23.8027,23.8141,23.8041,23.8247,23.7985,23.8239,23.7821,23.7744,23.8156,23.8165,23.7776,23.6782
-51.1328,0.963417,0.975651,1,3,0,51.2466,0.280095,3.26138e+07,1.37026e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7724,23.7426,23.7747,23.7708,23.878,23.813,23.8767,23.8527,23.7958,23.8224,23.877,23.8023,23.7463,23.8196,23.8175,23.8011,23.8066,23.7961,23.7955,23.7643,23.7962,23.8325,23.8046,23.7992,23.8103,23.8,23.8203,23.7938,23.8187,23.7765,23.7681,23.8087,23.8088,23.7685,23.6677
-51.3248,0.986242,0.975651,2,3,0,51.3265,0.27749,3.26107e+07,1.3702e+06,57571.6,23.8155,23.7561,23.7815,23.7806,23.7818,23.7722,23.7424,23.7744,23.7705,23.8776,23.8126,23.8763,23.8523,23.7953,23.8219,23.8764,23.8017,23.7456,23.8188,23.8167,23.8002,23.8057,23.7951,23.7944,23.7632,23.795,23.8311,23.8032,23.7977,23.8087,23.7983,23.8184,23.7917,23.8164,23.774,23.7654,23.8057,23.8055,23.7645,23.6631
-51.8292,0.842052,0.975651,2,3,0,53.0353,0.296008,3.26323e+07,1.37065e+06,57571.6,23.816,23.7566,23.7823,23.7815,23.7829,23.7737,23.7441,23.7763,23.7727,23.8801,23.8153,23.8793,23.8555,23.7989,23.8257,23.8806,23.8063,23.7505,23.8242,23.8224,23.8064,23.8123,23.8022,23.802,23.7714,23.8038,23.8406,23.8133,23.8085,23.8204,23.8108,23.8319,23.8063,23.8323,23.7913,23.7846,23.8269,23.8291,23.7925,23.6954
-51.1592,0.905724,0.975651,1,3,0,52.5282,0.279653,3.26132e+07,1.37025e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7746,23.7708,23.8779,23.8129,23.8766,23.8527,23.7957,23.8223,23.8769,23.8022,23.7462,23.8195,23.8174,23.801,23.8064,23.7959,23.7953,23.7642,23.796,23.8322,23.8044,23.7989,23.81,23.7997,23.82,23.7934,23.8183,23.7761,23.7677,23.8082,23.8083,23.7679,23.6669
-51.2919,0.971304,0.975651,1,1,0,51.3014,0.277862,3.26111e+07,1.37021e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7744,23.7706,23.8777,23.8126,23.8763,23.8523,23.7954,23.822,23.8765,23.8018,23.7457,23.8189,23.8168,23.8004,23.8058,23.7952,23.7945,23.7634,23.7952,23.8313,23.8034,23.7979,23.8089,23.7985,23.8187,23.792,23.8167,23.7744,23.7658,23.8061,23.8059,23.7651,23.6637
-51.1193,1,0.975651,2,3,0,51.2555,0.280341,3.2614e+07,1.37027e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7724,23.7426,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.877,23.8024,23.7464,23.8197,23.8176,23.8012,23.8067,23.7962,23.7956,23.7645,23.7964,23.8326,23.8048,23.7993,23.8105,23.8002,23.8205,23.794,23.8189,23.7767,23.7684,23.809,23.8091,23.7689,23.6681
-51.0122,1,0.975651,2,3,0,51.0989,0.285354,3.26199e+07,1.37039e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7728,23.7431,23.7752,23.7715,23.8787,23.8137,23.8775,23.8536,23.7969,23.8235,23.8782,23.8036,23.7477,23.8211,23.8191,23.8029,23.8085,23.7981,23.7976,23.7667,23.7987,23.8351,23.8075,23.8023,23.8136,23.8036,23.8242,23.7979,23.8232,23.7814,23.7736,23.8147,23.8156,23.7765,23.677
-51.6031,0.856057,0.975651,1,3,0,51.8815,0.274908,3.26077e+07,1.37014e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8773,23.8122,23.8758,23.8518,23.7948,23.8214,23.8758,23.8011,23.745,23.8181,23.8159,23.7994,23.8047,23.7941,23.7933,23.762,23.7938,23.8298,23.8018,23.7962,23.807,23.7965,23.8165,23.7896,23.8142,23.7716,23.7627,23.8027,23.8021,23.7606,23.6584
-51.2416,1,0.975651,2,3,0,51.5275,0.278477,3.26119e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8777,23.8127,23.8764,23.8524,23.7955,23.8221,23.8766,23.8019,23.7459,23.8191,23.817,23.8006,23.806,23.7955,23.7948,23.7636,23.7955,23.8316,23.8038,23.7982,23.8093,23.7989,23.8191,23.7925,23.8173,23.775,23.7664,23.8068,23.8067,23.7661,23.6648
-51.8664,0.781952,0.975651,1,3,0,52.916,0.296268,3.26326e+07,1.37066e+06,57571.6,23.816,23.7566,23.7823,23.7816,23.783,23.7737,23.7441,23.7764,23.7727,23.8801,23.8153,23.8793,23.8555,23.799,23.8258,23.8806,23.8063,23.7506,23.8242,23.8225,23.8065,23.8123,23.8023,23.8021,23.7715,23.8039,23.8407,23.8134,23.8086,23.8205,23.8109,23.8321,23.8065,23.8326,23.7915,23.7849,23.8272,23.8294,23.7929,23.6958
-51.8411,1,0.975651,2,7,0,51.8551,0.273165,3.26056e+07,1.37009e+06,57571.6,23.8154,23.7559,23.7814,23.7803,23.7815,23.7719,23.742,23.774,23.77,23.877,23.812,23.8755,23.8515,23.7945,23.821,23.8754,23.8006,23.7445,23.8176,23.8154,23.7988,23.8041,23.7934,23.7926,23.7613,23.7929,23.8289,23.8008,23.7951,23.8059,23.7953,23.8152,23.7883,23.8126,23.77,23.7608,23.8006,23.7998,23.7579,23.6553
-53.0769,0.772222,0.975651,1,1,0,53.0857,0.266727,3.2598e+07,1.36993e+06,57571.6,23.8153,23.7557,23.7811,23.78,23.7811,23.7714,23.7414,23.7733,23.7693,23.8762,23.811,23.8745,23.8504,23.7932,23.8196,23.8739,23.799,23.7428,23.8157,23.8134,23.7966,23.8018,23.7909,23.7899,23.7584,23.7899,23.8256,23.7973,23.7913,23.8018,23.7909,23.8105,23.7831,23.807,23.7638,23.7539,23.793,23.7914,23.7478,23.6436
-51.2952,0.947274,0.975651,2,3,0,53.599,0.277824,3.26111e+07,1.37021e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7744,23.7706,23.8777,23.8126,23.8763,23.8523,23.7954,23.822,23.8765,23.8018,23.7457,23.8189,23.8168,23.8003,23.8058,23.7952,23.7945,23.7633,23.7952,23.8313,23.8034,23.7979,23.8089,23.7985,23.8187,23.792,23.8167,23.7744,23.7657,23.8061,23.8059,23.7651,23.6636
-52.4201,0.811673,0.975651,2,3,0,53.2106,0.269781,3.26016e+07,1.37001e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7813,23.7716,23.7417,23.7736,23.7696,23.8766,23.8115,23.875,23.8509,23.7938,23.8203,23.8746,23.7998,23.7436,23.8166,23.8143,23.7976,23.8029,23.7921,23.7912,23.7598,23.7913,23.8272,23.799,23.7931,23.8037,23.793,23.8127,23.7855,23.8097,23.7668,23.7572,23.7966,23.7954,23.7526,23.6492
