lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
# Adaptation terminated
# Step size = 1.37767
# Diagonal elements of inverse mass matrix:
# 0.000598638
-51.4785,0.736484,1.37767,2,3,0,52.7088,0.275966,3.26089e+07,1.37016e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7721,23.7422,23.7742,23.7704,23.8774,23.8124,23.876,23.852,23.795,23.8216,23.876,23.8013,23.7452,23.8184,23.8162,23.7997,23.8051,23.7945,23.7938,23.7625,23.7943,23.8303,23.8024,23.7968,23.8077,23.7972,23.8173,23.7905,23.8151,23.7726,23.7638,23.8039,23.8035,23.7622,23.6603
-51.0988,1,1.37767,1,1,0,51.371,0.280743,3.26145e+07,1.37028e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7747,23.7709,23.878,23.8131,23.8768,23.8528,23.796,23.8226,23.8771,23.8025,23.7465,23.8198,23.8177,23.8013,23.8068,23.7963,23.7957,23.7646,23.7965,23.8328,23.805,23.7996,23.8107,23.8005,23.8208,23.7943,23.8192,23.7771,23.7688,23.8094,23.8097,23.7695,23.6688
-51.136,0.996485,1.37767,2,3,0,51.1553,0.28004,3.26137e+07,1.37026e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7724,23.7426,23.7747,23.7708,23.878,23.813,23.8767,23.8527,23.7958,23.8224,23.877,23.8023,23.7463,23.8196,23.8175,23.8011,23.8066,23.7961,23.7954,23.7643,23.7962,23.8324,23.8046,23.7992,23.8103,23.8,23.8203,23.7937,23.8186,23.7764,23.7681,23.8086,23.8088,23.7685,23.6676
-51.6583,0.863295,1.37767,1,1,0,51.6584,0.274476,3.26071e+07,1.37012e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8772,23.8122,23.8758,23.8517,23.7947,23.8213,23.8757,23.801,23.7448,23.818,23.8158,23.7992,23.8046,23.7939,23.7931,23.7619,23.7936,23.8296,23.8016,23.7959,23.8067,23.7962,23.8162,23.7893,23.8138,23.7712,23.7622,23.8021,23.8015,23.7599,23.6577
-51.0964,1,1.37767,1,3,0,51.5021,0.280793,3.26146e+07,1.37028e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7747,23.7709,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8771,23.8025,23.7465,23.8198,23.8177,23.8013,23.8068,23.7964,23.7957,23.7647,23.7966,23.8328,23.805,23.7996,23.8108,23.8005,23.8208,23.7943,23.8193,23.7771,23.7689,23.8095,23.8097,23.7696,23.6689
-51.0078,0.999723,1.37767,1,3,0,51.0848,0.28455,3.2619e+07,1.37037e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7728,23.743,23.7751,23.7714,23.8785,23.8136,23.8774,23.8535,23.7967,23.8234,23.878,23.8034,23.7475,23.8209,23.8189,23.8026,23.8082,23.7978,23.7973,23.7663,23.7984,23.8347,23.8071,23.8018,23.8131,23.8031,23.8236,23.7973,23.8225,23.7807,23.7728,23.8138,23.8145,23.7753,23.6755
-51.019,0.99705,1.37767,1,3,0,51.0209,0.283192,3.26174e+07,1.37034e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8784,23.8134,23.8772,23.8533,23.7964,23.8231,23.8777,23.8031,23.7472,23.8205,23.8184,23.8021,23.8077,23.7973,23.7967,23.7657,23.7977,23.834,23.8063,23.801,23.8123,23.8021,23.8226,23.7962,23.8214,23.7794,23.7714,23.8123,23.8128,23.7733,23.6732
-51.2262,0.952432,1.37767,1,3,0,51.2338,0.278679,3.26121e+07,1.37023e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8778,23.8128,23.8764,23.8525,23.7956,23.8221,23.8767,23.802,23.746,23.8192,23.8171,23.8006,23.8061,23.7955,23.7949,23.7637,23.7956,23.8317,23.8039,23.7984,23.8094,23.7991,23.8193,23.7926,23.8174,23.7752,23.7666,23.807,23.807,23.7664,23.6652
-51.0889,1,1.37767,2,3,0,51.1934,0.280953,3.26148e+07,1.37028e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7748,23.7709,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8772,23.8026,23.7466,23.8198,23.8178,23.8014,23.8069,23.7964,23.7958,23.7647,23.7966,23.8329,23.8051,23.7997,23.8109,23.8006,23.821,23.7944,23.8194,23.7773,23.769,23.8097,23.8099,23.7699,23.6692
-51.0123,0.991622,1.37767,2,3,0,51.1406,0.283678,3.2618e+07,1.37035e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.7429,23.775,23.7713,23.8784,23.8135,23.8773,23.8534,23.7965,23.8232,23.8778,23.8032,23.7473,23.8206,23.8186,23.8023,23.8079,23.7975,23.7969,23.7659,23.7979,23.8343,23.8066,23.8013,23.8126,23.8025,23.8229,23.7966,23.8218,23.7798,23.7719,23.8128,23.8134,23.774,23.674
-51.0123,0.750671,1.37767,1,3,0,51.9653,0.283678,3.2618e+07,1.37035e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.7429,23.775,23.7713,23.8784,23.8135,23.8773,23.8534,23.7965,23.8232,23.8778,23.8032,23.7473,23.8206,23.8186,23.8023,23.8079,23.7975,23.7969,23.7659,23.7979,23.8343,23.8066,23.8013,23.8126,23.8025,23.8229,23.7966,23.8218,23.7798,23.7719,23.8128,23.8134,23.774,23.674
-51.008,0.996013,1.37767,2,3,0,51.0338,0.284677,3.26191e+07,1.37038e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7728,23.743,23.7752,23.7714,23.8786,23.8136,23.8774,23.8535,23.7967,23.8234,23.878,23.8035,23.7476,23.8209,23.8189,23.8026,23.8082,23.7979,23.7973,23.7664,23.7984,23.8348,23.8071,23.8019,23.8132,23.8031,23.8237,23.7974,23.8226,23.7808,23.7729,23.814,23.8147,23.7755,23.6758
-51.1016,0.690374,1.37767,2,3,0,53.0836,0.288376,3.26234e+07,1.37047e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7825,23.7731,23.7434,23.7755,23.7718,23.8791,23.8142,23.878,23.8542,23.7974,23.8242,23.8789,23.8044,23.7485,23.822,23.82,23.8039,23.8095,23.7993,23.7989,23.768,23.8002,23.8367,23.8092,23.804,23.8156,23.8056,23.8264,23.8003,23.8258,23.7842,23.7768,23.8182,23.8194,23.7811,23.6822
-51.0549,1,1.37767,1,1,0,51.0949,0.28725,3.26221e+07,1.37044e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8778,23.854,23.7972,23.8239,23.8786,23.8041,23.7482,23.8216,23.8197,23.8035,23.8091,23.7989,23.7984,23.7675,23.7996,23.8361,23.8085,23.8034,23.8148,23.8049,23.8255,23.7994,23.8249,23.7832,23.7756,23.8169,23.818,23.7794,23.6803
-51.2474,0.891598,1.37767,2,3,0,51.6788,0.278403,3.26118e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7955,23.8221,23.8766,23.8019,23.7459,23.8191,23.817,23.8005,23.806,23.7954,23.7948,23.7636,23.7954,23.8316,23.8037,23.7982,23.8092,23.7989,23.8191,23.7924,23.8172,23.7749,23.7663,23.8067,23.8066,23.7659,23.6647
-51.046,1,1.37767,2,3,0,51.2054,0.286977,3.26218e+07,1.37043e+06,57571.6,23.8158,23.7564,23.7819,23.7811,23.7824,23.773,23.7432,23.7754,23.7717,23.8789,23.814,23.8778,23.8539,23.7972,23.8239,23.8785,23.804,23.7482,23.8216,23.8196,23.8034,23.809,23.7988,23.7983,23.7674,23.7995,23.836,23.8084,23.8032,23.8147,23.8047,23.8254,23.7992,23.8246,23.7829,23.7753,23.8166,23.8176,23.779,23.6798
-51.6007,0.848737,1.37767,1,3,0,51.8423,0.274927,3.26077e+07,1.37014e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8773,23.8122,23.8758,23.8518,23.7948,23.8214,23.8758,23.8011,23.745,23.8181,23.8159,23.7994,23.8047,23.7941,23.7933,23.7621,23.7938,23.8298,23.8018,23.7962,23.807,23.7965,23.8165,23.7897,23.8142,23.7716,23.7627,23.8027,23.8021,23.7606,23.6585
-51.8018,0.946192,1.37767,1,1,0,51.9293,0.273433,3.26059e+07,1.3701e+06,57571.6,23.8155,23.7559,23.7814,23.7803,23.7815,23.7719,23.742,23.774,23.7701,23.8771,23.812,23.8756,23.8516,23.7945,23.821,23.8755,23.8007,23.7446,23.8177,23.8154,23.7989,23.8042,23.7935,23.7927,23.7614,23.7931,23.829,23.801,23.7953,23.8061,23.7955,23.8154,23.7885,23.8129,23.7702,23.7611,23.8009,23.8002,23.7583,23.6558
-51.3264,0.873379,1.37767,2,3,0,52.987,0.277472,3.26107e+07,1.3702e+06,57571.6,23.8155,23.7561,23.7815,23.7805,23.7818,23.7722,23.7424,23.7744,23.7705,23.8776,23.8126,23.8763,23.8523,23.7953,23.8219,23.8764,23.8017,23.7456,23.8188,23.8167,23.8002,23.8056,23.7951,23.7944,23.7632,23.795,23.8311,23.8032,23.7977,23.8086,23.7983,23.8184,23.7917,23.8164,23.774,23.7654,23.8056,23.8054,23.7645,23.663
-51.2778,1,1.37767,2,3,0,51.3798,0.278028,3.26113e+07,1.37021e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7745,23.7706,23.8777,23.8127,23.8763,23.8524,23.7954,23.822,23.8765,23.8018,23.7458,23.819,23.8169,23.8004,23.8058,23.7953,23.7946,23.7634,23.7953,23.8314,23.8035,23.798,23.809,23.7986,23.8188,23.7921,23.8169,23.7745,23.766,23.8063,23.8062,23.7654,23.664
-52.782,0.824964,1.37767,2,3,0,52.9827,0.301481,3.26386e+07,1.37079e+06,57571.6,23.8161,23.7568,23.7826,23.7818,23.7833,23.7741,23.7446,23.7769,23.7734,23.8808,23.8161,23.8802,23.8564,23.8,23.8269,23.8818,23.8076,23.752,23.8257,23.8241,23.8082,23.8142,23.8043,23.8042,23.7738,23.8063,23.8433,23.8163,23.8116,23.8238,23.8144,23.8358,23.8105,23.837,23.7963,23.7902,23.833,23.8359,23.8005,23.7047
-51.4071,1,1.37767,2,3,0,52.3678,0.292506,3.26282e+07,1.37057e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8148,23.8787,23.8549,23.7982,23.825,23.8798,23.8054,23.7496,23.8232,23.8213,23.8052,23.811,23.8009,23.8005,23.7698,23.8021,23.8388,23.8114,23.8064,23.8182,23.8084,23.8294,23.8035,23.8294,23.788,23.781,23.8229,23.8247,23.7873,23.6894
-51.0284,1,1.37767,1,3,0,51.3051,0.286322,3.2621e+07,1.37042e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8139,23.8777,23.8538,23.797,23.8237,23.8784,23.8039,23.748,23.8214,23.8194,23.8032,23.8088,23.7985,23.798,23.7671,23.7992,23.8356,23.808,23.8028,23.8143,23.8043,23.8249,23.7987,23.8241,23.7823,23.7746,23.8159,23.8168,23.778,23.6787
-51.1142,0.946002,1.37767,2,3,0,51.3262,0.280437,3.26142e+07,1.37027e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7725,23.7427,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.8771,23.8024,23.7464,23.8197,23.8176,23.8012,23.8067,23.7962,23.7956,23.7645,23.7964,23.8326,23.8048,23.7994,23.8105,23.8003,23.8206,23.794,23.819,23.7768,23.7685,23.8091,23.8093,23.7691,23.6683
-51.0236,0.964223,1.37767,2,3,0,51.3402,0.286096,3.26208e+07,1.37041e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7432,23.7753,23.7716,23.8788,23.8138,23.8777,23.8538,23.797,23.8237,23.8783,23.8038,23.7479,23.8213,23.8193,23.8031,23.8087,23.7984,23.7979,23.767,23.7991,23.8355,23.8079,23.8027,23.8141,23.8041,23.8247,23.7985,23.8239,23.7821,23.7744,23.8156,23.8165,23.7777,23.6783
-51.0564,0.983978,1.37767,2,3,0,51.1166,0.281757,3.26157e+07,1.3703e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7726,23.7428,23.7748,23.771,23.8782,23.8132,23.877,23.853,23.7962,23.8228,23.8774,23.8027,23.7468,23.8201,23.818,23.8017,23.8072,23.7967,23.7961,23.7651,23.797,23.8333,23.8055,23.8002,23.8114,23.8012,23.8215,23.7951,23.8201,23.778,23.7699,23.8106,23.811,23.7711,23.6706
-51.4275,0.945777,1.37767,2,3,0,51.4854,0.292708,3.26285e+07,1.37057e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8148,23.8787,23.8549,23.7983,23.825,23.8798,23.8054,23.7497,23.8232,23.8214,23.8053,23.8111,23.801,23.8006,23.7699,23.8022,23.8389,23.8115,23.8065,23.8183,23.8086,23.8295,23.8037,23.8295,23.7882,23.7813,23.8231,23.8249,23.7876,23.6897
-51.4275,0.464762,1.37767,1,1,0,53.1187,0.292708,3.26285e+07,1.37057e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8148,23.8787,23.8549,23.7983,23.825,23.8798,23.8054,23.7497,23.8232,23.8214,23.8053,23.8111,23.801,23.8006,23.7699,23.8022,23.8389,23.8115,23.8065,23.8183,23.8086,23.8295,23.8037,23.8295,23.7882,23.7813,23.8231,23.8249,23.7876,23.6897
-51.14,1,1.37767,1,1,0,51.3499,0.2891,3.26243e+07,1.37048e+06,57571.6,23.8158,23.7564,23.782,23.7812,23.7825,23.7731,23.7434,23.7756,23.7719,23.8791,23.8143,23.8781,23.8543,23.7976,23.8243,23.879,23.8046,23.7487,23.8222,23.8203,23.8041,23.8098,23.7996,23.7992,23.7683,23.8005,23.837,23.8096,23.8044,23.816,23.8061,23.8269,23.8009,23.8264,23.7849,23.7775,23.819,23.8203,23.7822,23.6835
-51.9903,0.767067,1.37767,1,3,0,52.5388,0.272201,3.26045e+07,1.37007e+06,57571.6,23.8154,23.7559,23.7813,23.7803,23.7814,23.7718,23.7419,23.7739,23.7699,23.8769,23.8118,23.8754,23.8514,23.7943,23.8208,23.8752,23.8004,23.7442,23.8173,23.8151,23.7985,23.8038,23.793,23.7922,23.7608,23.7925,23.8284,23.8003,23.7946,23.8053,23.7947,23.8145,23.7875,23.8118,23.769,23.7598,23.7995,23.7986,23.7564,23.6536
-51.0149,1,1.37767,1,3,0,51.8174,0.283465,3.26177e+07,1.37035e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8784,23.8135,23.8772,23.8533,23.7965,23.8231,23.8777,23.8032,23.7472,23.8206,23.8185,23.8022,23.8078,23.7974,23.7968,23.7658,23.7978,23.8342,23.8065,23.8012,23.8124,23.8023,23.8228,23.7964,23.8216,23.7796,23.7717,23.8126,23.8132,23.7737,23.6736
-51.0118,1,1.37767,2,3,0,51.0146,0.283726,3.2618e+07,1.37035e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7727,23.743,23.7751,23.7713,23.8784,23.8135,23.8773,23.8534,23.7965,23.8232,23.8778,23.8032,23.7473,23.8206,23.8186,23.8023,23.8079,23.7975,23.7969,23.766,23.798,23.8343,23.8066,23.8013,23.8126,23.8025,23.823,23.7966,23.8218,23.7799,23.7719,23.8129,23.8135,23.7741,23.6741
-51.0459,0.960377,1.37767,2,3,0,51.2231,0.286973,3.26218e+07,1.37043e+06,57571.6,23.8158,23.7564,23.7819,23.7811,23.7824,23.773,23.7432,23.7754,23.7717,23.8789,23.814,23.8778,23.8539,23.7972,23.8239,23.8785,23.804,23.7482,23.8216,23.8196,23.8034,23.809,23.7988,23.7983,23.7674,23.7995,23.836,23.8084,23.8032,23.8147,23.8047,23.8253,23.7992,23.8246,23.7829,23.7753,23.8166,23.8176,23.779,23.6798
-51.1766,0.92721,1.37767,2,3,0,51.4591,0.279382,3.26129e+07,1.37025e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7746,23.7708,23.8779,23.8129,23.8766,23.8526,23.7957,23.8223,23.8768,23.8022,23.7461,23.8194,23.8173,23.8009,23.8063,23.7958,23.7952,23.764,23.7959,23.8321,23.8042,23.7988,23.8099,23.7996,23.8198,23.7932,23.8181,23.7758,23.7674,23.8079,23.8079,23.7674,23.6664
-51.2444,0.981015,1.37767,1,1,0,51.2801,0.278442,3.26118e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8777,23.8127,23.8764,23.8524,23.7955,23.8221,23.8766,23.8019,23.7459,23.8191,23.817,23.8005,23.806,23.7955,23.7948,23.7636,23.7955,23.8316,23.8037,23.7982,23.8093,23.7989,23.8191,23.7925,23.8172,23.7749,23.7664,23.8068,23.8067,23.766,23.6648
-51.2023,1,1.37767,1,1,0,51.2797,0.279006,3.26125e+07,1.37024e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7819,23.7723,23.7425,23.7746,23.7707,23.8778,23.8128,23.8765,23.8525,23.7956,23.8222,23.8767,23.8021,23.746,23.8193,23.8172,23.8007,23.8062,23.7957,23.795,23.7639,23.7957,23.8319,23.804,23.7986,23.8096,23.7993,23.8195,23.7929,23.8177,23.7755,23.767,23.8074,23.8074,23.7669,23.6658
-51.0732,1,1.37767,1,1,0,51.1694,0.281316,3.26152e+07,1.37029e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7725,23.7427,23.7748,23.771,23.8781,23.8131,23.8769,23.8529,23.7961,23.8227,23.8773,23.8026,23.7467,23.8199,23.8179,23.8015,23.807,23.7966,23.796,23.7649,23.7968,23.8331,23.8053,23.7999,23.8111,23.8009,23.8212,23.7947,23.8197,23.7776,23.7694,23.8101,23.8104,23.7704,23.6698
-51.3376,0.968028,1.37767,2,3,0,51.3576,0.291773,3.26274e+07,1.37055e+06,57571.6,23.8159,23.7565,23.7822,23.7813,23.7827,23.7733,23.7437,23.7759,23.7722,23.8795,23.8147,23.8786,23.8548,23.7981,23.8249,23.8796,23.8052,23.7494,23.8229,23.8211,23.805,23.8107,23.8006,23.8002,23.7695,23.8018,23.8384,23.811,23.806,23.8177,23.8079,23.8288,23.803,23.8287,23.7874,23.7803,23.8221,23.8237,23.7862,23.6881
-51.0917,0.814641,1.37767,2,3,0,52.5209,0.280893,3.26147e+07,1.37028e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7748,23.7709,23.8781,23.8131,23.8768,23.8529,23.796,23.8226,23.8772,23.8025,23.7465,23.8198,23.8177,23.8014,23.8069,23.7964,23.7958,23.7647,23.7966,23.8329,23.8051,23.7997,23.8108,23.8006,23.8209,23.7944,23.8194,23.7772,23.769,23.8096,23.8099,23.7698,23.6691
-51.4404,0.957858,1.37767,2,3,0,51.4685,0.292835,3.26286e+07,1.37058e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8148,23.8788,23.8549,23.7983,23.8251,23.8799,23.8055,23.7497,23.8233,23.8214,23.8053,23.8111,23.801,23.8007,23.77,23.8023,23.8389,23.8116,23.8066,23.8184,23.8086,23.8296,23.8038,23.8296,23.7883,23.7814,23.8233,23.8251,23.7878,23.69
-51.0839,1,1.37767,1,1,0,51.3336,0.287992,3.2623e+07,1.37046e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7755,23.7718,23.879,23.8141,23.878,23.8541,23.7974,23.8241,23.8788,23.8043,23.7484,23.8219,23.8199,23.8037,23.8094,23.7991,23.7987,23.7678,23.8,23.8365,23.809,23.8038,23.8153,23.8054,23.8261,23.8,23.8255,23.7839,23.7764,23.8178,23.8189,23.7805,23.6816
-51.1842,0.990168,1.37767,2,3,0,51.1936,0.289816,3.26251e+07,1.3705e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7825,23.7732,23.7435,23.7757,23.772,23.8792,23.8144,23.8783,23.8544,23.7977,23.8244,23.8792,23.8047,23.7489,23.8224,23.8205,23.8043,23.8101,23.7999,23.7994,23.7686,23.8008,23.8374,23.8099,23.8049,23.8165,23.8066,23.8274,23.8014,23.8271,23.7855,23.7783,23.8199,23.8212,23.7833,23.6847
-51.0744,0.966394,1.37767,2,3,0,51.4171,0.281287,3.26152e+07,1.37029e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7725,23.7427,23.7748,23.771,23.8781,23.8131,23.8769,23.8529,23.7961,23.8227,23.8773,23.8026,23.7467,23.8199,23.8179,23.8015,23.807,23.7966,23.7959,23.7649,23.7968,23.8331,23.8053,23.7999,23.8111,23.8008,23.8212,23.7947,23.8197,23.7776,23.7694,23.8101,23.8104,23.7704,23.6698
-51.5539,0.865156,1.37767,1,3,0,51.8163,0.29387,3.26298e+07,1.3706e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7725,23.8798,23.815,23.8789,23.8551,23.7985,23.8253,23.8801,23.8057,23.75,23.8235,23.8217,23.8057,23.8115,23.8014,23.8011,23.7704,23.8028,23.8395,23.8121,23.8072,23.819,23.8093,23.8303,23.8046,23.8305,23.7893,23.7825,23.8245,23.8264,23.7893,23.6917
-51.6579,0.968533,1.37767,1,1,0,51.804,0.29473,3.26308e+07,1.37062e+06,57571.6,23.8159,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7762,23.7726,23.8799,23.8151,23.8791,23.8553,23.7987,23.8255,23.8803,23.8059,23.7502,23.8238,23.822,23.806,23.8118,23.8017,23.8014,23.7708,23.8032,23.8399,23.8126,23.8077,23.8195,23.8099,23.831,23.8053,23.8313,23.7901,23.7833,23.8254,23.8275,23.7906,23.6932
-51.1642,1,1.37767,1,1,0,51.5132,0.289504,3.26248e+07,1.37049e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7825,23.7732,23.7435,23.7757,23.772,23.8792,23.8143,23.8782,23.8544,23.7977,23.8244,23.8791,23.8047,23.7488,23.8223,23.8204,23.8042,23.8099,23.7997,23.7993,23.7685,23.8007,23.8373,23.8098,23.8047,23.8163,23.8064,23.8272,23.8012,23.8268,23.7853,23.7779,23.8195,23.8209,23.7828,23.6842
-55.531,0.343434,1.37767,1,3,0,55.6567,0.311831,3.26505e+07,1.37103e+06,57571.6,23.8163,23.7571,23.783,23.7824,23.784,23.7749,23.7455,23.778,23.7746,23.8821,23.8176,23.8818,23.8582,23.802,23.829,23.8841,23.8101,23.7547,23.8287,23.8272,23.8116,23.8178,23.8083,23.8084,23.7783,23.8112,23.8485,23.8218,23.8175,23.8302,23.8213,23.8432,23.8185,23.8457,23.8057,23.8007,23.8445,23.8486,23.8156,23.722
-53.2586,1,1.37767,1,1,0,55.2046,0.303658,3.26411e+07,1.37084e+06,57571.6,23.8161,23.7569,23.7827,23.782,23.7834,23.7742,23.7448,23.7771,23.7736,23.8811,23.8164,23.8805,23.8568,23.8004,23.8273,23.8823,23.8081,23.7526,23.8263,23.8247,23.8089,23.815,23.8052,23.8051,23.7747,23.8073,23.8444,23.8174,23.8129,23.8251,23.8159,23.8374,23.8122,23.8388,23.7983,23.7925,23.8355,23.8386,23.8037,23.7084
-51.259,0.902545,1.37767,1,3,0,53.7081,0.278258,3.26116e+07,1.37022e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7706,23.8777,23.8127,23.8764,23.8524,23.7955,23.822,23.8766,23.8019,23.7459,23.8191,23.8169,23.8005,23.8059,23.7954,23.7947,23.7635,23.7954,23.8315,23.8036,23.7981,23.8091,23.7988,23.819,23.7923,23.8171,23.7748,23.7662,23.8066,23.8065,23.7657,23.6644
-51.8073,0.858349,1.37767,1,1,0,51.8179,0.273395,3.26059e+07,1.3701e+06,57571.6,23.8155,23.7559,23.7814,23.7803,23.7815,23.7719,23.742,23.774,23.7701,23.8771,23.812,23.8756,23.8516,23.7945,23.821,23.8755,23.8007,23.7446,23.8177,23.8154,23.7989,23.8042,23.7935,23.7927,23.7614,23.793,23.829,23.801,23.7953,23.806,23.7955,23.8154,23.7884,23.8128,23.7702,23.7611,23.8009,23.8001,23.7582,23.6557
-51.321,1,1.37767,2,3,0,51.6972,0.277532,3.26107e+07,1.3702e+06,57571.6,23.8155,23.7561,23.7815,23.7806,23.7818,23.7722,23.7424,23.7744,23.7705,23.8776,23.8126,23.8763,23.8523,23.7953,23.8219,23.8764,23.8017,23.7457,23.8189,23.8167,23.8002,23.8057,23.7951,23.7944,23.7632,23.795,23.8311,23.8032,23.7977,23.8087,23.7983,23.8184,23.7917,23.8165,23.7741,23.7654,23.8057,23.8055,23.7646,23.6631
-51.0085,0.806282,1.37767,2,3,0,52.6658,0.284856,3.26193e+07,1.37038e+06,57571.6,23.8157,23.7563,23.7819,23.7809,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8234,23.8781,23.8035,23.7476,23.821,23.819,23.8027,23.8083,23.7979,23.7974,23.7665,23.7985,23.8349,23.8072,23.802,23.8133,23.8033,23.8238,23.7975,23.8228,23.7809,23.7731,23.8142,23.8149,23.7758,23.6761
-51.0406,0.992125,1.37767,1,3,0,51.0426,0.286796,3.26216e+07,1.37043e+06,57571.6,23.8158,23.7563,23.7819,23.781,23.7824,23.7729,23.7432,23.7754,23.7716,23.8788,23.8139,23.8778,23.8539,23.7971,23.8238,23.8785,23.804,23.7481,23.8215,23.8196,23.8033,23.809,23.7987,23.7982,23.7673,23.7994,23.8359,23.8083,23.8031,23.8146,23.8046,23.8252,23.7991,23.8245,23.7827,23.7751,23.8164,23.8174,23.7787,23.6795
-51.09,0.995163,1.37767,2,3,0,51.0934,0.288128,3.26232e+07,1.37046e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7434,23.7755,23.7718,23.879,23.8141,23.878,23.8541,23.7974,23.8241,23.8788,23.8043,23.7485,23.8219,23.82,23.8038,23.8095,23.7992,23.7988,23.7679,23.8,23.8366,23.809,23.8039,23.8154,23.8055,23.8262,23.8001,23.8256,23.784,23.7765,23.8179,23.8191,23.7807,23.6818
-51.09,0.952342,1.37767,1,1,0,51.2106,0.288128,3.26232e+07,1.37046e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7434,23.7755,23.7718,23.879,23.8141,23.878,23.8541,23.7974,23.8241,23.8788,23.8043,23.7485,23.8219,23.82,23.8038,23.8095,23.7992,23.7988,23.7679,23.8,23.8366,23.809,23.8039,23.8154,23.8055,23.8262,23.8001,23.8256,23.784,23.7765,23.8179,23.8191,23.7807,23.6818
