# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = newbao_model
# start_datetime = 2023-07-20 10:25:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpal26qh23/sm0lah0q.json
# random
#   seed = 23928
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/bao/newbao-20230720112522.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6
# Adaptation terminated
# Step size = 0.0951163
# Diagonal elements of inverse mass matrix:
# 0.0108478, 0.000104324, 0.202449
4.34781,0.858121,0.0951163,5,31,0,-1.45468,73.1072,0.319762,-0.117067,73.1072,0.319762,-0.117067,1263.24,1662.78,2051.46,2134.95,2471.7,3853.5,150,299790,nan,nan,nan,nan,nan,nan
4.41781,0.995002,0.0951163,4,31,0,-4.08994,69.7302,0.300788,0.0255529,69.7302,0.300788,0.0255529,1265.9,1664.74,2052.94,2136.42,2473.54,3871.07,150,299790,nan,nan,nan,nan,nan,nan
4.0503,0.981681,0.0951163,5,31,0,-3.47515,74.8117,0.364814,-0.083533,74.8117,0.364814,-0.083533,1271.45,1665.34,2045,2126.13,2451.96,3770.63,150,299790,nan,nan,nan,nan,nan,nan
3.91172,0.956329,0.0951163,4,15,0,-3.37024,77.1229,0.375607,-0.198036,77.1229,0.375607,-0.198036,1271.63,1668.19,2050.72,2132.46,2460.46,3778.44,150,299790,nan,nan,nan,nan,nan,nan
4.38998,0.997392,0.0951163,5,35,0,-2.48469,67.6218,0.310003,0.210544,67.6218,0.310003,0.210544,1273.06,1666.83,2047.91,2129.65,2459.22,3826.12,150,299790,nan,nan,nan,nan,nan,nan
3.9529,0.927505,0.0951163,5,55,0,-3.36835,65.1964,0.310957,0.426671,65.1964,0.310957,0.426671,1276.1,1664.49,2038.8,2118.96,2441.94,3786.54,150,299790,nan,nan,nan,nan,nan,nan
3.27563,0.839714,0.0951163,4,23,0,-1.85313,65.9436,0.341794,0.429057,65.9436,0.341794,0.429057,1284.47,1669.91,2039.31,2118.16,2435.12,3743.52,150,299790,nan,nan,nan,nan,nan,nan
4.34989,0.93216,0.0951163,3,15,0,-2.47372,66.973,0.306577,0.240396,66.973,0.306577,0.240396,1274.19,1668.04,2049.23,2131,2460.8,3830.97,150,299790,nan,nan,nan,nan,nan,nan
4.28252,0.917664,0.0951163,4,19,0,-3.39052,68.1957,0.287014,0.0705201,68.1957,0.287014,0.0705201,1266.07,1665.99,2055.99,2139.96,2479.51,3895.67,150,299790,nan,nan,nan,nan,nan,nan
1.90491,0.661034,0.0951163,2,3,0,-0.669021,67.2437,0.283919,-0.00603395,67.2437,0.283919,-0.00603395,1279.84,1687.07,2085.15,2170.96,2518.16,3966.1,150,299790,nan,nan,nan,nan,nan,nan
2.02844,0.9951,0.0951163,5,35,0,-1.16951,73.984,0.32388,-0.0256043,73.984,0.32388,-0.0256043,1248.96,1640.26,2019.8,2101.23,2429.4,3777.12,150,299790,nan,nan,nan,nan,nan,nan
4.28161,0.982582,0.0951163,5,31,0,-0.229871,72.4769,0.346956,-0.0114954,72.4769,0.346956,-0.0114954,1273.6,1668.41,2049.58,2131.14,2459.13,3796.62,150,299790,nan,nan,nan,nan,nan,nan
4.43457,0.997272,0.0951163,5,47,0,-4.12935,70.0361,0.322959,0.0729711,70.0361,0.322959,0.0729711,1272.42,1668,2050.94,2133.04,2463.83,3825.96,150,299790,nan,nan,nan,nan,nan,nan
4.30228,0.95335,0.0951163,5,31,0,-3.69649,73.5205,0.341394,-0.0625482,73.5205,0.341394,-0.0625482,1267.08,1662.49,2045.06,2127.01,2456.75,3801.77,150,299790,nan,nan,nan,nan,nan,nan
4.1496,0.97198,0.0951163,6,63,0,-2.44609,65.8748,0.284311,0.305846,65.8748,0.284311,0.305846,1264.51,1657.58,2039.27,2121.31,2452.88,3842.47,150,299790,nan,nan,nan,nan,nan,nan
3.21341,0.997132,0.0951163,4,15,0,-3.01796,65.2476,0.335423,0.431004,65.2476,0.335423,0.431004,1287.93,1675.44,2047.23,2126.65,2446,3766.53,150,299790,nan,nan,nan,nan,nan,nan
3.58182,0.998957,0.0951163,4,31,0,-2.82873,67.6513,0.342547,0.264443,67.6513,0.342547,0.264443,1285.37,1675.7,2050.81,2130.95,2453.17,3778.13,150,299790,nan,nan,nan,nan,nan,nan
3.4358,0.901195,0.0951163,2,3,0,-2.66003,68.29,0.34425,0.316215,68.29,0.34425,0.316215,1274.97,1660.35,2030.23,2109.22,2426.73,3733.29,150,299790,nan,nan,nan,nan,nan,nan
3.11991,0.882638,0.0951163,3,7,0,-2.34218,67.5804,0.341895,0.3783,67.5804,0.341895,0.3783,1274.13,1657.86,2025.93,2104.53,2420.45,3723.14,150,299790,nan,nan,nan,nan,nan,nan
3.74348,0.997105,0.0951163,3,11,0,-2.57789,67.3061,0.338367,0.325662,67.3061,0.338367,0.325662,1280.24,1667.92,2040.34,2119.92,2439.91,3759.07,150,299790,nan,nan,nan,nan,nan,nan
3.34664,0.867711,0.0951163,4,15,0,-2.26494,66.1004,0.340874,0.42024,66.1004,0.340874,0.42024,1283.41,1668.93,2038.52,2117.43,2434.62,3744.05,150,299790,nan,nan,nan,nan,nan,nan
3.01213,0.997267,0.0951163,3,7,0,-2.986,65.4604,0.34468,0.47119,65.4604,0.34468,0.47119,1286.28,1670.6,2038.51,2117,2432.42,3734.72,150,299790,nan,nan,nan,nan,nan,nan
