# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-19 10:00:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpgmdm9_d1/hjzuwgbp.json
# random
#   seed = 58054
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/bao/bao-20230719110027.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6
# Adaptation terminated
# Step size = 0.0623926
# Diagonal elements of inverse mass matrix:
# 0.0233744, 0.000107988, 0.12044
2.53017,0.779181,0.0623926,4,23,0,0.416422,82.9231,0.310131,-0.350166,82.9231,0.310131,-0.350166,1264.9,1676.39,2076.97,2162.87,2508.1,3889.06,150,299790,nan,nan,nan,nan,nan,nan
3.35329,0.999925,0.0623926,4,19,0,-2.10266,79.3083,0.315391,-0.254732,79.3083,0.315391,-0.254732,1268.46,1675.97,2071.98,2156.88,2498.33,3874.62,150,299790,nan,nan,nan,nan,nan,nan
3.99561,0.917613,0.0623926,3,15,0,-1.75719,77.9976,0.324818,-0.167749,77.9976,0.324818,-0.167749,1260.56,1660.45,2048.15,2131.21,2465.27,3817.98,150,299790,nan,nan,nan,nan,nan,nan
2.87915,0.782653,0.0623926,3,11,0,-1.93194,75.9833,0.321853,-0.0855601,75.9833,0.321853,-0.0855601,1251.61,1646.12,2028.78,2110.84,2441.28,3790.68,150,299790,nan,nan,nan,nan,nan,nan
3.96162,0.988855,0.0623926,5,39,0,-2.37759,70.6602,0.35176,0.0758965,70.6602,0.35176,0.0758965,1269.59,1659.63,2035.83,2116.33,2440.18,3767.52,150,299790,nan,nan,nan,nan,nan,nan
3.97081,0.99405,0.0623926,4,31,0,-2.9393,74.279,0.347288,-0.0296131,74.279,0.347288,-0.0296131,1265.58,1658.44,2037.6,2118.7,2444.72,3771.06,150,299790,nan,nan,nan,nan,nan,nan
