# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-19 10:00:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpgmdm9_d1/hjzuwgbp.json
# random
#   seed = 58054
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/bao/bao-20230719110027.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6
# Adaptation terminated
# Step size = 0.044461
# Diagonal elements of inverse mass matrix:
# 0.0363588, 0.000142915, 0.38716
0.341606,0.995868,0.044461,3,11,0,1.09703,50.691,0.345431,0.842731,50.691,0.345431,0.842731,1296.82,1678.64,2047.62,2126.92,2447.98,3823.98,150,299790,nan,nan,nan,nan,nan,nan
0.57575,1,0.044461,2,7,0,-0.31614,51.9304,0.343833,0.866904,51.9304,0.343833,0.866904,1276.35,1651.95,2015.01,2093.05,2409.09,3765.23,150,299790,nan,nan,nan,nan,nan,nan
0.921045,1,0.044461,1,1,0,-0.635053,51.8371,0.34377,0.857434,51.8371,0.34377,0.857434,1279.35,1656.02,2020.09,2098.35,2415.24,3774.59,150,299790,nan,nan,nan,nan,nan,nan
1.50035,0.995228,0.044461,6,63,0,-0.170794,73.4573,0.241906,-0.241941,73.4573,0.241906,-0.241941,1243.63,1655.4,2062.94,2151.31,2510.34,4014.38,150,299790,nan,nan,nan,nan,nan,nan
0.826172,0.897961,0.044461,2,3,0,-0.606887,73.3338,0.242242,-0.279579,73.3338,0.242242,-0.279579,1253.77,1670.34,2082.81,2172.24,2535.53,4053.09,150,299790,nan,nan,nan,nan,nan,nan
1.23327,0.996408,0.044461,1,3,0,-0.589157,73.8731,0.239977,-0.267064,73.8731,0.239977,-0.267064,1243.81,1656.99,2066.28,2155.05,2515.82,4026.31,150,299790,nan,nan,nan,nan,nan,nan
2.74512,0.997486,0.044461,5,31,0,0.575645,81.4309,0.290665,-0.337433,81.4309,0.290665,-0.337433,1254.19,1664.87,2066.6,2153,2501.29,3909.97,150,299790,nan,nan,nan,nan,nan,nan
1.36341,0.757564,0.044461,4,15,0,-0.828102,82.161,0.282744,-0.330075,82.161,0.282744,-0.330075,1239,1645.71,2044.34,2130.19,2476.66,3884.83,150,299790,nan,nan,nan,nan,nan,nan
1.29227,0.984925,0.044461,4,15,0,-0.16718,85.1299,0.281772,-0.426356,85.1299,0.281772,-0.426356,1243.26,1656.03,2061.1,2148.33,2500.04,3916.56,150,299790,nan,nan,nan,nan,nan,nan
3.04862,0.770148,0.044461,5,31,0,2.04266,62.3052,0.264953,0.181908,62.3052,0.264953,0.181908,1272.18,1674.67,2069.2,2154.47,2500.57,3970.89,150,299790,nan,nan,nan,nan,nan,nan
3.55327,0.990831,0.044461,5,59,0,-2.28509,71.0004,0.271567,-0.100958,71.0004,0.271567,-0.100958,1259.94,1666.33,2064.93,2150.97,2499.37,3950.18,150,299790,nan,nan,nan,nan,nan,nan
2.22259,0.8355,0.044461,3,11,0,-1.35512,72.8272,0.261055,-0.208063,72.8272,0.261055,-0.208063,1260.63,1673.17,2079.25,2167.03,2522.73,4000.26,150,299790,nan,nan,nan,nan,nan,nan
2.47331,0.909724,0.044461,2,3,0,-1.31583,72.9729,0.255697,-0.171433,72.9729,0.255697,-0.171433,1245.44,1652.6,2053.76,2140.55,2492.58,3962.92,150,299790,nan,nan,nan,nan,nan,nan
3.05904,0.973323,0.044461,4,15,0,-2.0633,68.9844,0.26408,-0.0687409,68.9844,0.26408,-0.0687409,1263.82,1671.7,2072.36,2158.94,2509.92,3979.87,150,299790,nan,nan,nan,nan,nan,nan
0.805397,0.780412,0.044461,2,3,0,-0.556039,68.4174,0.262704,-0.0970206,68.4174,0.262704,-0.0970206,1274.44,1687.01,2092.5,2180.14,2535.43,4021.6,150,299790,nan,nan,nan,nan,nan,nan
3.3226,0.957439,0.044461,1,3,0,-0.650851,69.578,0.260912,-0.0543378,69.578,0.260912,-0.0543378,1252.47,1656.78,2054.18,2140.09,2488.55,3951.47,150,299790,nan,nan,nan,nan,nan,nan
3.88994,0.996935,0.044461,6,63,0,-2.93778,60.8632,0.308586,0.352004,60.8632,0.308586,0.352004,1274.39,1665.3,2045.07,2126.79,2457.46,3854.28,150,299790,nan,nan,nan,nan,nan,nan
4.18329,0.999977,0.044461,4,23,0,-3.53445,63.3673,0.304961,0.244614,63.3673,0.304961,0.244614,1271.73,1665.2,2047.78,2130.11,2463.09,3862.78,150,299790,nan,nan,nan,nan,nan,nan
