# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-19 14:30:15 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmp4szuegh3/bcgx00c_.json
# random
#   seed = 83815
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/bao/bao-20230719153015.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6
# Adaptation terminated
# Step size = 0.105229
# Diagonal elements of inverse mass matrix:
# 0.00918361, 9.81381e-05, 0.0508911
3.03416,0.998324,0.105229,5,47,0,-1.02529,58.2396,0.249295,0.369714,58.2396,0.249295,0.369714,1266.03,1664.55,2056.01,2140.78,2485.71,3972.97,150,299790,nan,nan,nan,nan,nan,nan
1.77859,0.855459,0.105229,4,27,0,-0.750056,58.0541,0.248517,0.326403,58.0541,0.248517,0.326403,1275.84,1678.71,2074.61,2160.35,2509.21,4011.14,150,299790,nan,nan,nan,nan,nan,nan
2.71598,0.814742,0.105229,5,39,0,0.794559,74.9406,0.362704,-0.0919651,74.9406,0.362704,-0.0919651,1287.37,1686.73,2071,2153.02,2481.98,3806.33,150,299790,nan,nan,nan,nan,nan,nan
2.82237,0.995139,0.105229,5,35,0,-1.02864,73.1616,0.364078,0.0429078,73.1616,0.364078,0.0429078,1263.1,1650.27,2022.89,2102.5,2422.36,3725.37,150,299790,nan,nan,nan,nan,nan,nan
2.82049,0.988162,0.105229,5,31,0,-1.69771,81.2312,0.360585,-0.168747,81.2312,0.360585,-0.168747,1259.51,1653.38,2032.43,2113.29,2437.29,3732.47,150,299790,nan,nan,nan,nan,nan,nan
2.11005,0.670742,0.105229,5,31,0,0.857269,65.048,0.351034,0.178053,65.048,0.351034,0.178053,1293.88,1688.49,2069.21,2150.74,2479.11,3835.57,150,299790,nan,nan,nan,nan,nan,nan
