# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bao_model
# start_datetime = 2023-07-19 10:00:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpgmdm9_d1/hjzuwgbp.json
# random
#   seed = 58054
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/bao/bao-20230719110027.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6
# Adaptation terminated
# Step size = 0.0994404
# Diagonal elements of inverse mass matrix:
# 0.0107214, 9.25069e-05, 0.0581099
2.58837,0.956198,0.0994404,5,55,0,-0.200812,58.0558,0.291534,0.406531,58.0558,0.291534,0.406531,1284.3,1679.82,2065.15,2148.22,2484.92,3918.27,150,299790,nan,nan,nan,nan,nan,nan
3.17011,0.912956,0.0994404,3,15,0,-1.079,56.7308,0.271118,0.52088,56.7308,0.271118,0.52088,1265.83,1656.64,2038.59,2121.12,2456.38,3899.9,150,299790,nan,nan,nan,nan,nan,nan
0.531027,0.991116,0.0994404,4,23,0,1.66445,53.5853,0.386309,0.729512,53.5853,0.386309,0.729512,1292.6,1669.58,2032.13,2109.82,2423.5,3752.05,150,299790,nan,nan,nan,nan,nan,nan
-0.487354,0.920378,0.0994404,3,11,0,0.933668,54.0479,0.397185,0.761237,54.0479,0.397185,0.761237,1281.58,1653.45,2010.71,2087.24,2396.13,3704.18,150,299790,nan,nan,nan,nan,nan,nan
0.0841906,0.971667,0.0994404,1,3,0,0.661554,53.3756,0.397454,0.742497,53.3756,0.397454,0.742497,1293.8,1669.49,2030.4,2107.69,2419.65,3739.45,150,299790,nan,nan,nan,nan,nan,nan
-1.61023,0.959424,0.0994404,3,15,0,1.96347,51.6565,0.427264,0.824046,51.6565,0.427264,0.824046,1299.3,1671.7,2028.55,2104.9,2412.84,3715.4,150,299790,nan,nan,nan,nan,nan,nan
-2.74799,0.771827,0.0994404,2,7,0,3.3728,52.9658,0.420918,0.840782,52.9658,0.420918,0.840782,1279.07,1646.14,1998.11,2073.45,2377.41,3665.18,150,299790,nan,nan,nan,nan,nan,nan
-0.68853,0.96486,0.0994404,5,31,0,4.60044,78.3871,0.23491,-0.40623,78.3871,0.23491,-0.40623,1234.07,1650.74,2064.99,2154.96,2520.62,4041.21,150,299790,nan,nan,nan,nan,nan,nan
1.98576,0.944408,0.0994404,5,31,0,2.4096,85.7273,0.305031,-0.413904,85.7273,0.305031,-0.413904,1259.09,1672.62,2075.87,2162.37,2509.99,3893.99,150,299790,nan,nan,nan,nan,nan,nan
2.07567,0.828084,0.0994404,2,3,0,-1.41437,86.6524,0.305306,-0.406383,86.6524,0.305306,-0.406383,1250.39,1660.64,2060.65,2146.45,2491.3,3865.27,150,299790,nan,nan,nan,nan,nan,nan
2.3554,0.909574,0.0994404,4,15,0,-1.5172,84.3891,0.303209,-0.351109,84.3891,0.303209,-0.351109,1247.98,1655.15,2052.22,2137.44,2480.34,3856.43,150,299790,nan,nan,nan,nan,nan,nan
3.95317,0.999034,0.0994404,4,19,0,-1.31373,79.4229,0.342855,-0.188144,79.4229,0.342855,-0.188144,1267.98,1668.08,2054.5,2137.09,2468.52,3798.9,150,299790,nan,nan,nan,nan,nan,nan
4.29894,0.968519,0.0994404,5,39,0,-3.06286,67.2667,0.313147,0.131311,67.2667,0.313147,0.131311,1265.75,1659.17,2041.24,2123.35,2454.93,3835.37,150,299790,nan,nan,nan,nan,nan,nan
4.04483,0.954415,0.0994404,4,19,0,-3.72994,63.1609,0.298898,0.228991,63.1609,0.298898,0.228991,1274.14,1669.81,2054.99,2137.92,2473.5,3885.52,150,299790,nan,nan,nan,nan,nan,nan
4.00036,0.978392,0.0994404,5,63,0,-2.53626,71.4356,0.296229,-0.0247071,71.4356,0.296229,-0.0247071,1256.43,1654.69,2042.98,2126.53,2464.08,3862.61,150,299790,nan,nan,nan,nan,nan,nan
3.46221,0.976643,0.0994404,5,43,0,-2.13701,62.269,0.264236,0.25215,62.269,0.264236,0.25215,1257.34,1653.34,2041.4,2125.28,2465.89,3918.43,150,299790,nan,nan,nan,nan,nan,nan
4.24575,0.997526,0.0994404,5,47,0,-2.19701,76.1903,0.332558,-0.126743,76.1903,0.332558,-0.126743,1268.64,1668.26,2055.04,2137.85,2470.8,3820.28,150,299790,nan,nan,nan,nan,nan,nan
3.72581,0.948193,0.0994404,5,31,0,-3.39403,77.1204,0.305039,-0.174023,77.1204,0.305039,-0.174023,1254.6,1656.14,2047.14,2131.13,2469.63,3850.51,150,299790,nan,nan,nan,nan,nan,nan
4.13915,0.999508,0.0994404,5,63,0,-3.44235,66.8278,0.335358,0.144739,66.8278,0.335358,0.144739,1278.14,1671.37,2051.72,2133.28,2462.06,3822.85,150,299790,nan,nan,nan,nan,nan,nan
3.01673,0.970044,0.0994404,5,31,0,-2.55729,83.3129,0.32469,-0.28261,83.3129,0.32469,-0.28261,1253.75,1656.19,2046.47,2130.01,2465.52,3808.54,150,299790,nan,nan,nan,nan,nan,nan
2.41714,0.838846,0.0994404,5,31,0,-1.51898,77.9418,0.296378,-0.18681,77.9418,0.296378,-0.18681,1244.67,1644.99,2035.6,2119.59,2458.45,3844.42,150,299790,nan,nan,nan,nan,nan,nan
1.76223,0.929085,0.0994404,2,3,0,-1.64501,75.8042,0.297115,-0.232974,75.8042,0.297115,-0.232974,1275.19,1687.06,2089,2175.4,2523.78,3942.41,150,299790,nan,nan,nan,nan,nan,nan
0.945409,0.904394,0.0994404,2,3,0,-0.399503,76.6563,0.29016,-0.141891,76.6563,0.29016,-0.141891,1238.14,1635.73,2024.13,2107.73,2445.41,3835.53,150,299790,nan,nan,nan,nan,nan,nan
3.91638,0.993873,0.0994404,2,7,0,-1.38244,75.3822,0.296344,-0.154352,75.3822,0.296344,-0.154352,1256.59,1659.5,2052.57,2137.11,2478.25,3877.43,150,299790,nan,nan,nan,nan,nan,nan
3.61747,0.998259,0.0994404,4,15,0,-3.25242,77.8201,0.30032,-0.234845,77.8201,0.30032,-0.234845,1262.03,1669.19,2066.22,2151.53,2495.35,3893.14,150,299790,nan,nan,nan,nan,nan,nan
