# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = newbao_model
# start_datetime = 2023-07-20 10:25:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Modelo1/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpal26qh23/sm0lah0q.json
# random
#   seed = 23928
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output1/bao/newbao-20230720112522.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,zeta,theta.1,theta.2,theta.3,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6
# Adaptation terminated
# Step size = 0.106259
# Diagonal elements of inverse mass matrix:
# 0.00778978, 0.000117281, 0.123603
4.45391,1,0.106259,4,15,0,-2.33534,68.3958,0.302619,0.141757,68.3958,0.302619,0.141757,1267.97,1663.53,2047.44,2129.89,2462.68,3844.5,150,299790,nan,nan,nan,nan,nan,nan
3.95761,0.968659,0.106259,5,31,0,-1.81209,77.9467,0.348258,-0.311268,77.9467,0.348258,-0.311268,1262.74,1664.89,2055.87,2139.74,2477.29,3840.36,150,299790,nan,nan,nan,nan,nan,nan
4.06842,0.880821,0.106259,2,7,0,-3.20024,77.2564,0.351017,-0.270868,77.2564,0.351017,-0.270868,1265.26,1666.23,2055.44,2138.88,2474.52,3830.47,150,299790,nan,nan,nan,nan,nan,nan
3.88494,0.980199,0.106259,2,7,0,-3.77929,78.0694,0.351262,-0.282726,78.0694,0.351262,-0.282726,1260.27,1660.08,2048.27,2131.49,2466.3,3818.15,150,299790,nan,nan,nan,nan,nan,nan
3.35924,0.988194,0.106259,3,11,0,-3.05435,78.5609,0.337534,-0.4137,78.5609,0.337534,-0.4137,1262.87,1670.73,2069.25,2154.94,2500.34,3895.77,150,299790,nan,nan,nan,nan,nan,nan
3.52664,0.999903,0.106259,5,31,0,-2.34619,80.9899,0.368803,-0.389305,80.9899,0.368803,-0.389305,1260.72,1662.46,2052.39,2135.91,2471.45,3812.76,150,299790,nan,nan,nan,nan,nan,nan
4.09438,0.995182,0.106259,5,55,0,-1.92385,63.3985,0.272199,0.396399,63.3985,0.272199,0.396399,1272.5,1667.94,2052.26,2134.94,2469.37,3878.89,150,299790,nan,nan,nan,nan,nan,nan
3.52162,0.916081,0.106259,5,31,0,-2.33986,60.2391,0.276057,0.745514,60.2391,0.276057,0.745514,1278.15,1665.81,2040.06,2120.35,2444.62,3815.4,150,299790,nan,nan,nan,nan,nan,nan
3.86438,0.882041,0.106259,5,63,0,-1.42304,68.0284,0.270664,0.0588866,68.0284,0.270664,0.0588866,1256.67,1656.95,2048.79,2133.34,2475.9,3913.85,150,299790,nan,nan,nan,nan,nan,nan
3.08476,0.973923,0.106259,5,63,0,-2.72227,78.3466,0.399529,-0.250741,78.3466,0.399529,-0.250741,1280.69,1678.75,2061.63,2143.28,2470.31,3772.55,150,299790,nan,nan,nan,nan,nan,nan
3.54413,0.851613,0.106259,3,15,0,-0.930073,75.8961,0.365108,-0.216578,75.8961,0.365108,-0.216578,1278.19,1679.06,2066.63,2149.55,2482.61,3824.4,150,299790,nan,nan,nan,nan,nan,nan
2.80305,0.892566,0.106259,5,35,0,-0.253554,63.2713,0.271943,0.302813,63.2713,0.271943,0.302813,1281.61,1682.48,2072.8,2156.83,2496.86,3928.38,150,299790,nan,nan,nan,nan,nan,nan
3.20304,0.979301,0.106259,3,15,0,-0.0158942,64.2351,0.308138,0.559502,64.2351,0.308138,0.559502,1271.76,1655.84,2025.38,2104.47,2423.15,3753.92,150,299790,nan,nan,nan,nan,nan,nan
3.52259,0.988107,0.106259,5,63,0,-1.14871,70.7901,0.360277,0.0821646,70.7901,0.360277,0.0821646,1285.15,1678.28,2056.19,2136.9,2460.99,3780.99,150,299790,nan,nan,nan,nan,nan,nan
4.39926,0.88857,0.106259,3,11,0,-2.41147,71.2524,0.32769,-0.00368994,71.2524,0.32769,-0.00368994,1272.36,1669.64,2054.5,2137.02,2469.45,3833.62,150,299790,nan,nan,nan,nan,nan,nan
0.739092,0.495496,0.106259,2,3,0,-0.263758,73.6236,0.327982,0.0458037,73.6236,0.327982,0.0458037,1247.1,1634.84,2010.05,2090.47,2414.35,3744.98,150,299790,nan,nan,nan,nan,nan,nan
3.89363,0.971419,0.106259,4,19,0,1.1037,68.8751,0.27738,-0.0292653,68.8751,0.27738,-0.0292653,1262.07,1665.55,2060.74,2146.01,2491.36,3934.92,150,299790,nan,nan,nan,nan,nan,nan
4.11171,0.985999,0.106259,4,31,0,-3.39582,71.3464,0.300406,-0.112948,71.3464,0.300406,-0.112948,1264.98,1668.12,2061.82,2146.59,2489.16,3905.35,150,299790,nan,nan,nan,nan,nan,nan
3.96226,0.973592,0.106259,2,7,0,-3.80831,71.9249,0.301558,-0.0639141,71.9249,0.301558,-0.0639141,1255.9,1654.34,2042.88,2126.49,2464.25,3861.42,150,299790,nan,nan,nan,nan,nan,nan
3.88099,0.999609,0.106259,4,15,0,-3.57028,72.786,0.296386,-0.177969,72.786,0.296386,-0.177969,1256.15,1659.36,2054.09,2139.19,2483.32,3906.29,150,299790,nan,nan,nan,nan,nan,nan
2.83837,0.996318,0.106259,4,19,0,-2.29751,70.8583,0.387174,0.176817,70.8583,0.387174,0.176817,1286.44,1672.71,2041.73,2120.29,2435.11,3712.09,150,299790,nan,nan,nan,nan,nan,nan
1.29217,0.862471,0.106259,2,3,0,-1.10062,71.4648,0.390986,0.258847,71.4648,0.390986,0.258847,1273.35,1652.57,2014.13,2091.05,2399.17,3650.94,150,299790,nan,nan,nan,nan,nan,nan
3.22663,0.995507,0.106259,4,23,0,-0.488919,75.715,0.349567,-0.268022,75.715,0.349567,-0.268022,1276.68,1681.36,2074.27,2158.51,2497.43,3867.42,150,299790,nan,nan,nan,nan,nan,nan
4.01505,1,0.106259,1,3,0,-3.37655,76.3077,0.347876,-0.255673,76.3077,0.347876,-0.255673,1269.32,1671.45,2061.87,2145.58,2482.43,3845.39,150,299790,nan,nan,nan,nan,nan,nan
4.35252,0.999774,0.106259,5,31,0,-3.96738,69.5628,0.311332,0.0447745,69.5628,0.311332,0.0447745,1272.38,1670.82,2057.64,2140.71,2475.78,3860.09,150,299790,nan,nan,nan,nan,nan,nan
3.95687,0.998945,0.106259,5,63,0,-1.6323,72.9451,0.359102,0.0269323,72.9451,0.359102,0.0269323,1271.8,1662.85,2039.27,2119.69,2442.73,3756.77,150,299790,nan,nan,nan,nan,nan,nan
3.36624,0.915085,0.106259,4,23,0,-1.96866,71.4874,0.377278,0.119839,71.4874,0.377278,0.119839,1282.93,1671.49,2043.68,2123.02,2441.17,3732.59,150,299790,nan,nan,nan,nan,nan,nan
2.86556,0.980416,0.106259,4,31,0,-2.34763,74.0474,0.284707,-0.332347,74.0474,0.284707,-0.332347,1251.84,1661.01,2064.27,2151.48,2505.01,3969.56,150,299790,nan,nan,nan,nan,nan,nan
2.23096,0.958812,0.106259,2,7,0,-1.62034,73.8001,0.280759,-0.376507,73.8001,0.280759,-0.376507,1255.02,1667.46,2074.84,2163.04,2520.85,4004.58,150,299790,nan,nan,nan,nan,nan,nan
1.32261,0.747557,0.106259,4,23,0,1.87357,80.2604,0.38124,-0.219108,80.2604,0.38124,-0.219108,1252.33,1642.88,2019.42,2099.85,2422.44,3715.51,150,299790,nan,nan,nan,nan,nan,nan
2.12236,1,0.106259,2,3,0,-1.05787,79.6694,0.381828,-0.21052,79.6694,0.381828,-0.21052,1256.16,1647.49,2024.68,2105.23,2428.31,3723.51,150,299790,nan,nan,nan,nan,nan,nan
3.66329,0.917207,0.106259,3,11,0,-0.453027,77.574,0.383139,-0.229097,77.574,0.383139,-0.229097,1275.76,1673.74,2057.41,2139.34,2467.96,3783.91,150,299790,nan,nan,nan,nan,nan,nan
2.35328,0.985107,0.106259,4,31,0,-1.28953,84.5918,0.422479,-0.469738,84.5918,0.422479,-0.469738,1273.81,1676.14,2063.89,2146.54,2477.01,3770.54,150,299790,nan,nan,nan,nan,nan,nan
4.04015,1,0.106259,5,31,0,-2.16155,71.5166,0.293727,-0.0984366,71.5166,0.293727,-0.0984366,1257.32,1658.67,2051.02,2135.56,2477.43,3894.94,150,299790,nan,nan,nan,nan,nan,nan
3.98858,0.999937,0.106259,5,63,0,-2.55368,62.1707,0.271344,0.54189,62.1707,0.271344,0.54189,1272.03,1663.72,2043.5,2125.12,2455.14,3849.05,150,299790,nan,nan,nan,nan,nan,nan
3.73686,0.989069,0.106259,3,15,0,-3.27205,61.3078,0.248583,0.488141,61.3078,0.248583,0.488141,1268.99,1665.8,2052.86,2136.33,2474.67,3915.25,150,299790,nan,nan,nan,nan,nan,nan
3.93833,0.990017,0.106259,5,47,0,-3.17009,67.0443,0.328104,0.284896,67.0443,0.328104,0.284896,1281.45,1672.45,2049.02,2129.58,2453.86,3793.36,150,299790,nan,nan,nan,nan,nan,nan
2.84451,0.999351,0.106259,5,55,0,-1.6119,83.1355,0.368876,-0.527752,83.1355,0.368876,-0.527752,1262.01,1670.18,2068.01,2153.35,2496.37,3859.37,150,299790,nan,nan,nan,nan,nan,nan
2.26016,0.897515,0.106259,2,7,0,-1.76559,82.1562,0.368835,-0.526192,82.1562,0.368835,-0.526192,1269.17,1679.6,2079.61,2165.41,2510.3,3880.86,150,299790,nan,nan,nan,nan,nan,nan
2.4689,0.996046,0.106259,3,11,0,-1.41984,83.1127,0.369004,-0.548724,83.1127,0.369004,-0.548724,1264.97,1675.05,2074.99,2160.81,2505.75,3875.03,150,299790,nan,nan,nan,nan,nan,nan
3.13107,0.684844,0.106259,2,3,0,-0.00724931,82.4338,0.36583,-0.453394,82.4338,0.36583,-0.453394,1255.95,1659.29,2051.72,2135.87,2474.08,3823.88,150,299790,nan,nan,nan,nan,nan,nan
3.13107,0.777473,0.106259,1,3,0,-1.98316,82.4338,0.36583,-0.453394,82.4338,0.36583,-0.453394,1255.95,1659.29,2051.72,2135.87,2474.08,3823.88,150,299790,nan,nan,nan,nan,nan,nan
2.6562,0.926471,0.106259,3,13,0,0.686603,77.6618,0.404925,-0.221361,77.6618,0.404925,-0.221361,1285.1,1682.6,2064.33,2145.67,2471.32,3767.73,150,299790,nan,nan,nan,nan,nan,nan
2.99091,0.997952,0.106259,2,7,0,-1.99847,78.5406,0.387554,-0.176539,78.5406,0.387554,-0.176539,1263.79,1655.39,2032.16,2112.56,2434.84,3726.38,150,299790,nan,nan,nan,nan,nan,nan
3.54919,0.844197,0.106259,3,15,0,0.00686327,75.3683,0.321405,-0.188138,75.3683,0.321405,-0.188138,1252.88,1651.37,2039.57,2123.01,2459.55,3837.09,150,299790,nan,nan,nan,nan,nan,nan
2.89337,0.793869,0.106259,2,3,0,-0.862289,74.0135,0.323637,-0.265992,74.0135,0.323637,-0.265992,1274.06,1681.79,2079.64,2165.19,2510.31,3918.71,150,299790,nan,nan,nan,nan,nan,nan
3.96151,0.993623,0.106259,2,7,0,-2.07528,74.7957,0.313531,-0.248491,74.7957,0.313531,-0.248491,1258.68,1662.42,2057,2141.94,2484.92,3890.85,150,299790,nan,nan,nan,nan,nan,nan
2.98225,0.998105,0.106259,5,31,0,-2.82704,80.973,0.415577,-0.307397,80.973,0.415577,-0.307397,1275.33,1671.86,2052.8,2133.94,2458.53,3742.06,150,299790,nan,nan,nan,nan,nan,nan
3.86804,0.958676,0.106259,4,31,0,-0.85014,71.3401,0.359087,0.11147,71.3401,0.359087,0.11147,1276.43,1666.13,2040.6,2120.56,2441.69,3751.13,150,299790,nan,nan,nan,nan,nan,nan
4.25293,0.994251,0.106259,4,31,0,-3.12181,70.0487,0.337283,0.121386,70.0487,0.337283,0.121386,1275.48,1668.07,2046.73,2127.76,2453.77,3791.73,150,299790,nan,nan,nan,nan,nan,nan
3.01754,0.772617,0.106259,2,3,0,-2.66613,69.5816,0.341339,0.0666361,69.5816,0.341339,0.0666361,1287.74,1685.22,2068.73,2150.79,2480.89,3832.14,150,299790,nan,nan,nan,nan,nan,nan
3.6716,0.930579,0.106259,4,23,0,-1.99111,74.6617,0.353279,-0.053419,74.6617,0.353279,-0.053419,1263.12,1655.12,2033.5,2114.44,2439.77,3762.24,150,299790,nan,nan,nan,nan,nan,nan
