# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = BAO_model
# start_datetime = 2023-07-22 20:59:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Meu_Codigo_Normal_Model/Baryonic_Acoustic_Oscilators/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpv_ravs6o/g5_4s2h_.json
# random
#   seed = 19058
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/bao/BAO-20230722215942.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6
-0.0373682,1,0.00363695,3,7,0,2.45823,77.0489,0.4732,77.0489,0.4732,1288.4,1669.31,2029.81,2106.1,2410.1,3613.35,150,299790,nan,nan,nan,nan,nan,nan
3.01379,0.467317,0.00708682,3,11,0,0.11188,74.2434,0.35236,74.2434,0.35236,1260.23,1649.67,2025.19,2105.49,2428.25,3742.7,150,299790,nan,nan,nan,nan,nan,nan
2.9678,0.988585,0.00264636,3,7,0,-2.19979,74.8551,0.401668,74.8551,0.401668,1278.97,1666.78,2037.63,2116.56,2432.57,3702.56,150,299790,nan,nan,nan,nan,nan,nan
2.39494,0.988164,0.00500535,2,7,0,-1.95784,75.7324,0.408151,75.7324,0.408151,1274.46,1659.96,2028.25,2106.59,2420.08,3678.01,150,299790,nan,nan,nan,nan,nan,nan
2.39494,0.00446749,0.0094068,1,3,0,-1.58856,75.7324,0.408151,75.7324,0.408151,1274.46,1659.96,2028.25,2106.59,2420.08,3678.01,150,299790,nan,nan,nan,nan,nan,nan
2.28298,0.992756,0.000891073,3,15,0,-0.607729,75.5384,0.420834,75.5384,0.420834,1281.39,1667.2,2035.07,2113.23,2425.75,3676.08,150,299790,nan,nan,nan,nan,nan,nan
0.764132,0.982198,0.00171423,4,19,0,0.334887,76.5519,0.457018,76.5519,0.457018,1286.85,1669.4,2032.25,2109.13,2415.77,3633.28,150,299790,nan,nan,nan,nan,nan,nan
0.61735,0.992451,0.00316914,2,3,0,-0.376028,76.6522,0.460051,76.6522,0.460051,1287.11,1669.33,2031.72,2108.49,2414.62,3629.36,150,299790,nan,nan,nan,nan,nan,nan
2.7443,0.999683,0.00598822,2,7,0,-0.552297,74.9859,0.371355,74.9859,0.371355,1263.76,1651.38,2023.91,2103.42,2422.5,3714.89,150,299790,nan,nan,nan,nan,nan,nan
2.7443,5.61921e-07,0.0114489,1,1,0,-0.660496,74.9859,0.371355,74.9859,0.371355,1263.76,1651.38,2023.91,2103.42,2422.5,3714.89,150,299790,nan,nan,nan,nan,nan,nan
2.17608,0.990327,0.00118562,3,7,0,-1.84475,74.9367,0.357937,74.9367,0.357937,1257.39,1645.09,2018.56,2098.38,2419.05,3722.82,150,299790,nan,nan,nan,nan,nan,nan
2.78852,0.977671,0.00221647,3,7,0,-1.13151,74.5925,0.358454,74.5925,0.358454,1260.51,1649.1,2023.39,2103.38,2424.72,3731.03,150,299790,nan,nan,nan,nan,nan,nan
4.04113,0.93641,0.00395667,3,15,0,-1.54987,70.808,0.298499,70.808,0.298499,1257.3,1654.63,2041.77,2125.06,2461.54,3856.91,150,299790,nan,nan,nan,nan,nan,nan
4.35424,0.904983,0.00622522,3,11,0,-4.10195,72.2276,0.336886,72.2276,0.336886,1268.85,1663.41,2044.95,2126.67,2455.59,3801.51,150,299790,nan,nan,nan,nan,nan,nan
4.35424,0.0226149,0.00890105,1,2,1,-2.06672,72.2276,0.336886,72.2276,0.336886,1268.85,1663.41,2044.95,2126.67,2455.59,3801.51,150,299790,nan,nan,nan,nan,nan,nan
3.7799,0.999411,0.00108382,5,63,0,0.000647492,68.0423,0.271084,68.0423,0.271084,1262.12,1665.85,2061.56,2146.99,2493.2,3944.92,150,299790,nan,nan,nan,nan,nan,nan
3.53885,0.972178,0.00202958,4,19,0,-3.10178,68.3234,0.264104,68.3234,0.264104,1254.04,1656.46,2051.52,2136.89,2483.14,3939.52,150,299790,nan,nan,nan,nan,nan,nan
3.87057,1,0.00349106,1,3,0,-3.6665,68.2486,0.274701,68.2486,0.274701,1263.03,1666.39,2061.42,2146.67,2491.96,3937.62,150,299790,nan,nan,nan,nan,nan,nan
3.87057,1.97957e-10,0.00641846,1,1,0,-2.06904,68.2486,0.274701,68.2486,0.274701,1263.03,1666.39,2061.42,2146.67,2491.96,3937.62,150,299790,nan,nan,nan,nan,nan,nan
3.54737,0.999495,0.000790087,5,47,0,-3.44478,67.6553,0.262181,67.6553,0.262181,1258.58,1662.81,2059.82,2145.63,2493.76,3959.35,150,299790,nan,nan,nan,nan,nan,nan
4.22198,0.999231,0.00145359,6,67,0,-3.38909,72.7177,0.350232,72.7177,0.350232,1272.05,1665.47,2044.98,2126.16,2452.48,3782.27,150,299790,nan,nan,nan,nan,nan,nan
4.27927,0.994046,0.002646,3,11,0,-4.10066,72.352,0.334185,72.352,0.334185,1266.22,1660.39,2041.76,2123.47,2452.41,3799.6,150,299790,nan,nan,nan,nan,nan,nan
3.76572,0.626106,0.0047055,4,17,0,-2.39082,68.4925,0.288153,68.4925,0.288153,1270.79,1674.2,2068.13,2152.99,2496.2,3925.17,150,299790,nan,nan,nan,nan,nan,nan
3.884,0.964968,0.00317508,4,23,0,-1.25029,69.5846,0.280671,69.5846,0.280671,1255.48,1655.36,2046.47,2130.8,2472.17,3897.79,150,299790,nan,nan,nan,nan,nan,nan
2.82359,0.182364,0.00518088,1,3,0,-2.01889,69.5714,0.26883,69.5714,0.26883,1246.62,1645.8,2037.25,2121.79,2464.46,3902.78,150,299790,nan,nan,nan,nan,nan,nan
3.02163,0.979614,0.00112384,2,3,0,-2.15537,69.5672,0.270472,69.5672,0.270472,1247.93,1647.23,2038.66,2123.17,2465.68,3902.28,150,299790,nan,nan,nan,nan,nan,nan
3.09722,1,0.00190354,2,3,0,-2.87897,69.5975,0.271503,69.5975,0.271503,1248.46,1647.74,2039.06,2123.54,2465.86,3901.05,150,299790,nan,nan,nan,nan,nan,nan
3.56479,0.737953,0.00336713,2,3,0,-1.18802,68.8951,0.300984,68.8951,0.300984,1276.08,1678.92,2071.22,2155.59,2496.37,3908.22,150,299790,nan,nan,nan,nan,nan,nan
3.66393,0.97164,0.00305769,4,27,0,-2.22671,73.1675,0.336436,73.1675,0.336436,1260.53,1652.57,2031.71,2112.93,2439.81,3777.57,150,299790,nan,nan,nan,nan,nan,nan
3.45401,0.840913,0.00497741,2,7,0,-2.09419,74.0335,0.386736,74.0335,0.386736,1279.15,1669.18,2043.07,2122.76,2442.14,3730.5,150,299790,nan,nan,nan,nan,nan,nan
1.84511,0.936226,0.00582021,3,9,0,-1.47754,76.2761,0.418846,76.2761,0.418846,1274.45,1658.45,2024.7,2102.53,2413.77,3659.54,150,299790,nan,nan,nan,nan,nan,nan
1.84511,0.190774,0.00857999,1,1,0,-1.32807,76.2761,0.418846,76.2761,0.418846,1274.45,1658.45,2024.7,2102.53,2413.77,3659.54,150,299790,nan,nan,nan,nan,nan,nan
2.04308,0.997973,0.00204084,5,63,0,0.23425,65.2425,0.237855,65.2425,0.237855,1259.94,1669.25,2073.6,2161.31,2518.23,4038.69,150,299790,nan,nan,nan,nan,nan,nan
2.65824,0.998483,0.0034988,3,11,0,-1.66431,66.0808,0.248134,66.0808,0.248134,1261.31,1669.07,2070.88,2157.91,2511.57,4010.35,150,299790,nan,nan,nan,nan,nan,nan
2.65824,1.94314e-05,0.00595934,1,1,0,-2.18778,66.0808,0.248134,66.0808,0.248134,1261.31,1669.07,2070.88,2157.91,2511.57,4010.35,150,299790,nan,nan,nan,nan,nan,nan
2.50137,0.996208,0.000927352,2,7,0,-2.39902,66.0464,0.238727,66.0464,0.238727,1253.16,1660.1,2062.02,2149.2,2503.88,4014.14,150,299790,nan,nan,nan,nan,nan,nan
4.21133,0.999899,0.00157294,5,63,0,-2.04191,69.3849,0.287232,69.3849,0.287232,1262.05,1662.84,2054.3,2138.63,2479.76,3900.59,150,299790,nan,nan,nan,nan,nan,nan
3.76345,0.856305,0.0026715,1,3,0,-3.247,69.3539,0.3074,69.3539,0.3074,1276.2,1677.96,2068.71,2152.68,2491.62,3892.54,150,299790,nan,nan,nan,nan,nan,nan
4.38318,0.993308,0.00321822,4,25,0,-3.60933,71.8391,0.326245,71.8391,0.326245,1265.98,1661.38,2044.5,2126.66,2457.66,3816.78,150,299790,nan,nan,nan,nan,nan,nan
3.19115,0.64525,0.00531752,3,11,0,-2.47647,74.7827,0.38831,74.7827,0.38831,1273.55,1661.64,2033.57,2112.83,2430.46,3711.22,150,299790,nan,nan,nan,nan,nan,nan
2.24657,0.935543,0.00390409,2,7,0,-1.98788,75.4117,0.375223,75.4117,0.375223,1262.12,1648.66,2019.9,2099.11,2416.87,3702.58,150,299790,nan,nan,nan,nan,nan,nan
2.55528,0.823824,0.00560339,3,7,0,-1.57076,75.1139,0.414607,75.1139,0.414607,1282.36,1669.35,2038.67,2117.19,2431.25,3689.55,150,299790,nan,nan,nan,nan,nan,nan
2.16623,0.999611,0.00620264,2,3,0,-2.05605,75.7217,0.386664,75.7217,0.386664,1264.98,1650.7,2020.46,2099.26,2415.13,3689.3,150,299790,nan,nan,nan,nan,nan,nan
3.04081,0.180924,0.0102134,2,7,0,-0.956414,74.1442,0.398911,74.1442,0.398911,1283.78,1673.43,2046.22,2125.59,2443.39,3721.45,150,299790,nan,nan,nan,nan,nan,nan
1.98619,0.908204,0.00264055,2,7,0,-0.893673,74.1711,0.335885,74.1711,0.335885,1251.78,1641.19,2017.82,2098.5,2423.26,3752.55,150,299790,nan,nan,nan,nan,nan,nan
3.74391,0.960582,0.00353821,2,7,0,-1.69216,73.9105,0.369419,73.9105,0.369419,1271.82,1662.21,2037.53,2117.65,2439.22,3742.42,150,299790,nan,nan,nan,nan,nan,nan
3.42995,0.847852,0.00530733,3,11,0,-2.607,71.86,0.306457,71.86,0.306457,1253.45,1648.21,2032.22,2114.75,2447.92,3825.44,150,299790,nan,nan,nan,nan,nan,nan
4.4274,0.656043,0.00617181,3,13,0,-3.70985,71.4139,0.319388,71.4139,0.319388,1265.51,1661.89,2046.48,2129.02,2461.77,3831.23,150,299790,nan,nan,nan,nan,nan,nan
4.44803,1,0.00469688,1,1,0,-4.42913,71.3994,0.320759,71.3994,0.320759,1266.49,1662.94,2047.5,2130.02,2462.64,3830.96,150,299790,nan,nan,nan,nan,nan,nan
4.44803,0.104545,0.00760715,2,5,0,-3.4046,71.3994,0.320759,71.3994,0.320759,1266.49,1662.94,2047.5,2130.02,2462.64,3830.96,150,299790,nan,nan,nan,nan,nan,nan
3.81303,0.98316,0.0017476,4,31,0,-2.88763,69.8627,0.317011,69.8627,0.317011,1277.8,1678.43,2067.32,2150.8,2487.44,3874.06,150,299790,nan,nan,nan,nan,nan,nan
4.4366,0.999418,0.00272839,4,31,0,-3.29948,71.1095,0.314329,71.1095,0.314329,1265.02,1662.09,2047.73,2130.54,2464.56,3841.67,150,299790,nan,nan,nan,nan,nan,nan
4.24612,0.938776,0.00438791,3,15,0,-3.63089,72.4867,0.349356,72.4867,0.349356,1273.57,1667.6,2047.76,2129.08,2456.01,3788.64,150,299790,nan,nan,nan,nan,nan,nan
4.24612,0.191008,0.00616449,2,3,0,-3.45373,72.4867,0.349356,72.4867,0.349356,1273.57,1667.6,2047.76,2129.08,2456.01,3788.64,150,299790,nan,nan,nan,nan,nan,nan
4.45375,0.990206,0.00175942,4,31,0,-3.02746,71.2201,0.32448,71.2201,0.32448,1270.33,1667.37,2052.22,2134.77,2467.38,3833.94,150,299790,nan,nan,nan,nan,nan,nan
4.38614,0.99988,0.0027581,5,39,0,-4.36638,70.0161,0.30234,70.0161,0.30234,1266.88,1666.58,2055.71,2139.39,2477.32,3876.64,150,299790,nan,nan,nan,nan,nan,nan
2.91831,0.720363,0.00439004,4,17,0,-2.69374,74.1419,0.401646,74.1419,0.401646,1285.01,1674.65,2047.26,2126.56,2444.07,3720.08,150,299790,nan,nan,nan,nan,nan,nan
2.3772,0.980126,0.00387398,2,7,0,-2.03025,74.3695,0.414441,74.3695,0.414441,1288.61,1677.5,2048.65,2127.56,2443.18,3707.8,150,299790,nan,nan,nan,nan,nan,nan
2.81787,1,0.00587556,1,1,0,-2.29659,74.3066,0.405186,74.3066,0.405186,1285.17,1674.34,2046.29,2125.43,2442.2,3714.17,150,299790,nan,nan,nan,nan,nan,nan
2.81787,1.2927e-05,0.00924306,1,1,0,-2.43974,74.3066,0.405186,74.3066,0.405186,1285.17,1674.34,2046.29,2125.43,2442.2,3714.17,150,299790,nan,nan,nan,nan,nan,nan
4.3538,0.979108,0.00184646,5,35,0,-1.61952,71.5418,0.318227,71.5418,0.318227,1263.68,1659.68,2043.99,2126.47,2459.05,3828.39,150,299790,nan,nan,nan,nan,nan,nan
4.26403,0.99284,0.00278563,4,31,0,-4.1079,71.8952,0.34323,71.8952,0.34323,1275.33,1670.89,2052.94,2134.72,2463.67,3807.03,150,299790,nan,nan,nan,nan,nan,nan
4.2775,0.966494,0.00430275,3,11,0,-4.05403,71.2258,0.332756,71.2258,0.332756,1275.21,1672.42,2056.82,2139.2,2470.86,3829.79,150,299790,nan,nan,nan,nan,nan,nan
4.4324,0.678848,0.00627158,3,11,0,-4.29826,70.867,0.310324,70.867,0.310324,1264.59,1662.2,2048.68,2131.71,2466.74,3850,150,299790,nan,nan,nan,nan,nan,nan
4.42235,0.998161,0.00509672,4,19,0,-4.41778,71.4269,0.329777,71.4269,0.329777,1271.69,1668.28,2052.31,2134.63,2466.17,3825.92,150,299790,nan,nan,nan,nan,nan,nan
4.43141,0.291311,0.00787735,3,9,0,-4.11857,71.0004,0.312242,71.0004,0.312242,1264.65,1661.95,2047.98,2130.9,2465.4,3845.55,150,299790,nan,nan,nan,nan,nan,nan
3.40924,0.891022,0.00295385,4,19,0,-3.12913,72.4424,0.37051,72.4424,0.37051,1285.02,1679.29,2058.26,2139.16,2463.8,3779.07,150,299790,nan,nan,nan,nan,nan,nan
3.58603,0.945565,0.00368261,3,15,0,-2.23885,71.3935,0.349803,71.3935,0.349803,1283.39,1680.39,2063.38,2145.3,2474.64,3816.91,150,299790,nan,nan,nan,nan,nan,nan
3.7581,1,0.00510243,2,3,0,-3.46553,71.42,0.303451,71.42,0.303451,1255.28,1651.12,2036.42,2119.27,2453.78,3838.39,150,299790,nan,nan,nan,nan,nan,nan
3.7581,0.0691916,0.0078435,2,3,0,-3.30899,71.42,0.303451,71.42,0.303451,1255.28,1651.12,2036.42,2119.27,2453.78,3838.39,150,299790,nan,nan,nan,nan,nan,nan
2.93052,0.782781,0.00193818,2,3,0,-0.061311,71.1523,0.290222,71.1523,0.290222,1248.6,1644.61,2031.13,2114.37,2450.97,3851.27,150,299790,nan,nan,nan,nan,nan,nan
3.90295,0.99721,0.00195095,2,3,0,-2.70357,71.2617,0.303078,71.2617,0.303078,1256.41,1652.67,2038.41,2121.35,2456.27,3842.76,150,299790,nan,nan,nan,nan,nan,nan
3.91101,0.832057,0.0029768,3,15,0,-2.34271,72.2384,0.320597,72.2384,0.320597,1259.11,1653.29,2035.65,2117.7,2448.43,3809.04,150,299790,nan,nan,nan,nan,nan,nan
3.40346,0.875504,0.00328785,1,1,0,-3.35381,72.3078,0.314046,72.3078,0.314046,1254.46,1648.26,2030.75,2112.89,2444.2,3810.28,150,299790,nan,nan,nan,nan,nan,nan
2.81284,0.562225,0.00394366,2,3,0,-0.32641,71.8014,0.367876,71.8014,0.367876,1289.32,1685.32,2066.13,2147.43,2473.8,3797.02,150,299790,nan,nan,nan,nan,nan,nan
3.9676,0.99693,0.00259198,4,27,0,-1.92546,70.3483,0.323872,70.3483,0.323872,1277.7,1677.14,2064.37,2147.43,2482.14,3857.59,150,299790,nan,nan,nan,nan,nan,nan
1.79886,0.735789,0.0039151,2,5,0,-1.58391,70.066,0.344004,70.066,0.344004,1292.08,1692.7,2079.59,2162.4,2495.47,3855.32,150,299790,nan,nan,nan,nan,nan,nan
3.48672,0.887838,0.00358927,3,11,0,-1.15096,71.4164,0.351731,71.4164,0.351731,1284.24,1681.19,2064.01,2145.88,2474.95,3815.33,150,299790,nan,nan,nan,nan,nan,nan
4.47145,0.872533,0.00438812,3,13,0,-3.01434,71.0968,0.317781,71.0968,0.317781,1267.29,1664.5,2050.01,2132.76,2466.42,3840.4,150,299790,nan,nan,nan,nan,nan,nan
4.45247,0.999336,0.00520263,5,31,0,-4.36254,70.5672,0.309222,70.5672,0.309222,1266.52,1664.93,2052.26,2135.49,2471.34,3858.56,150,299790,nan,nan,nan,nan,nan,nan
4.45247,0.206946,0.00780884,1,1,0,-4.23868,70.5672,0.309222,70.5672,0.309222,1266.52,1664.93,2052.26,2135.49,2471.34,3858.56,150,299790,nan,nan,nan,nan,nan,nan
4.15861,0.895569,0.00266529,3,7,0,-3.54451,70.4585,0.321949,70.4585,0.321949,1275.53,1674.62,2061.64,2144.68,2479.35,3855.53,150,299790,nan,nan,nan,nan,nan,nan
3.66369,0.999984,0.00329655,4,19,0,-3.48769,73.6169,0.37859,73.6169,0.37859,1278.83,1669.99,2045.45,2125.53,2446.71,3745.09,150,299790,nan,nan,nan,nan,nan,nan
4.05802,0.971533,0.00493587,3,11,0,-2.64459,70.7591,0.329902,70.7591,0.329902,1277.66,1676.1,2061.91,2144.61,2477.67,3843.62,150,299790,nan,nan,nan,nan,nan,nan
4.39355,0.151107,0.0069886,3,7,0,-2.67046,71.7969,0.325876,71.7969,0.325876,1266.13,1661.63,2044.88,2127.07,2458.21,3818.06,150,299790,nan,nan,nan,nan,nan,nan
4.36432,0.971937,0.00219234,1,3,0,-3.97103,71.7564,0.337199,71.7564,0.337199,1273.13,1668.97,2051.72,2133.7,2463.65,3813.64,150,299790,nan,nan,nan,nan,nan,nan
3.85771,0.99884,0.00310708,4,31,0,-3.34403,68.4666,0.284879,68.4666,0.284879,1268.65,1671.97,2066.08,2151.01,2494.65,3927.29,150,299790,nan,nan,nan,nan,nan,nan
3.85771,0,1.18026,0,1,1,-2.89984,68.4666,0.284879,68.4666,0.284879,1268.65,1671.97,2066.08,2151.01,2494.65,3927.29,150,299790,nan,nan,nan,nan,nan,nan
3.85771,0,2.75599,0,1,1,-3.24589,68.4666,0.284879,68.4666,0.284879,1268.65,1671.97,2066.08,2151.01,2494.65,3927.29,150,299790,nan,nan,nan,nan,nan,nan
4.11386,0.970461,0.271739,2,7,0,-3.57794,69,0.282261,69,0.282261,1261.89,1663.53,2056.21,2140.87,2483.48,3913.38,150,299790,nan,nan,nan,nan,nan,nan
3.98233,0.991956,0.261595,4,19,0,-3.17795,73.4126,0.358421,73.4126,0.358421,1270.44,1662.09,2039.34,2119.96,2443.84,3760.49,150,299790,nan,nan,nan,nan,nan,nan
4.13918,0.783273,0.343823,2,5,0,-3.30698,72.9715,0.34792,72.9715,0.34792,1268.61,1661.33,2040.33,2121.41,2447.43,3776.93,150,299790,nan,nan,nan,nan,nan,nan
3.66097,0.744726,0.280465,2,3,0,-2.24243,72.6537,0.369014,72.6537,0.369014,1282.42,1676.12,2054.65,2135.46,2459.81,3774.41,150,299790,nan,nan,nan,nan,nan,nan
3.29709,0.955705,0.214073,1,1,0,-3.29292,72.6086,0.374999,72.6086,0.374999,1285.8,1679.62,2057.88,2138.59,2462.36,3772.49,150,299790,nan,nan,nan,nan,nan,nan
4.45229,0.974203,0.325207,3,11,0,-3.36731,70.6576,0.309493,70.6576,0.309493,1265.9,1664.06,2051.14,2134.31,2469.92,3856.01,150,299790,nan,nan,nan,nan,nan,nan
4.45229,0.105732,0.54308,1,1,0,-4.14159,70.6576,0.309493,70.6576,0.309493,1265.9,1664.06,2051.14,2134.31,2469.92,3856.01,150,299790,nan,nan,nan,nan,nan,nan
4.32579,0.998395,0.0597365,5,47,0,-4.13692,71.4039,0.334013,71.4039,0.334013,1274.38,1671.12,2054.98,2137.23,2468.34,3824.47,150,299790,nan,nan,nan,nan,nan,nan
4.029,0.995945,0.111051,5,49,0,-3.28522,72.5934,0.331055,72.5934,0.331055,1262.32,1655.79,2036.69,2118.33,2447.09,3794.87,150,299790,nan,nan,nan,nan,nan,nan
4.29838,0.994493,0.207309,4,27,0,-2.77298,71.1474,0.330778,71.1474,0.330778,1274.74,1672.12,2056.84,2139.3,2471.37,3832.84,150,299790,nan,nan,nan,nan,nan,nan
4.05396,0.435401,0.387173,3,11,0,-2.80837,69.0066,0.279619,69.0066,0.279619,1259.88,1661.34,2054.09,2138.79,2481.67,3914.28,150,299790,nan,nan,nan,nan,nan,nan
3.88414,0.973357,0.125319,3,13,0,-3.45491,69.2686,0.277541,69.2686,0.277541,1255.97,1656.57,2048.64,2133.22,2475.69,3907.81,150,299790,nan,nan,nan,nan,nan,nan
4.12848,0.97351,0.220601,4,19,0,-2.4604,70.4978,0.323418,70.4978,0.323418,1276.08,1675.1,2061.94,2144.92,2479.34,3853.77,150,299790,nan,nan,nan,nan,nan,nan
3.87715,0.4958,0.387243,3,11,0,-2.85626,68.2771,0.273943,68.2771,0.273943,1262.19,1665.42,2060.39,2145.63,2490.93,3937.11,150,299790,nan,nan,nan,nan,nan,nan
4.08505,0.998996,0.155512,3,15,0,-3.78906,68.8318,0.282047,68.8318,0.282047,1263.25,1665.36,2058.53,2143.29,2486.34,3918.18,150,299790,nan,nan,nan,nan,nan,nan
3.91889,0.834902,0.294868,4,19,0,-3.1936,72.3693,0.323445,72.3693,0.323445,1259.72,1653.62,2035.5,2117.41,2447.53,3804.3,150,299790,nan,nan,nan,nan,nan,nan
2.92456,0.691953,0.337282,2,3,0,-2.6081,72.2889,0.308235,72.2889,0.308235,1250.93,1644.59,2027.4,2109.66,2441.65,3813.43,150,299790,nan,nan,nan,nan,nan,nan
2.60886,0.994544,0.250798,4,23,0,0.218836,69.6484,0.327906,69.6484,0.327906,1286.47,1687.98,2076.91,2160.3,2496.2,3874.69,150,299790,nan,nan,nan,nan,nan,nan
0.802014,0.0832935,0.462353,2,3,0,1.35165,69.2173,0.334451,69.2173,0.334451,1294.33,1697.21,2086.98,2170.48,2506.66,3883.34,150,299790,nan,nan,nan,nan,nan,nan
0.76122,0.999834,0.0570808,2,3,0,-0.710012,69.2004,0.3344,69.2004,0.3344,1294.45,1697.38,2087.2,2170.72,2506.94,3883.83,150,299790,nan,nan,nan,nan,nan,nan
