# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = BAO_model
# start_datetime = 2023-07-22 20:59:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Meu_Codigo_Normal_Model/Baryonic_Acoustic_Oscilators/Data/bao.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpv_ravs6o/g5_4s2h_.json
# random
#   seed = 19058
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/normal/bao/BAO-20230722215942.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,H0,Om,theta.1,theta.2,dv_theo.1,dv_theo.2,dv_theo.3,dv_theo.4,dv_theo.5,dv_theo.6,rf,c,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6
4.37739,1.72132e-35,0.010213,1,1,0,-1.79092,71.9847,0.338218,71.9847,0.338218,1271.72,1666.95,2049.05,2130.89,2460.2,3807.17,150,299790,nan,nan,nan,nan,nan,nan
4.35723,0.997452,0.000822439,4,15,0,-3.90385,72.2175,0.339124,72.2175,0.339124,1270.21,1664.83,2046.28,2127.96,2456.65,3800.67,150,299790,nan,nan,nan,nan,nan,nan
3.68609,0.970008,0.00157561,2,5,0,-3.22459,72.1127,0.36041,72.1127,0.36041,1282.73,1677.85,2058.32,2139.61,2466.13,3792.74,150,299790,nan,nan,nan,nan,nan,nan
3.65975,0.968313,0.0027909,4,27,0,-2.28698,72.8237,0.328283,72.8237,0.328283,1258.72,1651.52,2031.97,2113.54,2442.1,3790.28,150,299790,nan,nan,nan,nan,nan,nan
4.15879,0.938506,0.00493378,2,3,0,-3.56323,72.8985,0.346085,72.8985,0.346085,1268.23,1661.12,2040.41,2121.57,2447.96,3779.7,150,299790,nan,nan,nan,nan,nan,nan
4.15879,0.0406253,0.00795073,1,1,0,-3.23519,72.8985,0.346085,72.8985,0.346085,1268.23,1661.12,2040.41,2121.57,2447.96,3779.7,150,299790,nan,nan,nan,nan,nan,nan
3.78337,0.991748,0.000807483,3,11,0,-2.89223,72.9429,0.333501,72.9429,0.333501,1260.76,1653.34,2033.21,2114.61,2442.32,3784.72,150,299790,nan,nan,nan,nan,nan,nan
4.1206,0.985983,0.0015551,2,7,0,-3.12962,72.9357,0.344648,72.9357,0.344648,1267.12,1659.9,2039.17,2120.34,2446.81,3779.46,150,299790,nan,nan,nan,nan,nan,nan
3.78855,0.998375,0.00292467,3,15,0,-3.67491,73.801,0.363267,73.801,0.363267,1269.64,1660.3,2036.27,2116.58,2439.08,3748.28,150,299790,nan,nan,nan,nan,nan,nan
3.85253,1,0.00566795,2,3,0,-3.7873,73.6376,0.369101,73.6376,0.369101,1273.99,1665.09,2041.11,2121.38,2443.58,3749.42,150,299790,nan,nan,nan,nan,nan,nan
3.85253,0.015317,0.0109416,1,1,0,-3.76158,73.6376,0.369101,73.6376,0.369101,1273.99,1665.09,2041.11,2121.38,2443.58,3749.42,150,299790,nan,nan,nan,nan,nan,nan
3.74079,0.997668,0.00113843,2,7,0,-3.65376,73.6499,0.375646,73.6499,0.375646,1277.12,1668.19,2043.76,2123.89,2445.33,3745.77,150,299790,nan,nan,nan,nan,nan,nan
3.54158,0.997874,0.00219431,3,11,0,-3.32597,73.8735,0.383494,73.8735,0.383494,1278.99,1669.45,2043.95,2123.79,2443.88,3736.15,150,299790,nan,nan,nan,nan,nan,nan
4.00212,0.865795,0.00418995,3,11,0,-2.14857,72.7444,0.334052,72.7444,0.334052,1262.77,1655.89,2036.25,2117.74,2445.83,3789.54,150,299790,nan,nan,nan,nan,nan,nan
2.68536,0.113199,0.00541237,3,9,0,-1.04236,73.5726,0.399277,73.5726,0.399277,1288.85,1679.99,2054.18,2133.84,2452.82,3735.48,150,299790,nan,nan,nan,nan,nan,nan
2.2943,0.998677,0.000811097,5,63,0,-1.55923,73.2637,0.400308,73.2637,0.400308,1291.99,1683.93,2058.83,2138.63,2458.15,3742.7,150,299790,nan,nan,nan,nan,nan,nan
2.26353,0.996514,0.00154301,4,31,0,-0.449318,71.863,0.295376,71.863,0.295376,1246.05,1640.36,2024.81,2107.55,2441.94,3830.25,150,299790,nan,nan,nan,nan,nan,nan
4.46536,0.982014,0.00288702,3,15,0,-1.53269,71.2393,0.319419,71.2393,0.319419,1267.06,1663.92,2048.97,2131.61,2464.75,3835.84,150,299790,nan,nan,nan,nan,nan,nan
4.46536,0.680776,0.00513455,1,3,0,-3.99024,71.2393,0.319419,71.2393,0.319419,1267.06,1663.92,2048.97,2131.61,2464.75,3835.84,150,299790,nan,nan,nan,nan,nan,nan
4.22103,0.963547,0.00393662,3,15,0,-4.12018,70.2989,0.317186,70.2989,0.317186,1273.99,1673.4,2061.09,2144.31,2479.9,3862.11,150,299790,nan,nan,nan,nan,nan,nan
3.23719,0.141334,0.00657675,2,3,0,-2.66608,70.4274,0.33639,70.4274,0.33639,1284.45,1683.94,2070.28,2153.04,2486.13,3849.35,150,299790,nan,nan,nan,nan,nan,nan
1.67191,0.987736,0.00116784,4,15,0,-1.54266,70.4811,0.35365,70.4811,0.35365,1293.66,1693.22,2078.41,2160.78,2491.77,3839.23,150,299790,nan,nan,nan,nan,nan,nan
2.34293,1,0.00208554,2,3,0,-1.70868,70.5143,0.348015,70.5143,0.348015,1290.26,1689.68,2075.12,2157.58,2489.15,3841.2,150,299790,nan,nan,nan,nan,nan,nan
4.45423,0.872762,0.003812,1,3,0,-2.71597,70.5653,0.310461,70.5653,0.310461,1267.34,1665.79,2053.08,2136.28,2472,3858.05,150,299790,nan,nan,nan,nan,nan,nan
4.45423,0.337198,0.0049245,1,3,0,-2.61102,70.5653,0.310461,70.5653,0.310461,1267.34,1665.79,2053.08,2136.28,2472,3858.05,150,299790,nan,nan,nan,nan,nan,nan
3.98128,0.999247,0.00154941,6,71,0,-2.65857,68.546,0.281084,68.546,0.281084,1265.13,1668.01,2062.02,2146.97,2490.83,3926.62,150,299790,nan,nan,nan,nan,nan,nan
3.89335,0.996426,0.00279162,2,7,0,-3.75601,68.3203,0.27778,68.3203,0.27778,1264.72,1668.06,2062.8,2147.95,2492.73,3934.36,150,299790,nan,nan,nan,nan,nan,nan
3.89335,0.0360947,0.00494656,1,3,0,-3.24264,68.3203,0.27778,68.3203,0.27778,1264.72,1668.06,2062.8,2147.95,2492.73,3934.36,150,299790,nan,nan,nan,nan,nan,nan
3.89278,0.999818,0.000737218,6,111,0,-2.58265,73.5695,0.366977,73.5695,0.366977,1273.5,1664.77,2041.1,2121.46,2444.04,3752.21,150,299790,nan,nan,nan,nan,nan,nan
4.4104,0.996603,0.0013189,5,35,0,-3.56987,71.3769,0.31763,71.3769,0.31763,1264.75,1661.18,2045.95,2128.55,2461.57,3833.03,150,299790,nan,nan,nan,nan,nan,nan
2.51619,0.907775,0.0023194,4,27,0,-0.578454,74.828,0.360516,74.828,0.360516,1259.62,1647.61,2021.2,2101.02,2421.63,3724.2,150,299790,nan,nan,nan,nan,nan,nan
3.19673,1,0.00323525,2,7,0,-2.05766,74.506,0.366085,74.506,0.366085,1265.13,1653.97,2028.01,2107.89,2428.56,3729.33,150,299790,nan,nan,nan,nan,nan,nan
3.54187,1,0.00564985,1,3,0,-3.20679,74.2372,0.370837,74.2372,0.370837,1269.77,1659.31,2033.72,2113.64,2434.35,3733.58,150,299790,nan,nan,nan,nan,nan,nan
3.33854,0.483802,0.00978449,1,3,0,-3.28296,74.5588,0.377131,74.5588,0.377131,1270.14,1658.85,2032.06,2111.68,2431.01,3722.43,150,299790,nan,nan,nan,nan,nan,nan
3.4923,0.984504,0.0047288,2,3,0,-3.28639,74.3453,0.376615,74.3453,0.376615,1271.69,1660.95,2034.72,2114.46,2434.3,3727.96,150,299790,nan,nan,nan,nan,nan,nan
-0.440491,0.0244282,0.00783036,2,5,0,1.38474,73.3181,0.431532,73.3181,0.431532,1304.74,1696.08,2068.62,2147.71,2463.69,3724.9,150,299790,nan,nan,nan,nan,nan,nan
2.55783,0.99899,0.00125793,4,15,0,1.66993,74.4954,0.351411,74.4954,0.351411,1257.62,1646.4,2021.35,2101.54,2423.87,3736.92,150,299790,nan,nan,nan,nan,nan,nan
3.16856,1,0.00216043,3,7,0,-2.39851,74.5786,0.395788,74.5786,0.395788,1278.68,1667.25,2039.18,2118.38,2435.61,3712.36,150,299790,nan,nan,nan,nan,nan,nan
2.75609,0.890437,0.00369085,2,3,0,-1.82207,74.9757,0.408731,74.9757,0.408731,1281.03,1668.44,2038.51,2117.23,2432.22,3695.96,150,299790,nan,nan,nan,nan,nan,nan
4.00344,0.99046,0.00482544,4,15,0,-2.79571,73.3499,0.355904,73.3499,0.355904,1269.66,1661.45,2039.01,2119.72,2444.02,3763.33,150,299790,nan,nan,nan,nan,nan,nan
4.00344,0.230702,0.00795546,3,7,0,-3.18442,73.3499,0.355904,73.3499,0.355904,1269.66,1661.45,2039.01,2119.72,2444.02,3763.33,150,299790,nan,nan,nan,nan,nan,nan
4.40002,0.999714,0.00219903,5,39,0,-3.48294,70.1404,0.305414,70.1404,0.305414,1267.82,1667.28,2055.95,2139.49,2476.78,3871.86,150,299790,nan,nan,nan,nan,nan,nan
3.09041,0.737428,0.00369722,4,23,0,-2.12548,72.7831,0.319166,72.7831,0.319166,1253.59,1646.27,2027.28,2109.05,2438.72,3795.63,150,299790,nan,nan,nan,nan,nan,nan
3.09041,0.453809,0.00336687,1,1,0,-1.23656,72.7831,0.319166,72.7831,0.319166,1253.59,1646.27,2027.28,2109.05,2438.72,3795.63,150,299790,nan,nan,nan,nan,nan,nan
3.92914,0.988146,0.00160003,3,7,0,-2.08216,73.0722,0.340731,73.0722,0.340731,1263.77,1656.13,2035.28,2116.46,2443.07,3777.91,150,299790,nan,nan,nan,nan,nan,nan
3.88579,0.99844,0.00259738,3,7,0,-3.74581,73.2795,0.369226,73.2795,0.369226,1277.11,1669.16,2046.07,2126.54,2449.49,3758.38,150,299790,nan,nan,nan,nan,nan,nan
3.8276,1,0.0042888,2,3,0,-3.78347,73.6004,0.354893,73.6004,0.354893,1266.99,1658.12,2035.11,2115.7,2439.57,3757.52,150,299790,nan,nan,nan,nan,nan,nan
4.38787,0.182967,0.00706094,3,11,0,-2.96935,70.7054,0.319473,70.7054,0.319473,1271.8,1670.14,2056.62,2139.56,2473.93,3850.06,150,299790,nan,nan,nan,nan,nan,nan
4.35415,0.936039,0.00185286,3,15,0,-1.86879,69.8832,0.297149,69.8832,0.297149,1264.55,1664.4,2054.12,2137.97,2476.8,3882.59,150,299790,nan,nan,nan,nan,nan,nan
4.32568,0.994324,0.00264179,2,3,0,-4.3002,69.9189,0.295137,69.9189,0.295137,1262.85,1662.51,2052.2,2136.07,2475.04,3882.49,150,299790,nan,nan,nan,nan,nan,nan
4.37442,0.998132,0.00426604,4,23,0,-4.16284,72.0607,0.332154,72.0607,0.332154,1267.56,1662.48,2044.71,2126.62,2456.45,3808.15,150,299790,nan,nan,nan,nan,nan,nan
4.11453,0.77453,0.00690602,1,3,0,-4.0673,71.9029,0.347934,71.9029,0.347934,1277.88,1673.47,2055.23,2136.9,2465.3,3804.49,150,299790,nan,nan,nan,nan,nan,nan
3.90547,0.81559,0.00681536,3,9,0,-3.81782,71.8311,0.312741,71.8311,0.312741,1257.73,1652.78,2036.58,2119.01,2451.55,3823.33,150,299790,nan,nan,nan,nan,nan,nan
3.75046,0.316375,0.00735366,2,7,1,-3.61902,72.461,0.322174,72.461,0.322174,1258.17,1651.78,2033.49,2115.38,2445.43,3802.52,150,299790,nan,nan,nan,nan,nan,nan
4.3484,0.970173,0.00269327,3,7,0,-3.2954,72.1473,0.341161,72.1473,0.341161,1271.97,1666.81,2048.33,2130.01,2458.62,3801.49,150,299790,nan,nan,nan,nan,nan,nan
4.08658,0.949391,0.00406778,3,15,0,-3.43201,70.7504,0.329134,70.7504,0.329134,1277.28,1675.73,2061.6,2144.32,2477.49,3844.22,150,299790,nan,nan,nan,nan,nan,nan
4.08658,0.599685,0.00584841,1,1,0,-3.41003,70.7504,0.329134,70.7504,0.329134,1277.28,1675.73,2061.6,2144.32,2477.49,3844.22,150,299790,nan,nan,nan,nan,nan,nan
4.00557,0.999601,0.00398091,3,15,0,-3.41417,72.4057,0.357692,72.4057,0.357692,1278.74,1673.06,2052.93,2134.12,2460.29,3786.54,150,299790,nan,nan,nan,nan,nan,nan
3.71405,0.890589,0.00633733,2,5,0,-3.62049,73.0259,0.334015,73.0259,0.334015,1260.35,1652.72,2032.35,2113.69,2441.16,3782.35,150,299790,nan,nan,nan,nan,nan,nan
3.31446,0.101309,0.00797976,2,5,0,-2.07718,72.7329,0.321033,72.7329,0.321033,1255.15,1648.02,2029.07,2110.83,2440.4,3796.05,150,299790,nan,nan,nan,nan,nan,nan
2.85893,0.962417,0.00192283,2,3,0,-2.4982,72.6648,0.314303,72.6648,0.314303,1251.58,1644.43,2025.99,2107.92,2438.39,3800.93,150,299790,nan,nan,nan,nan,nan,nan
4.11517,1,0.0028213,2,3,0,-2.66501,72.8271,0.34047,72.8271,0.34047,1265.72,1658.73,2038.52,2119.83,2447.02,3784.3,150,299790,nan,nan,nan,nan,nan,nan
4.18757,1,0.00445546,2,5,0,-4.0881,72.5375,0.352773,72.5375,0.352773,1274.97,1668.9,2048.73,2129.95,2456.39,3785.63,150,299790,nan,nan,nan,nan,nan,nan
3.72568,0.479229,0.00700132,2,7,0,-2.97806,73.3225,0.341969,73.3225,0.341969,1262.33,1654.05,2032.49,2113.51,2439.43,3770.94,150,299790,nan,nan,nan,nan,nan,nan
4.21157,0.996271,0.00376816,3,15,0,-3.17406,71.839,0.34424,71.839,0.34424,1276.39,1672.11,2054.25,2136.04,2465,3808,150,299790,nan,nan,nan,nan,nan,nan
4.12069,0.953527,0.00585218,2,5,0,-4.10461,72.0639,0.321617,72.0639,0.321617,1261.24,1655.91,2038.68,2120.8,2451.81,3813.1,150,299790,nan,nan,nan,nan,nan,nan
4.12069,0.0781803,0.00829576,1,1,0,-3.20082,72.0639,0.321617,72.0639,0.321617,1261.24,1655.91,2038.68,2120.8,2451.81,3813.1,150,299790,nan,nan,nan,nan,nan,nan
3.18534,0.959073,0.00200416,4,23,0,-2.64097,70.8131,0.344532,70.8131,0.344532,1285.64,1684.17,2069.02,2151.38,2482.66,3834.95,150,299790,nan,nan,nan,nan,nan,nan
4.46592,0.960839,0.00287713,2,3,0,-2.35455,70.7787,0.312739,70.7787,0.312739,1266.92,1664.85,2051.45,2134.49,2469.45,3851.25,150,299790,nan,nan,nan,nan,nan,nan
1.50573,0.965529,0.00412945,4,17,0,-1.46378,64.7089,0.234741,64.7089,0.234741,1262.12,1672.75,2078.72,2166.82,2525.49,4055.9,150,299790,nan,nan,nan,nan,nan,nan
1.85803,0.519979,0.00596027,1,3,0,-1.4502,65.0293,0.229541,65.0293,0.229541,1254.06,1663.1,2068.02,2155.97,2514.26,4047.3,150,299790,nan,nan,nan,nan,nan,nan
2.13057,0.172278,0.00355043,2,7,0,-0.529482,65.3554,0.234266,65.3554,0.234266,1255.5,1664.07,2068.05,2155.73,2512.69,4036.19,150,299790,nan,nan,nan,nan,nan,nan
3.74643,0.993814,0.00107181,5,43,0,-1.43749,68.3121,0.268138,68.3121,0.268138,1257.35,1660.09,2055.1,2140.42,2486.26,3938.35,150,299790,nan,nan,nan,nan,nan,nan
3.8368,0.99391,0.00163623,4,23,0,-3.48575,69.0036,0.274363,69.0036,0.274363,1255.94,1657.1,2050,2134.79,2478.25,3916.46,150,299790,nan,nan,nan,nan,nan,nan
4.31222,0.983242,0.00248796,3,15,0,-3.31456,69.8895,0.294273,69.8895,0.294273,1262.51,1662.22,2052.02,2135.93,2475.06,3883.67,150,299790,nan,nan,nan,nan,nan,nan
4.45579,0.999998,0.00369046,4,27,0,-4.28994,71.2279,0.317966,71.2279,0.317966,1266.26,1663.11,2048.26,2130.94,2464.27,3836.82,150,299790,nan,nan,nan,nan,nan,nan
4.46191,0.998721,0.00563282,3,15,0,-4.42797,71.4262,0.324991,71.4262,0.324991,1268.83,1665.32,2049.6,2132.01,2464.1,3828.24,150,299790,nan,nan,nan,nan,nan,nan
4.46191,0.0323177,0.00854195,2,7,0,-2.84172,71.4262,0.324991,71.4262,0.324991,1268.83,1665.32,2049.6,2132.01,2464.1,3828.24,150,299790,nan,nan,nan,nan,nan,nan
3.28733,0.988448,0.00202854,5,39,0,-2.97463,74.3416,0.392389,74.3416,0.392389,1279.15,1668.35,2041.09,2120.49,2438.6,3719.95,150,299790,nan,nan,nan,nan,nan,nan
2.2726,0.893066,0.00301823,2,3,0,-1.60664,74.6982,0.419554,74.6982,0.419554,1287.94,1675.91,2045.9,2124.53,2438.91,3697.08,150,299790,nan,nan,nan,nan,nan,nan
3.76623,0.998134,0.00373352,3,15,0,-1.01972,70.839,0.336756,70.839,0.336756,1280.97,1679.32,2064.54,2147.05,2479.15,3838.13,150,299790,nan,nan,nan,nan,nan,nan
4.46364,0.668932,0.00562081,2,7,0,-4.15179,71.359,0.322061,71.359,0.322061,1267.64,1664.24,2048.84,2131.36,2463.93,3831.41,150,299790,nan,nan,nan,nan,nan,nan
3.53758,0.987859,0.00453914,4,23,0,-3.1003,67.6471,0.271433,67.6471,0.271433,1266.02,1670.94,2067.78,2153.45,2500.61,3956.13,150,299790,nan,nan,nan,nan,nan,nan
3.53758,0.111965,0.00667208,1,3,1,-3.43371,67.6471,0.271433,67.6471,0.271433,1266.02,1670.94,2067.78,2153.45,2500.61,3956.13,150,299790,nan,nan,nan,nan,nan,nan
2.79128,0.903836,0.00190899,2,3,0,-2.20231,67.8917,0.251763,67.8917,0.251763,1247.74,1650.43,2046.89,2132.72,2481.33,3956.11,150,299790,nan,nan,nan,nan,nan,nan
2.64166,0.924806,0.00240106,2,3,0,-2.06192,67.9892,0.29377,67.9892,0.29377,1279.43,1684.58,2079.74,2164.81,2508.63,3937.03,150,299790,nan,nan,nan,nan,nan,nan
3.34966,1,0.00313279,1,1,0,-2.78403,68.0499,0.285989,68.0499,0.285989,1273.29,1677.88,2073.14,2158.31,2502.86,3938.66,150,299790,nan,nan,nan,nan,nan,nan
3.09169,0.301856,0.00468323,2,5,0,-2.22445,68.3574,0.296251,68.3574,0.296251,1277.76,1681.95,2075.96,2160.75,2503.39,3925.47,150,299790,nan,nan,nan,nan,nan,nan
3.50859,0.996509,0.00194003,3,7,0,-2.72635,67.9875,0.261572,67.9875,0.261572,1255.04,1658.25,2054.32,2139.94,2487.29,3950.02,150,299790,nan,nan,nan,nan,nan,nan
4.22427,0.981075,0.0028771,4,23,0,-2.32643,72.042,0.346501,72.042,0.346501,1275.87,1671.07,2052.55,2134.17,2462.43,3801.58,150,299790,nan,nan,nan,nan,nan,nan
4.22427,3.88741e-14,0.52925,1,1,0,-3.21935,72.042,0.346501,72.042,0.346501,1275.87,1671.07,2052.55,2134.17,2462.43,3801.58,150,299790,nan,nan,nan,nan,nan,nan
4.22427,9.03325e-09,1.23583,1,2,1,-1.84106,72.042,0.346501,72.042,0.346501,1275.87,1671.07,2052.55,2134.17,2462.43,3801.58,150,299790,nan,nan,nan,nan,nan,nan
3.93934,0.996169,0.121852,4,23,0,-2.69545,68.4189,0.277771,68.4189,0.277771,1263.81,1666.86,2061.33,2146.41,2490.95,3931.56,150,299790,nan,nan,nan,nan,nan,nan
3.97439,0.989869,0.125621,2,5,0,-3.83299,68.7783,0.27619,68.7783,0.27619,1259.36,1661.27,2054.76,2139.66,2483.48,3922.05,150,299790,nan,nan,nan,nan,nan,nan
3.8953,0.9414,0.16494,1,3,0,-3.57343,68.6985,0.289882,68.6985,0.289882,1270.15,1673.05,2066.33,2151.04,2493.54,3918.63,150,299790,nan,nan,nan,nan,nan,nan
3.71515,0.793278,0.216217,2,3,0,-2.95917,69.0156,0.272429,69.0156,0.272429,1254.35,1655.35,2048.27,2133.09,2476.73,3916.87,150,299790,nan,nan,nan,nan,nan,nan
3.71515,0.61465,0.194305,1,3,0,-2.42987,69.0156,0.272429,69.0156,0.272429,1254.35,1655.35,2048.27,2133.09,2476.73,3916.87,150,299790,nan,nan,nan,nan,nan,nan
4.09817,0.999932,0.103305,4,31,0,-3.56861,71.1928,0.305392,71.1928,0.305392,1258.53,1655.07,2040.89,2123.83,2458.65,3843.55,150,299790,nan,nan,nan,nan,nan,nan
4.40293,0.999425,0.186422,3,9,0,-4.07302,70.2311,0.30192,70.2311,0.30192,1264.69,1663.76,2052.33,2135.89,2473.35,3870.97,150,299790,nan,nan,nan,nan,nan,nan
4.1885,0.326166,0.344327,2,5,0,-2.63476,71.796,0.31797,71.796,0.31797,1261.31,1656.61,2040.26,2122.61,2454.64,3821.83,150,299790,nan,nan,nan,nan,nan,nan
4.33703,0.999302,0.076662,4,15,0,-4.08354,71.1385,0.329311,71.1385,0.329311,1273.95,1671.33,2056.14,2138.64,2470.89,3833.79,150,299790,nan,nan,nan,nan,nan,nan
3.57356,0.998855,0.144567,4,17,0,-3.07164,74.1341,0.366245,74.1341,0.366245,1268.34,1658.14,2033.1,2113.17,2434.61,3738.46,150,299790,nan,nan,nan,nan,nan,nan
3.85284,0.99013,0.273365,2,3,0,-3.484,73.5156,0.370619,73.5156,0.370619,1275.79,1667.21,2043.44,2123.75,2446.04,3751.71,150,299790,nan,nan,nan,nan,nan,nan
4.21333,0.644892,0.50271,2,5,0,-2.65859,69.2569,0.291641,69.2569,0.291641,1266.33,1667.72,2059.37,2143.7,2484.65,3902.26,150,299790,nan,nan,nan,nan,nan,nan
3.90413,0.957949,0.313972,3,11,0,-3.78457,73.432,0.368205,73.432,0.368205,1275.29,1666.93,2043.53,2123.93,2446.67,3755.05,150,299790,nan,nan,nan,nan,nan,nan
3.90413,5.56668e-10,0.521393,1,1,0,-2.04774,73.432,0.368205,73.432,0.368205,1275.29,1666.93,2043.53,2123.93,2446.67,3755.05,150,299790,nan,nan,nan,nan,nan,nan
3.89022,0.997814,0.0451965,3,15,0,-3.45183,73.5779,0.358331,73.5779,0.358331,1268.99,1660.2,2037.04,2117.57,2441.1,3756.36,150,299790,nan,nan,nan,nan,nan,nan
3.86547,0.98861,0.0856631,2,7,0,-3.31357,73.2045,0.36966,73.2045,0.36966,1277.98,1670.22,2047.3,2127.79,2450.87,3760.05,150,299790,nan,nan,nan,nan,nan,nan
4.46972,0.972804,0.156646,4,19,0,-3.4341,71.2138,0.319776,71.2138,0.319776,1267.51,1664.45,2049.55,2132.19,2465.35,3836.35,150,299790,nan,nan,nan,nan,nan,nan
4.31887,0.913154,0.270889,2,7,0,-3.90885,72.1838,0.343537,72.1838,0.343537,1272.99,1667.76,2049.05,2130.66,2458.92,3799.37,150,299790,nan,nan,nan,nan,nan,nan
4.03258,0.952531,0.388972,2,5,0,-3.57744,73.1918,0.361668,73.1918,0.361668,1274.02,1666.27,2043.88,2124.55,2448.55,3764.44,150,299790,nan,nan,nan,nan,nan,nan
4.03258,5.37335e-39,0.624086,1,1,0,-1.28484,73.1918,0.361668,73.1918,0.361668,1274.02,1666.27,2043.88,2124.55,2448.55,3764.44,150,299790,nan,nan,nan,nan,nan,nan
4.39362,0.987716,0.0608949,4,23,0,-2.51392,72.0133,0.335851,72.0133,0.335851,1270.11,1665.23,2047.39,2129.25,2458.77,3807.58,150,299790,nan,nan,nan,nan,nan,nan
